id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
391948,Single Room,1960128,Luana,Queens,Ozone Park,40.68581,-73.84642,Shared room,45,1,8,2015-09-30,0.11,2,364
391955,Charming brownstone apartment,1960189,Rebecka,Brooklyn,Columbia St,40.68636,-74.00345,Entire home/apt,159,2,106,2019-06-24,1.22,1,34
392948,Williamsburg near soho .support artist living,312722,Kristian & Di,Brooklyn,Williamsburg,40.70994,-73.96573,Private room,45,15,15,2019-06-26,0.57,4,242
393016,Your Times Square Sanctuary,1303029,Kristina,Manhattan,Hell's Kitchen,40.76013,-73.99007,Private room,104,2,133,2019-05-05,1.51,1,147
393094,Designer studio in Luxury Building,1965972,Alayna,Manhattan,Financial District,40.70621,-74.01525,Entire home/apt,225,4,27,2019-05-25,0.31,1,169
393682,Private cozy bedroom in Nolita,1968502,Paola,Manhattan,Nolita,40.72172,-73.99689,Private room,100,5,61,2018-01-02,0.70,1,188
394026,ArtistLoft-MccarenPark-Williamsburg,1651591,Todd,Brooklyn,Greenpoint,40.72049,-73.95221,Private room,90,2,2,2018-10-08,0.02,2,89
394111,"Beautiful Bedrooms in Briarwood, NY",1947974,Constance F.,Queens,Briarwood,40.71068,-73.81577,Private room,75,1,16,2017-01-01,0.18,2,189
394235,Flatiron-Designer's loft,1970839,Javier,Manhattan,Flatiron District,40.74125,-73.98862,Entire home/apt,350,7,0,,,1,0
396636,Stylish Designer Studio with Piano,1981742,Daniel,Manhattan,Harlem,40.83091,-73.94223,Entire home/apt,135,5,38,2019-05-16,0.44,1,253
397034,New York City for All Seasons!,70234,Richelle,Manhattan,Upper West Side,40.7824,-73.98294,Private room,125,1,25,2013-06-22,0.28,1,311
397297,STUNNING E Vill Penthouse,1982209,Wendy,Manhattan,East Village,40.72634,-73.98267,Entire home/apt,225,3,93,2015-11-17,1.05,1,0
397420,New York Host who knows The Most,1985717,Darktalia,Manhattan,Harlem,40.82703,-73.94311,Private room,85,3,6,2017-09-05,0.07,1,363
398281,One Block From Central Park!,325790,Michael,Manhattan,Upper East Side,40.78521,-73.95489,Entire home/apt,200,7,30,2016-12-04,0.34,1,224
398283,"PARK SLOPE: SWEET, LARGE 2BR DUPLEX",1989327,William,Brooklyn,South Slope,40.66106,-73.98316,Entire home/apt,250,3,17,2019-07-05,0.46,1,5
399946,Light Superhosted Chill LES Apt,1996265,David,Manhattan,Lower East Side,40.72123,-73.98996,Private room,90,10,67,2019-05-16,0.77,1,301
400039,Big Beautiful Railroad in Brooklyn,1488809,John,Brooklyn,Bushwick,40.70339,-73.92945,Entire home/apt,130,30,53,2017-06-30,0.68,1,0
400466,"Bright Brooklyn Flat w/Park Views, 30 day minimum",1985759,Esther,Brooklyn,Prospect-Lefferts Gardens,40.66009,-73.96237,Entire home/apt,90,30,32,2016-10-11,0.37,1,50
401579,"ECO-APT, free YOGA, 2 new bedrooms. Best location!",462379,Loretta,Brooklyn,Carroll Gardens,40.67939,-73.99398,Entire home/apt,298,30,131,2019-06-23,1.84,2,296
401836,"Sunny UES 1.5 Bedroom, Sleeps 6",2005740,Maya,Manhattan,Upper East Side,40.76494,-73.95804,Entire home/apt,300,4,19,2019-05-21,0.22,1,84
402037,Stay with a Jazz Singer in Harlem!,2006712,Amanda,Manhattan,Harlem,40.80192,-73.95827,Private room,125,1,0,,,1,365
403056,Large Private Room Near Central Park & Mount Sinai,2010724,K. Naomi,Manhattan,East Harlem,40.79314,-73.94853,Private room,125,3,74,2019-05-28,0.84,3,212
403264,Luxury room in Manhattan Duplex Apt,1386983,Candice,Manhattan,Midtown,40.7453,-73.99056,Private room,145,3,165,2019-07-03,1.88,2,181
403668,"Gorgeous Sunny, Spacious 1 bdrm in East Village",2013117,Katya,Manhattan,East Village,40.72812,-73.97966,Entire home/apt,147,2,16,2019-01-02,0.18,1,0
404502,ARTIST LOFT+OFFICE in PRIME WILLIAMSBURG!,242506,Jsun,Brooklyn,Williamsburg,40.7093,-73.96484,Private room,123,3,269,2019-06-05,3.09,3,158
404923,Private Garden Entry,2017752,Jeruschka,Brooklyn,Windsor Terrace,40.64791,-73.97904,Entire home/apt,88,3,243,2019-06-24,2.75,1,217
405025,LUXE Privé L.I.C. Apt & Garden,2018042,Megan,Queens,Long Island City,40.75453,-73.93377,Entire home/apt,215,2,59,2019-07-01,0.94,1,335
405408,"Magazine SOHO Studio Loft. 
Read our reviews!",2020431,M. C.,Manhattan,SoHo,40.72057,-73.99976,Entire home/apt,225,3,134,2019-06-22,1.53,1,231
406926,Nolita apt. with private garden,2027134,Marie-Helene,Manhattan,Nolita,40.7234,-73.99439,Entire home/apt,269,28,81,2019-07-03,0.93,1,122
406992,Family friendly Williamsburg Apt for Vacation!,1952186,Erin,Brooklyn,Williamsburg,40.71121,-73.94669,Entire home/apt,145,3,7,2016-10-22,0.08,1,270
407469,BROWNSTONE TWO IN BROOKLYN in NYC,2015914,Majar,Brooklyn,Bushwick,40.68979,-73.91661,Private room,75,3,112,2019-05-26,1.28,8,330
408491,Charming West Village One Bedroom,2034361,Marshall,Manhattan,Greenwich Village,40.73448,-73.99797,Entire home/apt,145,5,0,,,1,0
408983,Brooklyn Brownstone full floor/garden ProspectPark,520189,Andre,Brooklyn,Prospect-Lefferts Gardens,40.65937,-73.95906,Entire home/apt,229,2,92,2019-06-09,1.05,1,321
409262,"Family friendly,  steps to subway, large garden :)",1621363,Elizabeth,Brooklyn,Boerum Hill,40.68599,-73.98826,Entire home/apt,300,29,23,2019-02-14,0.26,2,312
409293,Private Sunny Room Near Central Park & Mount Sinai,2010724,K. Naomi,Manhattan,East Harlem,40.79477,-73.95046,Private room,100,3,67,2019-05-28,0.76,3,345
409666,"1 bdr apt, sunny & artsy, 4 min walk to the beach",405225,Olga,Brooklyn,Brighton Beach,40.5781,-73.95455,Entire home/apt,75,2,8,2016-09-18,0.10,1,2
411336,"""Simple Perfect Soho""",2047776,Jennifer,Manhattan,Nolita,40.72278,-73.9967,Entire home/apt,225,2,244,2019-07-01,2.81,2,252
411525,Beautiful Room + Private Balcony,1697784,Jonathan,Brooklyn,Williamsburg,40.71472,-73.96225,Private room,120,6,62,2019-05-17,0.70,2,15
411918,"3 BR apartment Crown Heights, BKLYN",2050338,Verena,Brooklyn,Crown Heights,40.66924,-73.94406,Entire home/apt,160,5,125,2019-07-02,1.47,3,169
412061,Brownstone Sunny & Spacious top fl,2051075,Linda,Brooklyn,Crown Heights,40.67259,-73.95489,Entire home/apt,125,30,58,2019-06-01,0.67,2,212
412180,"Morocco in Brooklyn with the flyest loft, Amazing!",2051961,Kim,Brooklyn,Bedford-Stuyvesant,40.69321,-73.9442,Entire home/apt,95,5,9,2018-09-03,0.10,1,0
413504,Perfect NYC/Williamsburg Location,1286417,Omri,Brooklyn,Williamsburg,40.71348,-73.94447,Private room,119,3,137,2019-06-13,1.57,1,296
413775,Midtown East Sutton Area Entire Apt,2058589,Cary,Manhattan,Midtown,40.75816,-73.96457,Entire home/apt,275,2,16,2019-05-09,0.24,1,167
413876,Finest Gateway to historic Financial District,2059155,Dan,Manhattan,Financial District,40.70537,-74.00992,Entire home/apt,160,1,36,2018-09-26,0.57,1,365
414801,Industrial Brooklyn Loft with Tree-Lined Windows,319077,Shell,Brooklyn,Clinton Hill,40.68722,-73.96289,Entire home/apt,500,1,54,2019-03-24,0.65,4,365
415304,Cute east village apartment.,2050328,Martis,Manhattan,East Village,40.73111,-73.98528,Entire home/apt,175,14,1,2016-05-31,0.03,1,0
416557,"All Charm: Lush Garden, Huge Kitchen + Quiet",2714164,Jasmine,Brooklyn,Greenpoint,40.72212,-73.94389,Entire home/apt,87,6,39,2019-03-13,0.47,2,258
417685,Bright and Quiet 2 BR in Park Slope,119588,Vero,Brooklyn,Park Slope,40.66626,-73.97933,Entire home/apt,160,1,145,2019-06-22,1.76,2,257
418291,"Cozy, bright 1BR avail. in East Village apartment",626289,Marshall,Manhattan,East Village,40.72978,-73.9793,Private room,125,3,28,2019-06-25,0.33,1,364
419373,Stylish Loft w/Lovely Backyard,2085639,Eada,Brooklyn,Bedford-Stuyvesant,40.68838,-73.94193,Entire home/apt,90,2,206,2019-06-30,2.40,1,236
419792,Great Apt IDEAL Location 900 SF,2087636,Maddine,Manhattan,Lower East Side,40.71804,-73.98565,Entire home/apt,200,7,4,2019-05-04,0.22,1,0
421554,Garden - Brownstone Experience,2096690,Richard,Brooklyn,Bedford-Stuyvesant,40.68559,-73.93896,Entire home/apt,250,15,37,2016-10-30,0.52,2,54
422040,Gorgeous ! Best Location in NYC !,1090764,Lynda,Manhattan,Upper West Side,40.77995,-73.98342,Private room,99,30,27,2017-08-11,0.31,1,189
424192,luxury 1 BedRoom Apt Hells Kitchen,2108853,Jasen,Manhattan,Hell's Kitchen,40.7559,-73.99469,Entire home/apt,325,30,18,2016-05-21,0.21,1,364
424667,Luxury room + En-suite bath in Times Sq/Midtown W,2111060,Jj,Manhattan,Hell's Kitchen,40.76291,-73.99202,Private room,99,1,134,2019-04-02,1.54,1,265
424767,"Chic, Spacious Loft + Backyard",2103888,Akari,Manhattan,Midtown,40.74406,-73.98273,Entire home/apt,325,2,197,2019-06-20,2.25,1,207
424889,Sunny and Zen W. Village Studio of Your Own,2076827,Shelley,Manhattan,West Village,40.73041,-74.00498,Entire home/apt,129,7,5,2015-05-21,0.09,1,0
424930,2BR Lux Prospect Heights,905122,Supriya,Brooklyn,Crown Heights,40.6764,-73.96218,Entire home/apt,130,28,5,2015-10-06,0.06,1,196
425784,"An airy, comfy, bookish refuge!",2116807,Rafil,Brooklyn,Vinegar Hill,40.70279,-73.98284,Entire home/apt,190,4,8,2018-01-02,0.09,1,0
428226,Bright & Vibrant- The BK experience,2128778,Rachael,Brooklyn,Crown Heights,40.67436,-73.956,Private room,55,2,62,2019-05-11,0.71,2,57
430427,"Very clean, quiet bedroom available",820046,Elaine,Manhattan,Washington Heights,40.83559,-73.94095,Private room,60,2,13,2017-01-31,0.15,1,0
430665,Lux One-bed Central Park View UWS,2141109,Kishore,Manhattan,Upper West Side,40.79234,-73.96482,Entire home/apt,250,1,8,2014-08-22,0.09,1,0
431865,Elegant Uptown Historic District Garden Apartment,361855,Kurt,Manhattan,Washington Heights,40.83451,-73.93885,Entire home/apt,275,3,50,2019-06-30,0.87,2,277
432090,Only 5 Min. to Manhattan!,2148881,Grace,Queens,Long Island City,40.74826,-73.94633,Private room,50,180,69,2016-09-28,0.79,1,0
433218,Lovely 1 bdrm in Prospect Heights!,644941,Miya,Brooklyn,Prospect Heights,40.67763,-73.97185,Entire home/apt,125,4,41,2019-05-20,0.47,1,10
433414,Spacious & Sunny in Prime Brooklyn,287733,David,Brooklyn,Clinton Hill,40.68472,-73.96691,Entire home/apt,150,20,89,2019-06-28,1.04,1,247
433914,1 Bedroom Apt - Close to JFK & City,1906804,Terrance,Brooklyn,East New York,40.65408,-73.87883,Entire home/apt,70,4,40,2019-06-17,0.46,1,273
434792,"1 br. studio duplex,  Park Slope/Gowanus, Brooklyn",2117078,Joe,Brooklyn,Gowanus,40.67302,-73.98756,Entire home/apt,138,3,106,2019-06-07,1.22,1,189
435774,A REAL New Yorkers  Wall St,2164138,Suzanne,Manhattan,Financial District,40.70633,-74.00974,Entire home/apt,265,4,33,2018-11-25,0.39,1,0
435776,ROOM AVAILABLE IN NEW YORK CITY,2164452,Robert,Manhattan,Upper East Side,40.77548,-73.95183,Private room,145,5,2,2017-10-03,0.09,1,365
435909,Sunny West Village Dream,2165401,Andrew,Manhattan,West Village,40.73775,-74.00344,Entire home/apt,151,88,19,2016-12-24,0.22,1,249
435946,SUNNY ZEN  FULL SERVICE HUGE STUDIO,2165711,Alda,Manhattan,Financial District,40.70917,-74.0146,Entire home/apt,208,6,100,2019-06-14,1.14,1,310
436510,Beautiful corner prewar apartment in Williamsburg,2168251,Jennifer,Brooklyn,Williamsburg,40.7108,-73.96226,Entire home/apt,200,3,16,2018-09-25,0.19,1,291
436619,"Tranquil, Artsy, Sunny Bedroom",2168468,Cp,Manhattan,East Village,40.72507,-73.98861,Private room,110,2,64,2019-06-09,0.76,1,74
436824,Room in Harlem,200243,Laetitia,Manhattan,Harlem,40.82726,-73.9444,Private room,58,1,17,2019-04-27,0.31,2,289
436916,Room for the Summer,2169825,Serge,Manhattan,Harlem,40.82669,-73.94281,Private room,55,2,7,2016-10-11,0.08,1,0
437352,Fantastic 2BR in Brooklyn's Best Area,290662,Seth,Brooklyn,Park Slope,40.67078,-73.98815,Entire home/apt,105,115,15,2018-12-31,0.17,1,219
437906,GREAT 1BR/2BA TERRACE & W/D! in EV!,2175110,Ralph,Manhattan,East Village,40.728,-73.97903,Entire home/apt,350,5,4,2015-10-07,0.07,1,0
438513,Big Beautiful Brooklyn Apt @ Park!,2177462,Marc,Brooklyn,Prospect-Lefferts Gardens,40.65814,-73.96181,Entire home/apt,150,3,87,2019-06-16,1.00,1,73
439750,Perfect apt. above L train Graham stop,1566042,Haley,Brooklyn,Williamsburg,40.71517,-73.94292,Private room,55,150,10,2018-05-19,0.14,1,97
439870,"Gorgeous Park Slope, BK triplex 4BD",1903758,Andrij,Brooklyn,Park Slope,40.66859,-73.98235,Entire home/apt,299,20,0,,,1,149
442636,"Private,Affordable, 20 min to NYC!",1655939,Joris,Queens,Ridgewood,40.70054,-73.90255,Entire home/apt,77,3,289,2019-06-24,3.30,1,85
442649,Lovely Chelsea 1 Bedroom,793225,Rachel,Manhattan,Chelsea,40.74572,-73.99965,Entire home/apt,125,9,10,2018-08-22,0.11,1,0
443646,Classy 2.5 BR Brownstone w/ Garden,2204078,Michelle,Manhattan,Upper West Side,40.78911,-73.97396,Entire home/apt,395,14,39,2019-05-16,0.45,1,50
444171,Upper Duplex in Brooklyn Brownstone,2206506,James,Brooklyn,Bedford-Stuyvesant,40.68813,-73.92817,Entire home/apt,189,7,7,2017-04-17,0.10,2,303
444430,comfy room minutes from museums,420542,Danielle,Bronx,Mott Haven,40.81128,-73.92399,Private room,49,1,23,2018-03-27,0.27,1,333
446367,"Best Block, NYC!  July 25-Aug 18",2216673,Joy,Manhattan,Upper West Side,40.77593,-73.97699,Entire home/apt,90,4,22,2019-06-10,0.27,1,239
447766,"Great 1 BR Apt in Kips Bay, NY",1109143,Mark,Manhattan,Kips Bay,40.73903,-73.97975,Private room,100,1,1,2014-08-21,0.02,1,6
447840,Private Artist’s Apt/ Amazing Location!,242506,Jsun,Brooklyn,Williamsburg,40.71164,-73.965,Entire home/apt,299,2,5,2016-01-09,0.06,3,0
448048,"1 BR, Book it 1st then write me",1267021,Sharma,Queens,Jackson Heights,40.75193,-73.87873,Private room,75,5,30,2019-05-24,0.37,3,180
448049,"No Inq,Read it, 1 BR, Rt of Subway,",1267021,Sharma,Queens,Jackson Heights,40.74906,-73.89377,Private room,69,7,55,2018-09-30,0.64,3,318
449034,Spacious Loft 5 min to Union Square,124357,Alex,Brooklyn,Williamsburg,40.71756,-73.95282,Private room,90,1,155,2019-06-07,1.78,3,328
449130,Your Own Private Entrance Studio in Stylish Duplex,2229582,Yamil,Manhattan,Harlem,40.8179,-73.94319,Private room,94,1,95,2019-06-28,1.09,1,18
449660,Art & Music Salon,2233165,Liz,Brooklyn,Windsor Terrace,40.64814,-73.97304,Private room,80,2,118,2019-06-16,1.35,1,353
449680,Artfully Decorated 2 Bedroom Apt,1812871,Karen,Bronx,Longwood,40.81611,-73.89909,Entire home/apt,100,5,82,2018-12-15,0.96,1,63
450009,Lavender Joy Room in Duplex!,2219255,Natalie,Brooklyn,Canarsie,40.62897,-73.90334,Private room,39,5,105,2019-06-09,1.21,3,34
450577,1 bdrm brownstone-west 70's-1 block Central Park,2237267,Marjorie,Manhattan,Upper West Side,40.77555,-73.9767,Entire home/apt,250,3,73,2019-06-07,0.84,1,284
450578,Serene Room...,9647066,Maria Luiza,Brooklyn,Sunset Park,40.6397,-74.0162,Private room,55,7,28,2019-05-12,0.32,2,333
450905,Master Bedroom / ParkSlope Brooklyn,2228665,Martha,Brooklyn,Park Slope,40.67267,-73.98348,Private room,110,2,0,,,1,0
452068,"Spacious 4 bedroom house, New York",2246071,Tamara,Brooklyn,Kensington,40.64205,-73.97173,Entire home/apt,200,1,3,2015-08-16,0.06,1,0
452541,Brooklyn Apartment Windsor Terrace,2248545,Helen,Brooklyn,Windsor Terrace,40.66034,-73.9829,Entire home/apt,142,3,120,2019-07-01,1.40,1,222
453094,Bedroom with Garden at the Back,137814,Waldemar,Brooklyn,Clinton Hill,40.68699,-73.9635,Private room,70,2,339,2019-06-23,3.88,3,333
453161,"Family friendly, sunny new condo in McCarren Park",2107905,Laura,Brooklyn,Greenpoint,40.72183,-73.94908,Entire home/apt,260,2,7,2018-06-23,0.09,1,0
453255,"Exciting Lower East Side, Loft Life",2252261,Stephanie,Manhattan,Lower East Side,40.71986,-73.9869,Entire home/apt,225,4,13,2019-04-29,0.15,1,195
453317,Large Room w/ Private Entrance,1530310,Jacques,Brooklyn,Bedford-Stuyvesant,40.68881,-73.95405,Private room,59,21,6,2013-11-01,0.07,3,0
454334,Private spacious studio available,2257289,Toni,Manhattan,Harlem,40.81669,-73.94267,Private room,65,1,3,2014-12-31,0.03,1,0
454763,For Cat-Lovers ONLY,2259061,Felo,Manhattan,Inwood,40.86717,-73.9194,Entire home/apt,99,20,11,2018-08-16,0.18,1,249
454929,UNION SQUARE❤️PENTHOUSE 2FL+TERRACE❤️EAST VIllAGE,1385575,Alex,Manhattan,East Village,40.72981,-73.98318,Entire home/apt,239,2,67,2019-07-02,1.33,1,78
455734,"Sunny, spacious 1-bedroom in Upper Manhattan",2265389,Laura,Manhattan,Inwood,40.86929,-73.92421,Entire home/apt,50,2,123,2019-07-02,1.47,1,21
455801,Hello! Cozy-Singles NYC- Upper Manhattan- Harlem!!,2265770,Jeanine,Manhattan,Harlem,40.80533,-73.95204,Private room,65,4,109,2018-09-19,1.25,3,0
456110,Beautiful One Bedroom in Chelsea,2267508,Daniel,Manhattan,Chelsea,40.7476,-73.99698,Entire home/apt,139,4,23,2015-10-04,0.27,1,0
456190,"West Village Loft, 1st floor",2267864,Gary,Manhattan,West Village,40.73357,-74.00723,Entire home/apt,174,2,269,2019-06-29,3.15,2,167
456457,West Village Gem - 2BR,1594083,David,Manhattan,West Village,40.73204,-74.00189,Entire home/apt,315,3,7,2016-08-29,0.08,1,0
456526,Central Harlem Comfy Bedroom with Private Bath,2270183,Kaye,Manhattan,Harlem,40.81713,-73.94217,Private room,75,3,36,2019-06-23,1.76,1,47
457829,Beautiful apartment in the heart of The Village,2275829,Lorena,Manhattan,East Village,40.72917,-73.98811,Entire home/apt,210,1,178,2019-07-01,2.06,1,0
458154,"Cozy private room, williamsburg NYC",2268393,Javier & Jorge,Brooklyn,Williamsburg,40.7061,-73.94531,Private room,55,4,132,2019-06-10,1.51,2,195
458377,Bright Spacious 2 Bedroom/5 Room - wRoof Deck,346366,Sarah,Brooklyn,Williamsburg,40.70147,-73.94378,Entire home/apt,229,3,12,2019-05-28,0.15,1,319
459066,******AMAZING DEAL IN NYC*****,2282355,Ivana,Manhattan,Upper East Side,40.76719,-73.95303,Entire home/apt,150,2,23,2019-01-01,0.27,1,0
460036,Great DEAL Gramercy 1 BDROOM /2beds,2287727,Jan,Manhattan,Kips Bay,40.74134,-73.98113,Entire home/apt,129,2,47,2019-06-08,0.55,1,177
460999,Beautiful duplex apt in Harlem,128890,Sara,Manhattan,Harlem,40.8162,-73.94747,Entire home/apt,100,8,8,2019-03-28,0.11,1,0
461050,Perfect Bedford L Williamsburg Location!,2286224,Sarah,Brooklyn,Williamsburg,40.71613,-73.95837,Entire home/apt,200,3,17,2016-05-12,0.20,1,67
462454,Beautiful Lower East Side Apt! Women only.,2298239,Sunserae,Manhattan,Lower East Side,40.71746,-73.98782,Private room,89,5,4,2018-03-24,0.06,1,0
463107,Historic 3 Bedroom Eastern Parkway,2301624,Miryam,Brooklyn,Crown Heights,40.66933,-73.93798,Entire home/apt,250,90,19,2018-12-16,0.22,1,311
464231,Large Room w/ Private Entrance,1530310,Jacques,Brooklyn,Bedford-Stuyvesant,40.68905,-73.9541,Private room,65,7,2,2012-05-29,0.02,3,0
465277,Sunny plant-filled apartment with 2 balconies,2065453,Ora & Scout,Brooklyn,Crown Heights,40.67615,-73.95441,Entire home/apt,68,2,35,2018-01-01,0.54,3,0
466277,"W'burg 2 bedroom w/ yard & laundry, 5 mins to L",815977,Ryan,Brooklyn,Williamsburg,40.7111,-73.94643,Entire home/apt,235,3,108,2019-07-02,1.25,2,144
466457,"Bright, Bedstuy Gem",2316542,Nicole Lavonne,Brooklyn,Bedford-Stuyvesant,40.68944,-73.9376,Entire home/apt,100,3,182,2019-07-01,2.15,1,220
467569,Curated 1BR on the prettiest block of the LES,282315,Rj,Manhattan,Lower East Side,40.72106,-73.98384,Entire home/apt,311,3,31,2019-06-11,0.41,1,28
467634,yahmanscrashpads,2321321,Lloyd,Queens,Jamaica,40.67747,-73.76493,Shared room,39,1,454,2019-06-18,5.27,1,353
467866,"Our NY home, Greenwich Village apt",2321870,David,Manhattan,West Village,40.73123,-74.00591,Private room,100,2,199,2019-07-05,2.30,1,19
468613,$ (Phone number hidden by Airbnb) weeks - room f,2325861,Cynthia,Manhattan,Lower East Side,40.72152,-73.99279,Private room,1300,1,0,,,1,0
470090,Studio Apt. Lower East - Manhattan,2332430,Murch,Manhattan,Lower East Side,40.72147,-73.99208,Entire home/apt,210,1,230,2019-07-01,2.65,1,319
470370,PRIVATE ROOM NEW YORK,2120259,Sue,Brooklyn,Crown Heights,40.66604,-73.95086,Private room,55,4,101,2019-06-24,1.19,4,170
470498,*Unique Master BR in Battery Park!*,2334269,Filip,Manhattan,Battery Park City,40.71012,-74.01504,Private room,65,2,8,2015-12-22,0.13,1,0
470709,Spacious sunny LOFT - best location,2335775,Diana,Brooklyn,Williamsburg,40.71856,-73.95166,Entire home/apt,165,30,154,2018-12-12,1.87,1,157
471712,Beautiful Sunny Apartment in South Harlem,1274269,Aram,Manhattan,Morningside Heights,40.80661,-73.9576,Private room,89,28,69,2019-05-26,0.81,1,80
471758,TriBeCa Amazing River View Loft 3BR,2339722,Francesca,Manhattan,Tribeca,40.72203,-74.00988,Entire home/apt,500,10,3,2018-06-19,0.05,1,0
471845,Gorgeous Summer Duplex/Yard sublet,2220859,Verena  And Dylan,Brooklyn,Bedford-Stuyvesant,40.68229,-73.94287,Entire home/apt,145,14,3,2013-09-01,0.04,1,0
471914,Brooklyn one-bedroom right by Prospect Park!,2147438,Stephen,Brooklyn,Prospect-Lefferts Gardens,40.65955,-73.96066,Private room,110,4,12,2019-04-26,0.16,1,330
472052,Luxury Doorman Bldg Nr Central Park,2341078,George,Manhattan,Upper West Side,40.77137,-73.98943,Entire home/apt,180,5,13,2014-08-22,0.15,1,0
472376,Great Brooklyn Studio/1BR!,1689040,Rich,Brooklyn,Prospect Heights,40.67796,-73.96458,Entire home/apt,115,2,10,2016-05-23,0.17,1,0
472546,Cozy place,1600988,Sweet Home,Brooklyn,Bushwick,40.6933,-73.90823,Entire home/apt,82,15,5,2019-01-04,0.06,1,311
473592,AMAZING Private 1stop away from NYC 1 block Subway,2347382,Massi & Ray,Queens,Long Island City,40.7502,-73.94189,Private room,70,1,144,2019-06-17,1.68,2,340
473777,Bright Modern Artist's Apartment,2348973,Koren,Brooklyn,Williamsburg,40.71285,-73.94383,Entire home/apt,155,5,10,2017-02-19,0.12,1,0
474283,Studio apartment by Columbus Circle,950232,Deborah,Manhattan,Hell's Kitchen,40.76487,-73.98471,Entire home/apt,117,7,0,,,1,0
475216,Studio Apt in Park Slope- Brooklyn!,2355439,Kara,Brooklyn,Sunset Park,40.66387,-73.99077,Entire home/apt,100,2,17,2015-07-27,0.20,1,0
476527,1RW- CARRIAGE HOUSE STUDIO OFF CTYD,2027013,Adam,Manhattan,East Village,40.72893,-73.98278,Entire home/apt,89,30,57,2019-05-05,0.67,6,0
476570,3RE - CARRIAGE HOUSE STUDIO OFF CTYD,2027013,Adam,Manhattan,East Village,40.73009,-73.9827,Entire home/apt,89,30,70,2019-03-09,0.83,6,4
476571,2RE - CARRIAGE HOUSE STUDIO OFF CTYD,2027013,Adam,Manhattan,East Village,40.72955,-73.98298,Entire home/apt,99,30,62,2019-01-10,0.74,6,8
476899,NYC studio in ST MARKS PLACE & 1AVE,2363997,Teresa,Manhattan,East Village,40.72693,-73.98521,Entire home/apt,155,6,17,2018-10-11,0.20,1,0
476983,"PRIVATE Room in Spacious, Quiet Apt",277379,Agnes,Manhattan,Harlem,40.82537,-73.94392,Private room,85,1,439,2019-07-05,5.12,2,238
478053,Great LES / Chinatown bedroom,2368753,Kristine,Manhattan,Two Bridges,40.71137,-73.99403,Private room,80,4,48,2019-01-06,0.56,1,96
478385,Sunny Midtown East Apt w/ a Loft!!!,2368133,Jimmy,Manhattan,Kips Bay,40.74428,-73.97809,Entire home/apt,135,3,134,2019-06-29,1.56,1,236
478832,Gorgeous 2 bdrm in Carroll Gardens,2371814,Jennifer,Brooklyn,Carroll Gardens,40.67579,-73.99968,Entire home/apt,150,6,2,2014-05-20,0.03,1,0
478949,"Spectacular Lux 1 Bed Apt, Best Location, Terrace!",1130454,Samir,Manhattan,Chelsea,40.74087,-74.00226,Entire home/apt,380,3,16,2017-11-04,0.19,1,0
479002,Brooklyn Brownstone w/ Beautiful Garden,1708956,Josh,Brooklyn,Fort Greene,40.68723,-73.96897,Entire home/apt,450,2,31,2019-07-03,1.14,1,30
479263,Mini Loft Williamsburg Bkln-Bedford,2373905,Jaime,Brooklyn,Williamsburg,40.7182,-73.95763,Entire home/apt,145,30,36,2019-01-19,0.42,1,342
479285,Rent in beautiful Sunnyside Gardens for holidays,2374190,Jazmin,Queens,Sunnyside,40.74679,-73.91853,Private room,80,3,1,2012-12-30,0.01,1,330
479867,Williamsburg 2b apartment with deck,2377104,Hannah,Brooklyn,Williamsburg,40.71739,-73.95472,Entire home/apt,225,2,338,2019-07-07,3.90,2,225
480549,"Studio 54, Cozy Room For 2",2361715,Ron,Manhattan,Upper West Side,40.77099,-73.9898,Private room,99,3,117,2017-12-11,1.41,1,0
481022,Super Cute Junior 1BR in LES!!,2382189,Candice,Manhattan,Lower East Side,40.7195,-73.98022,Entire home/apt,125,1,261,2019-06-22,3.24,1,212
482365,GREAT BRAND NEW 1 BED APT*TIMES SQ,914838,Lior,Manhattan,Hell's Kitchen,40.75636,-73.9939,Entire home/apt,80,30,32,2017-01-31,0.37,7,365
482765,Beautiful Brooklyn Brownstone,2389885,Megan,Brooklyn,Fort Greene,40.68834,-73.97875,Private room,100,2,112,2019-06-30,1.30,2,12
483414,Best double Room all included wifi,1539749,Edward,Brooklyn,Bedford-Stuyvesant,40.68586,-73.94837,Private room,55,2,22,2019-05-20,0.26,4,297
483485,Downtown Full Floor Loft,1492619,Wallace,Manhattan,Civic Center,40.71164,-74.00774,Entire home/apt,328,2,319,2019-07-02,3.78,1,112
483505,Perfect & Stylish Williamsburg Apt,2393537,Jodi,Brooklyn,Williamsburg,40.70743,-73.96728,Entire home/apt,142,7,69,2019-06-20,0.85,1,261
484297,Large home in most desirable Brooklyn hood!,2397411,John,Brooklyn,Clinton Hill,40.68545,-73.96534,Entire home/apt,350,4,10,2018-09-12,0.12,1,0
484312,Loft-Like Park Slope 3bdr Duplex,2306962,Hana,Brooklyn,Windsor Terrace,40.65854,-73.98384,Entire home/apt,300,2,24,2019-02-20,0.39,1,23
484728,Modern 1br by ocean in Brooklyn,2396741,Alex,Brooklyn,Fort Hamilton,40.61269,-74.03381,Entire home/apt,105,30,3,2017-08-12,0.05,1,30
