Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Type of ownership,Industry,Sector,Revenue,min_salary,max_salary,avg_salary,job_state,same_state,company_age,python,excel,hadoop,spark,aws,tableau,big_data,job_simp,seniority
Associate Data Scientist,75-131 ,"Puget Sound Energy is looking to grow our community with like-minded, top talented individuals like you! With our rapidly growing, award winning energy efficiency programs, our pathway to an exciting and innovative future is now.

PSE's IT Application Solutions team is looking for qualified candidates to fill an open Associate Data Scientist position!
Job Description
Puget Sound Energy is an electric and gas utility which provides homes and businesses throughout the Northwest. In order to meet and anticipate our customers’ needs, our Data Services team is expanding its team to include machine learning and data science technologies. In order to accomplish this we have an urgent need for an experienced Associate Data Scientist to work in our analytical Community of Practice, document internal standards, and to support our functional business areas.
Job Responsibilities
In addition to leading the development of our community, the Associate Data Scientist will be responsible for assisting with the design and development of an advanced analytical machine-learning-based software framework that can ingest, structure and model large amounts of data in different formats and from different sources, and is capable of learning, assisting and taking the initiative on various data modeling and analytical projects.

These efforts may include the development of:
Processes and data models that balance human judgment with machine intelligence
Machine learning models to classify content in documents
Proprietary document parsing and information extraction tools
Data models and queries to organize and offer insights for users to help them understand
Training models to guide other Community of Practice colleagues
Data quality, cleansing and preparation of large structured, semi-structured or unstructured datasets for other groups’ use
Standards and Best Practice development
Minimum Qualifications
Bachelor’s degree in Computer Science, Industrial Engineering, Business Administration or equivalent hands-on experience.
General IT experience: 6+ years IT experience, including several years of systems development experience in the design and development of department-wide or enterprise-wide applications.
Detailed understanding and 5+ years programming languages (specialized technical requirements as shown in attachment) and strong knowledge of office applications (e.g. Microsoft Office).
Possesses full technical knowledge of phases of software development life cycle.
Experience with at least two full life cycle implementations of a new application or purchased application.
Extensive knowledge of multiple languages, i.e (specialized technical requirements as shown in attachment) environment, active business processes, business areas, as well as industry.
Knowledge of systems and/or business analysis design concepts. Demonstrated proficiency in the applied use of systems and process analysis tools. Full system life cycle experience, including development lifecycle methodologies.
Demonstrated understanding of Structured Query Language (SQL).
Ability to facilitate interactive design and functional specification sessions.
Highly developed interpersonal, written and verbal skills with an ability to express complex technical concepts in business terms. Excellent technical writing and system documentation skills.
Strong analytical problem-solving, and conceptual skills.
Demonstrated project management skills for moderate sized projects.
Must be a “team player” able to work with management in developing and implementing new processes and enabling systems. Able to work with end user groups to define application needs and identify feasible solutions.
Proactive, self-motivated with the ability to motivate others and a customer-focused service attitude.
Good organizational skills, with the ability to meet objectives and effectively multi-task.
Ability to work with multiple levels of the organization, both technical and non-technical.
Desired Qualifications
3 Years of hands-on data science experience
Experience using source control tools like Git or Subversion
Experience with developing analytical models within and across multiple data domains
Proficient analytical and math background
Demonstrated success in performing within a functional organizational environment
Innovative mindset-thinks beyond the status quo
Knowledge of OCR, Spark, Hadoop, H20 and/or cloud computing are preferred
Tools like workflow Sketch Agenda (SKs) sheets and examples of risk mitigation

Families and businesses depend on PSE to provide the energy they need to pursue their dreams. Our steadfast commitment to serving Washington communities with safe, dependable and efficient energy started in 1873. Today we're building the Northwest's energy future through efforts like our award winning energy efficiency programs and our leadership in renewable energy.

At PSE we value and respect our employees and provide them opportunities to excel. We offer an expansive pay package that includes competitive compensation, annual goals-based incentive bonuses, comprehensive benefits, 401(K), a company paid retirement pension plan, and an employee assistance and wellness program.

Puget Sound Energy is committed to providing equal employment opportunity to all qualified applicants. We do not discriminate on the basis of race, color, religion, sex, national origin, age, sexual orientation, gender identity, marital status, veteran status or presence of a disability that with or without reasonable accommodation does not prevent performance of the essential functions of the job. Should you have a disability that requires assistance and/or reasonable accommodation with the job application process, please contact the Human Resources Staffing department at jobs@pse.com or 425-462-3017.

Nearest Major Market: Seattle
Nearest Secondary Market: Bellevue",3.3,Puget Sound Energy,"Bothell, WA","Bellevue, WA",1001 to 5000 employees,Company - Private,Utilities,"Oil, Gas, Energy & Utilities",$2 to $5 billion (USD),75,131,103, WA,0,21,0,1,1,1,0,0,0,data scientist,na
Business Intelligence Analyst,75-131 ,"The Business Intelligence Analyst is responsible for analyzing and reviewing data that is collected in our current and future products and services. Working with our Data Scientist team, the Business Intelligence Analyst would need to be able to take this data and apply to the markets our products are in for us to better serve our customers. This position will require a high degree of attention to detail along with ability to review calculations for quality assurance. The Business Intelligence Analyst must have good communication and organization skills, along with a working knowledge of day to day operations and priorities within their department and the company.

Troubleshooting and problem solving issues, as well as working closely with managers and developers, to solve these problems, will be needed. Another responsibility could include creating internal reporting features to streamline information processing and sharing throughout the company. This position requires a high level of expertise with Microsoft Excel, and skills in SQL, Tableau, Microsoft Power BI, and/or R/Python are preferred. Assume other duties as assigned.",2.7,Sandhills Global,"Lincoln, NE","Lincoln, NE",1001 to 5000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),75,131,103, NE,1,42,1,1,0,0,0,1,0,analyst,na
Data Scientist,75-131 ,"Join Our Growing Team
A career with A Place for Mom is an opportunity for you to join a rapidly expanding company committed to making a difference for seniors and their families. A Place for Mom is an online platform connecting families searching for senior care services with a team of experienced advisors providing insight-driven and personalized solutions. Our mission, as the leader in senior care advisory, is to be a trusted destination for families and our community customers. We are a quickly growing organization with over 500 advisors connecting more than 300K families every year to one of our community customers.
Living by our values and working to achieve excellence on behalf of our customers is integral to success at A Place for Mom. Employees who thrive at A Place for Mom live our values every day and are an important part of our hiring practices:
Focus on Excellence
Act with Integrity & Assume Positive Intent
Drive Outcomes Every Day with Passion and A Sense of Mission
Make the Lives of our Families and Customers Better, Easier and More Successful
Realize the Full Potential in Each Team Member. Work as a Single Supportive Team
The Position
Based in New York, NY or Overland Park, KS, the Data Scientist builds prediction algorithms that help serves families and our senior living community customers more efficiently. This position will support the sales teams in our efforts to drive continued market share growth. The Data Scientist will work within the Commercial Operations team to increase efficiency and improve the customer experience through the application of statistics and machine learning. This position will support the Sales & Operations teams in our efforts to drive greater market share, improve move-in conversion and grow our bottom line.
Who You Are
You are a self-starter who is passionate about increasing efficiency and improving the customer experience through the application of statistics and machine learning. You are able to work independently and lead efforts to drive lead prioritization, customer segmentation, enhanced data analysis, experimental design & testing, business intelligence, and business reporting. You are a strong communicator and enjoy working with talented and driven people that will challenge you to reach the next level.

Incorporate APFM Values into each customer and co-worker interaction
Design implement and maintain models that optimize the customer experience and help our sales team prioritize the right leads at the right time
Develop predictive models that balance accuracy with human interpretability and help evaluate and improve the early stages of the sales funnel
Deign experiments to test the impact of models on customer conversion and other metrics
Evolve a Random Forest based model that sorts leads near the end of their journey through the sales process
Manage & monitor the day to day operation of the servers running existing models and their connection to data repositories
Develop and evaluate models that segment customers at a number of steps along the sales process, with the ultimate goal of improving the customer’s experience through segmentation
Operate and maintain tools that combine disparate data sources and are written in python and R while developing novel ways to utilize the vast amounts of data that APFM maintains
Collaborate with teams throughout APFM to identify the appropriate metrics, define effective test groups, design experiments, calculate samples sizes and evaluate the results of these tests
Investigate business problems and validate assumptions through statistical analysis
Assist the analyst team in generating reports, troubleshooting reports and pulling data to better understand Commercial Operations and Sales trends & performance
Act as the primary lead for the team’s machine learning and statistics who can define a path forward to address business questions in these areas
As the team grows and the need for statistics and machine learning increases we anticipate that the Data Scientist will manage at least one data analyst

2+ years applying statistical and machine-learning methods to solve business problems
Strong SQL skills
Strong Python programming skills; additional experience in R nice to have but not required
Experience maintaining code repositories in git
Sharp problems solving skills and strong statistics skills
Strong fundamentals and intuition in applied statistics for both prediction and explanation
Able to build, optimize, and test prediction and forecasting models
Familiarity with basic Linux tools
Able to quickly understand business problems and implement experimental designs
Able to balance analytical rigor against meeting deadlines
Knowledge of causal analysis methods
Excellent presentation, writing, and data visualization skills
Experience using AWS to implement data science workflows is a plus
Experience working with product managers and business stakeholders to build products driven by prediction models and insights from data analysis
Ability to convey machine learning and statistics concepts to non-experts
Education Requirements.
Bachelor’s degree in technical field required.
Compensation
The position is a salaried, exempt position.
#LI-AR1",2.7,A Place for Mom,"Overland Park, KS","New York, NY",501 to 1000 employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,75,131,103, KS,0,20,1,1,0,0,1,0,0,data scientist,na
Data Scientist,75-131 ,"Job Title: Data Scientists

Job Description
Join an elite group dedicated to continuous personal improvement as GCT is currently seeking Data Scientists of all levels to support an intelligence agency with insights gained from analyzing voluminous sensor data. The ideal candidate is adept at using large data sets to find opportunities for process optimization and using models to test the effectiveness of different courses of action. Candidates must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.

Clearance: TS/SCI w/Full scope polygraph (or used within the past 24 months)

Education/Experience Requirements

Senior Positions:
Masters degree in Data Science, Statistics, Mathematics, Computer Science or another quantitative field, or extensive comparable experience
10+ years of relevant experience
Junior/Intermediate Positions
Completed B.S. in Data Science, Mathematics, Statistics, Computer Science, Computer Engineering, or a closely related technical field
3-9 years of relevant experience
Qualifications
Experience using statistical computer languages (SAS, SPSS, R, Python, SLQ, etc.) to manipulate data and draw insights fromlarge data sets
Experience working with and creating data architectures
Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks
Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications
Excellent written and verbal communication skills
Strong problem solving skills
A drive to learn and master new technologies and techniques
Desired Skills
Experience manipulating data sets and building statistical models
Coding knowledge and experience with several languages: C, C++, Java, JavaScript, etc.
Knowledge and experience in statistical and data mining techniques: GLM/Regression, Random Forest, Boosting, Trees, text mining, social network analysis, Bayes, etc.
Experience querying databases and using statistical computer languages: R, Python, SLQ, etc.
Experience using web services: Redshift, S3, Spark, DigitalOcean, AWS, etc.
Experience creating and using advanced machine learning algorithms and statistics: regression, simulation, scenario analysis, modeling, clustering, decision trees, neural networks, etc.
Experience analyzing data from 3rd party providers: Google Analytics, Site Catalyst, Coremetrics, Adwords, Crimson Hexagon, Facebook Insights, etc.
Experience with distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark, Gurobi, MySQL, etc.
Experience visualizing/presenting data for stakeholders using: Periscope, Business Objects, D3, ggplot, etc.
The success of Great-Circle Technologies depends on the success and well-being of its employees. GCT promotes work/life balance and encourages the overall well-being of each of its contributors. A comprehensive benefits package is provided, which currently includes company paid single medical, dental, life, disability, and long-term care insurances (with contributions to family premiums,) matching 401k plan, 34 days off per year including 10 Federal holidays plus the day after Thanksgiving, Christmas and New Year’s eves!

Join us at Great-Circle Technologies, where innovation is the shortest distance between two points.

Great-Circle Technologies is an Equal Opportunity Employer. Great-Circle Technologies ensures all qualified applicants will receive consideration for employment without regard to gender, race, ethnic background, religion, disability, sexual orientation, gender identity, national origin, age, or protected veteran status.",2.2,Great-Circle Technologies,"Chantilly, VA","Chantilly, VA",1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),75,131,103, VA,1,20,1,1,1,1,1,0,0,data scientist,na
Senior Analyst/Data Scientist,75-131 ,"At Edmunds were driven to make car buying easier. Ever since we began publishing printed car guides in the 60s, the company has been in the business of trust, innovating ways to empower and support car shoppers. When Edmunds launched the car industrys first Internet site in 1994, we established a leadership position online and have never looked back. Now, as one of the most trusted review sites on the Internet, millions of visitors use our research, shopping and buying tools every month to make an easy and informed decision on their next car. For consumers, we bring peace of mind. For dealers, we make tools to help them solve their problems and sell more cars. How do we do it, you ask? The key ingredients are our enthusiastic employees, progressive company culture and cutting-edge technology. Want to join the team? Read on to find out how!

What Youre Applying For:

Edmunds is seeking a skilled, creative and enthusiastic Senior Analyst/Data Scientist experienced in generating actionable insights from large sets of data, measuring business performance, and identifying areas of growth and optimization using advanced analytical (modeling) and experimental approaches.

The Senior Analyst/Data Scientist will serve a hybrid role in supporting our Tier 3 Sales team by creating dealer performance forecasts; monitoring revenue, dealer penetration and churn, analyzing effectiveness of sales efforts, and identifying areas of optimization and growth by extracting insights through modeling, testing and experimentation. In addition, the Senior Analyst/Data Scientist will also lead data science projects focused on creating and fine-tuning models to reduce churn of our T3 business as well as maintaining and optimizing existing traffic forecast models for the business.

The Senior Analyst/Data Scientist will also be expected to design, conduct, and lead complex analyses with minimal guidance to address questions from our executive team and show keen ability to interpret and communicate findings via a presentation in a clear, concise and meaningful manner. In addition, this person will be expected to take ownership of projects to continually improve reporting quality through automation and be able to anticipate and prevent problems and roadblocks before they occur.

This is a great opportunity for an individual with significant business acumen that is interested in playing with the wealth of structured and unstructured data that is available within the car buying ecosystem. Curiosity and business intellect a must.

What Youll Do:
Partner with senior business stakeholders to help optimize on our core business KPIs.
Design, conduct and lead complex analyses that mine, extract, track, report and analyze performance metrics
Apply analytical rigor and statistical methods to analyze large amounts of data, using advanced statistical techniques such as predictive statistical models, customer profiling, segmentation analysis, survey design and analysis and data mining.
Provide updates on the performance of our core KPIs as well as insights and recommendations to both our senior stakeholders and executive team in a presentation.
Create and produce forecasts, reports, ad hoc requests, dashboards, etc. utilizing our data warehouse and other data source systems and summarize your findings
Develop, evaluate, refine, and automate analytic models using data to address business needs, and identify areas of optimization.
Collaborate with different departments and define requirements to improve our reporting suite
What You Need:
A passion for analytics
Strong analytical and data mining skills
Strong data extraction and manipulation skills - SQL experience required
Data modeling / statistical analysis / predictive modeling experience is required. (R or Python)
Experience creating reports and dashboards through BI tools such as Tableau is required
Excellent presentation and communication skills
Proven ability to accurately report and interpret trends and translate these trends into actionable insights.
Proven ability to synthesize complex data/analysis into clear and concise insights and recommendations.
Ability to multitask and to balance competing priorities.
Masters degree in a quantitative field, such as mathematics, statistics, physics, computer science, business analytics, etc. with at least three years of related work experience, or a BS in related field with at least five years of relevant work experience
Working @ Edmunds.com:

Employees think its a pretty great place to work and some pretty impressive publications think it is too: we have been recognized as one of the best places to work by the Fortune Magazine and Great Places to Work, LA Business Journal, Computerworld, and Built in LA. We've also been identified as one of the best workplaces specifically in Technology and also for Diversity and Asian Americans. In fact, our CEO, Avi Steinlauf, was rated as one of Glassdoor's Highest Rated CEOs! If youre interested in learning more and joining our mission, wed love to hear from you!

Edmunds will consider for employment qualified candidates with criminal histories in a manner consistent with the requirements of all applicable laws.

*LI-DNP",3.4,Edmunds.com,"Santa Monica, CA","Santa Monica, CA",501 to 1000 employees,Company - Private,Internet,Information Technology,$100 to $500 million (USD),75,131,103, CA,1,54,1,1,0,0,1,1,0,data scientist,senior
Data Analyst,75-131 ,"Data Analyst
Location


Boston

Business Function


Portfolio Services

Apply Now

Job Description:


Enterprise Data Support Services is a newly formulated centralized group that is going to play a pivotal role in building the next generation of tools and platforms to address the data needs for end users and applications through the creation, maintenance and use of an Enterprise level data platform. This platform is being built to not only support data but also provide capabilities of centralized calculation engines for data accuracy and data consistency. This position reports into the Manager of Enterprise Data Support Services as part of the organization under the Chief Data Officer.

The Data Analyst will serve as a flexible generalist by providing data analysis and analytical insight based on the requests from Investment and Business Development teams. The individual will utilize data analysis tools such as Excel, SQL, R or Python to collate data from various sources, analyze the information and provide insights and analysis to the requesting teams. In conjunction with IT, the individual will verify any new data being added to the Central Data Repository to sign-off on data completeness and accuracy from a business domain perspective.

Principal Duties :
Work with investment teams to understand their data needs and translate them into a process to collate and analyze data to provide insights
Use statistical models and industry recognized investment data calculation methodologies to perform various data analytics in SQL and MS Excel
Exercise relational database knowledge to construct and execute SQL queries to be used in data analysis activities
Use other tools such as R and Python to manipulate data to address the information needs across the organization
Build and maintain strong relationships across the firm to understand CA’s business goals and prepare for the organization’s evolving data needs
Contribute to additional projects where relevant domain or data analysis expertise is needed
Qualifications:


Bachelor’s Degree, with preference to Data Analytics, Information Systems, or Mathematics
Demonstrated skill in SQL usage as part of data analysis
Working knowledge of R or Python is desirable
Working knowledge of relational database design concepts
Demonstrated track record of working autonomously in a highly-productive environment, executing with comfort in gray areas, and executing across multiple competing deadlines with fast-paced delivery targets
Excellent organizational, written and verbal communication skills
Willingness to learn and embrace a ‘jack of all trades’ mentality to build expertise and data depth across the entire Enterprise Data Support Services product suite
Demonstrated progression towards CIPM, CFA, and/or CAIA certification is a big plus
Direct experience integrating data from multiple sources such as client, fund, and market data domains strongly preferred",3.1,"Cambridge Associates, LLC","Boston, MA","Boston, MA",501 to 1000 employees,Company - Private,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),75,131,103, MA,1,47,1,1,0,0,0,0,0,analyst,na
Machine Learning Engineer,75-131 ,"We deliver our customers peace of mind every day by helping them protect what they value most. Our passion for placing the customer at the center of everything we do is driving a transformational shift at Liberty Mutual. Operating as a tech startup within a Fortune 100 company, we are leading a digital disruption that will redefine how people experience insurance.
Job Introduction:

The Analytic Platform and Service organization is looking to hire a Machine Learning Engineer to their team. This candidate will participate in the software development within an Agile team and work on the internally developed analytics application.
About the job:
Build out our Real Time Scoring platform and working with our data scientist partners to support the deployment of predictive models and deliver business value from AI and Machine Learning.
Develop Java application that is intended to allow analytics teams to quickly create, manage and terminate their own scalable high-performance cloud computing and storage environments to support analytics, machine learning and big data projects.
Work directly with data science teams in all markets to assist them with their projects and gather new requirements and insights to support the ongoing development.
Respond quickly to change, pick up new technologies and adapt to changing requirements.
Demonstrate competence at writing, testing and debugging Python and Java code.

Desired skills:

Bachelor's or Master's degree in technical or business discipline or equivalent experience.
Minimum 2+ years of professional development experience in Python and Java.
Foundational knowledge or proficient with data science and machine learning tools and techniques
Experience in new and emerging technologies such as AWS, Azure and Cloud, DevOps, CI/CD and Microservices.
Excellent analytical, problem solving, and communication and collaboration skills.
General knowledge of agile software development concepts and processes.
Must be proactive, demonstrate initiative and be a logical thinker.
Experience with layered system architectures and layered solutions; understanding of shared software concepts.
Highly competitive candidates will have:

R Language
Spark
Go Language
We take care of our employees...

We strongly believe that a great job should keep you happy both at work-and in life. That's why we offer:
Workplace Flexibility
Wellness Perks
Collaborative workspaces
Sit/stand desks
Career development, programs and classes
Diversity & Inclusion programs
Commuter Benefits
Adoption Assistance
College Savings Plan
Education reimbursement
Hackathon Events
Liberty Mutual was named as a '2016 Great Place to Work' by Great Place to Work US.
For more info about our benefits -
https://libertymutualgroup.com/careers/working-here/benefits
Learn more about Tech at Liberty Mutual - http://www.jobs.libertymutualgroup.com/careers/technology-jobs

Check out our Tech at Liberty Mutual YouTube playlist - https://www.youtube.com/playlist?list=PLxUNmyJ_IIGx9yoUJfQ8k5APAK3-KAa6j",3.4,Liberty Mutual Insurance,"Portsmouth, NH","Boston, MA",10000+ employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),75,131,103, NH,0,108,1,1,0,1,1,0,1,mle,na
Data Analyst I,75-131 ,"Who is Cenlar?

You are.

Employee-owners have made Cenlar one of the nation’s largest mortgage subservicers. We have achieved success by empowering people with company ownership, real programs that provide avenues for advancement, and a great atmosphere that makes everyone look forward to the workday. Get your share of our success by considering the opportunity to join our team as a Data Analyst I.

Job Summary:

Responsible for working with large and complex data sets (both internal and external data) to evaluate, recommend, and support the implementation of business strategies. Identifies and compiles data sets using a variety of tools (e.g. SQL, Access) to help predict, improve, and measure the success of key business to business outcomes. Responsible for documenting data requirements, data collection/processing/cleaning, and exploratory data analysis; which may include utilizing statistical models/algorithms and data visualization techniques. Incumbents in this role may often be referred to as Data Scientists.

Responsibilities:
Day-to-day actions are focused on administering defined procedures, analysis and report preparation.
Commands knowledge of data elements across the enterprise and industry – definitions, lineage and usage
Executes creation of tabular operational reports and aggregation reports with medium to high complexity.
Commands intermediate to expert level t-SQL coding proficiency
Performs data mapping for systems integration, data provisioning, and data consumption
Responsible for documenting metadata, data lineage, data definitions and business glossary entries.
Handles basic data transformation tasks such as date and decimal formatting, rounding of numeric values, and conversion of numeric values to percentages.
Has intermediate to expert level SSIS ETL build proficiency
Works with Data stewards to enforce adherence to standards for enhancements and new repositories.
Qualifications:
Experienced professional with relevant and current skills (3-5 years).
Primary focus is on daily deliverable of routine and defined outputs, while at the same time developing knowledge of the broader context in which the work is being performed.
Bachelor’s degree in computer science, finance, mathematics, statistics (or similar) or equivalent work experience
Total Rewards:

Cenlar FSB offers outstanding benefits which may include paid medical/dental/life insurance, 401k, employee ownership, tuition assistance, a supportive work environment, and genuine opportunities for advancement. Cenlar is a Drug Free Workplace and an Equal Employment Opportunity/Affirmative Action Employer -- M/F/D/V/SO.

Visit www.cenlar.com for more details.

Please apply online.",2.6,Cenlar,"Ewing, NJ","Ewing, NJ",1001 to 5000 employees,Company - Private,-1,-1,$100 to $500 million (USD),75,131,103, NJ,1,62,0,0,0,0,0,0,0,analyst,na
Scientist - Molecular Biology,75-131 ,"ArsenalBio’s mission is to develop efficacious and safe cellular therapies for patients with chronic diseases, initially cancer. Our products are being designed to herald the transition of adoptive cell therapy from a hospital based treatment to outpatient therapy, like most other cancer treatments. Our people are our greatest asset, they bring scientific talents in molecular biology, immunology, pharmacology, protein chemistry, computational biology, automation, genome engineering, software and other fields to make the future happen now.
What You Will Do:
Lead the development, application and optimization of DNA constructs for genetic modification of cell lines and primary immune cells
Design and develop DNA constructs and libraries encoding affinity reagents, receptors and synthetic circuits for high-throughput functional screens
Work with interdisciplinary teams to establish and test novel adoptive cell therapy approaches
Provide expert support for molecular biology applications and strategies to the broader scientific team
Maintain familiarity with the relevant current literature and its application to synthetic biology and genome engineering
Coordinate tasks across multiple projects, demonstrating prioritization and planning
Interpret and effectively execute experiments in line with project timelines and goals
Mentor research associates within the group in areas of technical expertise

What You Will Bring:
PhD in molecular biology or a related field, with 3+ years of relevant research experience in industry or academia
Experience developing/optimizing protocols for nucleic acid cloning, amplification, modification and analysis
Experience optimizing/developing protocols for DNA assembly and library constructions for applications such as synthetic biology, functional genomics and/or protein engineering
Working knowledge of vector design for gene expression, genetic reporter systems and genome engineering applications
Working knowledge of next-generation sequencing technologies and workflows
Working knowledge of automation and workflows
Entrepreneurial behaviors demonstrated by agility, accountability, transparency, resourcefulness, and ability to get things done
Ability to quickly learn new skills and knowledge on the job, demonstrate productivity, and deliver high-quality results
Flexible mind with ability to think outside the box, creative approach to problem solving, and comfort in working with ambiguous data in an open-ended, exploratory process
We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status

To all recruitment agencies: ArsenalBio does not accept agency resumes. Please do not forward resumes to our jobs alias, or Arsenalbio employees. ArsenalBio is not responsible for any fees related to unsolicited resumes.",5.0,Arsenal Biosciences,"South San Francisco, CA","South San Francisco, CA",51 to 200 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,75,131,103, CA,1,1,0,0,0,0,0,0,0,na,na
Data Scientist,75-131 ,"The Opportunity

Eversight is the recognized leader in AI-powered price and promotions. Eversight's proprietary cloud-based SaaS solution brings AI and continuous experimentation to consumer brands and retailers. Our software acts as a coach, enabling market leaders to transform pricing and promotion strategy for the $3.4 trillion spent in consumer goods retail using intelligent, real-time data and insights.

Reporting directly to the Head of Data Science, you will be at the center of what determines Eversight's success as a company. You will analyze the data and develop production code using the newest Data Science and Machine Learning techniques to determine the optimal prices and promotions for major product manufacturers and retailers that sell these products.

Responsibilities
Research, implement and modify modern Data Science techniques. More specifically:
Build Statistical and Machine Learning models that describe the impact of prices and promotions on shopper behavior, including behavioral pricing effects. You'll need to find middle ground between using flexible modern AI methods and proven classical methods.
Develop Optimization and Experiment Design systems, which determine the best prices to set for each product in each store each week. Finding a good balance on the exploration-exploitation tradeoff will be crucial.
Design and run pricing experiments across hundreds of stores and tens of thousands of products
Create model validation methods to make sure that our models are accurate and to quantify the impact of our solutions on the clients' bottom line
Work with Product Management to generate ideas and quickly turn them into efficient, well-tested, functioning code (we mostly use Python)
Partner with the Engineering team to create highly scalable solutions
Serve as Data Science expert both within Eversight and for our clients
Lead custom analyses and connect them to actionable Business and Product insights
Help prioritize new feature development by assessing potential impact
Be a go-to resource for science-related questions about the product
Behavioral Profile
Analytical, framework thinker
Comfortable in a fast-paced environment
Highly collaborative
Strong at translating Data Science concepts to non-technical audiences
Business focused; measures work in its contributions to business outcomes and prioritizes effort against deliverables accordingly
Skills and Experience
M.S. in Operations Research, Machine Learning, Statistics, Mathematics, Engineering, Economics, Computer Science or relevant quantitative field
2+ years of experience in Data Science or Machine Learning. Ph.D. experience accepted
Elite ability in : Linear Algebra, Hypothesis Testing, Bayesian Methods, Regressions, Calculus, Maximum Likelihood Estimation
Experience in Machine Learning methods: Neural Networks (Deep Learning, Embeddings, Sequence Modeling, CNN), Tree-based methods (GBDT, Random Forest), Regressions (Linear, GLM), Regularization Methods (L1/L2 penalties, Feature Selection, Dimensionality Reduction)
Experience in A/B testing and Design of Experiments preferred
Demand Modeling, Pricing, and Causal Inference experience preferred but optional
Knowledge of common data structures and ability to write efficient code in Python
Agile experience preferred
Location

Palo Alto, CA

About the Company

Eversight is the recognized leader in AI-powered pricing and promotions. Global brands and retailers rely on the Eversight platform to optimize pricing in response to market conditions and to deliver higher ROI on promotional spend. Eversight's Pricing Suite and Offer Innovation Suite solutions are driving strong margin and sales volume improvements for leading companies such as Coca-Cola, Frito-Lay, Raley's, and Rite Aid. Founded in 2013, Eversight is headquartered in Palo Alto, California, with offices in Chicago and New York.",4.2,Eversight,"Palo Alto, CA","Palo Alto, CA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),75,131,103, CA,1,7,1,0,0,0,0,0,0,data scientist,na
