"SCHOOL","STATE","CITY","NOC","PROGRAM","TYPE","DEPARTMENT","DELIVERY","DURATION","PREREQ","LINK","LOC_LAT","LOC_LONG","WORLD_RANK","COUNTRY","TEACHING","INTERNATIONAL","RESEARCH","CITATIONS","INCOME","TOTAL_SCORE","NUM_STUDENTS","STUDENT_STAFF_RATIO","INTERNATIONAL_STUDENTS","F_M_RATIO","YEAR","timesData"
"Creighton University","Nebraska","Omaha",2,"Master of Science in Business Intelligence and Analytics (MS-BIA)","M","Heider College of Business","Campus","33 credit hours","Not Available","http://business.creighton.edu/graduate/graduate-programs/master-science-business-intelligence-and-analytics-ms-bia",41.2653,-95.947,"276-300","United States of America",41.3,"21.7",10.9,68.2,"-","-","7,086",8.3,"2%","57:43:00",2014,1
"CUNY Bernard M Baruch College","New York","New York",1,"Advanced Certificate in Business Analytics of Large-Scale Data","C","School of Business","Campus","15 hours/credits","math, statistics","http://www.csi.cuny.edu/catalog/graduate/advanced-certificate-in-business-analytics-of-large-scale-data.htm",40.7402,-73.9834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"CUNY Graduate School and University Center","New York","New York",1,"Online Master of Science in Data Analytics","M","CUNY School of Professional Studies","Online","36 credit hours","statistics, math, computer science","https://sps.cuny.edu/academics/graduate/master-science-data-analytics-ms",40.7485,-73.9836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"CUNY Queens College","New York","Flushing",1,"MA in Data Analytics & Applied Social Research","M","Sociology Department","Campus","35 credits","computer science","http://qcbigdata.com/program/",40.7378,-73.8154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Dakota State University","South Dakota","Madison",1,"Master of Science in Analytics (MSA)","M","Graduate Office","Online","24 credit hours","statistics, computer science","http://dsu.edu/graduate-students/msa",44.0127,-97.1096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Davenport University","Michigan","Grand Rapids",1,"Master of Science in Health Informatics and Information Management","M","College of Health Professions","Campus","36 credits","statistics, computer science","http://www.davenport.edu/college-health-professions/programs-and-degrees/master-science-informatics-and-information-",42.8497,-85.5297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"DePaul University","Illinois","Chicago",2,"Information Systems (MS) - Business Intelligence Concentration","M","College of Computing and Digital Media","Campus","53-61 credits","Not Available","http://www.depaul.edu/university-catalog/degree-requirements/graduate/cdm/information-systems-ms/concentrations/Pages/business-intelligence.aspx",41.9233,-87.6541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"DePaul University","Illinois","Chicago",2,"M.S. in Predictive Analytics","M","College of Computing and Digital Media","Online","52 credit hours","Not Available","http://www.cdm.depaul.edu/Prospective%20Students/Pages/MastersDegreeStudents.aspx",41.9233,-87.6541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Drexel University","Pennsylvania","Philadelphia",3,"Online Master's in Health Informatics","M","College of Computing and Informatics","Online","45 credits","Not Available","http://catalog.drexel.edu/graduate/collegeofcomputingandinformatics/healthinformatics/#certificateinhealthcareinformaticstext",39.9549,-75.1887,"301-350","United States of America",33.9,"38.2",15,56.2,"32.5","-","20,713",10.8,"18%","48:52:00",2014,1
"Drexel University","Pennsylvania","Philadelphia",3,"Online Master's in Health Informatics","M","College of Computing and Informatics","Online","45 credits","Not Available","http://catalog.drexel.edu/graduate/collegeofcomputingandinformatics/healthinformatics/#certificateinhealthcareinformaticstext",39.9549,-75.1887,"276-300","United States of America",34.7,"36.6",14.9,65.1,"34.7","-","20,713",10.8,"18%","48:52:00",2013,1
"Drexel University","Pennsylvania","Philadelphia",3,"Online Master's in Health Informatics","M","College of Computing and Informatics","Online","45 credits","Not Available","http://catalog.drexel.edu/graduate/collegeofcomputingandinformatics/healthinformatics/#certificateinhealthcareinformaticstext",39.9549,-75.1887,"301-350","United States of America",31.8,"42.2",14.3,57.5,"34.6","-","20,713",10.8,"18%","48:52:00",2015,1
"Drexel University","Pennsylvania","Philadelphia",3,"Online Master's in Health Informatics","M","College of Computing and Informatics","Online","45 credits","Not Available","http://catalog.drexel.edu/graduate/collegeofcomputingandinformatics/healthinformatics/#certificateinhealthcareinformaticstext",39.9549,-75.1887,"226-250","United States of America",36.9,"37.8",12.2,59.4,"29.9","-","20,713",10.8,"18%","48:52:00",2012,1
"Drexel University","Pennsylvania","Philadelphia",3,"Online Master's in Health Informatics","M","College of Computing and Informatics","Online","45 credits","Not Available","http://catalog.drexel.edu/graduate/collegeofcomputingandinformatics/healthinformatics/#certificateinhealthcareinformaticstext",39.9549,-75.1887,"351-400","United States of America",31.2,"46.3",14.6,57.7,"36.3","-","20,713",10.8,"18%","48:52:00",2016,1
"Drexel University","Pennsylvania","Philadelphia",3,"Online Master's in Health Informatics","M","College of Computing and Informatics","Online","45 credits","Not Available","http://catalog.drexel.edu/graduate/collegeofcomputingandinformatics/healthinformatics/#certificateinhealthcareinformaticstext",39.9549,-75.1887,"190","United States of America",45,"60.6",35.9,58.2,"27.4","46.9","20,713",10.8,"18%","48:52:00",2011,1
"Drexel University","Pennsylvania","Philadelphia",3,"M.S. in Business Analytics","M","LeBow College of Business","Campus","45 credit hours","Not Available","http://online.drexel.edu/online-degrees/information-sciences-degrees/cert-hci/index.aspx#admissionscriteria",39.9549,-75.1887,"301-350","United States of America",33.9,"38.2",15,56.2,"32.5","-","20,713",10.8,"18%","48:52:00",2014,1
"Drexel University","Pennsylvania","Philadelphia",3,"M.S. in Business Analytics","M","LeBow College of Business","Campus","45 credit hours","Not Available","http://online.drexel.edu/online-degrees/information-sciences-degrees/cert-hci/index.aspx#admissionscriteria",39.9549,-75.1887,"276-300","United States of America",34.7,"36.6",14.9,65.1,"34.7","-","20,713",10.8,"18%","48:52:00",2013,1
"Drexel University","Pennsylvania","Philadelphia",3,"M.S. in Business Analytics","M","LeBow College of Business","Campus","45 credit hours","Not Available","http://online.drexel.edu/online-degrees/information-sciences-degrees/cert-hci/index.aspx#admissionscriteria",39.9549,-75.1887,"301-350","United States of America",31.8,"42.2",14.3,57.5,"34.6","-","20,713",10.8,"18%","48:52:00",2015,1
"Drexel University","Pennsylvania","Philadelphia",3,"M.S. in Business Analytics","M","LeBow College of Business","Campus","45 credit hours","Not Available","http://online.drexel.edu/online-degrees/information-sciences-degrees/cert-hci/index.aspx#admissionscriteria",39.9549,-75.1887,"226-250","United States of America",36.9,"37.8",12.2,59.4,"29.9","-","20,713",10.8,"18%","48:52:00",2012,1
"Drexel University","Pennsylvania","Philadelphia",3,"M.S. in Business Analytics","M","LeBow College of Business","Campus","45 credit hours","Not Available","http://online.drexel.edu/online-degrees/information-sciences-degrees/cert-hci/index.aspx#admissionscriteria",39.9549,-75.1887,"351-400","United States of America",31.2,"46.3",14.6,57.7,"36.3","-","20,713",10.8,"18%","48:52:00",2016,1
"Drexel University","Pennsylvania","Philadelphia",3,"M.S. in Business Analytics","M","LeBow College of Business","Campus","45 credit hours","Not Available","http://online.drexel.edu/online-degrees/information-sciences-degrees/cert-hci/index.aspx#admissionscriteria",39.9549,-75.1887,"190","United States of America",45,"60.6",35.9,58.2,"27.4","46.9","20,713",10.8,"18%","48:52:00",2011,1
"Drexel University","Pennsylvania","Philadelphia",3,"Certificate in Healthcare Informatics","C","Drexel University's Institute for Healthcare Informatics","Online","9 credit hours","Not Available","http://online.drexel.edu/online-degrees/information-sciences-degrees/cert-hci/index.aspx",39.9549,-75.1887,"301-350","United States of America",33.9,"38.2",15,56.2,"32.5","-","20,713",10.8,"18%","48:52:00",2014,1
"Drexel University","Pennsylvania","Philadelphia",3,"Certificate in Healthcare Informatics","C","Drexel University's Institute for Healthcare Informatics","Online","9 credit hours","Not Available","http://online.drexel.edu/online-degrees/information-sciences-degrees/cert-hci/index.aspx",39.9549,-75.1887,"276-300","United States of America",34.7,"36.6",14.9,65.1,"34.7","-","20,713",10.8,"18%","48:52:00",2013,1
"Drexel University","Pennsylvania","Philadelphia",3,"Certificate in Healthcare Informatics","C","Drexel University's Institute for Healthcare Informatics","Online","9 credit hours","Not Available","http://online.drexel.edu/online-degrees/information-sciences-degrees/cert-hci/index.aspx",39.9549,-75.1887,"301-350","United States of America",31.8,"42.2",14.3,57.5,"34.6","-","20,713",10.8,"18%","48:52:00",2015,1
"Drexel University","Pennsylvania","Philadelphia",3,"Certificate in Healthcare Informatics","C","Drexel University's Institute for Healthcare Informatics","Online","9 credit hours","Not Available","http://online.drexel.edu/online-degrees/information-sciences-degrees/cert-hci/index.aspx",39.9549,-75.1887,"226-250","United States of America",36.9,"37.8",12.2,59.4,"29.9","-","20,713",10.8,"18%","48:52:00",2012,1
"Drexel University","Pennsylvania","Philadelphia",3,"Certificate in Healthcare Informatics","C","Drexel University's Institute for Healthcare Informatics","Online","9 credit hours","Not Available","http://online.drexel.edu/online-degrees/information-sciences-degrees/cert-hci/index.aspx",39.9549,-75.1887,"351-400","United States of America",31.2,"46.3",14.6,57.7,"36.3","-","20,713",10.8,"18%","48:52:00",2016,1
"Drexel University","Pennsylvania","Philadelphia",3,"Certificate in Healthcare Informatics","C","Drexel University's Institute for Healthcare Informatics","Online","9 credit hours","Not Available","http://online.drexel.edu/online-degrees/information-sciences-degrees/cert-hci/index.aspx",39.9549,-75.1887,"190","United States of America",45,"60.6",35.9,58.2,"27.4","46.9","20,713",10.8,"18%","48:52:00",2011,1
"Duke University","North Carolina","Durham",1,"Master of Quantitative Management","M","Fuqua School of Business","Campus","10 Months","technical bachelor's degree","http://www.fuqua.duke.edu/master-quantitative-management/",36.0016,-78.9423,"22","United States of America",62.6,"46.9",77.9,97.4,"100","77.4","15,172",4.8,"17%","49:51:00",2012,1
"Duke University","North Carolina","Durham",1,"Master of Quantitative Management","M","Fuqua School of Business","Campus","10 Months","technical bachelor's degree","http://www.fuqua.duke.edu/master-quantitative-management/",36.0016,-78.9423,"20","United States of America",76,"56.5",78,99,"100","82.7","15,172",4.8,"17%","49:51:00",2016,1
"Duke University","North Carolina","Durham",1,"Master of Quantitative Management","M","Fuqua School of Business","Campus","10 Months","technical bachelor's degree","http://www.fuqua.duke.edu/master-quantitative-management/",36.0016,-78.9423,"23","United States of America",72.3,"45.8",81.5,97,"100","81.2","15,172",4.8,"17%","49:51:00",2013,1
"Duke University","North Carolina","Durham",1,"Master of Quantitative Management","M","Fuqua School of Business","Campus","10 Months","technical bachelor's degree","http://www.fuqua.duke.edu/master-quantitative-management/",36.0016,-78.9423,"17","United States of America",73.9,"50",73,96.7,"100","79.3","15,172",4.8,"17%","49:51:00",2014,1
"Duke University","North Carolina","Durham",1,"Master of Quantitative Management","M","Fuqua School of Business","Campus","10 Months","technical bachelor's degree","http://www.fuqua.duke.edu/master-quantitative-management/",36.0016,-78.9423,"24","United States of America",66.8,"49.4",71.5,92.3,"100","76.5","15,172",4.8,"17%","49:51:00",2011,1
"Duke University","North Carolina","Durham",1,"Master of Quantitative Management","M","Fuqua School of Business","Campus","10 Months","technical bachelor's degree","http://www.fuqua.duke.edu/master-quantitative-management/",36.0016,-78.9423,"18","United States of America",73.5,"50.5",75.2,96.6,"100","79.9","15,172",4.8,"17%","49:51:00",2015,1
"Eastern Michigan University","Michigan","Ypsilanti",2,"Master of Arts in Applied Statistics","M","Department of Mathematics","Campus","31-34 graduate hours","math, statistics","http://www.emich.edu/cob/mba/requirements/index.php",42.2458,-83.6245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Eastern Michigan University","Michigan","Ypsilanti",2,"Enterprise Business Intelligence specialization in the Master of Business Administration (MBA)","M","College of Business; Computer Information Systems Department","Campus","36+ credits","Not Available","http://www.emich.edu/cob/departments_centers/computer_information_systems.php",42.2458,-83.6245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Elmhurst College","Illinois","Elmhurst",3,"Master in Health Informatics","M","School for Professional Studies","Online","28 months","Not Available","http://public.elmhurst.edu/data_science/227876081.html",41.8992,-87.9461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Elmhurst College","Illinois","Elmhurst",3,"Graduate Certificate in Data Science","C","Elmhurst College Online Center","Online","15 semester hours","statistics, computer science","http://public.elmhurst.edu/data_science/227880201.html",41.8992,-87.9461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Elmhurst College","Illinois","Elmhurst",3,"M.S. in Data Science","M","Elmhurst College Online Center","Online","2 years","statistics, computer science","http://www.elmhurst.edu/data_science/227880971.html",41.8992,-87.9461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Emporia State University","Kansas","Emporia",1,"MS Informatics","M","School of Library and Information Management","Online","36 credit hours","Not Available","http://www.emporia.edu/info/degrees-courses/grad/informatics",38.4138,-96.1802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Florida International University","Florida","Miami",1,"Master of Science in Health Informatics and Management Systems","M","Chapman Graduate School of Business","Campus","14 months","Not Available","http://business.fiu.edu/fiubusiness/mshims.cfm",25.7571,-80.3776,"401-500","United States of America",25.7,"32.8",18.1,49.4,"32.7","-","32,566",25.9,"7%","56:44:00",2016,1
"Fordham University","New York","Bronx",2,"Master's in Data Analytics","M","Department of Computer & Information Science","Campus","30 credits","Not Available","http://www.bnet.fordham.edu/academic_bulletin/2015/admissions_enrollment/Degree_Program_Admissions/index.asp",40.8612,-73.8896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Fordham University","New York","Bronx",2,"Master of Science in Business Analytics","M","Graduate School of Business","Campus","30 credit hours/1 year","Not Available","http://www.bnet.fordham.edu/academic_bulletin/2015/ms/MS_Business_Analytics/index.asp",40.8612,-73.8896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Full Sail University","Florida","Winter Park",1,"Master of Science in Business Intelligence","M","Full Sail University","Online","36 credit hours/12 months","Not Available","http://www.fullsail.edu/degrees/online/business-intelligence-masters",28.5965,-81.3013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"George Mason University","Virginia","Fairfax",4,"MS in Computational Science","M","Department of Computational and Data Sciences","Campus","30 credits","math","https://cs.gmu.edu/programs/masters/infs/arequire.html",38.8309,-77.3079,"351-400","United States of America",24.5,"37.3",18,54.9,"28.8","-","26,622",17,"7%","54:46:00",2014,1
"George Mason University","Virginia","Fairfax",4,"MS in Computational Science","M","Department of Computational and Data Sciences","Campus","30 credits","math","https://cs.gmu.edu/programs/masters/infs/arequire.html",38.8309,-77.3079,"351-400","United States of America",27.2,"34.9",19.7,53,"28.2","-","26,622",17,"7%","54:46:00",2013,1
"George Mason University","Virginia","Fairfax",4,"MS in Computational Science","M","Department of Computational and Data Sciences","Campus","30 credits","math","https://cs.gmu.edu/programs/masters/infs/arequire.html",38.8309,-77.3079,"351-400","United States of America",26.3,"35.8",20.3,53.9,"28.7","-","26,622",17,"7%","54:46:00",2015,1
"George Mason University","Virginia","Fairfax",4,"MS in Computational Science","M","Department of Computational and Data Sciences","Campus","30 credits","math","https://cs.gmu.edu/programs/masters/infs/arequire.html",38.8309,-77.3079,"301-350","United States of America",29.3,"23.8",17.7,42.6,"25.1","-","26,622",17,"7%","54:46:00",2012,1
"George Mason University","Virginia","Fairfax",4,"MS in Computational Science","M","Department of Computational and Data Sciences","Campus","30 credits","math","https://cs.gmu.edu/programs/masters/infs/arequire.html",38.8309,-77.3079,"301-350","United States of America",29.6,"36.9",21.2,64.9,"29.1","-","26,622",17,"7%","54:46:00",2016,1
"George Mason University","Virginia","Fairfax",4,"MS in Data Analytics Engineering","M","Volgenau School of Engineering","Campus","30 credits","Not Available","https://cs.gmu.edu/programs/masters/infs/deg-req.html",38.8309,-77.3079,"351-400","United States of America",24.5,"37.3",18,54.9,"28.8","-","26,622",17,"7%","54:46:00",2014,1
"George Mason University","Virginia","Fairfax",4,"MS in Data Analytics Engineering","M","Volgenau School of Engineering","Campus","30 credits","Not Available","https://cs.gmu.edu/programs/masters/infs/deg-req.html",38.8309,-77.3079,"351-400","United States of America",27.2,"34.9",19.7,53,"28.2","-","26,622",17,"7%","54:46:00",2013,1
"George Mason University","Virginia","Fairfax",4,"MS in Data Analytics Engineering","M","Volgenau School of Engineering","Campus","30 credits","Not Available","https://cs.gmu.edu/programs/masters/infs/deg-req.html",38.8309,-77.3079,"351-400","United States of America",26.3,"35.8",20.3,53.9,"28.7","-","26,622",17,"7%","54:46:00",2015,1
"George Mason University","Virginia","Fairfax",4,"MS in Data Analytics Engineering","M","Volgenau School of Engineering","Campus","30 credits","Not Available","https://cs.gmu.edu/programs/masters/infs/deg-req.html",38.8309,-77.3079,"301-350","United States of America",29.3,"23.8",17.7,42.6,"25.1","-","26,622",17,"7%","54:46:00",2012,1
"George Mason University","Virginia","Fairfax",4,"MS in Data Analytics Engineering","M","Volgenau School of Engineering","Campus","30 credits","Not Available","https://cs.gmu.edu/programs/masters/infs/deg-req.html",38.8309,-77.3079,"301-350","United States of America",29.6,"36.9",21.2,64.9,"29.1","-","26,622",17,"7%","54:46:00",2016,1
"George Mason University","Virginia","Fairfax",4,"Masters in Information Systems","M","Department of Computer Science","Campus","30 units","Not Available","https://cs.gmu.edu/programs/masters/infs/",38.8309,-77.3079,"351-400","United States of America",24.5,"37.3",18,54.9,"28.8","-","26,622",17,"7%","54:46:00",2014,1
"George Mason University","Virginia","Fairfax",4,"Masters in Information Systems","M","Department of Computer Science","Campus","30 units","Not Available","https://cs.gmu.edu/programs/masters/infs/",38.8309,-77.3079,"351-400","United States of America",27.2,"34.9",19.7,53,"28.2","-","26,622",17,"7%","54:46:00",2013,1
"George Mason University","Virginia","Fairfax",4,"Masters in Information Systems","M","Department of Computer Science","Campus","30 units","Not Available","https://cs.gmu.edu/programs/masters/infs/",38.8309,-77.3079,"351-400","United States of America",26.3,"35.8",20.3,53.9,"28.7","-","26,622",17,"7%","54:46:00",2015,1
"George Mason University","Virginia","Fairfax",4,"Masters in Information Systems","M","Department of Computer Science","Campus","30 units","Not Available","https://cs.gmu.edu/programs/masters/infs/",38.8309,-77.3079,"301-350","United States of America",29.3,"23.8",17.7,42.6,"25.1","-","26,622",17,"7%","54:46:00",2012,1
"George Mason University","Virginia","Fairfax",4,"Masters in Information Systems","M","Department of Computer Science","Campus","30 units","Not Available","https://cs.gmu.edu/programs/masters/infs/",38.8309,-77.3079,"301-350","United States of America",29.6,"36.9",21.2,64.9,"29.1","-","26,622",17,"7%","54:46:00",2016,1
"George Mason University","Virginia","Fairfax",4,"Spatial Business Intelligence Graduate Certificate","C","School of Management","Campus","15 credits","Not Available","http://studentaccounts.gmu.edu/wp-content/uploads/Spring2015Graduate.pdf",38.8309,-77.3079,"351-400","United States of America",24.5,"37.3",18,54.9,"28.8","-","26,622",17,"7%","54:46:00",2014,1
"George Mason University","Virginia","Fairfax",4,"Spatial Business Intelligence Graduate Certificate","C","School of Management","Campus","15 credits","Not Available","http://studentaccounts.gmu.edu/wp-content/uploads/Spring2015Graduate.pdf",38.8309,-77.3079,"351-400","United States of America",27.2,"34.9",19.7,53,"28.2","-","26,622",17,"7%","54:46:00",2013,1
"George Mason University","Virginia","Fairfax",4,"Spatial Business Intelligence Graduate Certificate","C","School of Management","Campus","15 credits","Not Available","http://studentaccounts.gmu.edu/wp-content/uploads/Spring2015Graduate.pdf",38.8309,-77.3079,"351-400","United States of America",26.3,"35.8",20.3,53.9,"28.7","-","26,622",17,"7%","54:46:00",2015,1
"George Mason University","Virginia","Fairfax",4,"Spatial Business Intelligence Graduate Certificate","C","School of Management","Campus","15 credits","Not Available","http://studentaccounts.gmu.edu/wp-content/uploads/Spring2015Graduate.pdf",38.8309,-77.3079,"301-350","United States of America",29.3,"23.8",17.7,42.6,"25.1","-","26,622",17,"7%","54:46:00",2012,1
"George Mason University","Virginia","Fairfax",4,"Spatial Business Intelligence Graduate Certificate","C","School of Management","Campus","15 credits","Not Available","http://studentaccounts.gmu.edu/wp-content/uploads/Spring2015Graduate.pdf",38.8309,-77.3079,"301-350","United States of America",29.6,"36.9",21.2,64.9,"29.1","-","26,622",17,"7%","54:46:00",2016,1
"George Washington University","District of Columbia","Washington",5,"Certificate in Business Analytics","C","Institute for Integrating Statistics in Decision Sciences, (I2SDS)&com","Campus","9 credits","Not Available","https://publichealthonline.gwu.edu/health-informatics/academics/",38.8987,-77.0479,"201-250","United States of America",44.7,"48.1",23.5,65.7,"29.5","-","20,541",12,"16%","56:44:00",2016,1
"George Washington University","District of Columbia","Washington",5,"Certificate in Business Analytics","C","Institute for Integrating Statistics in Decision Sciences, (I2SDS)&com","Campus","9 credits","Not Available","https://publichealthonline.gwu.edu/health-informatics/academics/",38.8987,-77.0479,"168","United States of America",48.1,"36.6",28,77.1,"30","49.4","20,541",12,"16%","56:44:00",2013,1
"George Washington University","District of Columbia","Washington",5,"Certificate in Business Analytics","C","Institute for Integrating Statistics in Decision Sciences, (I2SDS)&com","Campus","9 credits","Not Available","https://publichealthonline.gwu.edu/health-informatics/academics/",38.8987,-77.0479,"95","United States of America",60.6,"39.6",43.1,70.2,"-","57.3","20,541",12,"16%","56:44:00",2011,1
"George Washington University","District of Columbia","Washington",5,"Certificate in Business Analytics","C","Institute for Integrating Statistics in Decision Sciences, (I2SDS)&com","Campus","9 credits","Not Available","https://publichealthonline.gwu.edu/health-informatics/academics/",38.8987,-77.0479,"200","United States of America",44.6,"39.9",25.1,70,"29.3","45.6","20,541",12,"16%","56:44:00",2015,1
"George Washington University","District of Columbia","Washington",5,"Certificate in Business Analytics","C","Institute for Integrating Statistics in Decision Sciences, (I2SDS)&com","Campus","9 credits","Not Available","https://publichealthonline.gwu.edu/health-informatics/academics/",38.8987,-77.0479,"135","United States of America",44.2,"38.3",33.6,73.2,"-","49","20,541",12,"16%","56:44:00",2012,1
"George Washington University","District of Columbia","Washington",5,"Certificate in Business Analytics","C","Institute for Integrating Statistics in Decision Sciences, (I2SDS)&com","Campus","9 credits","Not Available","https://publichealthonline.gwu.edu/health-informatics/academics/",38.8987,-77.0479,"194","United States of America",45.6,"36",26.3,65.9,"30","44.8","20,541",12,"16%","56:44:00",2014,1
"George Washington University","District of Columbia","Washington",5,"MS - Master in Business Analytics","M","George Washington School of Business","Campus","33 hours","statistics, math, computer science","http://www.gwu.edu/business-analytics",38.8987,-77.0479,"201-250","United States of America",44.7,"48.1",23.5,65.7,"29.5","-","20,541",12,"16%","56:44:00",2016,1
"George Washington University","District of Columbia","Washington",5,"MS - Master in Business Analytics","M","George Washington School of Business","Campus","33 hours","statistics, math, computer science","http://www.gwu.edu/business-analytics",38.8987,-77.0479,"168","United States of America",48.1,"36.6",28,77.1,"30","49.4","20,541",12,"16%","56:44:00",2013,1
"George Washington University","District of Columbia","Washington",5,"MS - Master in Business Analytics","M","George Washington School of Business","Campus","33 hours","statistics, math, computer science","http://www.gwu.edu/business-analytics",38.8987,-77.0479,"95","United States of America",60.6,"39.6",43.1,70.2,"-","57.3","20,541",12,"16%","56:44:00",2011,1
"George Washington University","District of Columbia","Washington",5,"MS - Master in Business Analytics","M","George Washington School of Business","Campus","33 hours","statistics, math, computer science","http://www.gwu.edu/business-analytics",38.8987,-77.0479,"200","United States of America",44.6,"39.9",25.1,70,"29.3","45.6","20,541",12,"16%","56:44:00",2015,1
"George Washington University","District of Columbia","Washington",5,"MS - Master in Business Analytics","M","George Washington School of Business","Campus","33 hours","statistics, math, computer science","http://www.gwu.edu/business-analytics",38.8987,-77.0479,"135","United States of America",44.2,"38.3",33.6,73.2,"-","49","20,541",12,"16%","56:44:00",2012,1
"George Washington University","District of Columbia","Washington",5,"MS - Master in Business Analytics","M","George Washington School of Business","Campus","33 hours","statistics, math, computer science","http://www.gwu.edu/business-analytics",38.8987,-77.0479,"194","United States of America",45.6,"36",26.3,65.9,"30","44.8","20,541",12,"16%","56:44:00",2014,1
"George Washington University","District of Columbia","Washington",5,"Master of Science in Information Systems Technology","M","School of Business","Campus or Online","33 units","Not Available","http://www.gwu.edu/business-analytics",38.8987,-77.0479,"201-250","United States of America",44.7,"48.1",23.5,65.7,"29.5","-","20,541",12,"16%","56:44:00",2016,1
"George Washington University","District of Columbia","Washington",5,"Master of Science in Information Systems Technology","M","School of Business","Campus or Online","33 units","Not Available","http://www.gwu.edu/business-analytics",38.8987,-77.0479,"168","United States of America",48.1,"36.6",28,77.1,"30","49.4","20,541",12,"16%","56:44:00",2013,1
"George Washington University","District of Columbia","Washington",5,"Master of Science in Information Systems Technology","M","School of Business","Campus or Online","33 units","Not Available","http://www.gwu.edu/business-analytics",38.8987,-77.0479,"95","United States of America",60.6,"39.6",43.1,70.2,"-","57.3","20,541",12,"16%","56:44:00",2011,1
"George Washington University","District of Columbia","Washington",5,"Master of Science in Information Systems Technology","M","School of Business","Campus or Online","33 units","Not Available","http://www.gwu.edu/business-analytics",38.8987,-77.0479,"200","United States of America",44.6,"39.9",25.1,70,"29.3","45.6","20,541",12,"16%","56:44:00",2015,1
"George Washington University","District of Columbia","Washington",5,"Master of Science in Information Systems Technology","M","School of Business","Campus or Online","33 units","Not Available","http://www.gwu.edu/business-analytics",38.8987,-77.0479,"135","United States of America",44.2,"38.3",33.6,73.2,"-","49","20,541",12,"16%","56:44:00",2012,1
"George Washington University","District of Columbia","Washington",5,"Master of Science in Information Systems Technology","M","School of Business","Campus or Online","33 units","Not Available","http://www.gwu.edu/business-analytics",38.8987,-77.0479,"194","United States of America",45.6,"36",26.3,65.9,"30","44.8","20,541",12,"16%","56:44:00",2014,1
"George Washington University","District of Columbia","Washington",5,"Master of Science in Data Science","M","Columbian College of Arts and Sciences","Campus","Full-time or part-time","Not Available","https://publichealthonline.gwu.edu/health-informatics/tuition-financial-aid/",38.8987,-77.0479,"201-250","United States of America",44.7,"48.1",23.5,65.7,"29.5","-","20,541",12,"16%","56:44:00",2016,1
"George Washington University","District of Columbia","Washington",5,"Master of Science in Data Science","M","Columbian College of Arts and Sciences","Campus","Full-time or part-time","Not Available","https://publichealthonline.gwu.edu/health-informatics/tuition-financial-aid/",38.8987,-77.0479,"168","United States of America",48.1,"36.6",28,77.1,"30","49.4","20,541",12,"16%","56:44:00",2013,1
"George Washington University","District of Columbia","Washington",5,"Master of Science in Data Science","M","Columbian College of Arts and Sciences","Campus","Full-time or part-time","Not Available","https://publichealthonline.gwu.edu/health-informatics/tuition-financial-aid/",38.8987,-77.0479,"95","United States of America",60.6,"39.6",43.1,70.2,"-","57.3","20,541",12,"16%","56:44:00",2011,1
"George Washington University","District of Columbia","Washington",5,"Master of Science in Data Science","M","Columbian College of Arts and Sciences","Campus","Full-time or part-time","Not Available","https://publichealthonline.gwu.edu/health-informatics/tuition-financial-aid/",38.8987,-77.0479,"200","United States of America",44.6,"39.9",25.1,70,"29.3","45.6","20,541",12,"16%","56:44:00",2015,1
"George Washington University","District of Columbia","Washington",5,"Master of Science in Data Science","M","Columbian College of Arts and Sciences","Campus","Full-time or part-time","Not Available","https://publichealthonline.gwu.edu/health-informatics/tuition-financial-aid/",38.8987,-77.0479,"135","United States of America",44.2,"38.3",33.6,73.2,"-","49","20,541",12,"16%","56:44:00",2012,1
"George Washington University","District of Columbia","Washington",5,"Master of Science in Data Science","M","Columbian College of Arts and Sciences","Campus","Full-time or part-time","Not Available","https://publichealthonline.gwu.edu/health-informatics/tuition-financial-aid/",38.8987,-77.0479,"194","United States of America",45.6,"36",26.3,65.9,"30","44.8","20,541",12,"16%","56:44:00",2014,1
