rank,song,artist,last-week,peak-rank,weeks-on-board,date
4,Blinding Lights,The Weeknd,5,1,49,2020-11-14
5,I Hope,Gabby Barrett Featuring Charlie Puth,6,5,45,2020-11-14
6,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,8,1,21,2020-11-14
7,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,9,7,12,2020-11-14
8,34+35,Ariana Grande,,8,1,2020-11-14
9,Dakiti,Bad Bunny & Jhay Cortez,,9,1,2020-11-14
10,WAP,Cardi B Featuring Megan Thee Stallion,7,1,13,2020-11-14
11,Holy,Justin Bieber Featuring Chance The Rapper,10,3,7,2020-11-14
12,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,14,6,18,2020-11-14
13,Rockstar,DaBaby Featuring Roddy Ricch,11,1,29,2020-11-14
14,Before You Go,Lewis Capaldi,13,9,40,2020-11-14
15,Go Crazy,Chris Brown & Young Thug,16,9,26,2020-11-14
16,Dynamite,BTS,12,1,11,2020-11-14
17,Watermelon Sugar,Harry Styles,15,1,33,2020-11-14
18,Forever After All,Luke Combs,2,2,2,2020-11-14
19,Kings & Queens,Ava Max,22,19,13,2020-11-14
20,Said Sum,Moneybagg Yo,17,17,18,2020-11-14
21,Lonely,Justin Bieber & benny blanco,27,14,3,2020-11-14
22,Be Like That,Kane Brown With Swae Lee & Khalid,19,19,17,2020-11-14
23,More Than My Hometown,Morgan Wallen,23,23,21,2020-11-14
24,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",20,2,39,2020-11-14
25,ily,Surf Mesa Featuring Emilee,25,25,24,2020-11-14
26,Bang!,AJR,28,26,18,2020-11-14
27,One Of Them Girls,Lee Brice,26,17,23,2020-11-14
28,Got What I Got,Jason Aldean,21,16,23,2020-11-14
29,Levitating,Dua Lipa Featuring DaBaby,42,29,5,2020-11-14
30,What You Know Bout Love,Pop Smoke,29,25,9,2020-11-14
31,Come & Go,Juice WRLD x Marshmello,24,2,17,2020-11-14
32,Motive,Ariana Grande Featuring Doja Cat,,32,1,2020-11-14
33,Wonder,Shawn Mendes,32,18,5,2020-11-14
34,Love You Like I Used To,Russell Dickerson,37,34,9,2020-11-14
35,Off The Table,Ariana Grande Featuring The Weeknd,,35,1,2020-11-14
36,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,36,36,22,2020-11-14
37,Adore You,Harry Styles,31,6,48,2020-11-14
38,Pretty Heart,Parker McCollum,43,38,17,2020-11-14
39,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,35,11,18,2020-11-14
40,pov,Ariana Grande,,40,1,2020-11-14
41,Better Together,Luke Combs,30,30,5,2020-11-14
42,Rags2Riches,Rod Wave Featuring ATR Son Son,40,12,19,2020-11-14
43,Just Like Magic,Ariana Grande,,43,1,2020-11-14
44,Roses,SAINt JHN,39,4,33,2020-11-14
45,Diamonds,Sam Smith,58,45,7,2020-11-14
46,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,46,45,15,2020-11-14
47,Shut Up,Ariana Grande,,47,1,2020-11-14
48,Thriller,Michael Jackson,,4,20,2020-11-14
49,Nasty,Ariana Grande,,49,1,2020-11-14
50,Break My Heart,Dua Lipa,44,13,32,2020-11-14
51,Everywhere But On,Matt Stell,48,48,9,2020-11-14
52,Safety Net,Ariana Grande Featuring Ty Dolla $ign,,52,1,2020-11-14
53,Mood Swings,Pop Smoke Featuring Lil Tjay,47,17,18,2020-11-14
54,Tyler Herro,Jack Harlow,34,34,2,2020-11-14
55,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,49,10,5,2020-11-14
56,Lovin' On You,Luke Combs,41,23,19,2020-11-14
57,Some Girls,Jameson Rodgers,45,29,13,2020-11-14
58,I Should Probably Go To Bed,Dan + Shay,50,42,14,2020-11-14
59,Franchise,Travis Scott Featuring Young Thug & M.I.A.,51,1,6,2020-11-14
60,Hawai,Maluma & The Weeknd,64,55,11,2020-11-14
61,You Broke Me First.,Tate McRae,55,55,11,2020-11-14
62,Popstar,DJ Khaled Featuring Drake,54,3,16,2020-11-14
63,Six Thirty,Ariana Grande,,63,1,2020-11-14
64,"Big, Big Plans",Chris Lane,67,64,5,2020-11-14
65,My Hair,Ariana Grande,,65,1,2020-11-14
66,24,Money Man Featuring Lil Baby,52,49,12,2020-11-14
67,My Ex's Best Friend,Machine Gun Kelly X blackbear,57,28,12,2020-11-14
68,Ain't Always The Cowboy,Jon Pardi,65,61,10,2020-11-14
69,Starting Over,Chris Stapleton,63,57,10,2020-11-14
70,Obvious,Ariana Grande,,70,1,2020-11-14
71,West Side,Ariana Grande,,71,1,2020-11-14
72,7 Summers,Morgan Wallen,60,6,12,2020-11-14
73,Wishing Well,Juice WRLD,62,5,17,2020-11-14
74,U 2 Luv,Ne-Yo & Jeremih,66,66,5,2020-11-14
75,Love Language,Ariana Grande,,75,1,2020-11-14
76,Tap In,Saweetie,59,20,17,2020-11-14
77,B.S.,Jhene Aiko Featuring H.E.R.,75,24,14,2020-11-14
78,Don't Stop,Megan Thee Stallion Featuring Young Thug,72,30,5,2020-11-14
79,Hit Different,SZA Featuring Ty Dolla $ign,68,29,9,2020-11-14
80,Weeeeee,Trippie Redd,,80,1,2020-11-14
81,Martin & Gina,Polo G,73,61,14,2020-11-14
82,Midnight Sky,Miley Cyrus,56,14,12,2020-11-14
83,Runnin,21 Savage & Metro Boomin,61,9,5,2020-11-14
84,Heather,Conan Gray,71,46,12,2020-11-14
85,Good Time,Niko Moon,81,74,5,2020-11-14
86,Golden,Harry Styles,74,74,3,2020-11-14
87,Throat Baby (Go Baby),BRS Kash,93,87,3,2020-11-14
88,Practice,DaBaby,86,86,2,2020-11-14
89,Put Your Records On,Ritt Momney,80,79,5,2020-11-14
90,Blind,DaBaby Featuring Young Thug,83,78,7,2020-11-14
91,Relacion,"Sech, Daddy Yankee & J Balvin Featuring Rosalia & Farruko",79,64,9,2020-11-14
92,Stay Down,"Lil Durk, 6LACK & Young Thug",,92,1,2020-11-14
93,Kacey Talk,YoungBoy Never Broke Again,85,50,12,2020-11-14
94,Champagne Night,Lady A,90,90,3,2020-11-14
95,Hole In The Bottle,Kelsea Ballerini,87,87,4,2020-11-14
96,Happy Does,Kenny Chesney,92,85,3,2020-11-14
97,So Done,The Kid LAROI,77,77,2,2020-11-14
98,Thick,DJ Chose Featuring BeatKing,,98,1,2020-11-14
99,La Toxica,Farruko,98,98,2,2020-11-14
100,Take You Dancing,Jason Derulo,,100,1,2020-11-14
1,Positions,Ariana Grande,,1,1,2020-11-07
2,Forever After All,Luke Combs,,2,1,2020-11-07
3,Mood,24kGoldn Featuring iann dior,1,1,12,2020-11-07
4,Laugh Now Cry Later,Drake Featuring Lil Durk,3,2,11,2020-11-07
5,Blinding Lights,The Weeknd,4,1,48,2020-11-07
6,I Hope,Gabby Barrett Featuring Charlie Puth,6,6,44,2020-11-07
7,WAP,Cardi B Featuring Megan Thee Stallion,2,1,12,2020-11-07
8,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,5,1,20,2020-11-07
9,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,10,9,11,2020-11-07
10,Holy,Justin Bieber Featuring Chance The Rapper,9,3,6,2020-11-07
11,Rockstar,DaBaby Featuring Roddy Ricch,8,1,28,2020-11-07
12,Dynamite,BTS,7,1,10,2020-11-07
13,Before You Go,Lewis Capaldi,12,9,39,2020-11-07
14,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,13,6,17,2020-11-07
15,Watermelon Sugar,Harry Styles,11,1,32,2020-11-07
16,Go Crazy,Chris Brown & Young Thug,15,9,25,2020-11-07
17,Said Sum,Moneybagg Yo,23,17,17,2020-11-07
18,Circles,Post Malone,19,1,61,2020-11-07
19,Be Like That,Kane Brown With Swae Lee & Khalid,20,19,16,2020-11-07
20,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",18,2,38,2020-11-07
21,Got What I Got,Jason Aldean,16,16,22,2020-11-07
22,Kings & Queens,Ava Max,24,22,12,2020-11-07
23,More Than My Hometown,Morgan Wallen,28,23,20,2020-11-07
24,Come & Go,Juice WRLD x Marshmello,22,2,16,2020-11-07
25,ily,Surf Mesa Featuring Emilee,27,25,23,2020-11-07
26,One Of Them Girls,Lee Brice,17,17,22,2020-11-07
27,Lonely,Justin Bieber & benny blanco,14,14,2,2020-11-07
28,Bang!,AJR,26,26,17,2020-11-07
29,What You Know Bout Love,Pop Smoke,25,25,8,2020-11-07
30,Better Together,Luke Combs,57,30,4,2020-11-07
31,Adore You,Harry Styles,31,6,47,2020-11-07
32,Wonder,Shawn Mendes,30,18,4,2020-11-07
33,Dreams,Fleetwood Mac,21,1,23,2020-11-07
34,Tyler Herro,Jack Harlow,,34,1,2020-11-07
35,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,32,11,17,2020-11-07
36,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,37,36,21,2020-11-07
37,Love You Like I Used To,Russell Dickerson,41,37,8,2020-11-07
38,Don't Start Now,Dua Lipa,36,2,52,2020-11-07
39,Roses,SAINt JHN,33,4,32,2020-11-07
40,Rags2Riches,Rod Wave Featuring ATR Son Son,38,12,18,2020-11-07
41,Lovin' On You,Luke Combs,45,23,18,2020-11-07
42,Levitating,Dua Lipa Featuring DaBaby,47,42,4,2020-11-07
43,Pretty Heart,Parker McCollum,44,43,16,2020-11-07
44,Break My Heart,Dua Lipa,34,13,31,2020-11-07
45,Some Girls,Jameson Rodgers,29,29,12,2020-11-07
46,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,49,45,14,2020-11-07
47,Mood Swings,Pop Smoke Featuring Lil Tjay,40,17,17,2020-11-07
48,Everywhere But On,Matt Stell,56,48,8,2020-11-07
49,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,42,10,4,2020-11-07
50,I Should Probably Go To Bed,Dan + Shay,43,42,13,2020-11-07
51,Franchise,Travis Scott Featuring Young Thug & M.I.A.,39,1,5,2020-11-07
52,24,Money Man Featuring Lil Baby,51,49,11,2020-11-07
53,Spicy,Ty Dolla $ign Featuring Post Malone,,53,1,2020-11-07
54,Popstar,DJ Khaled Featuring Drake,46,3,15,2020-11-07
55,You Broke Me First.,Tate McRae,58,55,10,2020-11-07
56,Midnight Sky,Miley Cyrus,48,14,11,2020-11-07
57,My Ex's Best Friend,Machine Gun Kelly X blackbear,54,28,11,2020-11-07
58,Diamonds,Sam Smith,60,51,6,2020-11-07
59,Tap In,Saweetie,53,20,16,2020-11-07
60,7 Summers,Morgan Wallen,61,6,11,2020-11-07
61,Runnin,21 Savage & Metro Boomin,50,9,4,2020-11-07
62,Wishing Well,Juice WRLD,55,5,16,2020-11-07
63,Starting Over,Chris Stapleton,65,57,9,2020-11-07
64,Hawai,Maluma & The Weeknd,59,55,10,2020-11-07
65,Ain't Always The Cowboy,Jon Pardi,62,61,9,2020-11-07
66,U 2 Luv,Ne-Yo & Jeremih,70,66,4,2020-11-07
67,"Big, Big Plans",Chris Lane,68,67,4,2020-11-07
68,Hit Different,SZA Featuring Ty Dolla $ign,66,29,8,2020-11-07
69,The Other Guy,Luke Combs,,69,1,2020-11-07
70,Damage,H.E.R.,,70,1,2020-11-07
71,Heather,Conan Gray,64,46,11,2020-11-07
72,Don't Stop,Megan Thee Stallion Featuring Young Thug,63,30,4,2020-11-07
73,Martin & Gina,Polo G,67,61,13,2020-11-07
74,Golden,Harry Styles,,74,2,2020-11-07
75,B.S.,Jhene Aiko Featuring H.E.R.,69,24,13,2020-11-07
76,Back To The Streets,Saweetie Featuring Jhene Aiko,,76,1,2020-11-07
77,So Done,The Kid LAROI,,77,1,2020-11-07
78,Without You,Luke Combs Featuring Amanda Shires,,70,2,2020-11-07
79,Relacion,"Sech, Daddy Yankee & J Balvin Featuring Rosalia & Farruko",73,64,8,2020-11-07
80,Put Your Records On,Ritt Momney,79,79,4,2020-11-07
81,Good Time,Niko Moon,74,74,4,2020-11-07
82,The Bigger Picture,Lil Baby,72,3,20,2020-11-07
83,Blind,DaBaby Featuring Young Thug,78,78,6,2020-11-07
84,Cold As You,Luke Combs,,84,1,2020-11-07
85,Kacey Talk,YoungBoy Never Broke Again,77,50,11,2020-11-07
86,Practice,DaBaby,,86,1,2020-11-07
87,Hole In The Bottle,Kelsea Ballerini,94,87,3,2020-11-07
88,Whole Lotta Choppas,Sada Baby Featuring Nicki Minaj,35,35,3,2020-11-07
89,You're Mines Still,Yung Bleu Featuring Drake,52,52,2,2020-11-07
90,Champagne Night,Lady A,100,90,2,2020-11-07
91,Greece,DJ Khaled Featuring Drake,76,8,15,2020-11-07
92,Happy Does,Kenny Chesney,85,85,2,2020-11-07
93,Throat Baby (Go Baby),BRS Kash,93,93,2,2020-11-07
94,Un Dia (One Day),"J Balvin, Dua Lipa, Bad Bunny & Tainy",83,63,14,2020-11-07
95,Do It,Chloe X Halle,75,63,11,2020-11-07
96,Cardigan,Taylor Swift,88,1,14,2020-11-07
97,Forget Me Too,Machine Gun Kelly & Halsey,,44,3,2020-11-07
98,La Toxica,Farruko,,98,1,2020-11-07
99,Head & Heart,Joel Corry X MNEK,,99,1,2020-11-07
100,"Wine, Beer, Whiskey",Little Big Town,,100,1,2020-11-07
1,Mood,24kGoldn Featuring iann dior,1,1,11,2020-10-31
2,WAP,Cardi B Featuring Megan Thee Stallion,2,1,11,2020-10-31
3,Laugh Now Cry Later,Drake Featuring Lil Durk,3,2,10,2020-10-31
4,Blinding Lights,The Weeknd,4,1,47,2020-10-31
5,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,6,1,19,2020-10-31
6,I Hope,Gabby Barrett Featuring Charlie Puth,8,6,43,2020-10-31
7,Dynamite,BTS,5,1,9,2020-10-31
8,Rockstar,DaBaby Featuring Roddy Ricch,7,1,27,2020-10-31
9,Holy,Justin Bieber Featuring Chance The Rapper,14,3,5,2020-10-31
10,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,10,10,10,2020-10-31
11,Watermelon Sugar,Harry Styles,9,1,31,2020-10-31
12,Before You Go,Lewis Capaldi,11,9,38,2020-10-31
13,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,13,6,16,2020-10-31
14,Lonely,Justin Bieber & benny blanco,,14,1,2020-10-31
15,Go Crazy,Chris Brown & Young Thug,15,9,24,2020-10-31
16,Got What I Got,Jason Aldean,16,16,21,2020-10-31
17,One Of Them Girls,Lee Brice,17,17,21,2020-10-31
18,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",18,2,37,2020-10-31
19,Circles,Post Malone,19,1,60,2020-10-31
20,Be Like That,Kane Brown With Swae Lee & Khalid,20,20,15,2020-10-31
21,Dreams,Fleetwood Mac,12,1,22,2020-10-31
22,Come & Go,Juice WRLD x Marshmello,21,2,15,2020-10-31
23,Said Sum,Moneybagg Yo,33,23,16,2020-10-31
24,Kings & Queens,Ava Max,32,24,11,2020-10-31
25,What You Know Bout Love,Pop Smoke,29,25,7,2020-10-31
26,Bang!,AJR,26,26,16,2020-10-31
27,ily,Surf Mesa Featuring Emilee,28,27,22,2020-10-31
28,More Than My Hometown,Morgan Wallen,30,28,19,2020-10-31
29,Some Girls,Jameson Rodgers,34,29,11,2020-10-31
30,Wonder,Shawn Mendes,22,18,3,2020-10-31
31,Adore You,Harry Styles,25,6,46,2020-10-31
32,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,38,11,16,2020-10-31
33,Roses,SAINt JHN,31,4,31,2020-10-31
34,Break My Heart,Dua Lipa,27,13,30,2020-10-31
35,Whole Lotta Choppas,Sada Baby Featuring Nicki Minaj,,35,2,2020-10-31
36,Don't Start Now,Dua Lipa,35,2,51,2020-10-31
37,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,41,37,20,2020-10-31
38,Rags2Riches,Rod Wave Featuring ATR Son Son,39,12,17,2020-10-31
39,Franchise,Travis Scott Featuring Young Thug & M.I.A.,23,1,4,2020-10-31
40,Mood Swings,Pop Smoke Featuring Lil Tjay,37,17,16,2020-10-31
41,Love You Like I Used To,Russell Dickerson,51,41,7,2020-10-31
42,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,24,10,3,2020-10-31
43,I Should Probably Go To Bed,Dan + Shay,44,42,12,2020-10-31
44,Pretty Heart,Parker McCollum,47,44,15,2020-10-31
45,Lovin' On You,Luke Combs,42,23,17,2020-10-31
46,Popstar,DJ Khaled Featuring Drake,40,3,14,2020-10-31
47,Levitating,Dua Lipa Featuring DaBaby,54,47,3,2020-10-31
48,Midnight Sky,Miley Cyrus,50,14,10,2020-10-31
49,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,45,45,13,2020-10-31
50,Runnin,21 Savage & Metro Boomin,36,9,3,2020-10-31
51,24,Money Man Featuring Lil Baby,49,49,10,2020-10-31
52,You're Mines Still,Yung Bleu Featuring Drake,,52,1,2020-10-31
53,Tap In,Saweetie,46,20,15,2020-10-31
54,My Ex's Best Friend,Machine Gun Kelly X blackbear,48,28,10,2020-10-31
55,Wishing Well,Juice WRLD,52,5,15,2020-10-31
56,Everywhere But On,Matt Stell,62,56,7,2020-10-31
57,Better Together,Luke Combs,69,57,3,2020-10-31
58,You Broke Me First.,Tate McRae,57,57,9,2020-10-31
59,Hawai,Maluma & The Weeknd,55,55,9,2020-10-31
60,Diamonds,Sam Smith,59,51,5,2020-10-31
61,7 Summers,Morgan Wallen,56,6,10,2020-10-31
62,Ain't Always The Cowboy,Jon Pardi,61,61,8,2020-10-31
63,Don't Stop,Megan Thee Stallion Featuring Young Thug,53,30,3,2020-10-31
64,Heather,Conan Gray,60,46,10,2020-10-31
65,Starting Over,Chris Stapleton,64,57,8,2020-10-31
66,Hit Different,SZA Featuring Ty Dolla $ign,66,29,7,2020-10-31
67,Martin & Gina,Polo G,67,61,12,2020-10-31
68,"Big, Big Plans",Chris Lane,78,68,3,2020-10-31
69,B.S.,Jhene Aiko Featuring H.E.R.,76,24,12,2020-10-31
70,U 2 Luv,Ne-Yo & Jeremih,80,70,3,2020-10-31
71,Hate The Way,G-Eazy Featuring blackbear,,71,1,2020-10-31
72,The Bigger Picture,Lil Baby,68,3,19,2020-10-31
73,Relacion,"Sech, Daddy Yankee & J Balvin Featuring Rosalia & Farruko",75,64,7,2020-10-31
74,Good Time,Niko Moon,84,74,3,2020-10-31
75,Do It,Chloe X Halle,77,63,10,2020-10-31
76,Greece,DJ Khaled Featuring Drake,71,8,14,2020-10-31
77,Kacey Talk,YoungBoy Never Broke Again,82,50,10,2020-10-31
78,Blind,DaBaby Featuring Young Thug,83,78,5,2020-10-31
79,Put Your Records On,Ritt Momney,93,79,3,2020-10-31
80,OK Not To Be OK,Marshmello & Demi Lovato,70,36,6,2020-10-31
81,Canceled,Larray,,81,1,2020-10-31
82,Glock In My Lap,21 Savage & Metro Boomin,63,19,3,2020-10-31
83,Un Dia (One Day),"J Balvin, Dua Lipa, Bad Bunny & Tainy",73,63,13,2020-10-31
84,Ice Cream,BLACKPINK X Selena Gomez,72,13,8,2020-10-31
85,Happy Does,Kenny Chesney,,85,1,2020-10-31
86,Smile,Juice WRLD & The Weeknd,89,8,10,2020-10-31
87,Breaking Me,Topic & A7S,79,53,13,2020-10-31
88,Cardigan,Taylor Swift,85,1,13,2020-10-31
89,Girls In The Hood,Megan Thee Stallion,87,28,17,2020-10-31
90,3 Headed Goat,Lil Durk Featuring Lil Baby & Polo G,96,43,16,2020-10-31
91,I Called Mama,Tim McGraw,81,53,12,2020-10-31
92,Bloody Valentine,Machine Gun Kelly,86,50,4,2020-10-31
93,Throat Baby (Go Baby),BRS Kash,,93,1,2020-10-31
94,Hole In The Bottle,Kelsea Ballerini,95,94,2,2020-10-31
95,La Jeepeta,Nio Garcia x Anuel AA x Myke Towers x Brray x Juanka,97,93,10,2020-10-31
96,Caramelo,Ozuna x Karol G x Myke Towers,90,76,10,2020-10-31
97,Pardon,T.I. Featuring Lil Baby,,97,1,2020-10-31
98,One Too Many,Keith Urban Duet With P!nk,99,62,4,2020-10-31
99,Dollaz On My Head,Gunna Featuring Young Thug,91,38,19,2020-10-31
100,Champagne Night,Lady A,,100,1,2020-10-31
1,Mood,24kGoldn Featuring iann dior,4,1,10,2020-10-24
2,WAP,Cardi B Featuring Megan Thee Stallion,3,1,10,2020-10-24
3,Laugh Now Cry Later,Drake Featuring Lil Durk,5,2,9,2020-10-24
4,Blinding Lights,The Weeknd,6,1,46,2020-10-24
5,Dynamite,BTS,2,1,8,2020-10-24
6,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,1,1,18,2020-10-24
7,Rockstar,DaBaby Featuring Roddy Ricch,7,1,26,2020-10-24
8,I Hope,Gabby Barrett Featuring Charlie Puth,8,8,42,2020-10-24
9,Watermelon Sugar,Harry Styles,11,1,30,2020-10-24
10,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,12,10,9,2020-10-24
11,Before You Go,Lewis Capaldi,13,9,37,2020-10-24
12,Dreams,Fleetwood Mac,21,1,21,2020-10-24
13,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,15,6,15,2020-10-24
14,Holy,Justin Bieber Featuring Chance The Rapper,14,3,4,2020-10-24
15,Go Crazy,Chris Brown & Young Thug,17,9,23,2020-10-24
16,Got What I Got,Jason Aldean,23,16,20,2020-10-24
17,One Of Them Girls,Lee Brice,20,17,20,2020-10-24
18,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",16,2,36,2020-10-24
19,Circles,Post Malone,22,1,59,2020-10-24
20,Be Like That,Kane Brown With Swae Lee & Khalid,27,20,14,2020-10-24
21,Come & Go,Juice WRLD x Marshmello,24,2,14,2020-10-24
22,Wonder,Shawn Mendes,18,18,2,2020-10-24
23,Franchise,Travis Scott Featuring Young Thug & M.I.A.,25,1,3,2020-10-24
24,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,10,10,2,2020-10-24
25,Adore You,Harry Styles,28,6,45,2020-10-24
26,Bang!,AJR,35,26,15,2020-10-24
27,Break My Heart,Dua Lipa,29,13,29,2020-10-24
28,ily,Surf Mesa Featuring Emilee,41,28,21,2020-10-24
29,What You Know Bout Love,Pop Smoke,44,29,6,2020-10-24
30,More Than My Hometown,Morgan Wallen,38,30,18,2020-10-24
31,Roses,SAINt JHN,31,4,30,2020-10-24
32,Kings & Queens,Ava Max,46,32,10,2020-10-24
33,Said Sum,Moneybagg Yo,51,24,15,2020-10-24
34,Some Girls,Jameson Rodgers,45,34,10,2020-10-24
35,Don't Start Now,Dua Lipa,39,2,50,2020-10-24
36,Runnin,21 Savage & Metro Boomin,9,9,2,2020-10-24
37,Mood Swings,Pop Smoke Featuring Lil Tjay,36,17,15,2020-10-24
38,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,42,11,15,2020-10-24
39,Rags2Riches,Rod Wave Featuring ATR Son Son,49,12,16,2020-10-24
40,Popstar,DJ Khaled Featuring Drake,34,3,13,2020-10-24
41,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,52,41,19,2020-10-24
42,Lovin' On You,Luke Combs,40,23,16,2020-10-24
43,If The World Was Ending,JP Saxe Featuring Julia Michaels,43,27,29,2020-10-24
44,I Should Probably Go To Bed,Dan + Shay,54,42,11,2020-10-24
45,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,58,45,12,2020-10-24
46,Tap In,Saweetie,47,20,14,2020-10-24
47,Pretty Heart,Parker McCollum,63,47,14,2020-10-24
48,My Ex's Best Friend,Machine Gun Kelly X blackbear,50,28,9,2020-10-24
49,24,Money Man Featuring Lil Baby,60,49,9,2020-10-24
50,Midnight Sky,Miley Cyrus,55,14,9,2020-10-24
51,Love You Like I Used To,Russell Dickerson,68,51,6,2020-10-24
52,Wishing Well,Juice WRLD,62,5,14,2020-10-24
53,Don't Stop,Megan Thee Stallion Featuring Young Thug,30,30,2,2020-10-24
54,Levitating,Dua Lipa Featuring DaBaby,73,54,2,2020-10-24
55,Hawai,Maluma & The Weeknd,66,55,8,2020-10-24
56,7 Summers,Morgan Wallen,67,6,9,2020-10-24
57,You Broke Me First.,Tate McRae,72,57,8,2020-10-24
58,"Baby, I'm Jealous",Bebe Rexha Featuring Doja Cat,,58,1,2020-10-24
59,Diamonds,Sam Smith,80,51,4,2020-10-24
60,Heather,Conan Gray,69,46,9,2020-10-24
61,Ain't Always The Cowboy,Jon Pardi,75,61,7,2020-10-24
62,Everywhere But On,Matt Stell,79,62,6,2020-10-24
63,Glock In My Lap,21 Savage & Metro Boomin,19,19,2,2020-10-24
64,Starting Over,Chris Stapleton,81,57,7,2020-10-24
65,Cool Again,Kane Brown,70,29,20,2020-10-24
66,Hit Different,SZA Featuring Ty Dolla $ign,87,29,6,2020-10-24
67,Martin & Gina,Polo G,86,61,11,2020-10-24
68,The Bigger Picture,Lil Baby,89,3,18,2020-10-24
69,Better Together,Luke Combs,,69,2,2020-10-24
70,OK Not To Be OK,Marshmello & Demi Lovato,82,36,5,2020-10-24
71,Greece,DJ Khaled Featuring Drake,88,8,13,2020-10-24
72,Ice Cream,BLACKPINK X Selena Gomez,64,13,7,2020-10-24
73,Un Dia (One Day),"J Balvin, Dua Lipa, Bad Bunny & Tainy",85,63,12,2020-10-24
74,Rich N*gga Sh*t,21 Savage & Metro Boomin Featuring Young Thug,26,26,2,2020-10-24
75,Relacion,"Sech, Daddy Yankee & J Balvin Featuring Rosalia & Farruko",92,64,6,2020-10-24
76,B.S.,Jhene Aiko Featuring H.E.R.,97,24,11,2020-10-24
77,Do It,Chloe X Halle,94,63,9,2020-10-24
78,"Big, Big Plans",Chris Lane,,78,2,2020-10-24
79,Breaking Me,Topic & A7S,78,53,12,2020-10-24
80,U 2 Luv,Ne-Yo & Jeremih,,80,2,2020-10-24
81,I Called Mama,Tim McGraw,53,53,11,2020-10-24
82,Kacey Talk,YoungBoy Never Broke Again,98,50,9,2020-10-24
83,Blind,DaBaby Featuring Young Thug,99,83,4,2020-10-24
84,Good Time,Niko Moon,,84,2,2020-10-24
85,Cardigan,Taylor Swift,77,1,12,2020-10-24
86,Bloody Valentine,Machine Gun Kelly,90,50,3,2020-10-24
87,Girls In The Hood,Megan Thee Stallion,95,28,16,2020-10-24
88,Slidin,21 Savage & Metro Boomin,32,32,2,2020-10-24
89,Smile,Juice WRLD & The Weeknd,,8,9,2020-10-24
90,Caramelo,Ozuna x Karol G x Myke Towers,100,76,9,2020-10-24
91,Dollaz On My Head,Gunna Featuring Young Thug,,38,18,2020-10-24
92,Epidemic,Polo G,93,47,3,2020-10-24
93,Put Your Records On,Ritt Momney,,93,2,2020-10-24
94,Many Men,21 Savage & Metro Boomin,33,33,2,2020-10-24
95,Hole In The Bottle,Kelsea Ballerini,,95,1,2020-10-24
96,3 Headed Goat,Lil Durk Featuring Lil Baby & Polo G,,43,15,2020-10-24
97,La Jeepeta,Nio Garcia x Anuel AA x Myke Towers x Brray x Juanka,,93,9,2020-10-24
98,Sofia,Clairo,,98,1,2020-10-24
99,One Too Many,Keith Urban Duet With P!nk,,62,3,2020-10-24
100,You Got It,VEDO,,87,4,2020-10-24
1,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,8,1,17,2020-10-17
2,Dynamite,BTS,2,1,7,2020-10-17
3,WAP,Cardi B Featuring Megan Thee Stallion,3,1,9,2020-10-17
4,Mood,24kGoldn Featuring iann dior,5,4,9,2020-10-17
5,Laugh Now Cry Later,Drake Featuring Lil Durk,4,2,8,2020-10-17
6,Blinding Lights,The Weeknd,6,1,45,2020-10-17
7,Rockstar,DaBaby Featuring Roddy Ricch,7,1,25,2020-10-17
