,date,cheveux,age,exp,salaire,sexe,diplome,specialite,note,dispo,embauche
3800,2012-05-13,chatain,47.0,11.0,32628.0,F,master,geologie,102.49,non,0
3801,2012-11-29,chatain,37.0,9.0,36780.0,M,master,forage,54.68,non,0
3802,2011-10-25,roux,31.0,8.0,20769.0,F,licence,geologie,90.03,non,0
3803,2010-08-28,brun,64.0,11.0,47701.0,M,bac,forage,41.31,oui,0
3804,2012-08-04,brun,22.0,11.0,41926.0,M,licence,geologie,27.81,non,0
3805,2012-04-23,chatain,18.0,9.0,34620.0,F,master,geologie,55.96,non,1
3806,2014-08-09,chatain,39.0,13.0,26952.0,F,doctorat,geologie,47.69,non,1
3807,2014-05-23,roux,38.0,7.0,22980.0,M,master,geologie,83.84,non,0
3808,2010-09-21,chatain,46.0,13.0,35008.0,M,master,geologie,72.98,oui,0
3809,2014-08-30,blond,28.0,4.0,40786.0,M,bac,geologie,32.54,non,0
3810,2014-12-22,blond,32.0,4.0,32887.0,M,licence,geologie,71.82,non,0
3811,2011-06-20,chatain,34.0,7.0,40515.0,F,master,archeologie,78.55,oui,0
3812,2012-10-03,brun,34.0,11.0,34865.0,F,master,detective,82.04,oui,0
3813,2010-12-08,chatain,31.0,10.0,35298.0,F,master,geologie,92.28,non,0
3814,2012-10-15,blond,32.0,13.0,37508.0,M,licence,geologie,97.1,oui,1
3815,2011-11-04,chatain,25.0,7.0,34586.0,F,master,forage,81.01,non,0
3816,2014-10-15,chatain,51.0,10.0,32237.0,F,master,geologie,96.48,non,0
3817,2013-03-24,chatain,25.0,6.0,31922.0,F,licence,detective,48.03,non,1
3818,2011-02-18,chatain,20.0,10.0,32219.0,F,master,geologie,103.29,non,0
3819,2014-05-19,blond,35.0,8.0,34449.0,M,master,archeologie,68.93,oui,0
3820,2012-08-04,chatain,37.0,6.0,28632.0,F,doctorat,forage,107.38,oui,0
3821,2012-10-24,chatain,31.0,6.0,30094.0,F,doctorat,detective,98.96,oui,0
3822,2013-07-26,brun,43.0,9.0,28752.0,M,master,geologie,76.41,non,0
3823,2010-01-24,blond,39.0,8.0,30573.0,M,licence,geologie,66.32,non,0
3824,2011-02-21,chatain,36.0,7.0,33971.0,M,master,geologie,62.96,non,0
3825,2012-12-26,chatain,32.0,12.0,30682.0,M,doctorat,forage,83.51,oui,0
3826,2010-06-07,blond,36.0,5.0,35960.0,M,bac,geologie,47.22,non,0
3827,2014-09-29,blond,30.0,14.0,31192.0,M,licence,geologie,65.69,non,0
3828,2014-02-18,blond,36.0,7.0,31024.0,M,master,detective,95.99,oui,0
3829,2012-08-15,chatain,46.0,14.0,36415.0,F,master,forage,76.54,non,0
3830,2012-04-23,chatain,28.0,6.0,37965.0,M,master,forage,73.63,oui,0
3831,2014-10-23,blond,43.0,3.0,28846.0,M,licence,geologie,71.66,non,0
3832,2013-05-09,blond,39.0,2.0,32056.0,M,licence,geologie,75.4,non,0
3833,2013-05-19,chatain,44.0,9.0,,F,doctorat,geologie,80.07,non,0
3834,2010-09-29,chatain,33.0,7.0,37636.0,M,master,geologie,74.38,non,0
3835,2012-03-28,chatain,58.0,6.0,41216.0,M,master,geologie,63.93,oui,0
3836,2013-06-20,brun,30.0,10.0,31647.0,M,master,geologie,74.48,non,1
3837,2014-10-09,chatain,26.0,9.0,34343.0,F,master,detective,66.62,non,0
3838,2013-03-28,chatain,43.0,10.0,32698.0,F,master,archeologie,69.41,oui,0
3839,2012-03-05,brun,,8.0,32336.0,F,licence,geologie,96.58,non,0
3840,2014-07-11,chatain,20.0,11.0,36698.0,M,licence,geologie,60.3,non,0
3841,2010-01-02,chatain,43.0,11.0,40176.0,M,doctorat,geologie,88.22,oui,0
3842,2010-09-20,blond,33.0,7.0,26858.0,M,master,geologie,94.24,non,0
3843,2011-06-07,chatain,43.0,9.0,34237.0,F,doctorat,detective,107.31,oui,0
3844,2014-12-27,brun,38.0,10.0,39995.0,M,licence,geologie,63.1,non,0
3845,2012-11-27,brun,38.0,11.0,27810.0,M,master,geologie,68.08,non,0
3846,2013-06-26,brun,52.0,16.0,29361.0,F,licence,geologie,75.83,non,0
3847,2014-12-01,chatain,34.0,13.0,42107.0,M,licence,geologie,40.76,non,0
3848,2010-04-03,chatain,20.0,12.0,36319.0,F,doctorat,geologie,76.99,non,0
3849,2014-09-02,chatain,30.0,10.0,45120.0,M,licence,forage,46.41,non,0
3850,2010-05-29,brun,44.0,9.0,35151.0,F,licence,archeologie,84.83,non,0
3851,2010-03-02,roux,33.0,10.0,35931.0,M,master,geologie,113.24,oui,1
3852,2013-05-21,blond,42.0,6.0,42503.0,M,licence,geologie,34.94,non,0
3853,2010-03-14,blond,40.0,8.0,35645.0,M,licence,forage,85.09,oui,0
3854,2010-11-30,blond,35.0,15.0,37100.0,M,licence,geologie,57.38,non,0
3855,2011-12-15,chatain,23.0,11.0,37165.0,M,doctorat,geologie,84.22,oui,0
3856,2010-11-19,blond,38.0,5.0,30205.0,F,master,detective,89.56,non,0
3857,2013-07-20,brun,36.0,11.0,32170.0,F,licence,geologie,70.93,non,0
3858,2012-11-03,chatain,23.0,10.0,41270.0,M,master,geologie,74.53,oui,0
3859,2010-09-10,chatain,18.0,11.0,29228.0,M,doctorat,geologie,70.27,non,0
3860,2011-10-01,chatain,56.0,6.0,29064.0,M,master,geologie,74.7,non,0
3861,2012-03-08,blond,31.0,3.0,35158.0,M,licence,geologie,80.23,non,0
3862,2012-04-18,brun,30.0,10.0,45799.0,M,bac,detective,38.46,non,0
3863,2012-05-12,brun,35.0,9.0,36561.0,F,master,geologie,65.18,oui,1
3864,2010-06-15,brun,39.0,12.0,34893.0,F,licence,detective,80.88,non,0
3865,2012-05-12,chatain,38.0,7.0,28679.0,F,master,geologie,118.79,non,0
3866,2010-07-28,chatain,34.0,6.0,29745.0,M,doctorat,forage,89.39,oui,0
3867,2010-10-19,chatain,20.0,12.0,40385.0,F,licence,detective,64.71,non,0
3868,2013-09-09,brun,38.0,11.0,31139.0,F,master,detective,112.67,oui,0
3869,2010-04-16,chatain,30.0,11.0,31760.0,F,doctorat,forage,95.42,oui,0
3870,2010-05-24,chatain,39.0,8.0,27858.0,F,doctorat,forage,94.78,oui,0
3871,2014-09-19,brun,39.0,13.0,23172.0,F,doctorat,geologie,109.77,non,0
3872,2012-03-27,chatain,39.0,9.0,46932.0,M,licence,geologie,73.34,oui,0
3873,2013-07-09,brun,25.0,11.0,42420.0,M,licence,geologie,48.0,non,0
3874,2014-03-03,chatain,39.0,6.0,26970.0,F,master,detective,97.24,non,0
3875,2014-07-24,brun,32.0,10.0,32512.0,M,master,forage,82.81,oui,0
3876,2013-10-04,blond,36.0,6.0,41053.0,M,master,geologie,80.35,oui,1
3877,2012-12-28,chatain,35.0,12.0,45144.0,M,licence,geologie,68.37,non,0
3878,2014-10-28,brun,31.0,8.0,32715.0,M,licence,geologie,62.01,non,0
3879,2013-01-24,chatain,29.0,3.0,40424.0,F,licence,geologie,47.35,non,0
3880,2014-07-28,brun,31.0,9.0,37241.0,F,licence,archeologie,61.73,oui,0
3881,2013-10-12,brun,39.0,13.0,39529.0,F,licence,detective,57.26,non,0
3882,2010-09-10,chatain,21.0,13.0,33714.0,F,licence,detective,59.14,non,0
3883,2014-02-13,blond,38.0,9.0,33773.0,M,master,forage,70.27,oui,0
3884,2012-10-15,brun,44.0,7.0,33396.0,M,licence,detective,76.93,non,1
3885,2013-01-27,chatain,29.0,6.0,35723.0,M,master,forage,73.84,oui,0
3886,2011-04-30,chatain,33.0,14.0,29556.0,M,doctorat,geologie,98.38,oui,0
3887,2013-11-16,roux,46.0,3.0,28258.0,M,licence,geologie,89.21,non,0
3888,2010-10-24,roux,42.0,8.0,29253.0,M,licence,forage,80.56,non,0
3889,2014-01-02,chatain,36.0,12.0,30702.0,F,doctorat,archeologie,101.71,oui,0
3890,2013-01-20,chatain,31.0,10.0,42236.0,M,master,detective,80.15,oui,0
3891,2012-02-23,chatain,30.0,17.0,45761.0,M,master,forage,36.24,oui,0
3892,2014-10-21,chatain,26.0,6.0,38414.0,F,licence,archeologie,61.66,oui,0
3893,2013-02-03,blond,36.0,7.0,28980.0,M,master,geologie,67.1,non,0
3894,2014-09-23,chatain,40.0,5.0,43885.0,M,licence,detective,58.79,oui,0
3895,2014-12-08,chatain,17.0,9.0,47381.0,M,master,archeologie,59.75,oui,0
3896,2013-03-24,blond,23.0,6.0,32193.0,M,licence,detective,75.2,non,0
3897,2013-01-27,chatain,30.0,11.0,33722.0,M,master,geologie,48.52,non,0
3898,2013-11-02,brun,41.0,10.0,36273.0,M,master,geologie,55.79,non,0
3899,2011-02-07,chatain,36.0,13.0,44229.0,F,bac,detective,47.16,non,0
3900,2014-01-26,chatain,46.0,10.0,33276.0,M,master,geologie,83.25,non,0
3901,2011-10-15,,48.0,7.0,35366.0,F,master,detective,95.34,oui,0
3902,2014-12-08,blond,41.0,12.0,39448.0,M,bac,forage,54.98,non,0
3903,2011-08-18,blond,47.0,5.0,33104.0,M,licence,geologie,68.49,non,0
3904,2012-04-01,chatain,56.0,14.0,31342.0,M,master,geologie,59.71,non,1
3905,2014-11-09,chatain,31.0,13.0,34181.0,F,licence,detective,50.94,non,1
3906,2013-09-04,chatain,38.0,9.0,29078.0,M,master,geologie,56.06,non,1
3907,2010-06-01,chatain,51.0,15.0,36026.0,F,doctorat,archeologie,90.7,oui,0
3908,2010-07-26,roux,54.0,9.0,35056.0,M,bac,geologie,55.68,non,0
3909,2010-07-19,roux,41.0,9.0,37267.0,M,licence,geologie,90.71,oui,1
3910,2010-06-28,brun,30.0,8.0,39403.0,F,licence,forage,63.52,non,0
3911,2011-04-07,chatain,51.0,6.0,33410.0,F,master,geologie,95.03,non,0
3912,2011-08-12,chatain,36.0,9.0,35552.0,M,doctorat,geologie,91.64,oui,0
3913,2013-11-02,chatain,29.0,11.0,29544.0,F,master,detective,72.44,non,0
3914,2010-09-06,brun,21.0,10.0,33759.0,F,licence,forage,90.11,non,0
3915,2011-06-09,brun,27.0,17.0,33177.0,F,master,detective,77.31,oui,0
3916,2012-09-18,chatain,33.0,8.0,34493.0,M,master,geologie,91.86,non,0
3917,2013-01-27,roux,41.0,15.0,27169.0,M,bac,geologie,48.54,non,0
3918,2014-08-18,brun,31.0,11.0,32941.0,F,licence,geologie,69.86,non,0
3919,2011-03-22,brun,37.0,8.0,28068.0,M,master,geologie,74.26,non,1
3920,2012-08-13,brun,30.0,8.0,39327.0,M,master,geologie,39.85,oui,0
3921,2011-06-23,roux,46.0,6.0,22534.0,M,licence,geologie,77.31,non,0
3922,2014-01-19,roux,37.0,12.0,33179.0,M,licence,geologie,74.01,non,0
3923,2013-01-02,blond,42.0,11.0,39378.0,F,licence,forage,68.83,oui,0
3924,2012-08-27,chatain,34.0,13.0,31708.0,F,master,detective,58.59,non,1
3925,2010-03-04,blond,35.0,14.0,37621.0,F,licence,geologie,91.11,non,0
3926,2014-02-19,brun,19.0,11.0,36208.0,F,licence,forage,74.65,non,0
3927,2013-07-12,chatain,25.0,9.0,38082.0,M,master,geologie,78.29,oui,0
3928,2010-09-08,blond,44.0,8.0,35784.0,M,bac,geologie,71.01,non,0
3929,2013-03-26,brun,50.0,11.0,40547.0,M,bac,geologie,51.42,non,0
3930,2012-06-12,brun,35.0,7.0,33707.0,F,master,detective,92.5,oui,0
3931,2011-03-13,blond,41.0,8.0,38790.0,M,master,detective,93.83,oui,0
3932,2012-02-03,roux,34.0,10.0,37911.0,M,licence,forage,108.3,oui,1
3933,2011-09-21,brun,18.0,9.0,35162.0,F,licence,detective,65.49,non,0
3934,2012-01-12,blond,25.0,11.0,27551.0,F,master,detective,101.84,non,0
3935,2013-06-23,brun,43.0,9.0,28476.0,F,master,geologie,66.47,non,1
3936,2011-12-28,blond,31.0,10.0,37091.0,F,bac,geologie,53.29,non,0
3937,2010-04-22,blond,31.0,1.0,34331.0,F,licence,forage,58.15,non,0
3938,2011-12-28,blond,48.0,14.0,27110.0,M,master,geologie,69.49,non,0
3939,2013-10-27,chatain,30.0,14.0,38380.0,F,licence,detective,80.35,non,0
3940,2012-10-10,blond,6.0,13.0,31905.0,M,master,geologie,91.12,oui,0
3941,2011-05-30,brun,41.0,11.0,35925.0,F,bac,forage,47.38,non,0
3942,2014-12-10,chatain,29.0,11.0,31363.0,M,doctorat,geologie,74.8,oui,0
3943,2012-06-16,blond,14.0,5.0,25887.0,M,master,detective,84.55,non,1
3944,2014-12-05,chatain,25.0,7.0,26917.0,F,bac,archeologie,61.75,non,1
3945,2012-10-07,brun,29.0,8.0,26701.0,F,licence,detective,68.67,non,1
3946,2012-08-11,brun,55.0,14.0,35299.0,M,master,geologie,68.41,non,0
3947,2012-06-21,brun,31.0,3.0,41776.0,F,licence,geologie,66.37,oui,1
3948,2012-11-12,chatain,17.0,14.0,39582.0,F,doctorat,detective,93.82,oui,0
3949,2011-12-15,chatain,47.0,10.0,46222.0,F,licence,detective,50.76,oui,0
3950,2014-01-22,brun,35.0,11.0,38587.0,F,licence,detective,74.29,oui,0
3951,2014-05-17,chatain,51.0,12.0,31253.0,F,master,geologie,79.93,non,0
3952,2012-12-09,blond,51.0,15.0,34805.0,M,master,archeologie,89.38,oui,0
3953,2013-05-13,brun,40.0,17.0,35337.0,M,master,detective,99.42,oui,0
3954,2012-01-10,chatain,46.0,9.0,33015.0,F,licence,forage,91.0,non,0
3955,2014-03-28,chatain,41.0,7.0,37334.0,M,master,geologie,59.22,non,0
3956,2013-09-21,blond,51.0,3.0,30970.0,M,master,forage,83.86,non,0
3957,2012-05-30,chatain,33.0,10.0,31367.0,M,master,geologie,60.98,non,0
3958,2012-06-12,blond,36.0,16.0,38647.0,F,bac,geologie,71.28,non,0
3959,2011-12-29,brun,20.0,6.0,35257.0,F,licence,geologie,50.62,non,0
3960,2014-09-17,brun,32.0,19.0,40020.0,M,master,detective,72.86,oui,0
3961,2013-02-02,brun,26.0,4.0,42312.0,M,licence,forage,66.36,non,0
3962,2013-10-28,brun,51.0,15.0,32500.0,M,master,forage,86.05,oui,0
3963,2014-12-12,chatain,34.0,8.0,34132.0,M,doctorat,geologie,88.5,oui,0
3964,2013-02-11,chatain,14.0,14.0,43534.0,F,master,geologie,72.78,non,0
3965,2010-05-05,roux,49.0,14.0,28934.0,M,licence,geologie,58.23,non,0
3966,2013-01-04,blond,45.0,10.0,34922.0,F,bac,geologie,67.31,non,0
3967,2014-03-25,chatain,40.0,2.0,42776.0,F,master,archeologie,87.62,oui,0
3968,2011-12-08,brun,-3.0,11.0,26167.0,M,doctorat,forage,121.74,oui,0
3969,2011-05-01,brun,44.0,8.0,32854.0,F,master,detective,84.94,non,0
3970,2014-10-26,chatain,48.0,10.0,35691.0,F,licence,forage,60.87,,0
3971,2010-04-28,chatain,25.0,7.0,34733.0,F,doctorat,archeologie,109.08,oui,0
3972,2014-05-08,,45.0,7.0,33054.0,F,licence,detective,72.94,non,0
3973,2010-06-18,brun,53.0,17.0,25262.0,F,master,forage,86.82,non,0
3974,2013-01-23,roux,43.0,4.0,34870.0,M,master,geologie,84.67,oui,0
3975,2012-10-11,blond,45.0,7.0,30689.0,M,master,geologie,77.03,non,0
3976,2014-03-06,brun,33.0,8.0,33886.0,M,master,geologie,93.76,oui,0
3977,2013-09-04,brun,31.0,8.0,40350.0,F,licence,detective,73.02,non,0
3978,2010-10-16,roux,35.0,10.0,37080.0,M,licence,forage,83.34,oui,0
3979,2010-10-10,blond,38.0,8.0,31668.0,M,licence,archeologie,95.17,non,1
3980,2012-07-01,blond,17.0,8.0,38681.0,M,licence,geologie,94.06,oui,1
3981,2011-09-13,blond,31.0,14.0,27735.0,M,,archeologie,83.55,oui,0
3982,2014-06-03,blond,33.0,16.0,35087.0,M,master,detective,72.78,oui,0
3983,2013-10-06,blond,33.0,9.0,24980.0,M,doctorat,geologie,77.72,oui,1
3984,2012-08-28,brun,36.0,10.0,37501.0,F,licence,archeologie,83.86,oui,0
3985,2013-06-05,roux,35.0,8.0,33949.0,M,licence,forage,58.85,non,0
3986,2010-08-14,chatain,38.0,11.0,36218.0,F,licence,forage,60.63,non,1
3987,2010-08-05,brun,50.0,6.0,45304.0,M,licence,forage,63.87,oui,0
3988,2013-07-04,roux,37.0,11.0,34197.0,M,licence,geologie,81.37,non,0
3989,2010-07-17,chatain,35.0,12.0,33405.0,F,doctorat,detective,96.47,oui,0
3990,2013-08-21,chatain,40.0,11.0,42839.0,F,licence,forage,75.45,non,0
3991,2011-12-23,brun,36.0,3.0,37441.0,M,licence,forage,38.59,non,0
3992,2011-03-26,blond,43.0,11.0,31753.0,F,licence,geologie,80.38,non,0
3993,2011-04-21,roux,20.0,10.0,35475.0,M,licence,forage,107.4,oui,1
3994,2012-12-15,blond,38.0,8.0,31420.0,M,licence,geologie,82.07,non,0
3995,2014-11-29,blond,33.0,8.0,34267.0,M,licence,forage,62.58,non,0
3996,2014-12-07,blond,28.0,9.0,33770.0,M,licence,geologie,78.3,non,0
3997,2012-09-10,blond,53.0,5.0,33762.0,M,master,geologie,92.48,oui,0
3998,2011-01-02,roux,37.0,14.0,33091.0,M,bac,geologie,86.43,non,0
3999,2011-03-20,brun,23.0,6.0,41408.0,M,master,forage,82.6,oui,0
4000,2013-11-01,brun,23.0,11.0,33658.0,M,master,geologie,61.52,non,0
4001,2010-08-08,brun,33.0,19.0,20509.0,M,doctorat,geologie,96.5,non,0
4002,2014-07-10,brun,43.0,15.0,33516.0,F,master,geologie,101.0,oui,0
4003,2011-10-16,brun,,8.0,30634.0,F,master,geologie,93.83,non,0
4004,2013-10-05,blond,32.0,16.0,33767.0,F,master,detective,93.27,oui,0
4005,2012-07-02,roux,52.0,11.0,37691.0,M,bac,geologie,55.29,non,0
4006,2012-04-22,chatain,38.0,4.0,33416.0,M,master,geologie,68.83,non,1
4007,2010-02-01,blond,46.0,9.0,34182.0,M,master,detective,86.23,oui,0
4008,2010-07-10,brun,33.0,7.0,32119.0,F,licence,detective,65.95,non,1
4009,2013-06-13,blond,23.0,11.0,37336.0,M,licence,detective,64.54,oui,0
4010,2011-01-06,chatain,23.0,14.0,37628.0,M,licence,geologie,61.71,non,0
4011,2011-05-13,blond,45.0,10.0,33523.0,M,licence,geologie,64.51,non,0
4012,2014-01-08,brun,36.0,7.0,27886.0,M,doctorat,detective,94.32,oui,0
4013,2014-10-05,brun,14.0,4.0,37936.0,M,master,geologie,82.7,oui,0
4014,2011-12-02,brun,21.0,8.0,35316.0,F,licence,detective,68.87,non,1
4015,2011-08-14,roux,31.0,12.0,31147.0,F,licence,forage,83.41,non,0
4016,2010-07-25,blond,28.0,7.0,38229.0,F,bac,geologie,68.93,non,0
4017,2010-06-27,roux,54.0,7.0,38363.0,M,licence,forage,63.07,oui,0
4018,2010-01-29,blond,29.0,12.0,40215.0,M,licence,geologie,53.96,non,0
4019,2012-03-31,blond,27.0,12.0,34345.0,M,licence,geologie,95.31,non,0
4020,2013-12-12,chatain,31.0,11.0,30888.0,M,doctorat,forage,75.78,oui,0
4021,2010-01-22,brun,30.0,13.0,33812.0,M,master,forage,81.04,oui,0
4022,2012-12-26,blond,26.0,10.0,45013.0,M,bac,geologie,45.38,non,0
4023,2010-11-21,brun,45.0,5.0,40538.0,F,licence,detective,64.09,non,0
4024,2011-05-14,blond,25.0,6.0,41913.0,M,licence,geologie,50.74,non,0
4025,2011-07-08,brun,35.0,8.0,35788.0,F,master,detective,93.04,oui,0
4026,2010-03-11,brun,33.0,9.0,36157.0,F,licence,detective,76.31,non,0
4027,2010-12-24,brun,34.0,10.0,27036.0,F,master,geologie,79.14,non,0
4028,2011-09-03,blond,39.0,11.0,39468.0,M,licence,geologie,90.5,oui,0
4029,2013-10-11,chatain,35.0,12.0,34521.0,M,master,geologie,82.67,oui,0
4030,2012-11-23,brun,36.0,12.0,33006.0,M,bac,archeologie,78.13,non,1
4031,2013-12-20,chatain,32.0,8.0,27401.0,F,doctorat,detective,97.14,non,0
4032,2011-01-16,brun,28.0,9.0,38746.0,M,licence,geologie,45.51,non,0
4033,2013-01-19,brun,38.0,7.0,43007.0,M,master,detective,46.66,oui,0
4034,2013-07-26,blond,40.0,9.0,35696.0,M,master,geologie,65.94,oui,0
4035,2011-08-09,chatain,33.0,6.0,44119.0,F,licence,detective,42.1,non,0
4036,2011-11-26,chatain,35.0,9.0,38517.0,F,master,detective,82.21,oui,0
4037,2011-12-31,brun,40.0,10.0,36555.0,M,master,geologie,61.6,non,0
4038,2011-09-20,blond,34.0,13.0,36905.0,F,bac,archeologie,79.8,non,1
4039,2011-02-26,brun,25.0,7.0,45554.0,M,licence,detective,51.39,oui,0
4040,2013-04-20,chatain,59.0,9.0,32367.0,F,master,archeologie,90.31,oui,0
4041,2013-03-20,chatain,14.0,14.0,45136.0,F,master,detective,83.75,oui,0
4042,2014-06-12,chatain,30.0,15.0,36836.0,M,doctorat,archeologie,72.68,oui,0
4043,2011-08-26,chatain,30.0,11.0,38870.0,F,doctorat,archeologie,93.85,oui,0
4044,2013-10-23,roux,36.0,15.0,39452.0,M,bac,geologie,31.94,non,0
4045,2013-12-05,chatain,42.0,10.0,27919.0,F,master,geologie,112.52,non,0
4046,2012-05-17,chatain,35.0,10.0,34214.0,F,master,forage,99.95,oui,0
4047,2013-04-27,brun,38.0,8.0,35479.0,F,licence,geologie,62.72,non,1
4048,2011-07-07,blond,19.0,11.0,29919.0,M,master,geologie,85.04,non,1
4049,2011-12-30,roux,32.0,4.0,30693.0,M,licence,geologie,70.02,non,0
4050,2014-05-04,roux,44.0,11.0,45629.0,M,bac,forage,43.67,non,0
4051,2013-09-08,blond,23.0,11.0,27370.0,M,master,geologie,102.25,oui,0
4052,2014-05-22,blond,36.0,18.0,36931.0,M,bac,detective,86.47,non,1
4053,2014-04-23,chatain,26.0,14.0,44406.0,M,licence,geologie,66.08,non,0
4054,2013-11-16,brun,17.0,8.0,30077.0,M,master,forage,84.17,oui,1
4055,2011-09-04,chatain,50.0,7.0,37605.0,F,master,forage,99.35,non,0
4056,2012-06-14,blond,36.0,8.0,33343.0,M,licence,forage,59.05,non,0
4057,2010-11-12,brun,33.0,15.0,33348.0,F,licence,forage,72.14,non,0
4058,2011-11-13,chatain,35.0,11.0,42880.0,M,licence,geologie,51.86,non,0
4059,2014-02-22,blond,37.0,10.0,25084.0,M,master,geologie,84.81,non,0
4060,2011-01-15,brun,40.0,14.0,38746.0,M,licence,detective,62.06,non,0
4061,2010-06-27,chatain,22.0,9.0,42130.0,F,licence,geologie,76.26,non,0
4062,2014-06-05,brun,37.0,11.0,,M,licence,detective,49.92,oui,0
4063,2012-10-20,blond,32.0,6.0,37361.0,M,licence,geologie,60.06,non,0
4064,2010-11-01,roux,48.0,9.0,38007.0,M,bac,geologie,30.81,non,0
4065,2010-06-05,chatain,51.0,7.0,38326.0,M,licence,geologie,58.73,non,0
4066,2010-01-08,brun,43.0,10.0,40085.0,M,licence,geologie,28.82,non,0
4067,2013-06-01,chatain,31.0,9.0,34022.0,F,master,detective,79.62,non,0
4068,2014-01-09,brun,40.0,12.0,33639.0,F,master,detective,96.25,oui,0
4069,2012-04-28,brun,15.0,12.0,32894.0,M,master,forage,79.79,non,1
4070,2014-08-31,blond,35.0,7.0,41824.0,M,bac,geologie,44.19,non,0
4071,2014-03-29,blond,43.0,6.0,31597.0,M,master,geologie,72.79,non,1
4072,2013-05-01,chatain,30.0,12.0,25938.0,F,doctorat,forage,82.5,non,0
4073,2014-04-14,blond,40.0,7.0,37761.0,M,bac,geologie,82.22,non,0
4074,2010-07-06,chatain,33.0,8.0,36076.0,F,master,detective,86.09,non,0
4075,2011-04-24,roux,36.0,8.0,32190.0,F,bac,geologie,71.87,non,0
4076,2010-02-26,brun,42.0,8.0,35276.0,F,licence,geologie,90.7,non,0
4077,2014-12-31,chatain,30.0,8.0,39442.0,F,master,geologie,65.53,non,0
4078,2013-04-09,chatain,30.0,8.0,32234.0,F,master,forage,56.67,non,1
4079,2014-08-19,roux,47.0,7.0,29861.0,F,licence,geologie,77.44,non,0
4080,2014-08-23,chatain,21.0,10.0,45138.0,M,master,archeologie,53.25,oui,0
4081,2012-11-19,chatain,19.0,4.0,45118.0,F,bac,geologie,62.13,non,0
4082,2012-10-07,chatain,42.0,13.0,37181.0,F,licence,forage,73.16,non,0
4083,2010-01-12,chatain,23.0,12.0,38821.0,M,master,geologie,64.58,non,0
4084,2012-02-25,brun,47.0,9.0,28382.0,M,doctorat,geologie,110.92,oui,0
4085,2011-11-05,blond,21.0,9.0,35988.0,M,licence,forage,73.0,oui,0
4086,2012-03-27,chatain,50.0,7.0,31003.0,M,doctorat,geologie,67.27,non,0
4087,2012-07-31,brun,32.0,11.0,33947.0,M,master,forage,78.11,oui,0
4088,2011-12-02,chatain,34.0,10.0,39114.0,F,master,geologie,72.65,non,0
4089,2010-06-13,brun,39.0,4.0,42120.0,M,master,forage,70.12,oui,0
4090,2013-12-21,chatain,34.0,12.0,33291.0,M,master,geologie,69.06,non,0
4091,2012-02-24,brun,23.0,8.0,32427.0,M,master,forage,74.96,non,1
4092,2010-06-13,chatain,43.0,12.0,40029.0,M,licence,geologie,59.73,non,0
4093,2014-07-25,chatain,45.0,12.0,43380.0,F,licence,geologie,69.92,non,0
4094,2011-07-24,chatain,30.0,13.0,40060.0,M,licence,forage,38.45,non,0
4095,2013-03-31,blond,37.0,4.0,28467.0,M,master,geologie,69.8,non,0
4096,2014-06-14,blond,41.0,9.0,35092.0,M,licence,geologie,85.48,oui,1
4097,2011-12-20,chatain,35.0,14.0,32229.0,F,master,forage,85.19,non,0
4098,2011-05-13,chatain,38.0,10.0,30549.0,F,master,geologie,84.67,non,0
4099,2011-05-26,brun,13.0,11.0,34470.0,M,master,forage,78.14,oui,0
4100,2014-12-05,roux,31.0,11.0,37038.0,M,master,geologie,99.54,oui,1
4101,2012-10-16,blond,19.0,11.0,40374.0,M,bac,geologie,45.17,non,0
4102,2013-12-08,chatain,65.0,18.0,38708.0,M,master,geologie,67.02,non,1
4103,2013-04-03,chatain,29.0,10.0,41956.0,M,master,forage,81.66,oui,0
4104,2012-10-13,roux,44.0,4.0,34614.0,M,licence,geologie,66.17,non,0
4105,2012-07-16,brun,50.0,5.0,21105.0,F,master,geologie,97.92,non,0
4106,2012-01-07,brun,42.0,10.0,38006.0,F,licence,detective,75.04,non,0
4107,2010-12-31,chatain,35.0,13.0,43773.0,M,licence,geologie,63.82,oui,0
4108,2012-04-10,chatain,37.0,8.0,41499.0,M,master,forage,86.14,oui,0
4109,2012-12-27,blond,35.0,8.0,34058.0,F,licence,forage,63.61,non,0
4110,2013-11-07,chatain,37.0,5.0,36342.0,M,master,geologie,58.07,non,0
4111,2013-01-12,brun,24.0,13.0,34106.0,F,licence,geologie,67.42,non,1
4112,2011-03-22,blond,37.0,11.0,37953.0,M,licence,geologie,69.25,non,0
4113,2010-06-07,blond,30.0,11.0,40109.0,M,licence,detective,70.71,oui,0
4114,2011-06-08,brun,17.0,6.0,38699.0,F,licence,forage,82.25,non,0
4115,2011-06-09,blond,33.0,8.0,40534.0,M,licence,geologie,49.36,oui,0
4116,2011-02-02,brun,33.0,9.0,30542.0,M,master,geologie,84.31,non,0
4117,2011-08-06,chatain,29.0,11.0,41684.0,M,master,geologie,62.83,oui,1
4118,2013-07-10,chatain,30.0,16.0,26173.0,F,doctorat,detective,109.95,oui,0
4119,2013-08-19,blond,34.0,11.0,36333.0,F,bac,detective,73.21,non,0
4120,2013-10-06,blond,39.0,12.0,28212.0,M,master,forage,91.82,oui,0
4121,2013-11-20,blond,49.0,6.0,31243.0,M,licence,detective,83.34,non,1
4122,2014-07-07,brun,44.0,12.0,34969.0,M,master,geologie,80.52,non,0
