Characteristics: Table 1
Ticker,Name,Sector,Price,Dividend Yield,Years of Dividend Increases,1-Year Dividend Growth,5-Year Dividend Growth (Annualized),Dividends Per Share (TTM),Market Cap ($M),Forward P/E Ratio,Payout Ratio,Beta
BKH,Black Hills Corporation,Utilities,68.12,0.0331767469172049,49,0.0560747663551402,0.0611085929036588,2.17080125356319,4282.832874,18.8167062419599,0.594740069469366,0.850947237893759
BL,BlackLine Inc,Technology,120.7,0,,,,0,7005.212309,N/A,0,1.07190435013634
BLBD,Blue Bird Corp,Consumer Cyclical,28.52,0,,,,0,773.242454,0,N/A,1.2921286399445
BLD,TopBuild Corp,Industrials,224.8,0,,,,0,7433.704159,30.0931660582213,0,1.64851661273947
BLDR,Builders Firstsource Inc,Industrials,49.96,0,,,,0,10313.326783,32.8934919411744,0,1.79356226291797
BLFS,Biolife Solutions Inc,Healthcare,34.29,0,,,,0,1145.3326,0,N/A,1.10839225046113
BLKB,Blackbaud Inc,Technology,72.04,0,,,,0,3518.162153,455.897648474796,0,0.909469063472181
BLMN,Bloomin Brands Inc,Consumer Cyclical,28.71,0,,,,0,2551.023059,N/A,0,1.76652647963189
BLX,Banco Latinoamericano De Comercio Exterior SA,Financial Services,14.76,0.049967471286237,,,,0.73751987618486,584.529609,8.3566307617087,0.416677896149639,0.871961955721669
BMCH,BMC Stock Holdings Inc,Industrials,53.68,0,,,,0,0,0,N/A,
BMI,Badger Meter Inc.,Industrials,95.59,0.0075321686368867,28,0.0588235294117645,-0.0208516376390232,0.707879694478358,2787.441776,56.4911289481791,0.418863724543407,1.13946621611225
BMRC,Bank of Marin Bancorp,Financial Services,35.99,0.025302083850052,,0,-0.0165380416685702,0.910621997763376,482.562846,15.9567107175451,0.410190089082602,1.25704569638261
BMTC,Bryn Mawr Bank Corp.,Financial Services,45.43,0.023229868251573,,0.0384615384615385,0.0618587587949346,1.05533291466896,905.442524,27.7973328873607,0.64744350593188,1.2659146034609
BNFT,Benefitfocus Inc,Technology,14.1,0,,,,0,458.307429,N/A,0,1.66126805800777
BOCH,Bank of Commerce Holdings,Financial Services,12.91,0.016908922997156,,0.2,0.148698354997035,0.218294195893294,215.956698,0,N/A,1.21140580141772
BOMN,Boston Omaha Corp,Communication Services,27.94,0,,,,0,731.345007,0,N/A,1.21758969409175
BOOM,DMC Global Inc,Energy,50.26,0,,,,0,795.790202,N/A,0,1.25739827848073
BOOT,Boot Barn Holdings Inc,Consumer Cyclical,71.92,0,,,,0,2086.017521,51.4266084993713,0,1.8543234048445
BOX,Box Inc,Technology,22.1,0,,,,0,3532.905006,N/A,0,0.929137294551905
BPFH,Boston Private Financial Holdings Inc,Financial Services,14.93,0.01981290079621,,-0.5,-0.0971195485525658,0.295806608887419,1230.80461,27.0108765178748,0.537244113489682,1.53974914021702
BPMC,Blueprint Medicines Corp,Healthcare,99.2,0,,,,0,5782.677603,18.4230940391612,0,1.1285952779742
BPRN,Bank of Princeton,Financial Services,27.53,0.015158458162954,,,,0.417312353226137,164.186222,0,N/A,1.25448133471697
BRC,Brady Corp.,Industrials,55.05,0.0159854677565849,35,0.0114942528735633,0.016715701692579,0.871949562690649,2669.196028,25.4643251628967,0.435974781345325,1.15668237905625
BRG,Bluerock Residential Growth REIT Inc,Real Estate,9.56,0.066383226860984,,0,0.109468624279574,0.63462364879101,262.100019,N/A,N/A,1.42944939946781
BRID,Bridgford Foods Corporation,Consumer Defensive,14.5,0,,,,0,131.614064,0,N/A,
BRKL,"Brookline Bancorp, Inc.",Financial Services,15.47,0.029311480162817,,0,0.0502460726386826,0.453448598118779,1209.639352,25.3939194254225,0.752986712253037,1.17136196001174
BRKS,"Brooks Automation, Inc.",Technology,105.5,0.003783565796301,,0,0,0.399166191509844,7830.222766,100.614498939916,0.380158277628423,1.98012712669326
BRT,BRT Apartments Corp,Real Estate,18.77,0.045907686691493,,,,0.86168727919934,330.032441,N/A,N/A,1.29871748227195
BRY,Berry Corp,Energy,5.92,0.006756756605731,,,,0.03999999910593,476.38845,0,N/A,2.02463548798502
BSGM,Biosig Technologies Inc,Healthcare,3.77,0,,,,0,119.847474,0,N/A,1.15697441349683
BSIG,BrightSphere Investment Group Inc,Financial Services,23.42,0.001706548167186,,-0.9,-0.340246044613553,0.03996735807551,1859.544698,0,N/A,1.41579446638022
BSRR,Sierra Bancorp,Financial Services,27.595,0.028713367030047,,0.0499999999999998,0.118426914720145,0.792345363194159,425.260005,11.9980816212899,0.341528173790586,1.31290023509433
BSTC,Biospecifics Technologies Corp.,Healthcare,88.53,0,,,,0,0,0,0,
BSVN,Bank7 Corp,Financial Services,17.39,0.023892894392657,,,,0.415497433488317,157.369449,0,N/A,1.03666951827832
BTAI,BioXcel Therapeutics Inc,Healthcare,34.75,0,,,,0,853.91043,0,N/A,1.48346937143016
BTU,Peabody Energy Corp.,Energy,4.53,0,,,,0,445.413224,N/A,0,1.60367150799213
BUSE,First Busey Corp.,Financial Services,25.1,0.035338981435009,,0.0454545454545454,0.0623210396661647,0.887008434018733,1365.123213,13.6044328798932,0.484704062305319,1.27827674113682
BV,BrightView Holdings Inc,Industrials,18.08,0,,,,0,1901.068988,0,N/A,1.53657898364372
BWB,Bridgewater Bancshares Inc,Financial Services,15.37,0,,,,0,432.328513,0,N/A,1.08147168383735
BWFG,Bankwell Financial Group Inc,Financial Services,27.56,0.020090576515814,,0,0.228659679083147,0.553696288775858,217.965288,0,N/A,0.670143790788029
BXG,Bluegreen Vacations Corp,Consumer Cyclical,9.95,0.119597995700548,,,,1.19000005722046,721.218715,0,N/A,1.57954941168511
BXMT,Blackstone Mortgage Trust Inc,Real Estate,32.9,0.0753799392097265,0,0,0,2.4014133705174,4837.61123,35.1391823164088,2.47338899013019,1.39714529607543
BXS,BancorpSouth Bank,Financial Services,30.08,0.024690586407063,,,,0.742692839124471,0,0,N/A,1.4747384881374
BY,Byline Bancorp Inc,Financial Services,21.86,0.006839173903548,,,,0.149504341531572,844.510756,23.0212287760332,0.156140304471616,1.51143327751348
BYD,Boyd Gaming Corp.,Consumer Cyclical,68.98,0,,,,0,7731.339585,N/A,0,1.70146235145345
BYSI,BeyondSpring Inc,Healthcare,10.82,0,,,,0,423.515499,0,N/A,0.813501427529361
BZH,Beazer Homes USA Inc.,Consumer Cyclical,20.52,0,,,,0,641.131948,10.4288099360736,0,2.01648232373458
CAC,Camden National Corp.,Financial Services,46.95,0.028403769807681,,0.0909090909090908,0.0371372893366479,1.33355699247067,702.079877,11.8320757217251,0.337609365182448,1.25055438800445
CADE,Cadence Bancorporation,Financial Services,22.08,0.011242680754821,,,,0.248238391066448,2748.029637,N/A,N/A,2.06994501551207
CAI,Cai International Inc,Industrials,45.03,0.017651339404722,,,,0.79483981339464,779.204118,41.2190075290944,0.749848880560981,1.38491592268139
CAKE,Cheesecake Factory Inc.,Consumer Cyclical,57.97,0,0,,,0,2690.224051,N/A,0,1.59061617109821
CAL,Caleres Inc,Consumer Cyclical,24.19,0.011490861036563,,0,0,0.277963928474477,927.013558,N/A,N/A,2.4899960693497
CALA,Calithera Biosciences Inc,Healthcare,2.25,0,,,,0,166.607694,0,N/A,0.919826877435989
CALM,"Cal-Maine Foods, Inc.",Consumer Defensive,37.64,0.000903294416783,,,,0.034000001847743,1658.273975,24.8367303506223,0.0248175195968927,0.290453367561042
CALX,Calix Inc,Technology,45.03,0,,,,0,2830.353986,84.5285505184566,0,1.50543974058707
CAMP,Calamp Corp.,Technology,14.12,0,,,,0,494.690275,N/A,0,1.59354327455223
CAR,Avis Budget Group Inc,Industrials,88.21,0,,,,0,6162.245807,N/A,0,2.56404352375815
CARA,Cara Therapeutics Inc,Healthcare,26.1,0,,,,0,1306.086439,155.301597931035,0,0.894619297163702
CARE,Carter Bankshares Inc,Financial Services,13.16,0,,,,0,347.799073,0,N/A,
CARG,CarGurus Inc,Communication Services,25.725,0,,,,0,2544.759575,32.8131674451665,0,1.13163863324934
CARS,Cars.com,Consumer Cyclical,13.48,0,,,,0,908.749698,N/A,0,1.97353558567858
CASA,Casa Systems Inc,Technology,9.3,0,,,,0,788.334635,31.7864051651143,0,1.30061950190272
CASH,Meta Financial Group Inc.,Financial Services,46.49,0.00429255486729,,0,-0.173951911807867,0.199560875780327,1499.238762,13.4902484564719,0.0619754272609711,1.40820310247173
CASI,CASI Pharmaceuticals Inc,Healthcare,1.73,0,,,,0,241.849653,N/A,0,1.04100393629462
CASS,Cass Information Systems Inc,Industrials,46.26,0.023129045256236,,0,0.0418092681026443,1.06994963355349,665.989445,26.4533462559581,0.618467996273696,1.20732861910481
CATC,Cambridge Bancorp,Financial Services,84.6,0.01878525245005,,0.0784313725490198,0.0363846490013069,1.58923235727425,588.832412,0,N/A,1.052844920428
CATM,Cardtronics plc,Industrials,38.83,0,,,,0,1753.754504,91.6085720701003,0,1.37900171072698
CATO,Cato Corp.,Consumer Cyclical,13.86,0,,,,0,288.839559,N/A,0,1.0250550373593
CATY,Cathay General Bancorp,Financial Services,41.48,0.02947695048794,,0,0.114853592725361,1.22270390623976,3301.687584,14.4266695078214,0.426029235623609,1.4793422394078
CBAN,"Colony Bankcorp, Inc.",Financial Services,15.27,0.026049797172534,,,,0.397780402824607,145.046416,0,N/A,1.33926124566924
CBAY,Cymabay Therapeutics Inc,Healthcare,4.54,0,,,,0,313.015258,0,N/A,0.137056273532133
CBB,"Cincinnati Bell, Inc.",Communication Services,15.43,0,,,,0,785.704025,N/A,0,0.033842542945724
CBMG,Cellular Biomedicine Group Inc,Healthcare,19.75,0,,,,0,0,0,N/A,
CBNK,Capital Bancorp Inc,Financial Services,22.13,0,,,,0,304.365597,0,N/A,1.23435925352108
CBRL,Cracker Barrel Old Country Store Inc,Consumer Cyclical,166.78,0,0,0,-0.167446792598127,1.29999995231628,3956.875013,82.7555739586732,0.643564332829843,1.30622631164123
CBTX,CBTX Inc,Financial Services,31.39,0.01361462992731,,,,0.427363233418266,772.015046,0,N/A,1.01925246084832
CBU,"Community Bank System, Inc.",Financial Services,78.19,0.0214861235452104,28,0.0243902439024388,0.0626188588998706,1.6552122559655,4218.442764,25.6968285242626,0.537406576612176,1.06340052576032
CBZ,Cbiz Inc,Industrials,33.2,0,,,,0,1779.580026,22.7280045160219,0,0.92712237120407
CCB,Coastal Financial Corp,Financial Services,28.25,0,,,,0,338.548593,0,N/A,1.48573606023236
CCBG,"Capital City Bank Group, Inc.",Financial Services,25.33,0.022696521435985,,0.0714285714285714,0.302585542348676,0.574902887973506,426.826813,13.5174440245756,0.305799408496546,1.19577902362457
CCF,Chase Corp.,Basic Materials,118.17,0.006769907860886,,,,0.800000011920929,1116.514001,0,N/A,1.25276412159403
CCMP,CMC Materials Inc,Technology,187.66,0.007114324454518,,,,1.33507412713502,5473.429865,40.3024090113321,0.290865822905234,1.80422878976233
CCNE,CNB Financial Corp (PA),Financial Services,24.98,0.02689625348769,,0,0.00598845214438248,0.671868412122507,421.767965,13.3911596863094,0.341049955392136,1.38370061538448
CCOI,Cogent Communications Holdings Inc,Communication Services,69.05,0.040842489765211,,0.143939393939394,0.153317934499258,2.82017391828783,3285.28631,528.520963706564,21.1724768640227,0.848078168857201
CCRN,"Cross Country Healthcares, Inc.",Industrials,13.37,0,,,,0,501.5427,N/A,0,1.2290417426037
CCS,Century Communities Inc,Consumer Cyclical,65.96,0,,,,0,2223.398545,0,N/A,1.62399436593587
CCXI,ChemoCentryx Inc,Healthcare,45.96,0,,,,0,3205.364978,0,N/A,1.46184515113794
CDE,Coeur Mining Inc,Basic Materials,9.51,0,,,,0,2315.390209,90.3496394045343,0,1.68969163800215
CDLX,Cardlytics Inc,Communication Services,139.99,0,,,,0,4447.451922,N/A,0,1.54546200102172
CDMO,Avid Bioservices Inc,Healthcare,21.57,0,,,,0,1312.072665,N/A,0,1.1102199367129
CDNA,Caredx Inc,Healthcare,80.62,0,,,,0,4187.142962,0,N/A,1.53300527761075
CDXC,Chromadex Corp,Healthcare,8.32,0,,,,0,565.198799,0,N/A,0.098598560302041
CDXS,Codexis Inc.,Healthcare,24.49,0,,,,0,1577.173535,0,N/A,1.80960016058827
CDZI,Cadiz Inc.,Utilities,11.16,0,,,,0,427.907344,N/A,0,0.559095178886692
CECE,Ceco Environmental Corp.,Industrials,7.59,0,,,,0,269.957408,0,N/A,1.28195902112663
CEIX,Consol Energy Inc,Energy,9.67,0,,,,0,332.31864,N/A,0,2.07018301921749
CELH,Celsius Holdings Inc,Consumer Defensive,62.62,0,,,,0,4545.294867,0,N/A,1.33392080389871
CENT,Central Garden & Pet Co.,Consumer Defensive,56.32,0,,,,0,2794.608951,21.3808773220816,0,0.804852892104347
CENTA,Central Garden & Pet Co.,Consumer Defensive,51.07,0,,,,0,2794.608951,0,N/A,0.795529206948205
CENX,Century Aluminum Co.,Basic Materials,16.02,0,,,,0,1443.205178,N/A,0,2.38755479469476
CERC,Cerecor Inc,Healthcare,2.84,0,,,,0,253.057677,0,N/A,1.35230393366526
CERS,Cerus Corp.,Healthcare,6.17,0,,,,0,1054.021976,N/A,0,1.42979085586859
CEVA,Ceva Inc.,Technology,58.25,0,,,,0,1328.745993,N/A,0,1.57473531516943
CFB,Crossfirst Bankshares Inc,Financial Services,14.52,0,,,,0,750.41448,0,N/A,1.39130280047044
CFFI,C & F Financial Corp,Financial Services,41.35,0.03625463594279,,0,0.034967527040807,1.49912919623437,152.342538,6.88802904326988,0.247381055484219,1.10816755181338
CFFN,Capitol Federal Financial,Financial Services,13.14,0.025396722826843,,0,0,0.333712937944728,1823.942323,29.9591387040292,0.752283448928602,0.843844368204408
CHCO,City Holding Co.,Financial Services,78.59,0.028922764353313,,0.0175438596491226,0.0616757743348508,2.27304005052694,1241.398681,13.9942133825585,0.409556765860709,1.0215918079769
CHCT,Community Healthcare Trust Inc,Real Estate,52.22,0.03201919718047,,0.0239520958083832,0.0238362555396097,1.67204247676417,1255.171043,72.8268664264578,2.09319288528314,1.02863933438406
CHDN,"Churchill Downs, Inc.",Consumer Cyclical,218.95,0.002840831144184,,,,0.621999979019165,8434.069168,N/A,N/A,1.84081349157709
CHEF,Chefs` Warehouse Inc,Consumer Defensive,35.2,0,,,,0,1334.482688,0,N/A,2.42087523403703
CHMA,Chiasma Inc,Healthcare,2.96,0,,,,0,171.216988,0,N/A,0.793897827466669
CHMG,Chemung Financial Corp.,Financial Services,44.2,0.023282493745112,,0,0,1.02908622353397,206.095804,0,N/A,1.39972363004185
CHMI,Cherry Hill Mortgage Investment Corporation,Real Estate,10.21,0.101430952897907,,-0.325,0.124746113142095,1.03561002908764,174.52194,N/A,N/A,1.04047851691522
CHRS,Coherus Biosciences Inc,Healthcare,14.58,0,,,,0,1065.915938,0,N/A,1.09452862841191
CHS,"Chico`s Fas, Inc.",Consumer Cyclical,3.03,0,,,,0,362.705177,N/A,0,1.42909564721682
CHUY,Chuy`s Holdings Inc,Consumer Cyclical,43.77,0,,,,0,873.039002,0,N/A,1.49421043148005
CIA,"Citizens, Inc.",Financial Services,5.73,0,,,,0,283.973299,N/A,0,1.17335402553935
CIO,City Office REIT Inc,Real Estate,10.98,0.053418013262062,,0,-0.0858769092564463,0.586529785617441,476.500345,N/A,N/A,1.15135741183799
CIR,Circor International Inc,Industrials,33.92,0,,,,0,684.18068,N/A,0,2.03907124956472
CIVB,Civista Bancshares Inc,Financial Services,23,0.019829749756546,,0.0909090909090908,0.148698354997035,0.456084244400578,364.482403,11.3221422403081,0.228042122200289,1.63074125842869
CKH,SEACOR Holdings Inc,Energy,41.5,0,,,,0,850.690406,36.4930893569559,0,1.03879668682331
CKPT,Checkpoint Therapeutics Inc,Healthcare,2.85,0,,,,0,205.666893,0,N/A,1.34324356467941
CLAR,Clarus Corp,Consumer Cyclical,19.09,0.002617254026314,,,,0.04996337936235,597.787715,107.806621332732,0.281325334247466,1.05469880691548
CLBK,"Columbia Financial, Inc",Financial Services,18.23,0,,,,0,1988.007332,34.5122186676041,0,0.795030115080262
CLCT,Collectors Universe Inc,Industrials,91.92,0,,,,0.524999991059303,0,0,N/A,
CLDR,Cloudera Inc,Technology,12.95,0,,,,0,3773.619368,N/A,0,1.08686303690101
CLDT,Chatham Lodging Trust,Real Estate,13.57,0,0,0,0,0,639.953384,N/A,0,1.86105155502416
CLF,Cleveland-Cliffs Inc,Basic Materials,18.69,0,,,,0,9324.171079,N/A,0,2.13317356404816
CLFD,Clearfield Inc,Technology,37.44,0,,,,0,513.410789,0,N/A,1.28498313346355
CLI,Mack-Cali Realty Corp.,Real Estate,16.41,0.012187690614273,,,,0.200000002980232,1488.863612,N/A,N/A,0.950371584190616
CLNC,Colony Credit Real Estate Inc,Real Estate,8.78,0.011389521809808,,0,-0.0716186668769239,0.100000001490116,1140.075405,N/A,N/A,1.99527437126265
CLNE,Clean Energy Fuels Corp,Energy,11.44,0,,,,0,2279.098948,N/A,0,1.73324713935343
CLPR,Clipper Realty Inc,Real Estate,8.5,0.043809865102149,,,,0.372383853368274,136.537438,0,N/A,1.0540978441722
CLVS,Clovis Oncology Inc,Healthcare,6.15,0,,,,0,643.074615,N/A,0,1.18977868916336
CLW,Clearwater Paper Corp,Basic Materials,33.85,0,,,,0,564.564585,7.32249785603113,0,1.0849587100056
CLXT,Calyxt Inc,Consumer Defensive,5.38,0,,,,0,199.898672,N/A,0,1.67473922900637
CMBM,Cambium Networks Corp,Technology,61.8,0,,,,0,1625.751526,0,N/A,1.47066734460019
CMC,Commercial Metals Co.,Basic Materials,29.34,0.016243086720488,,0,0,0.476572164379122,3535.774256,13.4538815777357,0.219618508930471,1.45075843000496
CMCO,Columbus Mckinnon Corp.,Industrials,53.62,0.004465695558076,,0,0.0844717711976986,0.23945059582407,1286.096773,146.730949533371,0.652809694176854,1.31646781922603
CMCT,CIM Commercial Trust Corp,Real Estate,11.76,0.025275232973153,,0,-0.231611871564467,0.297236739764284,174.370342,0,N/A,0.987376024296389
CMO,Capstead Mortgage Corp.,Real Estate,6.51,0.088811168328882,,0,-0.0819365774154727,0.578160705821022,630.479894,N/A,N/A,1.02645621771845
CMP,Compass Minerals International Inc,Basic Materials,68.76,0.0418848167539267,0,0,0.00709290965534071,2.83205529622554,2336.110892,40.1393624103093,1.64654377687531,1.15342203831968
CMPR,Cimpress plc,Communication Services,95.98,0,,,,0,2495.832822,N/A,0,1.70152733760103
CMRE,Costamare Inc,Industrials,10.13,0.03904968107773,,0,-0.191797107496099,0.39557326931741,1237.482198,N/A,N/A,1.28613881838789
CMRX,Chimerix Inc,Healthcare,8.66,0,,,,0,741.982089,N/A,0,1.35261870713386
CMTL,Comtech Telecommunications Corp.,Technology,24.85,0.01602397656821,,0,-0.197258438239769,0.398195817720027,647.434047,N/A,N/A,1.59594539072145
CNBKA,"Century Bancorp, Inc.",Financial Services,113.96,0.005249160647703,,0.5,0.0844717711976986,0.598194347412272,416.691207,9.87209380084816,0.0789174600807747,1.15483028533612
CNCE,Concert Pharmaceuticals Inc,Healthcare,4.25,0,,,,0,136.738557,0,N/A,0.975573487017843
CNDT,Conduent Inc,Technology,6.75,0,,,,0,1433.623185,N/A,0,2.05795368855454
CNMD,Conmed Corp.,Healthcare,135.64,0.005881785591429,,0,0,0.797805397621473,3943.89726,414.405512245455,2.46998575115007,1.40092388032919
CNNE,Cannae Holdings Inc,Consumer Cyclical,40.28,0,,,,0,3691.712632,0,N/A,1.14787698027834
CNO,CNO Financial Group Inc,Financial Services,25.74,0.018500411104071,,0.0909090909090908,0.0844717711976986,0.476200581818804,3439.111233,11.3953321163022,0.225687479534978,1.61253145386216
CNOB,ConnectOne Bancorp Inc.,Financial Services,27.15,0.009901490637185,,,,0.268825470799575,1078.518356,15.2047475216049,0.150181827262332,1.51349785750593
CNR,Cornerstone Building Brands Inc,Industrials,14.35,0,,,,0,1803.45479,N/A,0,1.89442830436269
CNS,Cohen & Steers Inc.,Financial Services,68.03,0.023585827929604,,0.153846153846154,0.0995396540795817,1.60454387405099,3281.035946,42.8423162217957,1.0220024675484,1.46899323866146
CNSL,Consolidated Communications Holdings Inc,Communication Services,6.69,0,,,,0,529.935639,15.5256097911112,0,0.979348508273672
CNST,Constellation Pharmaceuticals Inc,Healthcare,22.14,0,,,,0,1060.816735,0,N/A,0.714091632066248
CNTY,Century Casinos Inc.,Consumer Cyclical,11.22,0,,,,0,331.842294,N/A,0,2.25486125331623
CNX,CNX Resources Corp,Energy,14.09,0,,,,0,3098.525517,N/A,0,0.872065788569825
CNXN,"PC Connection, Inc.",Technology,45.01,0.007109531056375,,,,0.319999992847442,1178.129728,21.1266875000448,0.150943392852567,1.23957499615884
COHU,"Cohu, Inc.",Technology,45.98,0,,,,0,2212.412257,N/A,0,2.01948639285523
COKE,Coca-Cola Consolidated Inc,Consumer Defensive,303.81,0.003287129683598,,0,0,0.998662869174136,2169.643013,12.578151073203,0.0545717414849255,0.888003123904541
COLB,"Columbia Banking System, Inc.",Financial Services,43.4,0.025489608376395,,0.272727272727273,0.0494145228445839,1.10624900353554,3113.478806,20.2790220032306,0.5097921675279,1.55668968495751
COLL,Collegium Pharmaceutical Inc,Healthcare,23.1,0,,,,0,813.208334,30.3980388157895,0,0.890001989133699
CONN,Conns Inc,Consumer Cyclical,20.38,0,,,,0,598.310497,N/A,0,2.08765834745661
COOP,Mr. Cooper Group Inc,Financial Services,33.48,0,,,,0,3034.051545,0,N/A,1.27307593332288
CORE,Core-Mark Hldg Co Inc,Consumer Defensive,42.46,0.011716024650467,,0.0833333333333335,-0.0406774041873469,0.497462406658848,1917.650914,30.3425777579114,0.357886623495574,1.11234755132917
CORR,CorEnergy Infrastructure Trust Inc,Real Estate,6.15,0.032520325203252,0,-0.933333333333333,-0.418189240847312,0.197700503293672,83.956854,0,N/A,1.88549452829576
CORT,Corcept Therapeutics Inc,Healthcare,23.89,0,,,,0,2786.235562,26.2825137191424,0,1.08296671057201
COWN,Cowen Inc,Financial Services,38.97,0.006140265173038,,,,0.239286133793313,1039.451253,4.9599002370557,0.0337022723652554,1.21739370457939
CPF,Central Pacific Financial Corp.,Financial Services,26.62,0.034183256765924,,0,0.104383628704382,0.909958295108907,751.148572,20.152619114104,0.689362344779475,1.4562399419953
CPK,Chesapeake Utilities Corp,Utilities,118.55,0.014752655600273,,0.0864197530864197,0.0760453310286651,1.74892732141247,2075.539376,29.0293347527204,0.410546319580393,0.753925977329807
CPLG,CorePoint Lodging Inc,Real Estate,9.61,0,,,,0,562.774843,0,N/A,2.11240691553721
CPRX,Catalyst Pharmaceuticals Inc,Healthcare,4.6,0,,,,0,477.594876,0,N/A,1.23482920889795
CPS,Cooper-Standard Holdings Inc,Consumer Cyclical,32.39,0,,,,0,548.75666,0,N/A,2.5267150103967
CPSI,Computer Programs & Systems Inc,Healthcare,30.47,0.006552758080851,,,,0.199662538723535,446.597784,32.3223409198813,0.20284724039778,1.00431441164781
CRAI,CRA International Inc.,Industrials,78,0.012481411017066,,,,0.973550059331151,596.34354,24.4262939297125,0.317117283169756,1.21438858249699
CRBP,Corbus Pharmaceuticals Holdings Inc,Healthcare,1.82,0,,,,0,227.560071,N/A,0,2.24588563724349
CRC,California Resources Corporation,Energy,22.31,0,,,,0,1858.861615,0,N/A,
CRD.A,Crawford & Co.,Financial Services,10.05,0.017776172567046,,-0.142857142857143,-0.0303597339044209,0.178650534298813,518.610961,0,N/A,0.912726280193756
CRK,"Comstock Resources, Inc.",Energy,5.23,0,,,,0,1215.50544,N/A,0,1.08523278665159
CRMD,CorMedix Inc,Healthcare,8.39,0,,,,0,319.022988,0,N/A,1.16893340941266
CRMT,"Americas Car Mart, Inc.",Consumer Cyclical,149.97,0,,,,0,991.739162,14.1958913054494,0,1.33812414003894
CRNX,Crinetics Pharmaceuticals Inc,Healthcare,17.97,0,,,,0,593.528902,0,N/A,1.48304806236911
CROX,Crocs Inc,Consumer Cyclical,97.82,0,,,,0,6380.840956,20.3951306045177,0,1.57979690423431
CRS,Carpenter Technology Corp.,Industrials,41.49,0.019039773093823,,0,0.0212956876001351,0.789960185662743,1992.597495,N/A,N/A,2.08468265510707
CRTX,Cortexyme Inc,Healthcare,38.8,0,,,,0,1146.622372,0,N/A,0.58371261907999
CRVL,Corvel Corp.,Financial Services,116.23,0,,,,0,2077.850103,47.9939507241188,0,0.881760494976645
CRY,"Cryolife, Inc.",Healthcare,23.32,0,,,,0,912.276255,N/A,0,1.21838734837681
CSGS,CSG Systems International Inc.,Technology,45.96,0.020534659448319,,0.0638297872340425,0.062071258063263,0.943772948244771,1515.143098,25.8068010696462,0.518556564969654,0.821425205673723
CSII,Cardiovascular Systems Inc.,Healthcare,40.2,0,,,,0,1615.715867,N/A,0,0.964944727056142
CSOD,Cornerstone OnDemand Inc,Technology,44.75,0,,,,0,2961.519245,N/A,0,1.02422195848197
CSTE,Caesarstone Ltd,Industrials,13.92,0.010057471307187,,,,0.140000000596046,479.36716,66.4127404156276,0.668576889188376,1.06621419861313
CSTL,Castle Biosciences Inc,Healthcare,71.02,0,,,,0,1773.967672,0,N/A,0.944449909927488
CSTR,CapStar Financial Holdings Inc,Financial Services,18.525,0.008043137596226,,,,0.148999123970093,409.000378,16.5614017583819,0.122130429483683,1.22980106738663
CSV,"Carriage Services, Inc.",Consumer Cyclical,37.73,0.009564775175382,,0.333333333333333,0.319507910772894,0.360878967367179,679.81465,42.3718929275742,0.406624188582737,1.01825162687057
CSWI,CSW Industrials Inc,Industrials,138.56,0.00388876085179,,,,0.538826703624154,2168.780887,47.9362749313706,0.178419438286144,1.13595373743487
CTB,Cooper Tire & Rubber Co.,Consumer Cyclical,57.6,0.007266700167778,,0,0,0.418561929664021,2910.105504,20.3804600074235,0.14790174193075,1.1441452144676
CTBI,"Community Trust Bancorp, Inc.",Financial Services,44.93,0.0344981081682617,40,0.013157894736842,0.0442868448878362,1.5130534652776,800.925595,13.4600294884377,0.451657750829133,1.04137223276926
CTMX,CytomX Therapeutics Inc,Healthcare,9.55,0,,,,0,441.443039,N/A,0,0.939076801855151
CTO,CTO Realty Growth Inc,Real Estate,52.65,0.018993352326685,,3,0.903653938715879,1,313.719711,3.99597130074259,0.0599161174355902,
CTRE,CareTrust REIT Inc,Real Estate,24.32,0.041025217830319,,0.0600000000000001,0.0928470656723275,0.997733297633379,2335.323866,0,N/A,1.28212177221895
CTRN,Citi Trends Inc,Consumer Cyclical,105.56,0,,,,0,994.168514,41.461694616732,0,1.42664324004939
CTS,CTS Corp.,Technology,31.43,0.005080631133389,,0,0,0.159684236522427,1016.708955,29.3117959637894,0.150645506153233,1.20739128868296
CTSO,Cytosorbents Corp,Healthcare,8.94,0,,,,0,387.235626,0,N/A,0.747674013016093
CTT,CatchMark Timber Trust Inc,Real Estate,11.57,0.046099260469059,,0,0,0.533368443627022,565.821096,0,N/A,1.22415803432734
CUB,Cubic Corp.,Industrials,74.88,0.003602264602396,,,,0.269737573427437,2377.659623,545.459881403992,1.94195517226377,1.02606548200685
CUBI,Customers Bancorp Inc,Financial Services,32.56,0,,,,0,1049.694058,8.85541272480323,0,1.69263418546298
CUE,Cue Biopharma Inc,Healthcare,12.16,0,,,,0,370.897863,0,N/A,1.27341292537333
CURO,CURO Group Holdings Corp,Financial Services,14.09,0.015495291480982,,,,0.218328656967047,585.203225,7.72718926742635,0.121293698315026,1.75886938676921
CUTR,Cutera Inc,Healthcare,29.77,0,,,,0,529.396099,N/A,0,1.54444391177584
CVA,Covanta Holding Corporation,Industrials,13.97,0.0229062276306371,0,-0.68,-0.203785658893006,0.31678511862017,1846.075345,N/A,N/A,1.38405841903116
CVBF,CVB Financial Corp.,Financial Services,21.76,0.032653999052021,,0,0.0844717711976986,0.710551019371983,2957.61104,16.7487473030291,0.546577707209218,1.1140932883969
