,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
1032,14336,Male,Loyal Customer,35,Personal Travel,Eco,395,1,4,1,1,4,1,2,4,5,4,5,3,5,4,23,33.0,neutral or dissatisfied
1033,48622,Male,Loyal Customer,37,Personal Travel,Eco Plus,819,2,3,2,2,4,2,4,4,2,1,3,1,3,4,6,7.0,neutral or dissatisfied
1034,17810,Female,Loyal Customer,25,Business travel,Business,2582,4,4,4,4,4,4,4,4,4,3,1,1,2,4,0,0.0,satisfied
1035,127066,Male,Loyal Customer,57,Business travel,Business,651,1,4,5,4,4,1,2,1,1,1,1,3,1,2,0,0.0,neutral or dissatisfied
1036,96512,Male,Loyal Customer,51,Personal Travel,Eco,302,4,5,4,1,5,4,5,5,3,4,4,5,4,5,37,29.0,neutral or dissatisfied
1037,86040,Female,Loyal Customer,16,Personal Travel,Eco,447,3,5,3,2,3,3,3,3,4,2,5,4,4,3,19,15.0,neutral or dissatisfied
1038,105204,Male,Loyal Customer,46,Personal Travel,Eco Plus,289,3,4,3,3,3,3,3,3,5,4,4,4,4,3,0,0.0,neutral or dissatisfied
1039,12217,Female,Loyal Customer,9,Personal Travel,Business,253,2,5,2,4,3,2,1,3,3,2,3,1,5,3,0,0.0,neutral or dissatisfied
1040,48544,Female,disloyal Customer,34,Business travel,Eco,833,2,2,2,4,2,2,2,2,3,1,3,2,3,2,46,41.0,neutral or dissatisfied
1041,30065,Female,disloyal Customer,37,Business travel,Eco,399,1,3,1,4,2,1,2,2,2,4,3,2,3,2,0,0.0,neutral or dissatisfied
1042,19928,Female,Loyal Customer,54,Personal Travel,Eco,315,1,5,1,2,3,4,5,2,2,1,2,4,2,3,0,0.0,neutral or dissatisfied
1043,122772,Female,Loyal Customer,49,Personal Travel,Eco Plus,427,4,4,5,1,2,4,5,3,3,5,3,5,3,3,0,0.0,neutral or dissatisfied
1044,106274,Male,disloyal Customer,39,Business travel,Business,689,1,1,1,3,1,1,1,1,3,2,5,4,4,1,4,3.0,neutral or dissatisfied
1045,57548,Female,Loyal Customer,70,Personal Travel,Eco Plus,413,2,4,1,4,2,3,4,1,1,1,3,2,1,3,20,20.0,neutral or dissatisfied
1046,114903,Female,Loyal Customer,41,Business travel,Business,2097,2,2,2,2,2,4,4,4,4,4,4,4,4,4,55,43.0,satisfied
1047,13822,Female,Loyal Customer,17,Business travel,Eco,594,5,5,5,5,5,5,3,5,4,1,1,3,5,5,0,5.0,satisfied
1048,32828,Male,disloyal Customer,21,Business travel,Eco,101,1,2,1,4,1,1,1,1,2,5,4,4,3,1,0,0.0,neutral or dissatisfied
1049,24138,Female,Loyal Customer,53,Business travel,Business,302,2,1,1,1,5,4,4,2,2,2,2,1,2,2,2,0.0,neutral or dissatisfied
1050,74440,Female,Loyal Customer,39,Business travel,Business,1930,2,2,2,2,2,5,5,4,4,3,4,4,4,3,0,0.0,satisfied
1051,127658,Male,Loyal Customer,55,Business travel,Business,2153,2,1,1,1,4,2,3,2,2,2,2,2,2,3,44,43.0,neutral or dissatisfied
1052,74641,Female,Loyal Customer,80,Business travel,Eco,1064,4,3,4,4,4,5,2,4,4,4,4,4,4,5,0,0.0,satisfied
1053,67623,Female,Loyal Customer,46,Business travel,Business,1235,5,5,5,5,3,4,5,3,3,3,3,5,3,4,0,0.0,satisfied
1054,80620,Female,Loyal Customer,18,Personal Travel,Eco,236,4,4,4,4,2,4,2,2,1,5,4,3,4,2,14,2.0,neutral or dissatisfied
1055,29282,Male,disloyal Customer,25,Business travel,Eco,569,3,2,3,2,3,3,3,3,4,1,3,4,3,3,0,0.0,neutral or dissatisfied
1056,77895,Female,Loyal Customer,34,Business travel,Business,3169,2,3,3,3,3,3,3,2,2,2,2,4,2,4,1,0.0,neutral or dissatisfied
1057,34099,Female,Loyal Customer,15,Personal Travel,Business,1189,1,5,2,1,3,2,2,3,4,5,5,5,4,3,7,0.0,neutral or dissatisfied
1058,13199,Female,Loyal Customer,69,Personal Travel,Eco,419,1,4,1,3,1,1,4,4,2,3,4,4,4,4,150,147.0,neutral or dissatisfied
1059,129461,Female,Loyal Customer,47,Business travel,Business,414,1,1,1,1,5,5,4,4,4,4,4,5,4,4,3,2.0,satisfied
1060,77884,Male,Loyal Customer,69,Personal Travel,Eco,700,3,5,3,2,5,3,5,5,4,4,2,5,1,5,0,0.0,neutral or dissatisfied
1061,115386,Male,Loyal Customer,57,Business travel,Business,3902,1,1,1,1,5,5,5,5,5,5,5,4,5,3,55,53.0,satisfied
1062,117910,Male,Loyal Customer,59,Business travel,Business,2511,1,1,1,1,5,4,5,4,4,5,4,4,4,4,0,1.0,satisfied
1063,32774,Male,disloyal Customer,18,Business travel,Eco,163,3,5,3,3,5,3,5,5,3,2,2,3,3,5,0,1.0,neutral or dissatisfied
1064,33755,Female,Loyal Customer,52,Business travel,Eco,266,2,3,3,3,4,3,3,2,2,2,2,4,2,3,0,2.0,neutral or dissatisfied
1065,19328,Male,Loyal Customer,23,Business travel,Business,694,1,1,1,1,1,1,1,1,1,2,4,1,3,1,1,11.0,neutral or dissatisfied
1066,129650,Male,Loyal Customer,47,Business travel,Business,2770,0,0,0,3,2,4,4,4,4,4,4,4,4,5,0,0.0,satisfied
1067,1309,Female,Loyal Customer,18,Business travel,Business,354,3,3,5,3,5,5,5,5,3,3,4,4,4,5,15,18.0,satisfied
1068,26826,Female,Loyal Customer,33,Business travel,Business,3972,5,5,5,5,5,3,2,5,5,5,4,5,5,3,0,5.0,satisfied
1069,75883,Male,Loyal Customer,47,Business travel,Business,3227,4,4,4,4,5,5,4,4,4,4,4,3,4,5,55,60.0,satisfied
1070,4661,Female,Loyal Customer,19,Business travel,Eco,327,3,4,4,4,3,3,2,3,2,1,3,1,3,3,35,62.0,neutral or dissatisfied
1071,85999,Male,Loyal Customer,39,Business travel,Business,3467,4,4,4,4,4,4,4,4,4,4,4,3,4,5,0,0.0,satisfied
1072,64039,Male,Loyal Customer,45,Business travel,Business,919,2,2,2,2,3,4,5,4,4,4,4,3,4,4,0,13.0,satisfied
1073,73753,Male,Loyal Customer,19,Personal Travel,Eco,192,2,4,0,4,1,0,1,1,3,3,4,5,5,1,0,0.0,neutral or dissatisfied
1074,78395,Male,Loyal Customer,10,Personal Travel,Eco,980,2,4,3,3,4,3,4,4,2,4,4,4,4,4,0,0.0,neutral or dissatisfied
1075,111805,Female,disloyal Customer,33,Business travel,Eco,349,3,1,3,3,4,3,4,4,4,3,4,1,4,4,19,39.0,neutral or dissatisfied
1076,19403,Female,Loyal Customer,51,Personal Travel,Eco,261,3,1,3,4,3,3,4,2,5,4,4,4,1,4,228,217.0,neutral or dissatisfied
1077,40124,Male,Loyal Customer,25,Personal Travel,Eco,200,3,1,0,2,2,0,2,2,4,4,3,2,3,2,0,4.0,neutral or dissatisfied
1078,45729,Female,Loyal Customer,50,Business travel,Eco Plus,1068,3,5,5,5,3,4,3,3,3,3,3,4,3,2,0,60.0,neutral or dissatisfied
1079,83946,Female,Loyal Customer,28,Business travel,Business,2032,1,1,1,1,5,5,5,5,4,3,5,3,4,5,0,0.0,satisfied
1080,33009,Male,Loyal Customer,19,Personal Travel,Eco,102,3,4,3,3,1,3,1,1,4,5,3,3,4,1,0,0.0,neutral or dissatisfied
1081,58371,Female,disloyal Customer,35,Business travel,Business,723,3,4,4,5,1,4,1,1,3,3,4,3,4,1,0,0.0,neutral or dissatisfied
1082,90203,Male,Loyal Customer,14,Personal Travel,Eco,1127,4,4,4,2,5,4,3,5,5,2,5,4,5,5,0,3.0,satisfied
1083,104120,Female,disloyal Customer,25,Business travel,Business,393,4,0,4,2,4,4,2,4,5,2,4,5,4,4,1,0.0,satisfied
1084,124849,Female,Loyal Customer,59,Personal Travel,Eco,280,2,4,2,3,3,4,5,2,2,2,2,3,2,5,0,0.0,neutral or dissatisfied
1085,77123,Male,Loyal Customer,50,Personal Travel,Eco,1481,2,5,2,4,3,2,3,3,3,3,2,2,4,3,2,0.0,neutral or dissatisfied
1086,104611,Male,Loyal Customer,58,Personal Travel,Eco Plus,369,1,2,2,3,3,2,3,3,2,2,3,2,2,3,8,0.0,neutral or dissatisfied
1087,37336,Male,Loyal Customer,58,Business travel,Eco,828,4,2,2,2,4,4,4,4,1,5,3,4,3,4,101,124.0,satisfied
1088,75015,Male,disloyal Customer,19,Business travel,Business,236,3,4,3,3,2,3,2,2,2,2,4,3,4,2,0,0.0,neutral or dissatisfied
1089,48947,Female,Loyal Customer,33,Business travel,Business,372,2,2,2,2,5,1,4,5,5,5,5,2,5,5,55,48.0,satisfied
1090,108414,Female,Loyal Customer,43,Business travel,Business,1444,4,4,4,4,4,4,4,4,4,4,4,5,4,3,0,0.0,satisfied
1091,60676,Female,Loyal Customer,46,Personal Travel,Eco Plus,1620,3,4,2,1,5,4,5,4,4,2,4,3,4,5,0,1.0,neutral or dissatisfied
1092,37035,Female,Loyal Customer,15,Business travel,Business,3746,2,2,2,2,4,4,4,4,1,5,3,4,1,4,0,0.0,satisfied
1093,41891,Female,Loyal Customer,48,Business travel,Business,2922,4,4,4,4,4,4,3,4,4,4,4,1,4,3,0,0.0,satisfied
1094,70571,Male,Loyal Customer,8,Personal Travel,Eco,1258,4,5,4,3,3,4,3,3,3,3,3,3,5,3,0,0.0,satisfied
1095,4338,Female,disloyal Customer,20,Business travel,Eco,473,4,2,4,3,3,4,3,3,2,2,3,4,4,3,0,0.0,neutral or dissatisfied
1096,15964,Female,Loyal Customer,17,Personal Travel,Eco,473,4,5,4,3,4,4,4,4,3,5,5,4,3,4,0,0.0,neutral or dissatisfied
1097,96639,Male,Loyal Customer,11,Business travel,Business,2945,1,1,1,1,4,4,4,4,5,2,4,4,4,4,0,3.0,satisfied
1098,106005,Female,Loyal Customer,49,Business travel,Business,1999,5,5,5,5,2,3,4,5,5,4,5,3,5,5,23,0.0,satisfied
1099,63578,Female,Loyal Customer,45,Business travel,Business,2133,5,5,5,5,2,5,5,5,5,5,5,3,5,3,0,0.0,satisfied
1100,93879,Male,disloyal Customer,33,Business travel,Business,588,1,1,1,1,3,1,3,3,3,2,4,3,5,3,40,30.0,neutral or dissatisfied
1101,120873,Male,Loyal Customer,50,Business travel,Business,3839,1,1,1,1,3,5,5,4,4,4,4,5,4,4,36,53.0,satisfied
1102,28205,Male,Loyal Customer,22,Personal Travel,Eco,933,3,5,3,4,3,3,3,3,3,4,5,5,5,3,0,0.0,neutral or dissatisfied
1103,44569,Male,Loyal Customer,57,Business travel,Eco,177,5,2,4,4,5,5,5,5,4,4,5,4,4,5,0,0.0,satisfied
1104,79044,Female,Loyal Customer,46,Business travel,Business,306,4,3,3,3,5,3,3,4,4,4,4,2,4,4,0,0.0,neutral or dissatisfied
1105,83924,Female,Loyal Customer,13,Personal Travel,Business,304,4,4,4,3,1,4,1,1,4,3,4,5,4,1,0,0.0,neutral or dissatisfied
1106,87679,Female,disloyal Customer,80,Business travel,Business,206,1,0,0,4,2,3,4,1,1,1,1,3,1,2,8,9.0,neutral or dissatisfied
1107,122677,Male,Loyal Customer,59,Business travel,Business,361,4,4,4,4,4,5,4,5,5,5,5,5,5,5,0,0.0,satisfied
1108,30511,Female,Loyal Customer,20,Personal Travel,Eco,1620,3,2,3,3,2,3,5,2,3,3,4,4,3,2,0,0.0,neutral or dissatisfied
1109,65615,Female,Loyal Customer,30,Personal Travel,Eco,175,4,4,4,4,3,4,3,3,1,1,3,1,2,3,0,0.0,neutral or dissatisfied
1110,119596,Female,Loyal Customer,34,Business travel,Business,1979,1,1,1,1,5,5,4,3,3,3,3,4,3,3,72,47.0,satisfied
1111,40624,Female,Loyal Customer,14,Personal Travel,Eco,391,1,1,1,3,3,1,3,3,4,2,4,4,4,3,0,0.0,neutral or dissatisfied
1112,105440,Male,Loyal Customer,39,Business travel,Business,998,3,4,3,3,5,5,5,4,2,4,4,5,3,5,137,150.0,satisfied
1113,6964,Male,disloyal Customer,26,Business travel,Business,196,5,1,5,4,2,5,2,2,3,2,4,3,4,2,27,40.0,satisfied
1114,95839,Female,Loyal Customer,41,Business travel,Business,3857,2,1,1,1,5,4,3,2,2,2,2,3,2,4,0,0.0,neutral or dissatisfied
1115,49898,Female,disloyal Customer,33,Business travel,Eco,109,3,0,2,5,5,2,5,5,1,3,3,5,5,5,0,0.0,neutral or dissatisfied
1116,23127,Female,Loyal Customer,36,Business travel,Business,300,3,1,1,1,2,3,3,3,3,3,3,1,3,1,0,9.0,neutral or dissatisfied
1117,75440,Male,disloyal Customer,28,Business travel,Business,2342,3,3,3,4,3,3,3,3,3,5,5,4,4,3,0,0.0,neutral or dissatisfied
1118,96698,Female,Loyal Customer,58,Business travel,Business,696,4,4,3,4,4,5,4,4,4,5,4,5,4,5,126,116.0,satisfied
1119,20910,Female,Loyal Customer,23,Business travel,Business,721,1,1,1,1,3,5,3,3,5,1,4,3,3,3,45,39.0,satisfied
1120,41533,Female,Loyal Customer,36,Business travel,Business,3979,2,2,2,2,3,3,2,2,2,2,2,1,2,2,6,0.0,neutral or dissatisfied
1121,6983,Male,Loyal Customer,44,Business travel,Business,299,3,3,3,3,3,5,5,4,4,4,4,3,4,5,7,4.0,satisfied
1122,70108,Female,disloyal Customer,42,Business travel,Business,460,3,3,3,2,5,3,5,5,3,3,5,4,5,5,0,0.0,neutral or dissatisfied
1123,119756,Female,disloyal Customer,18,Business travel,Eco,1351,5,5,5,5,4,5,4,4,3,4,5,3,5,4,0,0.0,satisfied
1124,73442,Male,Loyal Customer,53,Personal Travel,Eco,1012,3,2,3,4,4,3,4,4,4,4,4,3,3,4,38,,neutral or dissatisfied
1125,73141,Female,Loyal Customer,69,Personal Travel,Eco,1068,4,5,4,3,3,4,5,3,3,4,3,4,3,3,7,1.0,satisfied
1126,63506,Female,Loyal Customer,47,Personal Travel,Eco,1956,2,4,2,1,4,5,4,3,3,2,3,3,3,3,0,0.0,neutral or dissatisfied
1127,64837,Male,Loyal Customer,40,Business travel,Business,3523,4,2,2,2,2,3,3,4,4,4,4,3,4,4,0,0.0,neutral or dissatisfied
1128,49287,Male,Loyal Customer,35,Business travel,Business,158,4,4,4,4,4,5,2,5,5,5,3,5,5,4,13,4.0,satisfied
1129,955,Female,Loyal Customer,35,Business travel,Business,134,2,1,1,1,3,2,3,3,1,2,2,3,2,3,161,171.0,neutral or dissatisfied
1130,90813,Male,disloyal Customer,26,Business travel,Business,594,0,0,0,5,2,0,1,2,5,3,4,4,5,2,0,0.0,satisfied
1131,21866,Male,Loyal Customer,24,Business travel,Business,1893,2,2,2,2,5,5,5,5,5,1,4,3,4,5,0,0.0,satisfied
1132,44104,Male,Loyal Customer,51,Business travel,Business,2131,4,4,4,4,5,5,3,5,5,5,5,3,5,3,0,0.0,satisfied
1133,58512,Female,Loyal Customer,27,Personal Travel,Eco,719,2,5,2,4,3,2,2,3,5,4,4,5,5,3,124,105.0,neutral or dissatisfied
1134,75149,Male,Loyal Customer,54,Business travel,Business,1846,5,5,5,5,2,4,5,3,3,3,3,5,3,3,0,0.0,satisfied
1135,85236,Male,Loyal Customer,46,Business travel,Business,474,3,2,2,2,4,4,4,3,3,3,3,4,3,2,0,0.0,neutral or dissatisfied
1136,3974,Female,Loyal Customer,70,Personal Travel,Eco Plus,764,3,5,3,4,2,5,5,1,1,3,1,3,1,3,26,22.0,neutral or dissatisfied
1137,113008,Male,Loyal Customer,64,Personal Travel,Eco,1751,1,4,1,3,1,1,1,1,2,5,3,2,4,1,4,5.0,neutral or dissatisfied
1138,15804,Male,Loyal Customer,59,Personal Travel,Eco,246,4,5,4,3,5,4,5,5,3,3,3,3,4,5,0,0.0,neutral or dissatisfied
1139,24367,Male,Loyal Customer,34,Business travel,Business,3162,1,1,4,1,1,2,5,5,5,5,5,1,5,2,80,73.0,satisfied
1140,53231,Female,Loyal Customer,60,Personal Travel,Eco,589,2,4,2,2,3,5,5,5,5,2,5,3,5,4,54,84.0,neutral or dissatisfied
1141,87683,Male,Loyal Customer,57,Business travel,Business,3132,2,1,1,1,4,3,3,3,3,3,2,1,3,2,19,15.0,neutral or dissatisfied
1142,84509,Male,Loyal Customer,47,Business travel,Business,2486,4,4,4,4,3,5,4,5,5,5,5,5,5,5,0,0.0,satisfied
1143,47586,Male,Loyal Customer,29,Business travel,Eco,1235,0,1,1,3,1,1,1,1,2,4,2,5,2,1,50,40.0,satisfied
1144,43998,Male,Loyal Customer,24,Business travel,Business,2536,1,3,5,3,1,1,1,1,2,3,3,4,3,1,10,22.0,neutral or dissatisfied
1145,9223,Female,Loyal Customer,55,Business travel,Business,1682,4,4,4,4,3,4,4,3,3,4,5,4,3,3,0,0.0,satisfied
1146,129346,Female,Loyal Customer,26,Personal Travel,Eco,2475,4,1,3,3,1,3,1,1,2,5,3,2,4,1,16,15.0,neutral or dissatisfied
1147,53032,Male,Loyal Customer,27,Business travel,Business,2378,3,3,3,3,4,4,4,4,1,5,5,4,1,4,0,0.0,satisfied
1148,20523,Female,Loyal Customer,42,Business travel,Business,3529,2,2,2,2,3,5,2,4,4,4,4,5,4,4,0,11.0,satisfied
1149,102646,Female,Loyal Customer,46,Business travel,Business,2414,3,3,2,3,2,5,5,3,3,3,3,3,3,4,42,30.0,satisfied
1150,10835,Male,Loyal Customer,44,Business travel,Business,316,1,1,1,1,5,5,4,4,4,4,4,4,4,4,0,0.0,satisfied
1151,97798,Male,Loyal Customer,63,Personal Travel,Eco,471,3,4,3,1,3,3,5,3,5,4,4,5,4,3,126,123.0,neutral or dissatisfied
1152,7971,Female,Loyal Customer,56,Business travel,Business,2221,3,3,3,3,3,5,4,4,4,4,4,5,4,4,0,7.0,satisfied
1153,19331,Female,Loyal Customer,42,Personal Travel,Eco,694,2,5,2,2,4,4,4,1,1,2,1,4,1,5,27,0.0,neutral or dissatisfied
1154,72382,Female,Loyal Customer,31,Business travel,Business,2908,2,2,2,2,4,4,4,4,4,3,5,4,5,4,0,0.0,satisfied
1155,123573,Female,Loyal Customer,58,Business travel,Eco,1773,2,3,3,3,5,3,3,2,2,2,2,1,2,3,0,0.0,neutral or dissatisfied
1156,115598,Male,Loyal Customer,42,Business travel,Eco,446,2,2,2,2,2,2,2,2,3,3,4,2,3,2,174,165.0,neutral or dissatisfied
1157,107826,Male,Loyal Customer,26,Personal Travel,Eco,349,3,3,3,3,1,3,1,1,1,1,3,3,3,1,0,0.0,neutral or dissatisfied
1158,64058,Male,disloyal Customer,18,Business travel,Eco,919,2,2,2,3,4,2,4,4,5,4,4,4,4,4,0,0.0,neutral or dissatisfied
1159,69022,Female,disloyal Customer,22,Business travel,Eco,1389,2,2,2,4,5,2,5,5,3,5,5,4,5,5,0,0.0,neutral or dissatisfied
1160,35169,Male,Loyal Customer,40,Business travel,Business,2874,2,2,2,2,5,1,5,4,4,4,4,3,4,2,0,11.0,satisfied
1161,82719,Female,Loyal Customer,62,Personal Travel,Eco,632,4,4,4,2,2,4,5,2,2,4,2,3,2,4,0,0.0,neutral or dissatisfied
1162,45591,Female,Loyal Customer,59,Business travel,Business,3553,2,2,2,2,5,2,2,3,3,4,3,5,3,2,18,29.0,satisfied
1163,52903,Male,Loyal Customer,48,Business travel,Business,3020,5,5,5,5,5,3,1,5,5,5,5,3,5,1,54,41.0,satisfied
1164,56401,Male,disloyal Customer,26,Business travel,Business,719,5,5,5,2,4,5,2,4,4,4,5,5,4,4,0,56.0,satisfied
1165,70548,Male,Loyal Customer,43,Business travel,Business,3221,1,1,1,1,3,5,5,4,4,4,4,5,4,5,0,39.0,satisfied
1166,9097,Female,Loyal Customer,30,Personal Travel,Eco Plus,108,3,4,3,3,4,3,1,4,5,3,5,3,4,4,0,39.0,neutral or dissatisfied
1167,59234,Female,Loyal Customer,31,Business travel,Business,1549,2,2,2,2,4,4,4,4,5,2,5,3,2,4,0,0.0,satisfied
1168,31573,Male,Loyal Customer,63,Business travel,Business,371,3,3,3,3,3,3,3,1,4,3,3,3,1,3,137,165.0,neutral or dissatisfied
1169,51594,Female,Loyal Customer,31,Business travel,Business,3331,1,1,1,1,5,5,5,5,4,1,2,2,5,5,0,0.0,satisfied
1170,33693,Male,disloyal Customer,30,Business travel,Eco,759,1,1,1,1,4,1,4,4,5,2,4,2,1,4,0,0.0,neutral or dissatisfied
1171,35215,Female,disloyal Customer,19,Business travel,Eco,950,2,2,2,4,2,2,2,2,5,5,4,2,5,2,0,0.0,neutral or dissatisfied
1172,17965,Female,Loyal Customer,44,Personal Travel,Eco,501,4,2,4,4,4,4,4,2,2,4,2,2,2,4,0,0.0,neutral or dissatisfied
1173,41080,Female,Loyal Customer,63,Business travel,Eco,224,3,2,2,2,1,1,2,3,3,3,3,4,3,4,5,6.0,satisfied
1174,5035,Male,disloyal Customer,26,Business travel,Business,235,1,0,1,2,5,1,5,5,4,2,5,3,5,5,0,5.0,neutral or dissatisfied
1175,74141,Male,Loyal Customer,33,Business travel,Business,1819,3,2,2,2,3,3,3,3,3,4,2,1,1,3,0,0.0,neutral or dissatisfied
1176,24981,Male,Loyal Customer,44,Business travel,Eco,692,5,2,2,2,5,5,5,5,4,2,2,2,3,5,0,0.0,satisfied
1177,61257,Female,Loyal Customer,37,Personal Travel,Eco,948,2,1,2,3,5,2,5,5,2,4,3,3,3,5,0,0.0,neutral or dissatisfied
1178,116315,Female,Loyal Customer,40,Personal Travel,Eco,480,1,4,1,3,3,1,2,3,5,2,1,5,1,3,5,0.0,neutral or dissatisfied
1179,90924,Male,Loyal Customer,17,Business travel,Business,271,0,0,0,4,3,3,3,3,5,5,4,1,2,3,11,0.0,satisfied
1180,30454,Male,Loyal Customer,40,Business travel,Business,991,4,2,2,2,4,2,2,4,4,3,4,1,4,2,22,27.0,neutral or dissatisfied
1181,43417,Female,Loyal Customer,30,Business travel,Eco Plus,402,3,1,1,1,3,3,3,3,4,2,3,1,3,3,0,6.0,neutral or dissatisfied
1182,31833,Female,Loyal Customer,13,Personal Travel,Eco,2762,4,4,4,4,4,4,4,2,4,4,4,4,3,4,3,0.0,satisfied
1183,103464,Female,Loyal Customer,53,Personal Travel,Eco,448,2,4,2,2,5,4,5,1,1,2,1,4,1,3,0,0.0,neutral or dissatisfied
1184,101915,Female,Loyal Customer,46,Personal Travel,Eco,2173,4,4,4,3,2,4,4,2,2,4,2,4,2,5,12,0.0,neutral or dissatisfied
1185,105006,Female,Loyal Customer,46,Business travel,Business,255,0,0,0,3,4,4,5,3,3,2,2,5,3,4,0,0.0,satisfied
1186,65305,Female,Loyal Customer,40,Business travel,Business,3857,4,4,4,4,5,4,5,5,5,5,5,5,5,4,6,0.0,satisfied
1187,80381,Male,Loyal Customer,34,Business travel,Business,1565,3,5,1,1,5,3,3,3,3,3,3,2,3,3,3,1.0,neutral or dissatisfied
1188,41348,Female,Loyal Customer,41,Business travel,Eco,956,4,2,2,2,5,4,5,5,4,1,2,1,1,5,29,94.0,satisfied
1189,5825,Female,Loyal Customer,69,Personal Travel,Eco,177,4,5,4,3,4,4,5,2,2,4,2,3,2,5,0,0.0,neutral or dissatisfied
1190,42828,Female,disloyal Customer,65,Business travel,Eco,328,4,3,4,3,4,4,4,4,2,1,5,2,4,4,0,0.0,satisfied
1191,112942,Female,Loyal Customer,22,Personal Travel,Eco,1390,1,4,2,2,1,2,1,1,4,2,1,3,5,1,0,0.0,neutral or dissatisfied
1192,121107,Male,Loyal Customer,43,Personal Travel,Business,2521,5,2,5,2,5,1,1,3,4,1,3,1,1,1,60,51.0,satisfied
1193,97557,Female,Loyal Customer,40,Business travel,Business,2708,3,3,3,3,4,5,5,5,5,5,5,4,5,4,5,0.0,satisfied
1194,52543,Female,Loyal Customer,49,Business travel,Eco,160,4,1,1,1,4,4,2,3,3,4,3,2,3,2,0,0.0,satisfied
1195,111988,Male,Loyal Customer,23,Personal Travel,Eco,533,2,5,2,3,5,2,5,5,4,5,5,5,5,5,0,0.0,neutral or dissatisfied
1196,19383,Female,Loyal Customer,17,Business travel,Business,844,4,4,4,4,5,5,5,5,4,2,3,5,4,5,103,83.0,satisfied
1197,60045,Male,Loyal Customer,42,Business travel,Business,1807,4,4,4,4,4,4,4,5,5,5,5,3,5,5,53,20.0,satisfied
1198,31049,Male,Loyal Customer,10,Business travel,Business,641,3,4,4,4,3,2,3,3,2,2,4,1,4,3,0,6.0,neutral or dissatisfied
1199,40475,Female,Loyal Customer,37,Business travel,Business,1966,5,1,5,5,1,3,5,4,4,4,4,1,4,1,0,0.0,satisfied
1200,18851,Female,disloyal Customer,15,Business travel,Eco,448,2,4,2,4,2,2,2,2,2,1,5,5,5,2,1,0.0,neutral or dissatisfied
1201,53638,Male,Loyal Customer,47,Personal Travel,Eco,1874,4,2,4,4,5,4,5,5,4,3,3,3,3,5,11,39.0,neutral or dissatisfied
1202,84123,Female,Loyal Customer,27,Personal Travel,Eco,2036,2,4,2,1,3,2,3,3,5,5,5,5,4,3,0,0.0,neutral or dissatisfied
1203,41856,Male,Loyal Customer,33,Business travel,Eco,483,4,4,4,4,4,4,4,4,3,1,3,4,5,4,313,336.0,satisfied
1204,35248,Female,disloyal Customer,27,Business travel,Eco,1076,1,1,1,2,2,1,2,2,3,3,3,3,3,2,44,44.0,neutral or dissatisfied
1205,91710,Female,disloyal Customer,24,Business travel,Eco,532,2,0,2,4,3,2,4,3,4,2,5,4,4,3,0,0.0,neutral or dissatisfied
1206,63277,Female,Loyal Customer,44,Business travel,Business,337,0,0,0,2,3,4,4,5,5,5,5,4,5,3,0,0.0,satisfied
1207,56922,Male,disloyal Customer,43,Business travel,Business,2454,2,2,2,1,1,2,1,1,3,5,5,4,5,1,19,0.0,neutral or dissatisfied
1208,9300,Male,Loyal Customer,58,Business travel,Business,3697,4,4,4,4,2,4,5,5,5,5,5,3,5,5,5,0.0,satisfied
1209,49637,Male,Loyal Customer,33,Business travel,Business,337,1,1,1,1,5,5,5,5,2,3,1,5,1,5,0,0.0,satisfied
1210,38857,Female,disloyal Customer,37,Business travel,Eco,1036,4,4,4,3,1,4,1,1,1,4,5,5,4,1,5,17.0,neutral or dissatisfied
1211,52857,Female,Loyal Customer,39,Business travel,Eco Plus,1721,4,4,4,4,4,4,4,4,4,3,3,2,1,4,0,0.0,satisfied
1212,41195,Male,Loyal Customer,59,Business travel,Eco,1174,5,1,1,1,4,5,4,4,5,5,3,5,3,4,0,14.0,satisfied
1213,129286,Female,Loyal Customer,51,Business travel,Business,3324,4,4,4,4,3,4,5,4,4,4,4,3,4,3,23,17.0,satisfied
1214,13842,Male,Loyal Customer,55,Personal Travel,Eco,628,3,5,3,2,3,3,3,3,5,2,2,1,1,3,0,0.0,neutral or dissatisfied
1215,91569,Female,Loyal Customer,39,Business travel,Business,1123,5,5,5,5,5,4,5,5,5,5,5,4,5,5,0,0.0,satisfied
1216,103088,Female,Loyal Customer,9,Personal Travel,Eco,687,2,5,2,3,5,2,5,5,4,5,4,4,5,5,0,0.0,neutral or dissatisfied
1217,57223,Male,Loyal Customer,16,Personal Travel,Eco,1514,3,4,3,4,4,3,4,4,2,3,4,1,4,4,7,0.0,neutral or dissatisfied
1218,9735,Female,Loyal Customer,20,Personal Travel,Eco,926,3,5,3,4,3,1,1,5,4,5,5,1,5,1,136,124.0,neutral or dissatisfied
1219,7518,Male,Loyal Customer,32,Business travel,Business,2072,5,5,5,5,2,2,2,5,2,5,4,2,5,2,160,155.0,satisfied
1220,96249,Male,Loyal Customer,29,Personal Travel,Eco,546,0,2,0,4,5,0,5,5,3,2,4,4,4,5,0,0.0,satisfied
