id,era,data_type,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,target
76472,era97,validation,0.52736,0.46286,0.61448,0.39882,0.39435,0.46307,0.58569,0.46610,0.40602,0.49460,0.37814,0.40667,0.41805,0.64236,0.51270,0.41632,0.57714,0.62649,0.53256,0.54225,0.52773,0
81592,era97,validation,0.48491,0.59328,0.59401,0.46086,0.41967,0.55063,0.57135,0.50032,0.25575,0.60649,0.40897,0.47983,0.41721,0.66666,0.58603,0.40727,0.56920,0.60229,0.52394,0.47494,0.39276,1
76684,era97,validation,0.40432,0.55299,0.63900,0.38298,0.42025,0.58745,0.50758,0.60292,0.23873,0.67857,0.36198,0.43636,0.35655,0.66104,0.53646,0.34446,0.63014,0.65399,0.46765,0.55871,0.42077,0
138232,era97,validation,0.53951,0.32236,0.64735,0.41422,0.38351,0.33502,0.53750,0.42401,0.54729,0.38283,0.37601,0.39930,0.41012,0.59101,0.48893,0.37057,0.60563,0.63095,0.60134,0.55629,0.59191,0
32968,era97,validation,0.49215,0.47605,0.67744,0.42345,0.32491,0.50320,0.65031,0.44608,0.31883,0.43672,0.33656,0.38331,0.37224,0.71931,0.62434,0.36157,0.62468,0.66891,0.61076,0.50654,0.50405,0
107958,era97,validation,0.45178,0.50012,0.62339,0.46918,0.42937,0.52557,0.47378,0.52524,0.34336,0.57108,0.40107,0.46834,0.39521,0.59895,0.51890,0.36508,0.60653,0.61142,0.50466,0.51628,0.43134,0
105126,era97,validation,0.46160,0.54907,0.63994,0.35128,0.37488,0.53351,0.62609,0.53989,0.24634,0.60877,0.34332,0.40088,0.36954,0.72480,0.58440,0.37586,0.61032,0.66774,0.52364,0.54590,0.46569,0
36577,era97,validation,0.46992,0.56460,0.59279,0.43203,0.44731,0.58212,0.52126,0.53200,0.27877,0.63440,0.41016,0.47069,0.41391,0.63289,0.54131,0.39288,0.57690,0.60304,0.50047,0.51292,0.41644,1
128232,era97,validation,0.56828,0.34823,0.65737,0.34909,0.33486,0.34414,0.66112,0.40251,0.50282,0.36179,0.33742,0.34346,0.40404,0.67679,0.53455,0.39538,0.59870,0.66463,0.62386,0.56722,0.63249,1
133488,era97,validation,0.47188,0.55394,0.53728,0.57103,0.52978,0.53616,0.34506,0.52674,0.40040,0.65107,0.49550,0.57581,0.46370,0.48323,0.43898,0.42438,0.54283,0.51835,0.42992,0.47017,0.34596,1
50677,era97,validation,0.48084,0.49658,0.63404,0.42580,0.38133,0.42836,0.57370,0.49719,0.34683,0.54260,0.37237,0.44027,0.38751,0.66719,0.55975,0.37968,0.60419,0.63825,0.54059,0.51422,0.45814,0
31945,era97,validation,0.45277,0.52489,0.69186,0.42732,0.33157,0.55023,0.66020,0.46698,0.19866,0.50170,0.34150,0.41891,0.35044,0.76324,0.72429,0.30144,0.64557,0.67500,0.68141,0.47016,0.43244,0
132150,era97,validation,0.53822,0.46058,0.60702,0.40549,0.40082,0.43976,0.58868,0.45270,0.41294,0.49290,0.38915,0.42091,0.42661,0.64069,0.52490,0.41580,0.56971,0.61722,0.55452,0.52958,0.52089,0
4227,era97,validation,0.58539,0.51995,0.58560,0.43483,0.38747,0.48614,0.67200,0.38957,0.36177,0.45736,0.40502,0.42914,0.45850,0.68360,0.59282,0.45364,0.53305,0.59766,0.60292,0.47513,0.50119,1
21660,era97,validation,0.50856,0.71631,0.47939,0.59526,0.54143,0.49505,0.46464,0.49449,0.22998,0.75756,0.54181,0.66687,0.49905,0.58063,0.59234,0.45502,0.48504,0.48108,0.50675,0.35924,0.21000,1
147462,era97,validation,0.51239,0.65480,0.54033,0.52641,0.47603,0.59199,0.54494,0.46971,0.22610,0.64676,0.47431,0.55545,0.46671,0.63551,0.61498,0.43050,0.52215,0.54105,0.55070,0.41148,0.32100,1
83893,era97,validation,0.45346,0.48530,0.77748,0.33023,0.22308,0.44771,0.85600,0.41695,0.10876,0.43546,0.26412,0.35871,0.28668,0.94036,0.92899,0.20697,0.70431,0.76180,0.89531,0.45258,0.46824,0
97148,era97,validation,0.45737,0.54055,0.69020,0.41421,0.33472,0.53188,0.69377,0.45568,0.15611,0.52703,0.34895,0.43910,0.35064,0.79757,0.78922,0.27813,0.64392,0.67417,0.74817,0.44619,0.40766,0
95070,era97,validation,0.48218,0.41802,0.70735,0.38388,0.29878,0.39975,0.66458,0.45331,0.35171,0.41822,0.30980,0.36453,0.34425,0.73865,0.63311,0.32631,0.65369,0.69921,0.64323,0.52934,0.53473,1
18139,era97,validation,0.55427,0.60743,0.50676,0.55899,0.50333,0.55286,0.48689,0.44295,0.36167,0.59565,0.50161,0.55775,0.50688,0.55226,0.50689,0.48849,0.48904,0.50561,0.48671,0.42851,0.36586,1
64661,era97,validation,0.53369,0.59626,0.58435,0.57699,0.41183,0.53093,0.59202,0.38242,0.33452,0.52459,0.45226,0.53527,0.45810,0.66720,0.66931,0.42020,0.54322,0.55836,0.64628,0.37404,0.34607,1
25498,era97,validation,0.59098,0.41285,0.59465,0.44768,0.40653,0.43598,0.58783,0.37866,0.49170,0.39180,0.41388,0.42173,0.46341,0.60293,0.51630,0.43678,0.54542,0.58812,0.60001,0.50848,0.56011,1
42437,era97,validation,0.55866,0.40590,0.61548,0.40879,0.38885,0.43275,0.58084,0.42674,0.48741,0.41763,0.38067,0.38910,0.43315,0.61327,0.48123,0.42998,0.57015,0.61959,0.54457,0.55075,0.57850,1
141749,era97,validation,0.53531,0.43076,0.69441,0.37085,0.29926,0.51358,0.73719,0.38814,0.32202,0.36127,0.31883,0.33792,0.37767,0.76681,0.68486,0.34515,0.62361,0.68690,0.71603,0.51238,0.57276,0
53595,era97,validation,0.38317,0.54528,0.69620,0.41195,0.33424,0.51836,0.57162,0.58035,0.22826,0.60242,0.31335,0.40876,0.31297,0.72530,0.59562,0.32490,0.67106,0.69852,0.49589,0.53386,0.41379,1
118549,era97,validation,0.43538,0.59011,0.56712,0.54322,0.49402,0.55043,0.38989,0.55847,0.31980,0.68590,0.46024,0.55749,0.42618,0.54630,0.48884,0.39922,0.57127,0.55544,0.43344,0.47236,0.32300,0
86580,era97,validation,0.52731,0.58045,0.55477,0.50325,0.45906,0.49779,0.54346,0.45633,0.31392,0.59264,0.45869,0.52989,0.46067,0.62100,0.57848,0.42765,0.53258,0.55485,0.55616,0.44044,0.37831,0
154180,era97,validation,0.48697,0.50209,0.62562,0.45766,0.41704,0.64771,0.53030,0.47680,0.32527,0.50431,0.39411,0.42447,0.41370,0.62034,0.54542,0.38180,0.59180,0.61240,0.54441,0.51629,0.47985,1
23211,era97,validation,0.51910,0.58657,0.56730,0.51640,0.43525,0.50145,0.55156,0.45770,0.31949,0.57279,0.44267,0.51441,0.45039,0.62917,0.56863,0.43878,0.54082,0.56642,0.52831,0.44190,0.38035,1
21470,era97,validation,0.50577,0.50402,0.62419,0.43584,0.38811,0.51840,0.58859,0.46586,0.33986,0.50464,0.38157,0.42556,0.40933,0.66079,0.56355,0.39800,0.58626,0.62502,0.55378,0.50828,0.47939,1
92127,era97,validation,0.38744,0.37352,0.76889,0.31700,0.28565,0.49755,0.58983,0.56195,0.32976,0.46076,0.24781,0.29595,0.27322,0.72579,0.56583,0.26349,0.72750,0.76143,0.55959,0.62554,0.57815,0
48150,era97,validation,0.47188,0.53797,0.56664,0.51797,0.49371,0.57833,0.40497,0.52455,0.36790,0.61429,0.45644,0.51778,0.44306,0.52910,0.46230,0.41127,0.56100,0.55475,0.45079,0.49873,0.39692,1
122423,era97,validation,0.47462,0.55737,0.61357,0.45208,0.40305,0.44471,0.57482,0.50152,0.27909,0.60144,0.39876,0.48870,0.39743,0.68007,0.60794,0.37554,0.59025,0.61737,0.56111,0.47246,0.38979,1
90740,era97,validation,0.45412,0.41155,0.68731,0.37167,0.35463,0.50277,0.55718,0.51674,0.37991,0.47712,0.32277,0.35817,0.35101,0.65921,0.52184,0.33855,0.65093,0.68418,0.53677,0.58566,0.55182,0
41748,era97,validation,0.57475,0.79770,0.40574,0.68584,0.60904,0.74568,0.44167,0.41884,0.23491,0.73579,0.61555,0.69651,0.58992,0.51985,0.57389,0.54191,0.40337,0.39757,0.49535,0.30565,0.18986,0
55467,era97,validation,0.51845,0.71472,0.49314,0.58068,0.50756,0.55785,0.50022,0.48367,0.25509,0.70940,0.51050,0.60868,0.49548,0.59653,0.56092,0.48969,0.48608,0.50191,0.46476,0.38595,0.26026,1
1291,era97,validation,0.82554,0.92794,0.19247,0.90452,0.72599,0.56888,0.51750,0.14423,0.41009,0.71041,0.83342,0.92523,0.82113,0.46270,0.66193,0.74522,0.17518,0.17878,0.66013,0.05619,0.04662,1
86509,era97,validation,0.46971,0.58095,0.57412,0.51699,0.47160,0.60865,0.45852,0.51661,0.30177,0.61997,0.44574,0.51377,0.43582,0.57808,0.51830,0.40980,0.56221,0.56548,0.47519,0.47665,0.37428,1
150239,era97,validation,0.47150,0.60102,0.50721,0.57464,0.56212,0.61549,0.31941,0.54954,0.37814,0.70283,0.51314,0.58525,0.48256,0.46099,0.40211,0.45675,0.51974,0.49840,0.37071,0.47650,0.32869,0
32066,era97,validation,0.36304,0.61931,0.64587,0.47032,0.41919,0.60747,0.47981,0.61003,0.16196,0.71472,0.38127,0.49899,0.34425,0.67001,0.60217,0.31838,0.64298,0.63961,0.48435,0.49066,0.31312,0
106230,era97,validation,0.59944,0.53145,0.56672,0.49258,0.40500,0.42805,0.65576,0.35867,0.36998,0.45646,0.44179,0.48735,0.47857,0.66747,0.62616,0.45143,0.51692,0.56530,0.64531,0.42215,0.44990,0
3756,era97,validation,0.49943,0.59409,0.57539,0.48219,0.44751,0.59346,0.54591,0.48425,0.26737,0.60186,0.43415,0.49615,0.43996,0.63666,0.57770,0.41488,0.55207,0.57736,0.53290,0.46443,0.38976,0
84050,era97,validation,0.44843,0.63586,0.54387,0.51547,0.51235,0.52071,0.43554,0.55859,0.24322,0.74996,0.47883,0.59219,0.43666,0.58686,0.55550,0.38991,0.55248,0.54515,0.48678,0.44504,0.28223,1
31580,era97,validation,0.47350,0.50291,0.64071,0.44512,0.38177,0.40616,0.57927,0.48546,0.31455,0.54901,0.38260,0.46966,0.38263,0.68294,0.61796,0.34802,0.61182,0.63417,0.60047,0.48147,0.42209,0
110187,era97,validation,0.52245,0.60108,0.54950,0.50484,0.46260,0.48774,0.54736,0.46394,0.29246,0.61946,0.46301,0.54407,0.45990,0.63032,0.59197,0.42677,0.53019,0.55246,0.55681,0.43060,0.35563,0
43476,era97,validation,0.59785,0.64468,0.48946,0.53951,0.49021,0.50066,0.58670,0.39683,0.31151,0.59736,0.51041,0.57313,0.52517,0.61792,0.59433,0.49985,0.46215,0.50021,0.56816,0.38642,0.34865,0
20617,era97,validation,0.58164,0.53592,0.51527,0.50460,0.49723,0.49639,0.50947,0.42299,0.42067,0.55051,0.48897,0.52445,0.50825,0.55271,0.49457,0.47784,0.49201,0.51885,0.52689,0.46225,0.43698,1
38921,era97,validation,0.48704,0.62588,0.55600,0.49526,0.47778,0.64102,0.50637,0.50961,0.24591,0.65085,0.45225,0.51747,0.44887,0.61173,0.55483,0.42381,0.54195,0.56016,0.49420,0.46381,0.36125,0
9617,era97,validation,0.44530,0.51725,0.66186,0.44767,0.37493,0.56193,0.56363,0.50453,0.27181,0.53596,0.36317,0.43165,0.36829,0.68037,0.60706,0.33985,0.62965,0.64889,0.56943,0.50237,0.43720,1
18615,era97,validation,0.51874,0.52565,0.60439,0.46202,0.40121,0.44735,0.59489,0.44890,0.33102,0.52908,0.40843,0.47458,0.42363,0.66579,0.60045,0.39821,0.57014,0.60329,0.58977,0.46713,0.43239,1
134642,era97,validation,0.48302,0.64426,0.56596,0.50169,0.45869,0.56570,0.54959,0.49648,0.20275,0.66502,0.45166,0.54572,0.43672,0.65948,0.63398,0.39676,0.55039,0.56722,0.56086,0.42453,0.31772,0
152833,era97,validation,0.50716,0.68566,0.51145,0.54209,0.52433,0.64067,0.49902,0.48585,0.20046,0.70700,0.50880,0.59551,0.48566,0.60503,0.61034,0.42930,0.50492,0.51117,0.54460,0.39896,0.28207,0
29998,era97,validation,0.44670,0.62369,0.52252,0.60033,0.56055,0.60739,0.32633,0.54696,0.30158,0.72608,0.52249,0.62583,0.46673,0.49119,0.49343,0.40306,0.53799,0.49854,0.44968,0.43072,0.26649,1
18073,era97,validation,0.61622,0.60508,0.46036,0.59313,0.53815,0.51085,0.49228,0.38145,0.40587,0.56793,0.55203,0.60017,0.56039,0.52172,0.51333,0.52252,0.43993,0.45596,0.53139,0.38843,0.36103,0
39980,era97,validation,0.56844,0.60430,0.53406,0.51096,0.45365,0.46557,0.60046,0.41214,0.30901,0.57566,0.47289,0.54293,0.48535,0.64713,0.61619,0.45537,0.50372,0.53978,0.59434,0.40735,0.37049,1
33750,era97,validation,0.50807,0.45834,0.62521,0.46422,0.39690,0.46213,0.54143,0.45587,0.40844,0.47417,0.39349,0.44023,0.41366,0.61793,0.53154,0.39204,0.59013,0.61341,0.55311,0.50805,0.48756,0
139965,era97,validation,0.44953,0.64813,0.58007,0.50768,0.46345,0.60996,0.51532,0.52534,0.17750,0.68737,0.44610,0.54706,0.41939,0.65120,0.63203,0.37197,0.57020,0.57471,0.54766,0.43207,0.30197,0
120169,era97,validation,0.52511,0.47535,0.59835,0.44458,0.41216,0.45966,0.54138,0.46787,0.42759,0.50163,0.39956,0.43516,0.43084,0.60516,0.48305,0.43342,0.56633,0.60372,0.49732,0.52681,0.50022,1
10248,era97,validation,0.55692,0.45434,0.60856,0.45092,0.38387,0.36720,0.60862,0.40915,0.43276,0.44702,0.40045,0.44606,0.43439,0.64800,0.56259,0.41654,0.56464,0.60635,0.60027,0.48651,0.50006,1
150235,era97,validation,0.65712,0.71453,0.40553,0.61278,0.55484,0.56740,0.55064,0.35910,0.34295,0.61606,0.58198,0.62744,0.60416,0.54933,0.53490,0.59593,0.38177,0.42167,0.50290,0.34521,0.31266,0
17303,era97,validation,0.49677,0.66261,0.56030,0.52066,0.44986,0.52188,0.58034,0.47237,0.18908,0.65968,0.46046,0.56718,0.44343,0.68097,0.67460,0.40052,0.54127,0.55998,0.59483,0.39125,0.29169,0
59381,era97,validation,0.48122,0.59169,0.56970,0.46650,0.45787,0.53325,0.51399,0.52400,0.28575,0.65126,0.43239,0.50693,0.43024,0.62191,0.53798,0.41657,0.55718,0.58090,0.48492,0.48461,0.37946,0
134610,era97,validation,0.47147,0.54121,0.59457,0.47432,0.43264,0.40583,0.50817,0.51871,0.33421,0.62025,0.41983,0.51368,0.40886,0.62415,0.54578,0.38885,0.58178,0.59626,0.51184,0.48122,0.38232,0
64781,era97,validation,0.37850,0.27539,0.75072,0.29368,0.31905,0.32780,0.46087,0.62465,0.51868,0.48158,0.24975,0.29230,0.27284,0.61268,0.37035,0.29661,0.73001,0.75550,0.40977,0.71028,0.63731,1
126262,era97,validation,0.49757,0.51204,0.58158,0.51286,0.45879,0.45106,0.47546,0.47666,0.37484,0.56837,0.44976,0.52676,0.43789,0.57867,0.53885,0.39031,0.56562,0.56572,0.54706,0.46519,0.39726,0
46949,era97,validation,0.54968,0.54790,0.56902,0.48440,0.42432,0.44459,0.59066,0.42870,0.35376,0.53465,0.43663,0.49692,0.45674,0.64344,0.57903,0.43905,0.53544,0.57269,0.57098,0.45035,0.42224,1
80985,era97,validation,0.52539,0.53827,0.59670,0.48700,0.39655,0.35256,0.60727,0.43486,0.33566,0.54086,0.42144,0.51216,0.42689,0.67825,0.63142,0.39842,0.56398,0.59372,0.61532,0.43199,0.39252,0
59977,era97,validation,0.49540,0.51616,0.62549,0.44118,0.37988,0.43266,0.59582,0.47600,0.33156,0.53473,0.38170,0.45115,0.39872,0.67852,0.58507,0.38938,0.59190,0.62869,0.56074,0.49125,0.44419,0
24054,era97,validation,0.48676,0.55396,0.58350,0.48911,0.44998,0.48113,0.51125,0.49376,0.31435,0.60902,0.43800,0.52083,0.42802,0.61888,0.56983,0.38929,0.56750,0.57857,0.54641,0.46365,0.37891,1
147014,era97,validation,0.52702,0.59902,0.53332,0.52448,0.48425,0.56845,0.49714,0.47152,0.33113,0.60514,0.47273,0.52997,0.47798,0.57635,0.51498,0.46231,0.51581,0.53549,0.48303,0.45357,0.37954,1
4788,era97,validation,0.58199,0.64663,0.44232,0.58133,0.56519,0.55609,0.43510,0.45209,0.39216,0.65652,0.55194,0.60326,0.55476,0.49215,0.43742,0.54740,0.43738,0.45391,0.41573,0.42285,0.33956,1
144455,era97,validation,0.42142,0.47501,0.67982,0.42601,0.35982,0.40231,0.54474,0.53712,0.31499,0.55875,0.34648,0.44170,0.33877,0.68173,0.58935,0.31388,0.65621,0.67034,0.55867,0.52027,0.43383,0
51168,era97,validation,0.49215,0.65030,0.53634,0.48215,0.47487,0.53138,0.51965,0.53015,0.26349,0.70076,0.45260,0.53532,0.45029,0.62261,0.53010,0.45551,0.52836,0.55959,0.44613,0.46474,0.33967,0
148117,era97,validation,0.46210,0.54701,0.59586,0.47119,0.43020,0.39925,0.50166,0.53404,0.33275,0.63383,0.41444,0.51155,0.40272,0.62351,0.53201,0.39247,0.58541,0.60096,0.48713,0.48867,0.37857,1
147727,era97,validation,0.56455,0.37285,0.62387,0.40069,0.38064,0.31598,0.59566,0.41183,0.51109,0.41240,0.38238,0.40927,0.42578,0.62884,0.51803,0.40194,0.57914,0.62420,0.60600,0.53627,0.57214,1
34550,era97,validation,0.58905,0.56144,0.53059,0.50198,0.45697,0.50859,0.57867,0.40191,0.38020,0.51975,0.46686,0.50158,0.49931,0.60526,0.54025,0.48621,0.49509,0.53749,0.54651,0.44679,0.43831,0
34145,era97,validation,0.46229,0.44357,0.62210,0.41789,0.42141,0.38505,0.46867,0.54519,0.43507,0.57330,0.38360,0.44760,0.38795,0.58551,0.44909,0.38164,0.60919,0.62737,0.45981,0.56386,0.48141,1
30573,era97,validation,0.54553,0.60269,0.51210,0.54672,0.49886,0.48383,0.49389,0.45313,0.35416,0.61856,0.49868,0.57200,0.49518,0.56808,0.52803,0.46960,0.49818,0.51317,0.50692,0.42383,0.34993,1
84811,era97,validation,0.62555,0.51307,0.52411,0.50873,0.44235,0.41635,0.58434,0.36877,0.48280,0.45507,0.46523,0.48661,0.51459,0.58170,0.48887,0.52287,0.48153,0.53274,0.52613,0.45742,0.48480,1
62351,era97,validation,0.41475,0.53709,0.65266,0.35479,0.38398,0.59198,0.54333,0.60207,0.26775,0.63101,0.32748,0.37931,0.34807,0.67463,0.49384,0.37650,0.63361,0.67915,0.41632,0.59438,0.47768,1
11384,era97,validation,0.46221,0.61694,0.50514,0.53831,0.56633,0.69708,0.31862,0.58203,0.35012,0.72342,0.49760,0.55029,0.47837,0.45970,0.36291,0.47272,0.51906,0.50985,0.31236,0.51482,0.35548,1
29343,era97,validation,0.45569,0.61279,0.59365,0.52690,0.45425,0.62388,0.50560,0.50107,0.21120,0.62898,0.44345,0.53397,0.42014,0.63519,0.62753,0.36455,0.57760,0.57502,0.56645,0.43189,0.32685,1
22345,era97,validation,0.55096,0.42401,0.60670,0.41012,0.39451,0.33493,0.58351,0.43965,0.47339,0.47063,0.39150,0.43002,0.42831,0.62880,0.50916,0.41854,0.56945,0.61534,0.56139,0.52867,0.53159,0
130656,era97,validation,0.51218,0.70949,0.49427,0.60028,0.52085,0.55301,0.48124,0.47684,0.24362,0.71446,0.52594,0.63531,0.49642,0.58876,0.59054,0.46321,0.49052,0.49158,0.50630,0.36541,0.23635,1
6991,era97,validation,0.57453,0.49583,0.56698,0.46566,0.42259,0.40694,0.58667,0.41251,0.42949,0.48922,0.43206,0.47189,0.46643,0.61950,0.53157,0.45581,0.52939,0.57340,0.55974,0.47809,0.47852,1
86254,era97,validation,0.43504,0.52026,0.63793,0.46317,0.40844,0.49140,0.50335,0.53478,0.30134,0.59207,0.38771,0.47448,0.37566,0.63856,0.56310,0.34672,0.62083,0.62788,0.52543,0.50242,0.40381,0
32789,era97,validation,0.54536,0.48131,0.57252,0.48519,0.44485,0.45916,0.51584,0.44024,0.43798,0.50107,0.43881,0.47828,0.45960,0.57501,0.49547,0.43712,0.54352,0.56755,0.52938,0.49266,0.47282,0
115860,era97,validation,0.59811,0.41292,0.57033,0.43029,0.42186,0.27503,0.58142,0.39740,0.52812,0.45545,0.42876,0.46293,0.46794,0.60103,0.50108,0.44666,0.53275,0.57881,0.58753,0.50480,0.53207,0
7261,era97,validation,0.46570,0.44360,0.67497,0.41151,0.35239,0.38945,0.58816,0.48684,0.35203,0.49893,0.34885,0.42286,0.35881,0.69010,0.60325,0.32656,0.63982,0.66582,0.60896,0.51797,0.47916,0
66275,era97,validation,0.51019,0.53024,0.66594,0.41047,0.33024,0.39918,0.74706,0.40621,0.20286,0.50651,0.36624,0.46149,0.37697,0.81550,0.81360,0.30447,0.61379,0.65813,0.79712,0.41823,0.41133,0
130621,era97,validation,0.40733,0.51289,0.69516,0.38979,0.35714,0.56832,0.58727,0.54381,0.20776,0.57502,0.33056,0.40970,0.32855,0.72787,0.65075,0.28732,0.66589,0.68778,0.60033,0.52591,0.43902,0
114321,era97,validation,0.49869,0.60081,0.57848,0.48494,0.43700,0.55594,0.56214,0.48133,0.25931,0.60498,0.43138,0.50363,0.43508,0.65285,0.59667,0.41207,0.55437,0.58125,0.54413,0.45309,0.37648,0
54663,era97,validation,0.54959,0.54569,0.62656,0.47628,0.34814,0.42490,0.71518,0.37315,0.26863,0.45985,0.39729,0.47264,0.42167,0.75447,0.73771,0.37996,0.57076,0.61623,0.72125,0.40369,0.41731,0
46470,era97,validation,0.56851,0.31365,0.66518,0.35125,0.32892,0.36261,0.63402,0.40546,0.55483,0.32015,0.32612,0.31370,0.40269,0.64491,0.47552,0.40982,0.60408,0.66982,0.57779,0.59695,0.67462,1
133743,era97,validation,0.56962,0.48118,0.54545,0.47234,0.46052,0.34407,0.52593,0.43441,0.46891,0.53487,0.45799,0.51023,0.47603,0.57489,0.49309,0.45289,0.52187,0.55217,0.53903,0.48233,0.45922,1
37926,era97,validation,0.37825,0.59820,0.54447,0.51786,0.58089,0.75586,0.23518,0.66480,0.29831,0.78981,0.47795,0.54929,0.42751,0.44262,0.35639,0.39352,0.57579,0.53791,0.29539,0.55179,0.33393,1
111176,era97,validation,0.47205,0.50028,0.67798,0.37292,0.33588,0.46885,0.67349,0.47916,0.25006,0.52280,0.33446,0.40394,0.35540,0.76294,0.68105,0.32301,0.63456,0.68150,0.65514,0.50513,0.46986,0
11162,era97,validation,0.37480,0.51733,0.74298,0.42748,0.29064,0.46615,0.62800,0.53508,0.18708,0.54500,0.29827,0.41734,0.28523,0.78607,0.72295,0.25339,0.70625,0.72158,0.63972,0.48656,0.39450,0
50897,era97,validation,0.47044,0.56102,0.59048,0.50726,0.46043,0.54593,0.48950,0.49691,0.28055,0.61173,0.44482,0.52947,0.42452,0.61141,0.59088,0.36570,0.57630,0.57414,0.56615,0.45353,0.36195,0
19034,era97,validation,0.53960,0.43322,0.60374,0.42262,0.41905,0.45842,0.54573,0.44815,0.44937,0.47444,0.40169,0.42538,0.43524,0.60127,0.49628,0.41209,0.56889,0.60436,0.55022,0.53577,0.53319,0
17811,era97,validation,0.49182,0.49109,0.63985,0.43827,0.38795,0.55289,0.57831,0.46602,0.32385,0.49553,0.37836,0.42290,0.39942,0.66170,0.58544,0.36870,0.60165,0.63074,0.58436,0.50719,0.47937,0
116705,era97,validation,0.39777,0.47817,0.65905,0.48011,0.41610,0.57771,0.41108,0.56488,0.39554,0.58538,0.37287,0.44383,0.36130,0.57980,0.47305,0.34541,0.64669,0.63665,0.45419,0.54871,0.43580,1
12074,era97,validation,0.44810,0.45448,0.65812,0.40558,0.38029,0.48603,0.51894,0.53769,0.37736,0.53065,0.34764,0.39855,0.36489,0.63223,0.49135,0.36597,0.63214,0.65931,0.48039,0.56946,0.50302,0
16742,era97,validation,0.49607,0.55583,0.59226,0.49144,0.43469,0.53577,0.53823,0.47331,0.29993,0.56958,0.42888,0.49780,0.42970,0.63232,0.58487,0.39394,0.56734,0.58419,0.56008,0.46147,0.39784,0
1402,era97,validation,0.47895,0.55066,0.59822,0.50195,0.42851,0.46386,0.51936,0.49090,0.31501,0.58683,0.42591,0.51408,0.41644,0.62841,0.57610,0.38614,0.57873,0.58897,0.54325,0.45880,0.37690,0
20203,era97,validation,0.57058,0.44698,0.59454,0.44418,0.39065,0.35038,0.59929,0.41139,0.47254,0.44539,0.40309,0.43872,0.44567,0.62846,0.51700,0.44484,0.55153,0.60014,0.56030,0.50286,0.51985,1
54563,era97,validation,0.84342,0.68778,0.33069,0.65976,0.52933,0.21022,0.72767,0.15345,0.49381,0.47733,0.64710,0.69747,0.70425,0.59642,0.63041,0.69386,0.27665,0.35520,0.67897,0.22334,0.32368,0
145574,era97,validation,0.51088,0.64021,0.54794,0.58962,0.47170,0.56756,0.51808,0.44031,0.25755,0.60605,0.48903,0.58290,0.46995,0.61497,0.63153,0.41936,0.52755,0.52676,0.57992,0.37582,0.29579,0
95768,era97,validation,0.46301,0.48346,0.59983,0.41222,0.44535,0.53161,0.44602,0.56837,0.41425,0.59513,0.38734,0.42244,0.40552,0.55811,0.38765,0.42485,0.58866,0.61609,0.37485,0.59210,0.49825,1
18219,era97,validation,0.48137,0.50223,0.64444,0.43833,0.36458,0.43355,0.59563,0.48178,0.33065,0.52050,0.36676,0.43779,0.38297,0.68556,0.58939,0.37384,0.60916,0.64340,0.56403,0.49863,0.45188,1
89045,era97,validation,0.42073,0.60835,0.62596,0.39582,0.40545,0.57978,0.56341,0.58494,0.19024,0.68734,0.36555,0.44860,0.36603,0.70026,0.57773,0.37016,0.61152,0.64897,0.47451,0.52509,0.38872,0
14696,era97,validation,0.49972,0.50431,0.61075,0.46199,0.39852,0.42177,0.55170,0.47993,0.37843,0.53296,0.39634,0.46190,0.41155,0.63558,0.53422,0.40826,0.58188,0.61182,0.52035,0.49798,0.44745,1
84938,era97,validation,0.52568,0.49725,0.57855,0.42738,0.41864,0.40552,0.53776,0.49659,0.44038,0.54981,0.39968,0.44151,0.43387,0.60154,0.44023,0.46525,0.55345,0.60204,0.43346,0.54162,0.49159,0
149620,era97,validation,0.55000,0.43231,0.60288,0.41057,0.39342,0.34712,0.57908,0.44793,0.47852,0.47363,0.38819,0.42243,0.42954,0.62283,0.48549,0.43473,0.56592,0.61575,0.52764,0.53731,0.53591,1
14331,era97,validation,0.54056,0.56117,0.58427,0.48637,0.40389,0.46044,0.61665,0.42579,0.32036,0.52615,0.42353,0.48871,0.44429,0.67139,0.61173,0.42858,0.54624,0.58567,0.58761,0.44086,0.41363,0
77262,era97,validation,0.52565,0.57011,0.56189,0.55328,0.46091,0.57330,0.51079,0.43454,0.33049,0.54088,0.46695,0.52735,0.46802,0.58935,0.56851,0.42768,0.53511,0.54273,0.55567,0.42848,0.38197,0
144832,era97,validation,0.51956,0.44484,0.63435,0.43207,0.37767,0.42589,0.58534,0.44525,0.40790,0.45966,0.37807,0.42167,0.40731,0.64887,0.55317,0.38754,0.59365,0.62925,0.58152,0.51486,0.50997,1
68176,era97,validation,0.49485,0.45200,0.62526,0.45615,0.40470,0.41281,0.52298,0.47592,0.41214,0.50598,0.39570,0.45612,0.40534,0.61381,0.52837,0.37758,0.59739,0.61515,0.55115,0.51174,0.47301,1
94969,era97,validation,0.47028,0.56483,0.57527,0.56027,0.46755,0.52440,0.43546,0.49542,0.37882,0.61672,0.45718,0.54568,0.43829,0.56633,0.52063,0.41025,0.56448,0.55522,0.49473,0.44960,0.34702,0
