Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed
1449,2020-04-30,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1450,2020-04-30,5:00 PM,Assam,-,-,29,1,42
1451,2020-04-30,5:00 PM,Bihar,-,-,65,2,403
1452,2020-04-30,5:00 PM,Chandigarh,-,-,17,0,56
1453,2020-04-30,5:00 PM,Chhattisgarh,-,-,36,0,38
1454,2020-04-30,5:00 PM,Delhi,-,-,1092,56,3439
1455,2020-04-30,5:00 PM,Goa,-,-,7,0,7
1456,2020-04-30,5:00 PM,Gujarat,-,-,527,197,4082
1457,2020-04-30,5:00 PM,Haryana,-,-,209,3,310
1458,2020-04-30,5:00 PM,Himachal Pradesh,-,-,25,1,40
1459,2020-04-30,5:00 PM,Jammu and Kashmir,-,-,192,8,581
1460,2020-04-30,5:00 PM,Jharkhand,-,-,19,3,107
1461,2020-04-30,5:00 PM,Karnataka,-,-,223,21,557
1462,2020-04-30,5:00 PM,Kerala,-,-,369,4,496
1463,2020-04-30,5:00 PM,Ladakh,-,-,16,0,22
1464,2020-04-30,5:00 PM,Madhya Pradesh,-,-,461,130,2660
1465,2020-04-30,5:00 PM,Maharashtra,-,-,1593,432,9915
1466,2020-04-30,5:00 PM,Manipur,-,-,2,0,2
1467,2020-04-30,5:00 PM,Meghalaya,-,-,0,1,12
1468,2020-04-30,5:00 PM,Mizoram,-,-,0,0,1
1469,2020-04-30,5:00 PM,Odisha,-,-,39,1,128
1470,2020-04-30,5:00 PM,Puducherry,-,-,5,0,8
1471,2020-04-30,5:00 PM,Punjab,-,-,90,19,357
1472,2020-04-30,5:00 PM,Rajasthan,-,-,768,51,2438
1473,2020-04-30,5:00 PM,Tamil Nadu,-,-,1210,27,2162
1474,2020-04-30,5:00 PM,Telengana,-,-,367,26,1012
1475,2020-04-30,5:00 PM,Tripura,-,-,2,0,2
1476,2020-04-30,5:00 PM,Uttarakhand,-,-,36,0,55
1477,2020-04-30,5:00 PM,Uttar Pradesh,-,-,513,39,2203
1478,2020-04-30,5:00 PM,West Bengal,-,-,124,22,758
1479,2020-05-01,5:00 PM,Andaman and Nicobar Islands,-,-,16,0,33
1480,2020-05-01,5:00 PM,Andhra Pradesh,-,-,403,33,1463
1481,2020-05-01,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1482,2020-05-01,5:00 PM,Assam,-,-,29,1,42
1483,2020-05-01,5:00 PM,Bihar,-,-,82,2,426
1484,2020-05-01,5:00 PM,Chandigarh,-,-,17,0,56
1485,2020-05-01,5:00 PM,Chhattisgarh,-,-,36,0,40
1486,2020-05-01,5:00 PM,Delhi,-,-,1094,59,3515
1487,2020-05-01,5:00 PM,Goa,-,-,7,0,7
1488,2020-05-01,5:00 PM,Gujarat,-,-,613,214,4395
1489,2020-05-01,5:00 PM,Haryana,-,-,209,3,313
1490,2020-05-01,5:00 PM,Himachal Pradesh,-,-,28,1,40
1491,2020-05-01,5:00 PM,Jammu and Kashmir,-,-,216,8,614
1492,2020-05-01,5:00 PM,Jharkhand,-,-,20,3,111
1493,2020-05-01,5:00 PM,Karnataka,-,-,235,22,576
1494,2020-05-01,5:00 PM,Kerala,-,-,383,4,497
1495,2020-05-01,5:00 PM,Ladakh,-,-,16,0,22
1496,2020-05-01,5:00 PM,Madhya Pradesh,-,-,482,137,2719
1497,2020-05-01,5:00 PM,Maharashtra,-,-,1773,459,10498
1498,2020-05-01,5:00 PM,Manipur,-,-,2,0,2
1499,2020-05-01,5:00 PM,Meghalaya,-,-,0,1,12
1500,2020-05-01,5:00 PM,Mizoram,-,-,0,0,1
1501,2020-05-01,5:00 PM,Odisha,-,-,41,1,143
1502,2020-05-01,5:00 PM,Puducherry,-,-,5,0,8
1503,2020-05-01,5:00 PM,Punjab,-,-,90,19,357
1504,2020-05-01,5:00 PM,Rajasthan,-,-,836,58,2584
1505,2020-05-01,5:00 PM,Tamil Nadu,-,-,1258,27,2323
1506,2020-05-01,5:00 PM,Telengana,-,-,441,26,1039
1507,2020-05-01,5:00 PM,Tripura,-,-,2,0,2
1508,2020-05-01,5:00 PM,Uttarakhand,-,-,36,0,57
1509,2020-05-01,5:00 PM,Uttar Pradesh,-,-,555,41,2281
1510,2020-05-01,5:00 PM,West Bengal,-,-,139,33,795
1511,2020-05-02,5:00 PM,Andaman and Nicobar Islands,-,-,16,0,33
1512,2020-05-02,5:00 PM,Andhra Pradesh,-,-,403,33,1463
1513,2020-05-02,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1514,2020-05-02,5:00 PM,Assam,-,-,32,1,43
1515,2020-05-02,5:00 PM,Bihar,-,-,98,3,471
1516,2020-05-02,5:00 PM,Chandigarh,-,-,17,0,88
1517,2020-05-02,5:00 PM,Chhattisgarh,-,-,36,0,43
1518,2020-05-02,5:00 PM,Delhi,-,-,1167,61,3738
1519,2020-05-02,5:00 PM,Goa,-,-,7,0,7
1520,2020-05-02,5:00 PM,Gujarat,-,-,735,236,4721
1521,2020-05-02,5:00 PM,Haryana,-,-,227,4,360
1522,2020-05-02,5:00 PM,Himachal Pradesh,-,-,30,1,40
1523,2020-05-02,5:00 PM,Jammu and Kashmir,-,-,247,8,639
1524,2020-05-02,5:00 PM,Jharkhand,-,-,20,3,111
1525,2020-05-02,5:00 PM,Karnataka,-,-,251,22,589
1526,2020-05-02,5:00 PM,Kerala,-,-,392,4,497
1527,2020-05-02,5:00 PM,Ladakh,-,-,17,0,22
1528,2020-05-02,5:00 PM,Madhya Pradesh,-,-,524,145,2719
1529,2020-05-02,5:00 PM,Maharashtra,-,-,1879,485,11506
1530,2020-05-02,5:00 PM,Manipur,-,-,2,0,2
1531,2020-05-02,5:00 PM,Meghalaya,-,-,0,1,12
1532,2020-05-02,5:00 PM,Mizoram,-,-,0,0,1
1533,2020-05-02,5:00 PM,Odisha,-,-,55,1,149
1534,2020-05-02,5:00 PM,Puducherry,-,-,5,0,8
1535,2020-05-02,5:00 PM,Punjab,-,-,90,19,480
1536,2020-05-02,5:00 PM,Rajasthan,-,-,1116,62,2666
1537,2020-05-02,5:00 PM,Tamil Nadu,-,-,1312,28,2526
1538,2020-05-02,5:00 PM,Telengana,-,-,441,26,1039
1539,2020-05-02,5:00 PM,Tripura,-,-,2,0,2
1540,2020-05-02,5:00 PM,Uttarakhand,-,-,36,0,58
1541,2020-05-02,5:00 PM,Uttar Pradesh,-,-,654,42,2328
1542,2020-05-02,5:00 PM,West Bengal,-,-,139,33,795
1543,2020-05-03,5:00 PM,Andaman and Nicobar Islands,-,-,17,0,33
1544,2020-05-03,5:00 PM,Andhra Pradesh,-,-,488,33,1583
1545,2020-05-03,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1546,2020-05-03,5:00 PM,Assam,-,-,32,1,43
1547,2020-05-03,5:00 PM,Bihar,-,-,117,4,482
1548,2020-05-03,5:00 PM,Chandigarh,-,-,19,0,94
1549,2020-05-03,5:00 PM,Chhattisgarh,-,-,36,0,43
1550,2020-05-03,5:00 PM,Delhi,-,-,1256,64,4122
1551,2020-05-03,5:00 PM,Goa,-,-,7,0,7
1552,2020-05-03,5:00 PM,Gujarat,-,-,896,262,5055
1553,2020-05-03,5:00 PM,Haryana,-,-,227,4,394
1554,2020-05-03,5:00 PM,Himachal Pradesh,-,-,33,1,40
1555,2020-05-03,5:00 PM,Jammu and Kashmir,-,-,254,8,666
1556,2020-05-03,5:00 PM,Jharkhand,-,-,22,3,115
1557,2020-05-03,5:00 PM,Karnataka,-,-,282,25,606
1558,2020-05-03,5:00 PM,Kerala,-,-,400,4,500
1559,2020-05-03,5:00 PM,Ladakh,-,-,17,0,40
1560,2020-05-03,5:00 PM,Madhya Pradesh,-,-,798,156,2846
1561,2020-05-03,5:00 PM,Maharashtra,-,-,2000,521,12296
1562,2020-05-03,5:00 PM,Manipur,-,-,2,0,2
1563,2020-05-03,5:00 PM,Meghalaya,-,-,0,1,12
1564,2020-05-03,5:00 PM,Mizoram,-,-,0,0,1
1565,2020-05-03,5:00 PM,Odisha,-,-,56,1,160
1566,2020-05-03,5:00 PM,Puducherry,-,-,5,0,8
1567,2020-05-03,5:00 PM,Punjab,-,-,112,20,772
1568,2020-05-03,5:00 PM,Rajasthan,-,-,1121,65,2772
1569,2020-05-03,5:00 PM,Tamil Nadu,-,-,1341,29,2757
1570,2020-05-03,5:00 PM,Telengana,-,-,458,28,1063
1571,2020-05-03,5:00 PM,Tripura,-,-,2,0,4
1572,2020-05-03,5:00 PM,Uttarakhand,-,-,39,0,59
1573,2020-05-03,5:00 PM,Uttar Pradesh,-,-,698,43,2626
1574,2020-05-03,5:00 PM,West Bengal,-,-,151,33,922
1575,2020-05-04,5:00 PM,Andaman and Nicobar Islands,-,-,32,0,33
1576,2020-05-04,5:00 PM,Andhra Pradesh,-,-,524,36,1650
1577,2020-05-04,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1578,2020-05-04,5:00 PM,Assam,-,-,32,1,43
1579,2020-05-04,5:00 PM,Bihar,-,-,125,4,517
1580,2020-05-04,5:00 PM,Chandigarh,-,-,19,0,94
1581,2020-05-04,5:00 PM,Chhattisgarh,-,-,36,0,57
1582,2020-05-04,5:00 PM,Delhi,-,-,1362,64,4549
1583,2020-05-04,5:00 PM,Goa,-,-,7,0,7
1584,2020-05-04,5:00 PM,Gujarat,-,-,1042,290,5428
1585,2020-05-04,5:00 PM,Haryana,-,-,245,5,442
1586,2020-05-04,5:00 PM,Himachal Pradesh,-,-,34,1,40
1587,2020-05-04,5:00 PM,Jammu and Kashmir,-,-,287,8,701
1588,2020-05-04,5:00 PM,Jharkhand,-,-,22,3,115
1589,2020-05-04,5:00 PM,Karnataka,-,-,304,26,642
1590,2020-05-04,5:00 PM,Kerala,-,-,401,4,500
1591,2020-05-04,5:00 PM,Ladakh,-,-,17,0,41
1592,2020-05-04,5:00 PM,Madhya Pradesh,-,-,798,165,2942
1593,2020-05-04,5:00 PM,Maharashtra,-,-,2115,548,12974
1594,2020-05-04,5:00 PM,Manipur,-,-,2,0,2
1595,2020-05-04,5:00 PM,Meghalaya,-,-,0,1,12
1596,2020-05-04,5:00 PM,Mizoram,-,-,0,0,1
1597,2020-05-04,5:00 PM,Odisha,-,-,60,1,163
1598,2020-05-04,5:00 PM,Puducherry,-,-,5,0,8
1599,2020-05-04,5:00 PM,Punjab,-,-,117,21,1102
1600,2020-05-04,5:00 PM,Rajasthan,-,-,1356,71,2886
1601,2020-05-04,5:00 PM,Tamil Nadu,-,-,1379,30,3023
1602,2020-05-04,5:00 PM,Telengana,-,-,490,29,1082
1603,2020-05-04,5:00 PM,Tripura,-,-,2,0,16
1604,2020-05-04,5:00 PM,Uttarakhand,-,-,39,1,60
1605,2020-05-04,5:00 PM,Uttar Pradesh,-,-,758,45,2742
1606,2020-05-04,5:00 PM,West Bengal,-,-,151,35,963
1607,2020-05-05,5:00 PM,Andaman and Nicobar Islands,-,-,32,0,33
1608,2020-05-05,5:00 PM,Andhra Pradesh,-,-,589,36,1717
1609,2020-05-05,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1610,2020-05-05,5:00 PM,Assam,-,-,32,1,43
1611,2020-05-05,5:00 PM,Bihar,-,-,130,4,529
1612,2020-05-05,5:00 PM,Chandigarh,-,-,21,1,102
1613,2020-05-05,5:00 PM,Chhattisgarh,-,-,36,0,58
1614,2020-05-05,5:00 PM,Delhi,-,-,1431,64,4898
1615,2020-05-05,5:00 PM,Goa,-,-,7,0,7
1616,2020-05-05,5:00 PM,Gujarat,-,-,1195,319,5804
1617,2020-05-05,5:00 PM,Haryana,-,-,254,6,517
1618,2020-05-05,5:00 PM,Himachal Pradesh,-,-,38,1,41
1619,2020-05-05,5:00 PM,Jammu and Kashmir,-,-,303,8,726
1620,2020-05-05,5:00 PM,Jharkhand,-,-,27,3,115
1621,2020-05-05,5:00 PM,Karnataka,-,-,324,28,659
1622,2020-05-05,5:00 PM,Kerala,-,-,462,4,500
1623,2020-05-05,5:00 PM,Ladakh,-,-,17,0,41
1624,2020-05-05,5:00 PM,Madhya Pradesh,-,-,1000,176,3049
1625,2020-05-05,5:00 PM,Maharashtra,-,-,2465,583,14541
1626,2020-05-05,5:00 PM,Manipur,-,-,2,0,2
1627,2020-05-05,5:00 PM,Meghalaya,-,-,10,1,12
1628,2020-05-05,5:00 PM,Mizoram,-,-,0,0,1
1629,2020-05-05,5:00 PM,Odisha,-,-,60,1,170
1630,2020-05-05,5:00 PM,Puducherry,-,-,6,0,9
1631,2020-05-05,5:00 PM,Punjab,-,-,128,23,1233
1632,2020-05-05,5:00 PM,Rajasthan,-,-,1394,77,3061
1633,2020-05-05,5:00 PM,Tamil Nadu,-,-,1409,31,3550
1634,2020-05-05,5:00 PM,Telengana,-,-,585,29,1085
1635,2020-05-05,5:00 PM,Tripura,-,-,2,0,29
1636,2020-05-05,5:00 PM,Uttarakhand,-,-,39,1,60
1637,2020-05-05,5:00 PM,Uttar Pradesh,-,-,944,53,2859
1638,2020-05-05,5:00 PM,West Bengal,-,-,218,133,1259
1639,2020-05-06,8:00 AM,Andaman and Nicobar Islands,-,-,32,0,33
1640,2020-05-06,8:00 AM,Andhra Pradesh,-,-,589,36,1717
1641,2020-05-06,8:00 AM,Arunachal Pradesh,-,-,1,0,1
1642,2020-05-06,8:00 AM,Assam,-,-,32,1,43
1643,2020-05-06,8:00 AM,Bihar,-,-,142,4,536
1644,2020-05-06,8:00 AM,Chandigarh,-,-,21,1,111
1645,2020-05-06,8:00 AM,Chhattisgarh,-,-,36,0,59
1646,2020-05-06,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,0,0,1
1647,2020-05-06,8:00 AM,Delhi,-,-,1468,64,5104
1648,2020-05-06,8:00 AM,Goa,-,-,7,0,7
1649,2020-05-06,8:00 AM,Gujarat,-,-,1381,368,6245
1650,2020-05-06,8:00 AM,Haryana,-,-,256,6,548
1651,2020-05-06,8:00 AM,Himachal Pradesh,-,-,38,2,42
1652,2020-05-06,8:00 AM,Jammu and Kashmir,-,-,320,8,741
1653,2020-05-06,8:00 AM,Jharkhand,-,-,33,3,125
1654,2020-05-06,8:00 AM,Karnataka,-,-,331,29,671
1655,2020-05-06,8:00 AM,Kerala,-,-,462,4,502
1656,2020-05-06,8:00 AM,Ladakh,-,-,17,0,41
1657,2020-05-06,8:00 AM,Madhya Pradesh,-,-,1000,176,3049
1658,2020-05-06,8:00 AM,Maharashtra,-,-,2819,617,15525
1659,2020-05-06,8:00 AM,Manipur,-,-,2,0,2
1660,2020-05-06,8:00 AM,Meghalaya,-,-,10,1,12
1661,2020-05-06,8:00 AM,Mizoram,-,-,0,0,1
1662,2020-05-06,8:00 AM,Odisha,-,-,60,1,175
1663,2020-05-06,8:00 AM,Puducherry,-,-,6,0,9
1664,2020-05-06,8:00 AM,Punjab,-,-,133,25,1451
1665,2020-05-06,8:00 AM,Rajasthan,-,-,1525,89,3158
1666,2020-05-06,8:00 AM,Tamil Nadu,-,-,1485,33,4058
1667,2020-05-06,8:00 AM,Telengana,-,-,585,29,1096
1668,2020-05-06,8:00 AM,Tripura,-,-,2,0,43
1669,2020-05-06,8:00 AM,Uttarakhand,-,-,39,1,61
1670,2020-05-06,8:00 AM,Uttar Pradesh,-,-,987,56,2880
1671,2020-05-06,8:00 AM,West Bengal,-,-,364,140,1344
1672,2020-05-07,8:00 AM,Andaman and Nicobar Islands,-,-,32,0,33
1673,2020-05-07,8:00 AM,Andhra Pradesh,-,-,729,36,1777
1674,2020-05-07,8:00 AM,Arunachal Pradesh,-,-,1,0,1
1675,2020-05-07,8:00 AM,Assam,-,-,32,1,45
1676,2020-05-07,8:00 AM,Bihar,-,-,188,4,542
1677,2020-05-07,8:00 AM,Chandigarh,-,-,21,1,120
1678,2020-05-07,8:00 AM,Chhattisgarh,-,-,36,0,59
1679,2020-05-07,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,0,0,1
1680,2020-05-07,8:00 AM,Delhi,-,-,1542,65,5532
1681,2020-05-07,8:00 AM,Goa,-,-,7,0,7
1682,2020-05-07,8:00 AM,Gujarat,-,-,1500,396,6625
1683,2020-05-07,8:00 AM,Haryana,-,-,260,7,594
1684,2020-05-07,8:00 AM,Himachal Pradesh,-,-,38,2,45
1685,2020-05-07,8:00 AM,Jammu and Kashmir,-,-,322,8,775
1686,2020-05-07,8:00 AM,Jharkhand,-,-,37,3,127
1687,2020-05-07,8:00 AM,Karnataka,-,-,354,29,693
1688,2020-05-07,8:00 AM,Kerala,-,-,469,4,503
1689,2020-05-07,8:00 AM,Ladakh,-,-,17,0,41
1690,2020-05-07,8:00 AM,Madhya Pradesh,-,-,1099,185,3138
1691,2020-05-07,8:00 AM,Maharashtra,-,-,3094,651,16758
1692,2020-05-07,8:00 AM,Manipur,-,-,2,0,2
1693,2020-05-07,8:00 AM,Meghalaya,-,-,10,1,12
1694,2020-05-07,8:00 AM,Mizoram,-,-,0,0,1
1695,2020-05-07,8:00 AM,Odisha,-,-,61,2,185
1696,2020-05-07,8:00 AM,Puducherry,-,-,6,0,9
1697,2020-05-07,8:00 AM,Punjab,-,-,135,27,1516
1698,2020-05-07,8:00 AM,Rajasthan,-,-,1596,92,3317
1699,2020-05-07,8:00 AM,Tamil Nadu,-,-,1516,35,4829
1700,2020-05-07,8:00 AM,Telengana,-,-,628,29,1107
1701,2020-05-07,8:00 AM,Tripura,-,-,2,0,43
1702,2020-05-07,8:00 AM,Uttarakhand,-,-,39,1,61
1703,2020-05-07,8:00 AM,Uttar Pradesh,-,-,1130,60,2998
1704,2020-05-07,8:00 AM,West Bengal,-,-,364,144,1456
1705,2020-05-08,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33
1706,2020-05-08,8:00 AM,Andhra Pradesh,-,-,780,38,1847
1707,2020-05-08,8:00 AM,Arunachal Pradesh,-,-,1,0,1
1708,2020-05-08,8:00 AM,Assam,-,-,34,1,54
1709,2020-05-08,8:00 AM,Bihar,-,-,246,5,550
1710,2020-05-08,8:00 AM,Chandigarh,-,-,21,1,135
1711,2020-05-08,8:00 AM,Chhattisgarh,-,-,38,0,59
1712,2020-05-08,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,0,0,1
1713,2020-05-08,8:00 AM,Delhi,-,-,1931,66,5980
1714,2020-05-08,8:00 AM,Goa,-,-,7,0,7
1715,2020-05-08,8:00 AM,Gujarat,-,-,1709,425,7012
1716,2020-05-08,8:00 AM,Haryana,-,-,260,7,625
1717,2020-05-08,8:00 AM,Himachal Pradesh,-,-,38,2,46
1718,2020-05-08,8:00 AM,Jammu and Kashmir,-,-,335,9,793
1719,2020-05-08,8:00 AM,Jharkhand,-,-,41,3,132
1720,2020-05-08,8:00 AM,Karnataka,-,-,366,30,705
1721,2020-05-08,8:00 AM,Kerala,-,-,474,4,503
1722,2020-05-08,8:00 AM,Ladakh,-,-,17,0,42
1723,2020-05-08,8:00 AM,Madhya Pradesh,-,-,1231,193,3252
1724,2020-05-08,8:00 AM,Maharashtra,-,-,3301,694,17974
1725,2020-05-08,8:00 AM,Manipur,-,-,2,0,2
1726,2020-05-08,8:00 AM,Meghalaya,-,-,10,1,12
1727,2020-05-08,8:00 AM,Mizoram,-,-,0,0,1
1728,2020-05-08,8:00 AM,Odisha,-,-,62,2,219
1729,2020-05-08,8:00 AM,Puducherry,-,-,6,0,9
1730,2020-05-08,8:00 AM,Punjab,-,-,149,28,1644
1731,2020-05-08,8:00 AM,Rajasthan,-,-,1596,97,3427
1732,2020-05-08,8:00 AM,Tamil Nadu,-,-,1547,37,5409
1733,2020-05-08,8:00 AM,Telengana,-,-,650,29,1123
1734,2020-05-08,8:00 AM,Tripura,-,-,2,0,65
1735,2020-05-08,8:00 AM,Uttarakhand,-,-,39,1,61
1736,2020-05-08,8:00 AM,Uttar Pradesh,-,-,1250,62,3071
1737,2020-05-08,8:00 AM,West Bengal,-,-,364,151,1548
1738,2020-05-09,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33
1739,2020-05-09,8:00 AM,Andhra Pradesh,-,-,842,41,1887
1740,2020-05-09,8:00 AM,Arunachal Pradesh,-,-,1,0,1
1741,2020-05-09,8:00 AM,Assam,-,-,34,1,59
1742,2020-05-09,8:00 AM,Bihar,-,-,297,5,571
1743,2020-05-09,8:00 AM,Chandigarh,-,-,21,1,150
1744,2020-05-09,8:00 AM,Chhattisgarh,-,-,38,0,59
1745,2020-05-09,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,0,0,1
1746,2020-05-09,8:00 AM,Delhi,-,-,2020,68,6318
1747,2020-05-09,8:00 AM,Goa,-,-,7,0,7
1748,2020-05-09,8:00 AM,Gujarat,-,-,1872,449,7402
1749,2020-05-09,8:00 AM,Haryana,-,-,279,8,647
1750,2020-05-09,8:00 AM,Himachal Pradesh,-,-,38,2,50
1751,2020-05-09,8:00 AM,Jammu and Kashmir,-,-,364,9,823
1752,2020-05-09,8:00 AM,Jharkhand,-,-,52,3,132
1753,2020-05-09,8:00 AM,Karnataka,-,-,376,30,753
1754,2020-05-09,8:00 AM,Kerala,-,-,484,4,503
1755,2020-05-09,8:00 AM,Ladakh,-,-,17,0,42
1756,2020-05-09,8:00 AM,Madhya Pradesh,-,-,1349,200,3341
1757,2020-05-09,8:00 AM,Maharashtra,-,-,3470,731,19063
1758,2020-05-09,8:00 AM,Manipur,-,-,2,0,2
1759,2020-05-09,8:00 AM,Meghalaya,-,-,10,1,12
1760,2020-05-09,8:00 AM,Mizoram,-,-,0,0,1
1761,2020-05-09,8:00 AM,Odisha,-,-,63,2,271
1762,2020-05-09,8:00 AM,Puducherry,-,-,6,0,9
1763,2020-05-09,8:00 AM,Punjab,-,-,152,29,1731
1764,2020-05-09,8:00 AM,Rajasthan,-,-,1916,101,3579
1765,2020-05-09,8:00 AM,Tamil Nadu,-,-,1605,40,6009
1766,2020-05-09,8:00 AM,Telengana,-,-,700,29,1133
1767,2020-05-09,8:00 AM,Tripura,-,-,2,0,118
1768,2020-05-09,8:00 AM,Uttarakhand,-,-,46,1,63
1769,2020-05-09,8:00 AM,Uttar Pradesh,-,-,1387,66,3214
1770,2020-05-09,8:00 AM,West Bengal,-,-,364,160,1678
1771,2020-05-10,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33
1772,2020-05-10,8:00 AM,Andhra Pradesh,-,-,887,44,1930
1773,2020-05-10,8:00 AM,Arunachal Pradesh,-,-,1,0,1
1774,2020-05-10,8:00 AM,Assam,-,-,34,2,63
1775,2020-05-10,8:00 AM,Bihar,-,-,322,5,591
1776,2020-05-10,8:00 AM,Chandigarh,-,-,24,2,169
1777,2020-05-10,8:00 AM,Chhattisgarh,-,-,43,0,59
1778,2020-05-10,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,0,0,1
1779,2020-05-10,8:00 AM,Delhi,-,-,2020,73,6542
1780,2020-05-10,8:00 AM,Goa,-,-,7,0,7
1781,2020-05-10,8:00 AM,Gujarat,-,-,2091,472,7796
1782,2020-05-10,8:00 AM,Haryana,-,-,290,9,675
1783,2020-05-10,8:00 AM,Himachal Pradesh,-,-,38,2,50
1784,2020-05-10,8:00 AM,Jammu and Kashmir,-,-,368,9,836
1785,2020-05-10,8:00 AM,Jharkhand,-,-,78,3,156
1786,2020-05-10,8:00 AM,Karnataka,-,-,386,30,794
1787,2020-05-10,8:00 AM,Kerala,-,-,485,4,505
1788,2020-05-10,8:00 AM,Ladakh,-,-,17,0,42
1789,2020-05-10,8:00 AM,Madhya Pradesh,-,-,1676,215,3614
1790,2020-05-10,8:00 AM,Maharashtra,-,-,3800,779,20228
1791,2020-05-10,8:00 AM,Manipur,-,-,2,0,2
1792,2020-05-10,8:00 AM,Meghalaya,-,-,10,1,13
1793,2020-05-10,8:00 AM,Mizoram,-,-,1,0,1
1794,2020-05-10,8:00 AM,Odisha,-,-,63,2,294
1795,2020-05-10,8:00 AM,Puducherry,-,-,6,0,9
1796,2020-05-10,8:00 AM,Punjab,-,-,157,31,1762
1797,2020-05-10,8:00 AM,Rajasthan,-,-,2026,106,3708
1798,2020-05-10,8:00 AM,Tamil Nadu,-,-,1824,44,6535
1799,2020-05-10,8:00 AM,Telengana,-,-,750,30,1163
1800,2020-05-10,8:00 AM,Tripura,-,-,2,0,134
1801,2020-05-10,8:00 AM,Uttarakhand,-,-,46,1,67
1802,2020-05-10,8:00 AM,Uttar Pradesh,-,-,1499,74,3373
1803,2020-05-10,8:00 AM,West Bengal,-,-,372,171,1786
1804,2020-05-11,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33
1805,2020-05-11,8:00 AM,Andhra Pradesh,-,-,925,45,1980
1806,2020-05-11,8:00 AM,Arunachal Pradesh,-,-,1,0,1
1807,2020-05-11,8:00 AM,Assam,-,-,34,2,63
1808,2020-05-11,8:00 AM,Bihar,-,-,365,6,696
1809,2020-05-11,8:00 AM,Chandigarh,-,-,24,2,169
1810,2020-05-11,8:00 AM,Chhattisgarh,-,-,49,0,59
1811,2020-05-11,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,0,0,1
1812,2020-05-11,8:00 AM,Delhi,-,-,2069,73,6923
1813,2020-05-11,8:00 AM,Goa,-,-,7,0,7
1814,2020-05-11,8:00 AM,Gujarat,-,-,2545,493,8194
1815,2020-05-11,8:00 AM,Haryana,-,-,300,10,703
1816,2020-05-11,8:00 AM,Himachal Pradesh,-,-,39,2,55
1817,2020-05-11,8:00 AM,Jammu and Kashmir,-,-,383,9,861
1818,2020-05-11,8:00 AM,Jharkhand,-,-,78,3,157
1819,2020-05-11,8:00 AM,Karnataka,-,-,424,31,848
1820,2020-05-11,8:00 AM,Kerala,-,-,489,4,512
1821,2020-05-11,8:00 AM,Ladakh,-,-,21,0,42
1822,2020-05-11,8:00 AM,Madhya Pradesh,-,-,1676,215,3614
1823,2020-05-11,8:00 AM,Maharashtra,-,-,4199,832,22171
1824,2020-05-11,8:00 AM,Manipur,-,-,2,0,2
1825,2020-05-11,8:00 AM,Meghalaya,-,-,10,1,13
1826,2020-05-11,8:00 AM,Mizoram,-,-,1,0,1
1827,2020-05-11,8:00 AM,Odisha,-,-,68,3,377
1828,2020-05-11,8:00 AM,Puducherry,-,-,6,0,9
1829,2020-05-11,8:00 AM,Punjab,-,-,166,31,1823
1830,2020-05-11,8:00 AM,Rajasthan,-,-,2176,107,3814
1831,2020-05-11,8:00 AM,Tamil Nadu,-,-,1959,47,7204
1832,2020-05-11,8:00 AM,Telengana,-,-,750,30,1196
1833,2020-05-11,8:00 AM,Tripura,-,-,2,0,150
1834,2020-05-11,8:00 AM,Uttarakhand,-,-,46,1,68
1835,2020-05-11,8:00 AM,Uttar Pradesh,-,-,1653,74,3467
1836,2020-05-11,8:00 AM,West Bengal,-,-,417,185,1939
1837,2020-05-12,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33
1838,2020-05-12,8:00 AM,Andhra Pradesh,-,-,975,45,2018
1839,2020-05-12,8:00 AM,Arunachal Pradesh,-,-,1,0,1
1840,2020-05-12,8:00 AM,Assam,-,-,34,2,65
1841,2020-05-12,8:00 AM,Bihar,-,-,377,6,747
1842,2020-05-12,8:00 AM,Chandigarh,-,-,24,2,174
1843,2020-05-12,8:00 AM,Chhattisgarh,-,-,53,0,59
1844,2020-05-12,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,0,0,1
1845,2020-05-12,8:00 AM,Delhi,-,-,2129,73,7233
1846,2020-05-12,8:00 AM,Goa,-,-,7,0,7
1847,2020-05-12,8:00 AM,Gujarat,-,-,2780,513,8541
1848,2020-05-12,8:00 AM,Haryana,-,-,337,11,730
