Date,State,TotalSamples,Negative,Positive
2021-07-09,Chhattisgarh,10634379.0,,
2021-07-10,Chhattisgarh,10665860.0,,
2021-07-11,Chhattisgarh,10688339.0,,
2021-07-12,Chhattisgarh,10724395.0,,
2021-07-13,Chhattisgarh,10764226.0,,
2021-07-14,Chhattisgarh,10802957.0,,
2021-07-15,Chhattisgarh,10843793.0,,
2021-07-16,Chhattisgarh,10887355.0,,
2021-07-17,Chhattisgarh,10927993.0,,
2021-07-18,Chhattisgarh,10954876.0,,
2021-07-19,Chhattisgarh,10995135.0,,
2021-07-20,Chhattisgarh,11027353.0,,
2021-07-21,Chhattisgarh,11030460.0,,
2021-07-22,Chhattisgarh,11069812.0,,
2021-07-23,Chhattisgarh,11100262.0,,
2021-07-24,Chhattisgarh,11133888.0,,
2021-07-25,Chhattisgarh,11159728.0,,
2021-07-26,Chhattisgarh,11197168.0,,
2021-07-27,Chhattisgarh,11236166.0,,
2021-07-28,Chhattisgarh,11272374.0,,
2021-07-29,Chhattisgarh,11312875.0,,
2021-07-30,Chhattisgarh,11355589.0,,
2021-07-31,Chhattisgarh,11394233.0,,
2021-08-01,Chhattisgarh,11416645.0,,
2021-08-02,Chhattisgarh,11452754.0,,
2021-08-03,Chhattisgarh,11493309.0,,
2021-08-04,Chhattisgarh,11535855.0,,
2021-08-05,Chhattisgarh,11580254.0,,
2021-08-06,Chhattisgarh,11624064.0,,
2021-08-07,Chhattisgarh,11666597.0,,
2021-08-08,Chhattisgarh,11692078.0,,
2021-08-09,Chhattisgarh,11720007.0,,
2021-08-10,Chhattisgarh,11762041.0,,
2020-04-09,Dadra and Nagar Haveli and Daman and Diu,80.0,80,0.0
2020-04-10,Dadra and Nagar Haveli and Daman and Diu,130.0,130,0.0
2020-04-11,Dadra and Nagar Haveli and Daman and Diu,211.0,211,0.0
2020-04-15,Dadra and Nagar Haveli and Daman and Diu,356.0,356,0.0
2020-04-16,Dadra and Nagar Haveli and Daman and Diu,382.0,382,0.0
2020-04-21,Dadra and Nagar Haveli and Daman and Diu,474.0,474,0.0
2020-04-22,Dadra and Nagar Haveli and Daman and Diu,674.0,674,0.0
2020-04-23,Dadra and Nagar Haveli and Daman and Diu,913.0,913,0.0
2020-04-25,Dadra and Nagar Haveli and Daman and Diu,1386.0,1386,0.0
2020-04-26,Dadra and Nagar Haveli and Daman and Diu,1901.0,1901,0.0
2020-04-27,Dadra and Nagar Haveli and Daman and Diu,2379.0,2379,0.0
2020-04-29,Dadra and Nagar Haveli and Daman and Diu,2921.0,2921,0.0
2020-04-30,Dadra and Nagar Haveli and Daman and Diu,3464.0,3464,0.0
2020-05-01,Dadra and Nagar Haveli and Daman and Diu,4003.0,4003,0.0
2020-05-03,Dadra and Nagar Haveli and Daman and Diu,4328.0,4328,0.0
2020-05-04,Dadra and Nagar Haveli and Daman and Diu,4434.0,4434,0.0
2020-05-05,Dadra and Nagar Haveli and Daman and Diu,4781.0,4780,1.0
2020-05-06,Dadra and Nagar Haveli and Daman and Diu,4967.0,4966,1.0
2020-05-07,Dadra and Nagar Haveli and Daman and Diu,5272.0,5271,1.0
2020-05-08,Dadra and Nagar Haveli and Daman and Diu,5430.0,5429,1.0
2020-05-10,Dadra and Nagar Haveli and Daman and Diu,5581.0,5580,1.0
2020-05-11,Dadra and Nagar Haveli and Daman and Diu,5763.0,5762,1.0
2020-05-12,Dadra and Nagar Haveli and Daman and Diu,5977.0,5976,1.0
2020-05-13,Dadra and Nagar Haveli and Daman and Diu,6294.0,6293,1.0
2020-05-14,Dadra and Nagar Haveli and Daman and Diu,6554.0,6553,1.0
2020-05-15,Dadra and Nagar Haveli and Daman and Diu,6916.0,6915,1.0
2020-05-17,Dadra and Nagar Haveli and Daman and Diu,7157.0,7156,1.0
2020-05-18,Dadra and Nagar Haveli and Daman and Diu,7571.0,7570,1.0
2020-05-19,Dadra and Nagar Haveli and Daman and Diu,7829.0,7828,1.0
2020-05-20,Dadra and Nagar Haveli and Daman and Diu,8137.0,8136,1.0
2020-05-21,Dadra and Nagar Haveli and Daman and Diu,8456.0,8455,1.0
2020-05-22,Dadra and Nagar Haveli and Daman and Diu,8979.0,8978,1.0
2020-05-23,Dadra and Nagar Haveli and Daman and Diu,9298.0,9296,2.0
2020-05-24,Dadra and Nagar Haveli and Daman and Diu,9678.0,9676,2.0
2020-05-25,Dadra and Nagar Haveli and Daman and Diu,10085.0,10083,2.0
2020-05-26,Dadra and Nagar Haveli and Daman and Diu,10388.0,10386,2.0
2020-05-27,Dadra and Nagar Haveli and Daman and Diu,10872.0,10870,2.0
2020-05-28,Dadra and Nagar Haveli and Daman and Diu,11177.0,11175,2.0
2020-05-29,Dadra and Nagar Haveli and Daman and Diu,11477.0,11475,2.0
2020-06-01,Dadra and Nagar Haveli and Daman and Diu,11693.0,11690,3.0
2020-06-03,Dadra and Nagar Haveli and Daman and Diu,12064.0,12052,12.0
2020-06-04,Dadra and Nagar Haveli and Daman and Diu,12375.0,12361,14.0
2020-06-05,Dadra and Nagar Haveli and Daman and Diu,13667.0,13653,14.0
2020-06-06,Dadra and Nagar Haveli and Daman and Diu,14780.0,14761,19.0
2020-06-07,Dadra and Nagar Haveli and Daman and Diu,15546.0,14926,20.0
2020-06-08,Dadra and Nagar Haveli and Daman and Diu,16277.0,15655,22.0
2020-06-10,Dadra and Nagar Haveli and Daman and Diu,17179.0,16552,27.0
2020-06-13,Dadra and Nagar Haveli and Daman and Diu,17649.0,17021,28.0
2020-06-14,Dadra and Nagar Haveli and Daman and Diu,18445.0,17813,31.0
2020-06-15,Dadra and Nagar Haveli and Daman and Diu,23835.0,23072,38.0
2020-06-16,Dadra and Nagar Haveli and Daman and Diu,24492.0,23695,51.0
2020-06-17,Dadra and Nagar Haveli and Daman and Diu,25575.0,24650,58.0
2020-06-18,Dadra and Nagar Haveli and Daman and Diu,26752.0,25461,69.0
2020-06-20,Dadra and Nagar Haveli and Daman and Diu,27617.0,26901,93.0
2020-06-21,Dadra and Nagar Haveli and Daman and Diu,27839.0,27241,97.0
2020-06-22,Dadra and Nagar Haveli and Daman and Diu,28364.0,27572,112.0
2020-06-23,Dadra and Nagar Haveli and Daman and Diu,29072.0,28096,121.0
2020-06-24,Dadra and Nagar Haveli and Daman and Diu,29403.0,28697,134.0
2020-06-25,Dadra and Nagar Haveli and Daman and Diu,30188.0,29015,154.0
2020-06-26,Dadra and Nagar Haveli and Daman and Diu,30602.0,29864,169.0
2020-06-27,Dadra and Nagar Haveli and Daman and Diu,31015.0,30316,184.0
2020-06-28,Dadra and Nagar Haveli and Daman and Diu,31321.0,30781,188.0
2020-06-29,Dadra and Nagar Haveli and Daman and Diu,31602.0,30977,203.0
2020-06-30,Dadra and Nagar Haveli and Daman and Diu,32031.0,31396,213.0
2020-07-01,Dadra and Nagar Haveli and Daman and Diu,32435.0,31783,229.0
2020-07-02,Dadra and Nagar Haveli and Daman and Diu,32834.0,32157,254.0
2020-07-03,Dadra and Nagar Haveli and Daman and Diu,33618.0,32899,304.0
2020-07-04,Dadra and Nagar Haveli and Daman and Diu,33995.0,33156,333.0
2020-07-05,Dadra and Nagar Haveli and Daman and Diu,34179.0,33341,371.0
2020-07-06,Dadra and Nagar Haveli and Daman and Diu,34444.0,33441,398.0
2020-07-07,Dadra and Nagar Haveli and Daman and Diu,34761.0,33926,423.0
2020-07-08,Dadra and Nagar Haveli and Daman and Diu,35234.0,34176,440.0
2020-07-09,Dadra and Nagar Haveli and Daman and Diu,35391.0,34585,454.0
2020-07-10,Dadra and Nagar Haveli and Daman and Diu,35829.0,34827,468.0
2020-07-11,Dadra and Nagar Haveli and Daman and Diu,36166.0,35279,480.0
2020-07-12,Dadra and Nagar Haveli and Daman and Diu,36310.0,35611,495.0
2020-07-13,Dadra and Nagar Haveli and Daman and Diu,36621.0,35696,520.0
2020-07-14,Dadra and Nagar Haveli and Daman and Diu,36905.0,35963,536.0
2020-07-15,Dadra and Nagar Haveli and Daman and Diu,37392.0,36195,552.0
2020-07-16,Dadra and Nagar Haveli and Daman and Diu,37880.0,36548,570.0
2020-07-17,Dadra and Nagar Haveli and Daman and Diu,38176.0,36898,601.0
2020-07-18,Dadra and Nagar Haveli and Daman and Diu,38313.0,37291,646.0
2020-07-19,Dadra and Nagar Haveli and Daman and Diu,38640.0,37520,684.0
2020-07-20,Dadra and Nagar Haveli and Daman and Diu,38880.0,37789,705.0
2020-07-21,Dadra and Nagar Haveli and Daman and Diu,39199.0,38022,733.0
2020-07-24,Dadra and Nagar Haveli and Daman and Diu,40425.0,39019,854.0
2020-07-25,Dadra and Nagar Haveli and Daman and Diu,40881.0,39431,890.0
2020-07-26,Dadra and Nagar Haveli and Daman and Diu,41143.0,39815,940.0
2020-07-28,Dadra and Nagar Haveli and Daman and Diu,41588.0,40258,1020.0
2020-07-29,Dadra and Nagar Haveli and Daman and Diu,41895.0,40411,1058.0
2020-07-30,Dadra and Nagar Haveli and Daman and Diu,42148.0,40564,1093.0
2020-07-31,Dadra and Nagar Haveli and Daman and Diu,42403.0,40775,1136.0
2020-08-01,Dadra and Nagar Haveli and Daman and Diu,42635.0,40916,1181.0
2020-08-02,Dadra and Nagar Haveli and Daman and Diu,42718.0,41132,1232.0
2020-08-03,Dadra and Nagar Haveli and Daman and Diu,42926.0,41402,1265.0
2020-08-04,Dadra and Nagar Haveli and Daman and Diu,43191.0,41514,1304.0
2020-08-05,Dadra and Nagar Haveli and Daman and Diu,43478.0,41781,1368.0
2020-08-06,Dadra and Nagar Haveli and Daman and Diu,43899.0,42059,1412.0
2020-08-07,Dadra and Nagar Haveli and Daman and Diu,44456.0,42608,1456.0
2020-08-08,Dadra and Nagar Haveli and Daman and Diu,44777.0,42805,1505.0
2020-08-09,Dadra and Nagar Haveli and Daman and Diu,45253.0,43165,
2020-08-10,Dadra and Nagar Haveli and Daman and Diu,45724.0,43579,
2020-08-11,Dadra and Nagar Haveli and Daman and Diu,46149.0,43919,
2020-08-12,Dadra and Nagar Haveli and Daman and Diu,46516.0,44328,
2020-08-13,Dadra and Nagar Haveli and Daman and Diu,46937.0,44712,
2020-08-14,Dadra and Nagar Haveli and Daman and Diu,47272.0,45021,1797.0
2020-08-15,Dadra and Nagar Haveli and Daman and Diu,47643.0,45335,1843.0
2020-08-16,Dadra and Nagar Haveli and Daman and Diu,48212.0,45676,1878.0
2020-08-17,Dadra and Nagar Haveli and Daman and Diu,48710.0,46224,1908.0
2020-08-18,Dadra and Nagar Haveli and Daman and Diu,49290.0,46665,1951.0
2020-08-19,Dadra and Nagar Haveli and Daman and Diu,49879.0,47184,1995.0
2020-08-20,Dadra and Nagar Haveli and Daman and Diu,50293.0,47703,2030.0
2020-08-21,Dadra and Nagar Haveli and Daman and Diu,50923.0,48105,2082.0
2020-08-22,Dadra and Nagar Haveli and Daman and Diu,51285.0,48524,2120.0
2020-08-23,Dadra and Nagar Haveli and Daman and Diu,51580.0,48995,2161.0
2020-08-24,Dadra and Nagar Haveli and Daman and Diu,51843.0,49322,2181.0
2020-08-25,Dadra and Nagar Haveli and Daman and Diu,52160.0,49538,2203.0
2020-08-26,Dadra and Nagar Haveli and Daman and Diu,52524.0,49806,2228.0
2020-08-27,Dadra and Nagar Haveli and Daman and Diu,52859.0,50236,2266.0
2020-08-28,Dadra and Nagar Haveli and Daman and Diu,53227.0,50539,2290.0
2020-08-29,Dadra and Nagar Haveli and Daman and Diu,53527.0,50809,2306.0
2020-08-30,Dadra and Nagar Haveli and Daman and Diu,53769.0,51141,2340.0
2020-08-31,Dadra and Nagar Haveli and Daman and Diu,54194.0,48426,
2020-09-01,Dadra and Nagar Haveli and Daman and Diu,54566.0,51761,
2020-09-02,Dadra and Nagar Haveli and Daman and Diu,54964.0,52110,
2020-09-03,Dadra and Nagar Haveli and Daman and Diu,55345.0,52449,
2020-09-04,Dadra and Nagar Haveli and Daman and Diu,55688.0,52795,
2020-09-05,Dadra and Nagar Haveli and Daman and Diu,56008.0,53134,
2020-09-06,Dadra and Nagar Haveli and Daman and Diu,56174.0,53396,
2020-09-07,Dadra and Nagar Haveli and Daman and Diu,56476.0,53554,
2020-09-08,Dadra and Nagar Haveli and Daman and Diu,56839.0,53816,
2020-09-09,Dadra and Nagar Haveli and Daman and Diu,57220.0,54125,
2020-09-10,Dadra and Nagar Haveli and Daman and Diu,57587.0,54482,
2020-09-11,Dadra and Nagar Haveli and Daman and Diu,57888.0,54827,
2020-09-12,Dadra and Nagar Haveli and Daman and Diu,58336.0,55096,
2020-09-13,Dadra and Nagar Haveli and Daman and Diu,58530.0,55531,
2020-09-14,Dadra and Nagar Haveli and Daman and Diu,59154.0,55686,2763.0
2020-09-15,Dadra and Nagar Haveli and Daman and Diu,59530.0,56305,2783.0
2020-09-16,Dadra and Nagar Haveli and Daman and Diu,59771.0,56646,2810.0
2020-09-17,Dadra and Nagar Haveli and Daman and Diu,60237.0,56905,2831.0
2020-09-18,Dadra and Nagar Haveli and Daman and Diu,60738.0,57338,2859.0
2020-09-19,Dadra and Nagar Haveli and Daman and Diu,61270.0,57759,2887.0
2020-09-20,Dadra and Nagar Haveli and Daman and Diu,61482.0,58254,2924.0
2020-09-21,Dadra and Nagar Haveli and Daman and Diu,62055.0,58459,2933.0
2020-09-23,Dadra and Nagar Haveli and Daman and Diu,63047.0,59438,2962.0
2020-09-24,Dadra and Nagar Haveli and Daman and Diu,63512.0,59995,2977.0
2020-09-26,Dadra and Nagar Haveli and Daman and Diu,64336.0,60848,2996.0
2020-09-27,Dadra and Nagar Haveli and Daman and Diu,64691.0,61264,3002.0
2020-09-28,Dadra and Nagar Haveli and Daman and Diu,65134.0,61618,3012.0
2020-09-29,Dadra and Nagar Haveli and Daman and Diu,65539.0,62045,3032.0
2020-09-30,Dadra and Nagar Haveli and Daman and Diu,65953.0,62439,3040.0
2020-10-01,Dadra and Nagar Haveli and Daman and Diu,66337.0,62840,3054.0
2020-10-02,Dadra and Nagar Haveli and Daman and Diu,66566.0,63228,3063.0
2020-10-03,Dadra and Nagar Haveli and Daman and Diu,67029.0,63509,3070.0
2020-10-04,Dadra and Nagar Haveli and Daman and Diu,67272.0,63873,3087.0
2020-10-05,Dadra and Nagar Haveli and Daman and Diu,67666.0,64129,3092.0
2020-10-06,Dadra and Nagar Haveli and Daman and Diu,68056.0,64498,3103.0
2020-10-07,Dadra and Nagar Haveli and Daman and Diu,68466.0,64888,3120.0
2020-10-08,Dadra and Nagar Haveli and Daman and Diu,68831.0,65283,3132.0
2020-10-09,Dadra and Nagar Haveli and Daman and Diu,69192.0,65638,3140.0
2020-10-10,Dadra and Nagar Haveli and Daman and Diu,69529.0,65980,3152.0
2020-10-11,Dadra and Nagar Haveli and Daman and Diu,69785.0,66324,3163.0
2020-10-13,Dadra and Nagar Haveli and Daman and Diu,70514.0,66935,3168.0
2020-10-14,Dadra and Nagar Haveli and Daman and Diu,70815.0,67297,3171.0
2020-10-15,Dadra and Nagar Haveli and Daman and Diu,71144.0,67588,3172.0
2020-10-16,Dadra and Nagar Haveli and Daman and Diu,71386.0,67909,3177.0
2020-10-17,Dadra and Nagar Haveli and Daman and Diu,71664.0,68164,3180.0
2020-10-18,Dadra and Nagar Haveli and Daman and Diu,71807.0,68439,3183.0
2020-10-19,Dadra and Nagar Haveli and Daman and Diu,72136.0,68578,3185.0
2020-10-20,Dadra and Nagar Haveli and Daman and Diu,72410.0,68894,3194.0
2020-04-01,Delhi,2621.0,,
2020-04-07,Delhi,9041.0,7308,576.0
2020-04-09,Delhi,9968.0,8643,720.0
2020-04-10,Delhi,11061.0,9662,903.0
2020-04-11,Delhi,11709.0,10218,1069.0
2020-04-12,Delhi,14036.0,11748,1154.0
2020-04-13,Delhi,15032.0,12283,1510.0
2020-04-14,Delhi,16282.0,13748,1561.0
2020-04-15,Delhi,16605.0,13865,1578.0
2020-04-16,Delhi,18784.0,14692,1640.0
2020-04-17,Delhi,21409.0,16899,1707.0
2020-04-18,Delhi,22283.0,17449,1893.0
2020-04-19,Delhi,24387.0,19393,2003.0
2020-04-20,Delhi,25900.0,20712,2081.0
2020-04-21,Delhi,26627.0,21810,2156.0
2020-04-22,Delhi,28309.0,22713,2248.0
2020-04-23,Delhi,30560.0,24538,2375.0
2020-04-24,Delhi,33672.0,26552,2514.0
2020-04-25,Delhi,35519.0,28693,2625.0
2020-04-26,Delhi,37613.0,31919,2918.0
2020-04-27,Delhi,39911.0,34145,3108.0
2020-04-28,Delhi,43370.0,36195,3314.0
2020-04-29,Delhi,47225.0,39920,3439.0
2020-05-02,Delhi,58210.0,,4122.0
2020-05-03,Delhi,60246.0,,4549.0
2020-05-04,Delhi,64108.0,,4898.0
2020-05-05,Delhi,67852.0,,5104.0
2020-05-06,Delhi,71934.0,,5532.0
2020-05-07,Delhi,77234.0,,5980.0
2020-05-08,Delhi,81367.0,,6318.0
2020-05-09,Delhi,84226.0,,6542.0
2020-05-10,Delhi,93810.0,,6923.0
2020-05-11,Delhi,97678.0,,7233.0
2020-05-12,Delhi,106109.0,,7639.0
2020-05-13,Delhi,113345.0,,7998.0
2020-05-14,Delhi,119736.0,,8470.0
2020-05-15,Delhi,125189.0,,8895.0
2020-05-16,Delhi,130845.0,,9333.0
2020-05-17,Delhi,135791.0,,9755.0
2020-05-18,Delhi,139727.0,,10054.0
2020-05-19,Delhi,145854.0,,10554.0
2020-05-20,Delhi,150282.0,,11088.0
2020-05-21,Delhi,154385.0,,11659.0
2020-05-22,Delhi,160255.0,,12319.0
2020-05-23,Delhi,165047.0,,12910.0
2020-05-24,Delhi,169873.0,,13418.0
2020-05-25,Delhi,174469.0,,14053.0
2020-05-26,Delhi,178579.0,,14465.0
2020-05-27,Delhi,184362.0,,15257.0
2020-05-28,Delhi,191977.0,,16281.0
2020-05-29,Delhi,199626.0,,17386.0
2020-05-30,Delhi,206739.0,,18549.0
2020-05-31,Delhi,212784.0,,19844.0
2020-06-01,Delhi,217537.0,,20834.0
2020-06-02,Delhi,223607.0,,22132.0
2020-06-03,Delhi,230145.0,,23645.0
2020-06-04,Delhi,236506.0,,25004.0
2020-06-05,Delhi,241693.0,,26334.0
2020-06-06,Delhi,246873.0,,27654.0
2020-06-07,Delhi,251915.0,,28936.0
2020-06-08,Delhi,255615.0,,29943.0
2020-06-09,Delhi,261079.0,,31309.0
2020-06-10,Delhi,266156.0,,32810.0
2020-06-11,Delhi,271516.0,,34687.0
2020-06-12,Delhi,277463.0,,36824.0
2020-06-13,Delhi,283239.0,,38958.0
2020-06-14,Delhi,290592.0,,41182.0
2020-06-15,Delhi,296697.0,,42829.0
2020-06-16,Delhi,304483.0,,44688.0
2020-06-17,Delhi,312576.0,,47102.0
2020-06-18,Delhi,321302.0,,49979.0
2020-06-19,Delhi,334376.0,,53116.0
2020-06-20,Delhi,351909.0,,56746.0
2020-06-21,Delhi,370014.0,,59746.0
2020-06-22,Delhi,384696.0,,62655.0
2020-06-23,Delhi,401648.0,,66602.0
2020-06-24,Delhi,420707.0,,70390.0
2020-06-25,Delhi,438012.0,,73780.0
2020-06-26,Delhi,459156.0,,77240.0
2020-06-27,Delhi,478336.0,,80188.0
2020-06-28,Delhi,498416.0,,83077.0
2020-06-29,Delhi,514573.0,,85161.0
2020-06-30,Delhi,531752.0,,87360.0
2020-07-01,Delhi,551708.0,,89802.0
2020-07-02,Delhi,572530.0,,92175.0
2020-07-03,Delhi,596695.0,,94695.0
2020-07-04,Delhi,620368.0,,97200.0
2020-07-05,Delhi,643504.0,,99444.0
2020-07-06,Delhi,657383.0,,100823.0
2020-07-07,Delhi,679831.0,,102831.0
2020-07-08,Delhi,701859.0,,104864.0
2020-07-09,Delhi,724148.0,,107051.0
2020-07-10,Delhi,747109.0,,109140.0
2020-07-11,Delhi,768617.0,,110921.0
2020-07-12,Delhi,789853.0,,112494.0
2020-07-13,Delhi,692845.0,,113740.0
2020-07-14,Delhi,713908.0,,115346.0
2020-07-15,Delhi,736436.0,,116993.0
2020-07-16,Delhi,756661.0,,118645.0
2020-07-17,Delhi,777125.0,,120107.0
2020-07-18,Delhi,798783.0,,121582.0
2020-07-19,Delhi,818989.0,,122793.0
2020-07-20,Delhi,830459.0,,123747.0
2020-07-21,Delhi,851311.0,,125096.0
2020-07-22,Delhi,871371.0,,126323.0
2020-07-23,Delhi,889597.0,,127364.0
2020-07-24,Delhi,908735.0,,128389.0
2020-07-25,Delhi,929244.0,,129531.0
2020-07-26,Delhi,946777.0,,130606.0
2020-07-27,Delhi,958283.0,,131219.0
2020-07-28,Delhi,976827.0,,132275.0
2020-07-29,Delhi,994219.0,,133310.0
2020-07-30,Delhi,1013694.0,,134403.0
2020-07-31,Delhi,1032785.0,,
2020-08-01,Delhi,1050939.0,,136716.0
2020-08-02,Delhi,1063669.0,,137677.0
2020-08-03,Delhi,1073802.0,,138482.0
2020-08-04,Delhi,1083097.0,,139156.0
2020-08-05,Delhi,1099882.0,,140232.0
2020-08-06,Delhi,1120318.0,,141531.0
2020-08-07,Delhi,1143703.0,,142723.0
2020-08-08,Delhi,1168295.0,,144127.0
2020-08-09,Delhi,1192082.0,,145427.0
2020-08-10,Delhi,1204405.0,,146134.0
2020-08-11,Delhi,1223845.0,,
2020-08-12,Delhi,1242739.0,,
2020-08-13,Delhi,1258095.0,,
2020-08-14,Delhi,1273140.0,,
2020-08-15,Delhi,1291411.0,,151928.0
2020-08-16,Delhi,1302120.0,,
2020-08-17,Delhi,1317108.0,,
2020-08-18,Delhi,1337374.0,,
2020-08-19,Delhi,1358189.0,,
2020-08-20,Delhi,1375193.0,,
2020-08-21,Delhi,1392928.0,,
2020-08-22,Delhi,1412363.0,,
2020-08-23,Delhi,1431094.0,,
2020-08-24,Delhi,1443004.0,,
2020-08-25,Delhi,1462845.0,,
2020-08-26,Delhi,1482661.0,,
2020-08-27,Delhi,1503722.0,,
2020-08-28,Delhi,1526655.0,,
2020-08-29,Delhi,1548659.0,,
2020-08-30,Delhi,1569096.0,,
2020-08-31,Delhi,1583485.0,,
2020-09-01,Delhi,1607683.0,,
2020-09-02,Delhi,1636518.0,,
2020-09-03,Delhi,1669352.0,,
2020-09-04,Delhi,1705571.0,,
2020-09-05,Delhi,1744466.0,,
2020-09-06,Delhi,1780512.0,,
2020-09-07,Delhi,1803466.0,,
2020-09-08,Delhi,1849263.0,,
2020-09-09,Delhi,1903780.0,,
2020-09-10,Delhi,1962120.0,,
2020-09-11,Delhi,2022700.0,,
2020-09-12,Delhi,2082776.0,,
2020-09-13,Delhi,2139432.0,,
2020-09-14,Delhi,2184316.0,,
2020-09-15,Delhi,2246985.0,,
2020-09-16,Delhi,2309578.0,,
2020-09-17,Delhi,2369592.0,,
2020-09-18,Delhi,2430629.0,,
2020-09-19,Delhi,2492602.0,,
2020-09-20,Delhi,2555007.0,,
2020-09-21,Delhi,2578740.0,,
2020-09-22,Delhi,2637753.0,,
2020-09-23,Delhi,2697333.0,,
2020-09-24,Delhi,2756516.0,,
2020-09-25,Delhi,2815650.0,,
2020-09-26,Delhi,2873338.0,,
2020-09-27,Delhi,2924754.0,,
2020-09-28,Delhi,2961056.0,,
2020-09-29,Delhi,3020158.0,,
2020-09-30,Delhi,3079965.0,,
2020-10-01,Delhi,3135388.0,,
2020-10-02,Delhi,3191646.0,,
2020-10-03,Delhi,3230952.0,,
2020-10-04,Delhi,3281784.0,,
2020-10-05,Delhi,3317377.0,,
2020-10-06,Delhi,3370968.0,,
2020-10-07,Delhi,3422473.0,,
2020-10-08,Delhi,3475795.0,,
2020-10-09,Delhi,3524930.0,,
2020-10-10,Delhi,3574666.0,,
2020-10-11,Delhi,3623419.0,,
2020-10-12,Delhi,3659366.0,,
2020-10-13,Delhi,3714323.0,,
2020-10-14,Delhi,3771273.0,,
2020-10-15,Delhi,3827164.0,,
2020-10-16,Delhi,3885309.0,,
2020-10-17,Delhi,3941024.0,,
2020-10-18,Delhi,3990438.0,,
2020-10-19,Delhi,4026883.0,,
2020-10-20,Delhi,4083476.0,,
2020-10-21,Delhi,4142540.0,,
2020-10-22,Delhi,4201310.0,,
2020-10-23,Delhi,4259878.0,,
2020-10-24,Delhi,4315339.0,,
2020-10-25,Delhi,4364408.0,,
2020-10-26,Delhi,4398819.0,,
2020-10-27,Delhi,4456029.0,,
2020-10-28,Delhi,4516600.0,,
2020-10-29,Delhi,4576724.0,,
2020-10-30,Delhi,4636365.0,,
2020-10-31,Delhi,4680695.0,,
2020-11-01,Delhi,4725318.0,,
2020-11-02,Delhi,4761983.0,,
2020-11-03,Delhi,4821523.0,,
2020-11-04,Delhi,4880433.0,,
2020-11-05,Delhi,4932727.0,,
2020-11-06,Delhi,4991587.0,,
2020-11-07,Delhi,5049020.0,,
2020-11-08,Delhi,5099774.0,,
2020-11-09,Delhi,5138889.0,,
2020-11-10,Delhi,5197924.0,,
2020-11-11,Delhi,5262045.0,,
2020-11-12,Delhi,5322274.0,,
2020-11-13,Delhi,5378827.0,,
2020-11-14,Delhi,5428472.0,,
2020-11-15,Delhi,5449570.0,,
2020-11-16,Delhi,5479391.0,,
2020-11-17,Delhi,5528422.0,,
2020-11-18,Delhi,5590654.0,,
2020-11-19,Delhi,5653091.0,,
2020-11-20,Delhi,5715516.0,,
2020-11-21,Delhi,5761078.0,,
2020-11-22,Delhi,5815971.0,,
2020-11-23,Delhi,5853278.0,,
2020-11-24,Delhi,5914659.0,,
2020-11-25,Delhi,5976437.0,,
2020-11-26,Delhi,6039703.0,,
2020-11-27,Delhi,6104158.0,,
2020-11-28,Delhi,6173209.0,,
2020-11-29,Delhi,6237395.0,,
2020-11-30,Delhi,6288065.0,,
2020-12-01,Delhi,6346521.0,,
2020-12-02,Delhi,6425470.0,,
2020-12-03,Delhi,6500700.0,,
2020-12-04,Delhi,6585703.0,,
2020-12-05,Delhi,6667176.0,,
2020-12-06,Delhi,6740712.0,,
2020-12-07,Delhi,6793919.0,,
2020-12-08,Delhi,6869328.0,,
2020-12-09,Delhi,6941407.0,,
2020-12-10,Delhi,7005476.0,,
2020-12-11,Delhi,7077155.0,,
2020-12-12,Delhi,7150568.0,,
2020-12-13,Delhi,7222903.0,,
2020-12-14,Delhi,7286847.0,,
2020-12-15,Delhi,7371952.0,,
2020-12-16,Delhi,7450994.0,,
2020-12-17,Delhi,7541348.0,,
2020-12-18,Delhi,7629748.0,,
2020-12-19,Delhi,7717078.0,,
2020-12-20,Delhi,7800367.0,,
2020-12-21,Delhi,7862807.0,,
2020-12-22,Delhi,7945193.0,,
2020-12-23,Delhi,8033054.0,,
2020-12-24,Delhi,8122974.0,,
2020-12-25,Delhi,8208723.0,,
2020-12-26,Delhi,8275838.0,,
2020-12-27,Delhi,8351048.0,,
2020-12-28,Delhi,8408511.0,,
2020-12-29,Delhi,8493400.0,,
2020-12-30,Delhi,8578080.0,,
2020-12-31,Delhi,8659830.0,,
2021-01-01,Delhi,8740395.0,,
2021-01-02,Delhi,8807759.0,,
2021-01-03,Delhi,8876518.0,,
2021-01-04,Delhi,8926806.0,,
2021-01-05,Delhi,9006583.0,,
2021-01-06,Delhi,9082133.0,,
2021-01-07,Delhi,9158755.0,,
2021-01-08,Delhi,9234479.0,,
2021-01-09,Delhi,9314754.0,,
2021-01-10,Delhi,9392354.0,,
2021-01-11,Delhi,9448744.0,,
2021-01-12,Delhi,9524657.0,,
2021-01-13,Delhi,9595402.0,,
2021-01-14,Delhi,9666727.0,,
2021-01-15,Delhi,9733648.0,,
2021-01-16,Delhi,9805605.0,,
2021-01-17,Delhi,9873068.0,,
2021-01-18,Delhi,9923591.0,,
2021-01-19,Delhi,9996032.0,,
2021-01-20,Delhi,10059193.0,,
2021-01-21,Delhi,10140743.0,,
2021-01-22,Delhi,10212593.0,,
2021-01-23,Delhi,10289461.0,,
