place_id,name,latitude,longitude,rating,number_of_reviews,affluence,address
ChIJ7RgOZqCxVTcRo-LhmZdravI,Maura Hotel,23.6184748,90.50513099999999,4.1,383.0,1.0,"Station Road, Kalir Bazar, Narayanganj, Bangladesh"
ChIJkV6A_6KxVTcRSC6HVMN9pP0,Silviya restaurant,23.6107146,90.50466,4.1,28.0,1.0,"JG63+7VM, Narayanganj, Bangladesh"
ChIJH_Krtga5VTcR4K_YRximHCQ,Shahi Delhi Restaurant,23.6130069,90.5053595,4.2,48.0,1.0,"28/1 Patuatuli road, Dhaka, নারায়ণগঞ্জ 1100, Bangladesh"
ChIJW2fI2pPLVTcRR25moB3XjBI,Tin Tara Restaurant,23.8285111,90.5562357,4,10.0,,"Unnamed Road, Bangladesh"
ChIJTzsYr8bLVTcRFVkDTqvgyWs,Sawon Hotel And Restaurant,23.8271044,90.54030949999999,3.7,7.0,,"রুপগঞ্জ, Rupganj, Bangladesh"
ChIJVfb_KGLLVTcRGUkwZ0ROy_k,Restaurant,23.8335498,90.53772529999999,4.5,2.0,,"RGMQ+C39, Bangladesh"
ChIJbZNNrgLLVTcRcHe5Bctz2FQ,জুয়েল হোটেল,23.8337206,90.5446912,0,,,"নাহাটি,ভুলতা, রুপগঞ্জ, Bangladesh"
ChIJTWHgWCHLVTcRjSu7Isb9QxY,সাহিদ রেস্টুরেন্ট এন্ড চা স্টল,23.8338072,90.53171639999999,4,1.0,,"RGMJ+GMG, Bangladesh"
ChIJXSlxegfLVTcRr6LieZyYx_4,Kanchan mini Chinese & restaurant,23.8305921,90.555013,5,1.0,,"RHJ3+7X4 রুপগঞ্জ, Bangladesh"
ChIJ1UgY-0bLVTcR3NURYpQ1YPs,Purbachal Adda,23.8346825,90.5317184,4.1,96.0,,"Road # 101, Sector # 5, Purbachal 300 Feet Road, Purbachal, Dhaka, Bangladesh, Dhaka 1461, Bangladesh"
ChIJPYS6cefLVTcRykBRQb62yDo,Friends Circle Restaurant,23.8347754,90.5323932,3.8,117.0,,"Road# 103,Sector# 5 (300 Fit Road,Beside, Kanchan Bridge, ঢাকা, Bangladesh"
ChIJfQEV2TfLVTcRo7zxO55AjUA,Purbachal Dream Swim & Restaurant,23.8333335,90.52905319999999,4.2,13.0,,"Pubachal Sector 03 Road 102, 1461, Bangladesh"
ChIJSSzKn6XLVTcROi6Bm9iQVCk,Purbachal Kutum Bari Thai & Chinese Restaurant,23.8334517,90.53235079999999,0,,,"Purbachal Express Hwy, Dhaka, Bangladesh"
ChIJrTTKv23LVTcR9VP2jambpwc,The Muslim Restaurant & Sweets,23.8300619,90.5543392,4,2.0,,"RHJ3+2PG, Bangladesh"
ChIJn8eEfu3LVTcRwRSRtJwYggU,Mollah Chinese Restaurant & Party Center,23.8349808,90.53231129999999,4.3,4.0,,"Road # 101, Sector # 5, Purbachal 300 Feet Road, ঢাকা, Bangladesh"
ChIJnb-sq62zVTcRayiaXveZtzg,Kabab Hut,23.6354094,90.59434979999999,4.8,10.0,,"Mamun Plaza (1st Floor), College Road, Chourasta, সোনারগাঁ, Bangladesh"
ChIJtdPO9XyzVTcRsHt970xKCrw,NFC Restaurant & BBQ,23.6406018,90.5917484,4.3,77.0,,"N1, Sonargaon, Bangladesh"
ChIJvRV0PDGzVTcRY_8f9oFlzGU,NFC,23.6361821,90.5954691,3.9,110.0,2.0,"Sonargaon Rd, Sonargaon, Bangladesh"
ChIJi-oF1r5MVDcRufyHYRsJBrw,Shapla Restaurant,23.6460977,90.61601829999999,4.1,32.0,,"JJW8+CCJ, Pirojpur Pourashava, Bangladesh"
ChIJZWQ0yXOzVTcRYQsxZL559t8,Lollipop food corner,23.6345117,90.5961803,4.2,6.0,,"JHMW+RF3, Sonargaon, Bangladesh"
ChIJP1egIIBNVDcR6cz39Bk9D2E,শাহী হালিম,23.6461873,90.6158124,0,,,"JJW8+F8F, Sonargaon, Bangladesh"
ChIJc8QpTfuzVTcRpDx6cF1tSbQ,Sonargaon Dhansiri Restaurant,23.6502246,90.58754599999999,3.9,31.0,,"MH2Q+32M, Sonargaon, Bangladesh"
ChIJ76nRyeezVTcRPfeuvLLgB7w,বাংলা হোটেল,23.6346591,90.59575679999999,0,,,"JHMW+V86, Sonargaon, Bangladesh"
ChIJaVZ4Mv-zVTcRh6lKDSnKtSc,ললিপপ রেস্টুরেন্ট 🍭,23.6365545,90.5961374,0,,,"Sonargaon Rd, Sonargaon, Bangladesh"
ChIJie4o7lmzVTcRoet8VOgEHbM,আলিফ রেস্টুরেন্ট,23.6300224,90.5827137,0,,,"JHJJ+PW6, Sonargaon, Bangladesh"
ChIJHQTaIQGzVTcRNa1Hi5xPPD4,সোনারগাঁ রেস্তোরা এন্ড বিরানী হাউস,23.6496753,90.586809,2.3,3.0,,"N1, Sonargaon, Bangladesh"
ChIJ0aWB3zCzVTcRk0xFc4Azec8,Khaja Restaurent,23.6358705,90.5943534,4,63.0,1.0,"Sonargaon Rd, Sonargaon, Bangladesh"
ChIJYdHZ2zCzVTcRe5j-ZT1CkSs,Kola Pata Restaurant,23.6360281,90.59402109999999,3.8,526.0,,"Sonargaon, N1, Sonargaon, Bangladesh"
ChIJHTBPfkuzVTcRXyItIBW238s,Cafe Sonargaon Hotel & Restaurant,23.6489508,90.5992823,3.9,11.0,,"JHXX+HPM, Sonargaon, Bangladesh"
ChIJv4qcGg2zVTcRerjM0l_YQTs,Bismillah Hotel & Restaurant (বিসমিল্লাহ হোটেল অ্যান্ড রেস্টুরেন্ট),23.6400692,90.59202689999999,5,1.0,,"JHRR+2RC, Sonargaon, Bangladesh"
ChIJYXC87KmzVTcRvhwMi3dxcCk,Burger Queen,23.6364682,90.5961427,3.4,5.0,,"JHPW+HFJ, Sonargaon, Bangladesh"
ChIJ2WUo-bhMVDcR-uyUDQIOTGM,Safe Garden Hotel & Restaurant,23.6456142,90.6133183,3.9,134.0,1.0,"JJW7+68W, Sonargaon, Bangladesh"
ChIJo8cX3WyzVTcRO6OHJoxJBEg,Shapla Restaurant,23.6460948,90.5991042,0,,,"Uddavganj Road, Sonargaon, Bangladesh"
ChIJKe0wnDWzVTcRF0zz0Wq5rR8,হাজী বিরিয়ানি হাউজ,23.6365238,90.596249,0,,,"Kazi shah market,grand trank road, সোনারগাঁ, Bangladesh"
ChIJbSgbUUuzVTcRDUD0SHZIHT4,Mayer doa Birani House,23.6356332,90.59448220000002,5,1.0,,"Sonargaon Rd, Sonargaon, Bangladesh"
ChIJq9iTHDuzVTcRdRbxauBU1fo,Al Makka Hotel & Restaurant,23.6409304,90.58786069999999,0,,,"JHRQ+94H, Sonargaon, Bangladesh"
ChIJNxze2qyzVTcR67XYIPMj8wE,Kolapata cafe,23.6363191,90.59545709999999,5,3.0,,"Mograpara chowrasta ( ayub plaza, সোনারগাঁ 1404, Bangladesh"
ChIJwRFnqTazVTcRziFYHpl2bAg,Akbar Chinese Fast-Food & Restaurant,23.6362764,90.5954979,4,4.0,,"JHPW+G59, Sonargaon, Bangladesh"
ChIJ__whcsWzVTcR7MULEfEaz78,Sagar Hotel & Restaurant,23.650182,90.5996196,5,1.0,,"MH2X+3RH, Sonargaon, Bangladesh"
ChIJa9EXeUuzVTcRt-kGY66aruw,Ishakha Restaurant,23.6485088,90.59927390000001,3.6,7.0,,"JHXX+CP2, Sonargaon, Bangladesh"
ChIJfeuyOJJNVDcR7UsL3Xz9ukE,Kamrul store,23.6439424,90.6108129,0,,,"JJV6+H8G, Sonargaon, Bangladesh"
ChIJc3sa_yuzVTcRWqZE4Og6c0Q,মামার চাপঘর,23.6333562,90.5862353,5,4.0,,"Kaikertek Rd, Sonargaon, Bangladesh"
ChIJq939tgxNVDcRFlXG9NSwvYo,CAFE CUBE,23.6481431,90.6114518,5,3.0,,"Sonargaon Rd, Sonargaon, Bangladesh"
ChIJ8SswgkyzVTcRHad4Bs5xfak,Bismillah Restaurent,23.6491912,90.5994388,2.8,4.0,,"JHXX+MQG, Sonargaon, Bangladesh"
ChIJnzzqTq1MVDcREc899v7fgM0,Daruchini Restaurant & Misti Ghar,23.6558853,90.6017598,3.7,22.0,,"MJ42+9P2, Sonargaon, Bangladesh"
ChIJGwv8pDizVTcRIeb_4Kubosw,Mamu'r Bari Restaurant & Picnic Spot,23.6518715,90.60035850000001,5,2.0,,"MJ22+P4X, Sonargaon, Bangladesh"
ChIJM9CsfkuzVTcRX8jxnUpVXIg,Tajmahal Hotel & Restaurant,23.6486913,90.5993745,3.6,168.0,,"JHXX+FPH, Sonargaon, Bangladesh"
ChIJuwTpr0azVTcR4uVN4VCRTqI,Safeway Food Corner,23.648409,90.5877466,4.3,6.0,,"JHXQ+939, Sonargaon, Bangladesh"
ChIJjWtxjcuzVTcRoZXfb26B9x4,Hazi Biryani House,23.636174,90.59497669999999,5,1.0,,"JHPV+FX9, Sonargaon, Bangladesh"
ChIJPy579PqzVTcRebSD3ZeJhFk,মামুর বাড়ী রেষ্টুরেন্ট এন্ড পিকনিক স্পট,23.6522867,90.6005741,4,4.0,,"Sonargaon Rd, Sonargaon, Bangladesh"
ChIJQ12-QstNVDcR6yTR7H5wyEc,MUSLIM SWEETS AND RESTAURANTS,23.6461906,90.61589889999999,0,,,"Sonargaon, Bangladesh"
ChIJ2SmNFPVNVDcRmpyqkw5gJeY,Khabar Ghar Restaurant,23.6551285,90.60166959999999,4,4.0,,"Sonargaon Rd, Sonargaon, Bangladesh"
ChIJcWT1A92zVTcRGGxrcg5ty18,New Star Restaurant,23.6485708,90.58559339999999,0,,,"JHXP+C6G, Sonargaon, Bangladesh"
ChIJZ41vr5-zVTcRpIbLqxiquAU,Takwa Restaurant & Birany House,23.6361137,90.59593129999999,3.5,2.0,,"JHPW+C9V, Sonargaon, Bangladesh"
ChIJTaQ3UUGzVTcRV78FQygmWeg,Rajdhani Hotel & Restaurant,23.6486653,90.58692309999999,3.5,218.0,,"Sonargaon, N1, Sonargaon, Bangladesh"
ChIJnTYfkjKzVTcRgkN9lmTd2ds,Chittagong Restaurant & Mama Hotel,23.6323521,90.59976469999999,3.4,5.0,,"JHJX+WWR, Pirojpur Pourashava, Bangladesh"
ChIJE_lPqFezVTcRbPnmt4RbRDk,কাশফুল রেস্টুরেন্ট (kasfull Restaurant),23.6355057,90.5949662,3.7,32.0,,"mograpara courasta, সোনারগাঁ, Bangladesh"
ChIJo02iNhqzVTcRqwIBvSBKBSk,Skylark Rooftop Restaurant & Cafe,23.6363736,90.5939564,3.5,28.0,,"Al Madina Shopping Mall (8th Floor, Chourasta, সোনারগাঁ, Bangladesh"
ChIJccR3EWazVTcRkVQPAKZrTVw,Sister Restaurant,23.6526898,90.5790351,3,1.0,,"MH3H+3JF, Bangladesh"
ChIJQWBmhr9NVDcReyMu_l7mrQA,Hot Chicken,23.655441,90.60171539999999,3.4,39.0,2.0,"MJ42+5MG, Sonargaon, Bangladesh"
ChIJzUfdTghNVDcRsoeE5QUr8ks,Allah'r Dan Hotel and Restaurant,23.6260492,90.6195108,0,,,"Unnamed Road, Bangladesh"
ChIJuXMEtNJMVDcROI9Y9O3gF_M,Sugondha highway restaurant,23.6309274,90.60147479999999,3.5,38.0,,"N1, Sonargaon, Bangladesh"
ChIJvZNgXzKzVTcRvSn4nWqSB5k,Hirajil Hotel & Restaurant,23.630718,90.60157509999999,3.3,155.0,2.0,"Pirojpur Pourashava, Sonargaon, N1, Sonargaon, Bangladesh"
ChIJ1TnDfUuzVTcRA5uLsHBZ8vo,Rupashi Bangla Picnic Spot & Restaurant,23.6489594,90.5994395,3.4,14.0,2.0,"Sonargaon Rd, Sonargaon, Bangladesh"
ChIJ3UFK2mizVTcR4eewb3bVtyM,Abadi Highway Restaurant,23.6525865,90.5785851,3.5,50.0,,"Sonargaon, N1, N1, Bangladesh"
ChIJV6CA8fAhVDcRwIYnkH64hpM,Grand Nawab Restaurant,24.1051712,90.85146519999999,4.1,14.0,,"Belabo, Bangladesh"
ChIJk4qo7Z0hVDcR5K5vMuMhrJY,নীল দরিয়া বিনোদন পার্ক,24.1124779,90.842793,5,1.0,,"4R6V+X4V, Bangladesh"
ChIJZy7BA94hVDcRkBO6vMmybAw,বিসমিল্লাহ হোটেল,24.1040434,90.85191909999999,5,1.0,,"বাজার উপজেলা রোড, Bangladesh"
ChIJE92QLUYhVDcRjLR1iDCw0Tc,Tripti Hotel & Restaurant,24.1084686,90.85084259999999,0,,,"Unnamed Road, Belabo, Bangladesh"
ChIJmU6VVp4hVDcRPyCj7bt439g,মায়ের দোয়া রেস্টুরেন্ট,24.1050322,90.8514995,0,,,"নিলক্ষীয়া বাজার, সল্লাবাদ ইউনিয়ন রোড, Belabo, Bangladesh"
ChIJFWorOvQgVDcRo44mhERF0Cs,Sohag Hotel & Sweet Shop,24.1128185,90.86422449999999,4,2.0,,"4V77+4MH, Bangladesh"
ChIJfUzs7OAhVDcR3S2qD-hDheg,M/s. Vai Vai Traders,24.1127622,90.8641212,3,1.0,,"1219 Faridpur Anando Bazar - Saysuti Bazar Rd, Bangladesh"
ChIJCzWmzuMhVDcRl5rDnr1ovbk,RIFAT POULTRY FEED & MEDICINES,24.103921,90.8527745,0,,,"Bapare para, Bangladesh"
ChIJ-Xgyv1sgVDcRHWhZr1eFD60,Rabiya Hotel,24.1098619,90.87355989999999,3.5,2.0,,"Faridpur Mazar, Kuliarchar, Bangladesh"
ChIJp84gPtuDVjcRvBUYgiP1FUQ,ADDA Fast-food,24.1427566,90.6970431,4.6,11.0,,"Monohardi College Rd, Monohardi, Bangladesh"
ChIJ677oNZQpVDcRRfL-XqF81IE,হাজী বিরিয়ানি হাউজ,24.1422391,90.69602549999999,0,,,"4MRW+VCR, Monohardi, Bangladesh"
ChIJ71Q9zR2DVjcRYl4ryH1-tZ4,মনোহরদী পৌর মাইক্রোস্টেন,24.1423566,90.70363159999999,1,1.0,,"4PR3+WFR, Monohardi, Bangladesh"
ChIJbWpk85kpVDcRGkTvLz_wXdA,মারিয়া হোটেল এন্ড রেস্টুরেন্ট,24.1413114,90.70337850000001,5,1.0,,"4PR3+G9C, Monohardi, Bangladesh"
ChIJB0CDhGCDVjcR0v1ZK6IKYfA,3 Star Kabab Ghor,24.1425582,90.6984653,4.3,26.0,,"Monohardi College Rd, Monohardi, Bangladesh"
ChIJJ3jv7hspVDcR5FuqpFcnvd4,চাঁদের বাড়ি রেস্তোরাঁ,24.1409605,90.70318159999999,0,,,"পাইকান ব্রীজ, Monohardi 1652, Bangladesh"
ChIJQ1tfChQpVDcRZ9ZjB6d6NVc,ROKIB AND NAYEM HOUSE-TSASTN GRUP,24.1237332,90.70035589999999,4,1.0,,"4PF2+F4X, Bangladesh"
ChIJWTZTREgpVDcRGsMyB6xX7MU,ভাই ভাই হোটেল এন্ড সুইটমিট,24.1416885,90.6971976,5,1.0,,"4MRW+MVP, Monohardi, Bangladesh"
ChIJM1xuMAuCVjcRCMtrdp_3Gr0,Joj Mia Hotel,24.1462696,90.69577649999999,4.2,46.0,,"4MWW+G82, Monohardi, Bangladesh"
ChIJued2sLEpVDcRfjbUYL9si6I,Cafe Garden Restaurant & Party Center,24.139798,90.6973685,4.2,86.0,,"House # 399, Ward # 7, Monohardi 1650, Bangladesh"
ChIJYfa6df6DVjcROKURyI6pORI,চিত্ত চা ঘর,24.1413005,90.69491389999999,4,3.0,,"4MRV+GXF, Bangladesh"
ChIJiXT6FwopVDcRYUezDMdLajE,Cafe শীতল হাওয়া,24.1413301,90.69469520000001,3.7,10.0,,"Khirati, Bangladesh"
ChIJj08p19iDVjcR9dFhRsiMJ2U,Bhai Bhai Hotel & Sweetmeat,24.1446025,90.7047749,3.6,16.0,,"4PV3+RWR, Monohardi, Bangladesh"
ChIJx7W6lnWCVjcRyDi-3qMvXww,Spicy Food Corner,24.1434277,90.697228,3.7,32.0,2.0,"Monohardi College Rd, Monohardi 1650, Bangladesh"
ChIJoz6P1AEpVDcRJhuaIp-fQ40,Dubai Restaurant and Community Centre,24.1410443,90.6949049,5,1.0,,"Chorkhiraty, Bangladesh"
ChIJWZRqYHWCVjcR1BmzG99h9H0,Royal Fast Food,24.1424792,90.69723119999999,3.6,147.0,,"4MRW+XVX, Monohardi, Bangladesh"
ChIJV1vSzsspVDcR08IQAq7OXTk,Nurjahan Hotel & Comunity Center,24.1423221,90.6959083,3.9,120.0,,"4MRW+W9F, Monohardi, Bangladesh"
ChIJdf0PsPopVDcRqHbS-QwuaE8,AB.RAHMAN,24.1411755,90.69774509999999,0,,,"Monohardi - Narandi Rd, Monohardi, Bangladesh"
ChIJpxCNlNgpVDcRBn-aNQqz768,Baba Hotel,24.1409899,90.7024471,4,8.0,,"Monohordi gorur hat, মনোহরদী পৌরসভা, Bangladesh"
ChIJVwtS7RExVDcReGPdnUng4ds,Grand Restaurant - Bazirmor,23.9260832,90.7204811,4.2,31.0,,"Bazir Mor, Narsingdi 1600, Bangladesh"
ChIJF_3XExkxVDcRUiBgAa-F7Vo,Hungry Station-Narsingdi,23.9186958,90.7121597,4.4,33.0,1.0,"N Satirpara - Thana Rd, Narsingdi, Bangladesh"
ChIJNVngOEUxVDcRkRaR30vY7pA,Orbit Restaurant & Party Center,23.9328339,90.711421,4,646.0,2.0,"DC Road. Near Cercite House, Tarowa 1600, Bangladesh"
ChIJUaJ6GFkxVDcRyEBAMsqnBOE,Times Kitchen Restaurant & Party Center,23.9284102,90.7214625,4,189.0,,"WPHC+9H8, Narsingdi, Bangladesh"
ChIJu4iR7YExVDcRVZyfM6sOYlg,বোখারী নগর ফুসকা ভাই এন্ড কাবাব ভাই,23.9030579,90.7169511,2.5,2.0,,"WP38+6QG, Dilarpur, Bangladesh"
ChIJS15cfCwxVDcRdW-jIj0sjvs,SEVEN STARS RESTAURANTS AND PARTY CENTRE,23.9292143,90.7218572,4,55.0,,"Buakur, Narsingdi, Bangladesh"
ChIJO5koM88xVDcRGDf4vDThizg,Grand Restaurant,23.9341124,90.7072747,4,142.0,2.0,"2nd Floor, Sijarjul Islam Market, Opposite Of District Jail ঢাকা - সিলেট মহাসড়ক, Jail Khanar Mor, Velanagar - Kalibari Rd, Chinishpur 1600, Bangladesh"
ChIJ76J97EswVDcRUI4TiH-SbPY,Kanai Sweetmeat,23.9233176,90.7189899,4.3,308.0,2.0,"Near, Seva Songer More, Shahi Jame Masjid, Thana Sadar Rd, Narsingdi 1600, Bangladesh"
ChIJg0aIIqAnVDcRbp5kZ-MlicA,Basmoti Kacci Restaurant (বাসমতি কাচ্চি),23.9247987,90.71883219999999,4,32.0,,"19, Lokman Hossain Chattar, Hemendra Sahar Moor, নরসিংদী, Bangladesh"
ChIJw0DhOJIxVDcRM6EUo_Sf4u8,Jamal mamar dokan (new),23.9247872,90.7235242,4,117.0,,"WPFF+WC6, Narsingdi, Bangladesh"
ChIJxXtjL3AxVDcRrgCSFCmhSjw,Galaxy Restaurant | গ্যালাক্সি রেস্টুরেন্ট,23.9326172,90.7121952,4,252.0,,"Near Circuit House & SP office, DC Road, Narsingdi, তারোয়া 1600, Bangladesh"
ChIJRV1aQDMxVDcRP1fEBorbKDM,Food corner,23.929108,90.7219111,5,1.0,,"234 R114, Narsingdi, Bangladesh"
ChIJEZ29YAAxVDcRdCAq00pSL-w,ক্যাফে আজমী এন্ড পার্টিসেন্টার,23.9034496,90.71776249999999,3.8,27.0,,"WP39+947, Narsingdi, Bangladesh"
ChIJkQQCtsgxVDcRMbtsqel8QiE,Mezban Restaurant,23.9338406,90.70696479999999,3.9,100.0,,"Ground Floor, G M Bhuiya Tower, West Side Of Footover Bridge Dhaka - Sylhet Highway Road, Jail Khanar Mor, Chinishpur 1600, Bangladesh"
ChIJE2lNMgoxVDcRtcMS4qw0yjU,মায়ের দোয়া হোটেল এন্ড রেস্টুরেন্ট,23.932655,90.71646199999999,0,,,"allaho chottor, নরসিংদী, Bangladesh"
ChIJF9rLO8UxVDcRquvUnvjMtmw,মেঘনা ফুড প্লেস,23.9019505,90.720781,3,1.0,,"Mayaganj, Dorinobipur, নরসিংদী, Bangladesh"
ChIJKcdu35YxVDcRXLaA3LPgLn4,Royal Hotel and Restaurant,23.9336046,90.7170198,5,1.0,,"Near Union Parishod Office, জর্জ কোর্ট রোড, ব্রাহ্মন্দী 1602, Bangladesh"
ChIJ1SjpIEkwVDcRd5q9aIkRtB0,New Ramesh Podder Sweetmeat,23.923435,90.72229469999999,4,163.0,,"Near Kali Mandir, Bazar Jame Mosjid Rd, Narsingdi 1600, Bangladesh"
ChIJp28-OzYwVDcRyghSEZwG18o,Romij Hotel and Restaurant,23.928934,90.72164739999999,4,23.0,,"Near Narsingdi Rail Station, Railway Station Road, Narsingdi 1600, Bangladesh"
ChIJiTemyd8xVDcR7PZpWS0fCW4,ভাতের হোটেল,23.9039827,90.73315699999999,5,1.0,,"WP3M+H7V, Narsingdi, Bangladesh"
ChIJt8LaSS0xVDcR7F_IVIwWRqU,হাবিহা,23.919267,90.71764899999999,0,,,"WP99+P32, Narsingdi, Bangladesh"
ChIJJak46MsxVDcRqWUq_PJOY8s,Radhuni Hotel and Restaurant,23.9327705,90.71122459999999,3.9,455.0,2.0,"Adjacent Circuit House, Judge Court Road, Tarowa 1602, Bangladesh"
ChIJcwbEP8gxVDcR1sY-bDO4zo4,Shapla restaurant,23.9033252,90.7183019,4,4.0,,"WP39+88, Narsingdi, Bangladesh"
ChIJNYJ0jYExVDcRfRoEuuhd4gg,Moment & Cafe N burger,23.9332025,90.70660989999999,1,1.0,,"জেলখানার মোড় এর পশ্চিম পাশে, Chinishpur, Bangladesh"
ChIJfQFbNOYxVDcRz66_waaBCNs,নিউ বাই বাই রেস্টুরেন্ট এন্ড বিরানী হাউস,23.926146,90.72073340000001,3,1.0,,"WPGC+F75, Narsingdi, Bangladesh"
ChIJ5Y30XsUxVDcRFo-TJgX2I80,Yummy food Cart 🛒 ইয়াম্মি ফুড কার্ট,23.9355922,90.73267,4.9,7.0,,"গাবতলী মাদ্রাসা সংলগ্ন, Bangladesh"
ChIJCXpgW0ExVDcRgf4cK_3Z93s,Fast Food Gallery,23.9327447,90.7105577,0,,,"Narsingdi, Narsindi stadum, Dhaka, তারোয়া, Bangladesh"
ChIJKc8DL8wxVDcR_d1fTxE9Gb0,"Juicy Burger, Live Pizza",23.9324996,90.72110479999999,4.5,2.0,,"WPJC+XCX, Narsingdi, Bangladesh"
ChIJ0_gZcD4xVDcR5SvqSZ_OJnI,Foodjar,23.9366759,90.7307529,4,4.0,,"Green Road, Gabtoli Madrasha Road, Songita, Narsingdi Narsingdi Sadar, 1600, Bangladesh"
ChIJJWSnCp0xVDcRpEYtlR91ddI,Hungry Bites Narsingdi,23.9329424,90.7171463,4.8,5.0,,"উপজেলা সড়ক, Bangladesh"
ChIJPyfYxdMxVDcRCFZBGbObSSo,Food Circuit-ফুড সার্কিট,23.9330245,90.7223424,4,1.0,,"Narsingdi College Rd, Narsingdi, Bangladesh"
ChIJl2wr3EkwVDcRruQaBoKoVKI,Stylus Restaurant & Party Center,23.9277843,90.72134489999999,4,594.0,2.0,"Zabbar Plaza, Infront the BTCL Limited, Station Road, Bazir Mor, Narsingdi 1600, Bangladesh"
ChIJsYKufHYxVDcRzyNAlyF8598,FOODIFY,23.9341047,90.7075583,5,5.0,,"WPM5+J2V, Bangladesh"
ChIJhV4l6dYxVDcR4YeiHpbOhxU,মডার্ণ রেস্টুরেন্ট,23.9227513,90.71910910000001,3.7,3.0,,"Shahi Jame Masjid, Narsingdi 1600, Bangladesh"
ChIJacF-fz0xVDcRbkMC9obgHws,ChiengRai Chinese Restaurant,23.9279384,90.72126,3.9,420.0,2.0,"Thana Sadar Rd, Narsingdi 1600, Bangladesh"
ChIJXWuIWD4xVDcRZP49Yiq6mIo,Moon Restaurant and Party Centre,23.9044192,90.7164324,4.5,2.0,,"Unnamed Road, Bangladesh"
ChIJo44JPswxVDcRVnCDkowCWyI,Sopon mama jallmore,23.9341013,90.72188,0,,,"WPMC+JQR, Brahmondi, Bangladesh"
ChIJ2UzxbXIxVDcRb4BRCgn8Z4I,জায়ান ক্যাফে Zayan Cafe,23.9022037,90.7194751,3.8,53.0,,"নাগরিয়াকান্দী ব্রিজ সংলগ্ন,নরসিংদী।, শেখ হাসিনা সেতুর, অবস্থিত।, Bangladesh"
ChIJJWsMtkswVDcRexnRnHWJi_o,Venera Kitchen,23.9248098,90.71877599999999,3.8,32.0,,"Near, Shahi Jame Masjid, Sadar Road, Seva, Narsingdi 1600, Bangladesh"
ChIJyW2hc3UxVDcRLUsICb6kNDU,Food Fair | ফুড ফেয়ার,23.9327833,90.7203974,0,,,"Unnamed Road, Narsingdi, Bangladesh"
ChIJY1LiX-0xVDcRg4VnNlKKaHA,Kacha longka restaurant (কাঁচা লঙ্কা রেস্টুরেন্ট),23.9192671,90.7176492,0,,,"Court Road,Old town Hall More Narsingdi, Narsingdi 1602, Bangladesh"
ChIJpec88_0xVDcR2-82DwJ6piE,Food Heaven | ফুড হ্যাভেন,23.9311541,90.7178636,0,,,"Sadar Upozila Road, Narsingdi, Bangladesh"
ChIJMVAUpK4xVDcRp3vo73_HFdU,Shahjalal Hotel & Restaurant,23.9307065,90.7213278,0,,,"Railway Station Road, Narsingdi, Bangladesh"
ChIJEemWiP4xVDcRUw7JAjOx7JY,"বিসমিল্লাহ রেস্টুরেন্ট ফাস্টফুড এন্ড বিরিয়ানি হাউজ, Bismillah Restaurant Fast food & Biriyani House",23.9028507,90.7185812,4,3.0,,"WP39+4CW, Dilarpur, Bangladesh"
ChIJQX4gRXwxVDcRzfWoCEzoQNw,Jhal Mukh Fast Food Chatpati & Chinese Restaurant,23.9330306,90.7093481,3,1.0,,"Judge Court Road, Tarowa, Bangladesh"
ChIJ7z5sIcQxVDcR-fmS_vuLfFY,মুন সেকান্দর রেস্টুরেন্ট,23.904254,90.716404,0,,,"শেখ হাসিনা সেতু, Bangladesh"
ChIJXxKqY5kxVDcR_nhPet9UDzc,Good Food Restaurant,23.9337643,90.7217751,0,,,"WPMC+GP2, Brahmondi, Bangladesh"
ChIJfbukWngxVDcRT_nfM_cDfS0,Musicafe,23.9273733,90.70710330000001,4.7,6.0,,"Bashail - Rangamati Road, Bangladesh"
ChIJfTIk-3cxVDcRrUxtDuUVyzE,Food station,23.927996,90.721068,4.5,2.0,,"WPHC+5CW, Narsingdi, Bangladesh"
ChIJB3NyDN8xVDcRt0I_IFSCZI4,Dreamland Restaurant,23.9298981,90.7219427,3.5,2.0,,"Shahid Sattar Road, Sundor Ali Plaza, 34/1 Railway Station Road, Narsingdi, Bangladesh"
ChIJkVFiE6sxVDcR8SlhSL_dPaM,FA kitchen-এফ এ কিচেন,23.9260966,90.71479649999999,3,4.0,,"WPG7+CWM, Narsingdi, Bangladesh"
ChIJA1gvE9wxVDcRyI7Q6vcfEaU,Sunshine Cafe,23.9186299,90.7141726,0,,,"Bangobondo Road, Narsingdi 1600, Bangladesh"
ChIJFXu8j0kwVDcRo5deRbaKLZI,Barbeque Restaurent,23.9260587,90.72051680000001,2,1.0,,"WPGC+C6C, Narsingdi, Bangladesh"
ChIJReuVPJAxVDcRUfMN_ojmBc8,Begum's Kitchen,23.924972,90.7150968,4.5,2.0,,"Shahid Lokman Hossen Rd, Narsingdi, Bangladesh"
ChIJfz70f0AxVDcRES4tby5iacU,Metro Kitchen,23.9198392,90.7223623,4,2.0,,"Gandhi Eidgah Field Rd, Narsingdi, Bangladesh"
ChIJX1P8JAsxVDcRmIy1DnX9XSM,An-Nafiu Molla Restora (আন-নাফিউ মোল্লা রেস্তোরা),23.9131975,90.7015244,5,3.0,,"Narsingdi - Raipur Hwy, Narsingdi, Bangladesh"
