Hotel_name,Review_Title,Review_Text,Sentiment,Rating_Percentage,,,,
Radisson Blu GRT Chennai,Good place for stay,Good neat hotel with friendly staff. Nearer to airport wit drop and pick up facility. Bit found food bit costlier. They do maintain a good quality. A perfect place to stay with family. Specially the club room with bathtub. Children shall enjoy the stay.,3,100,,,,
Radisson Blu GRT Chennai,Awesome experience,It was a good experience and was very close to the airport. Rooms where we spacious and also full with amenities. Food was also good. So overall experience was awesome and will stay again next time and also recommend to others,3,86,,,,
Radisson Blu GRT Chennai,Business hotel superb,I go to room verynice service excellent of antastic food taste wow rent very low &high everything is good fine very neat I love it all Chennai guys love to raddison hotel good,3,100,,,,
Radisson Blu GRT Chennai,Conversation was not that much,The location of the hotel was good. The appearance of the hotel was good. I didn’t face any problem to reach the hotel. There was no activity arranged by the hotel.,3,71,,,,
Radisson Blu GRT Chennai,Excellent,IT was very good experience for all our guest they have got good environment they where felling happy they enjoyed all meals & drinks they like the GYM & swimming poll they have got the time pass activity in hotel they where not feeling tried they where relaxed,3,71,,,,
Radisson Blu GRT Chennai,Conversation was not that much,I had visited this hotel for official purpose. The appearance of the hotel was good. The hotel was located in the centre of the city. The check in and checkout was done on time. The room was not so neat and clean.,3,86,,,,
Radisson Blu GRT Chennai,goood,Good hotel to stAy in Chennai. Fflhlxoxoxitxtxttcolgtcoxgxtixkrxrxfllxdridxfizgxoxixxtoxothcgchochcypyfcycoycyycyycpufotdtodtodotxyycpycyxpgxgpxyoxtoxpyxttxylhxpxphxogxttxxoh gcocgxggcogctcoggxotxoyxyxyocicotxotxxotxpyxyoxyoxoyxttxtixttxxhxoyyxxdypxyocyycogcxoxoycyycoyh,3,65,,,,
Radisson Blu GRT Chennai,Excellent staff & need some improvement,"Staff courtesy was excellent. My reservation issue was clarified immediately. I have 2 suggestions: 1. Need clothes hanging facility in the bathroom. 2. To have someone enumerate the facilities available for breakfast. It was confusing because many items were on offer, but had to be asked for.",3,86,,,,
Radisson Blu GRT Chennai,Very welcoming staff & Airport pickup is convenient.,"The staff were very helpfull and welcoming....

Airport pickup chauffeur service is great & Convenient!",3,100,,,,
Radisson Blu GRT Chennai,Good hospitality and lot of complimentary,"Hotel room were nice. Complimentary drink and foot massage. Staff was very good. I would recommend this hotel especially if you are taking flights. Close to airport, free transfers to airport.",3,80,,,,
Radisson Blu GRT Chennai,Great place to unwind after flying!,"This hotel had wonderful food, lounge, spa and rooms! We really appreciated this great choice of location to unwind after flying several hours from the US, and then flying out again the next day. The massage and spa staff were great, the breakfast was very enjoyable. We will definitely stay here again.",3,100,,,,
FabHotel Priyadarshini Park Mount Road,,Stay at the hotel is good for the given price. However it was mentioned in the booking email breakfast is included for three days stay. But hotel receptionist say it was not included and ask me to check at HOTELS.COM. I did not get any reply from Hotels.Com until I vacate the room. So I paid for my breakfast at the hotel.,3,80,,,,
FabHotel Priyadarshini Park Mount Road,Decent place,"Nothing much to write about as it was just one night to stay. Terrible breakfast , unclean plates cups etc. the first room they gave was smelling of cigarettes smoke fortunately they changed the room. AC was just about ok. Small tacky room",2,60,,,,
FabHotel Priyadarshini Park Mount Road,,"Overall good , room are need& regular cleaning. Hotel Staff are very good",3,80,,,,
FabHotel Priyadarshini Park Mount Road,clean hotel,Good hotel location is good,3,80,,,,
FabHotel Priyadarshini Park Mount Road,Average stay,I am giving the review as average just because I booked through MMT and got the deal at about 1150/- per day. If you are going for the hotel booking then they will charge about 2500/- etc. Which is absolutely not at all worth it. Rooms are OK if you get it at the range of 1000 to 1300.,2,57,,,,
FabHotel Priyadarshini Park Mount Road,Conversation was not that much,Radisson Hotel Delhi,2,43,,,,
FabHotel Priyadarshini Park Mount Road,Average,Pros Location-Value for business people they wnt stay at room fr long time Cons Very Old Building-Feels like the building will collapse at any time. Overall it is not well recommended but it's good for budget travellers,3,100,,,,
FabHotel Priyadarshini Park Mount Road,Old Rooms. Need renovation,Rooms are not maintained. Old rooms. Bed and mattresses need to replace. To maintain subsequent visit of guest stayed once all above required. Space in the room is also less.,3,65,,,,
FabHotel Priyadarshini Park Mount Road,Deba Mishra,Nice Hotel as located in main biz Dist) which saves local conveyence with lively bar. Rooms are worth of money paid with complimentary breakfast ... Above all allows 24hr check in and out,3,86,,,,
FabHotel Priyadarshini Park Mount Road,Its pleasant stay .. Just room service upsets me.,Everything up to mark. I mean i had pleasant stay only thing upsets me is room service .. Very bad response .. Apart of that everything was good. Its at prime location,3,71,,,,
FabHotel Priyadarshini Park Mount Road,Experience was not bad,"Rooms were small, can't accommodate the a third person. Service is bad, took 45 min to put a third bed, then 35 min to get a blanket. Breakfast is bad WiFi was disappointing Paid food is really good Rooms bathrooms are clean and well maintained.",3,71,,,,
FabHotel Priyadarshini Park Mount Road,Good location but need to improve on cleanliness,Service was decent. Food quality is average. Location is excellent. Rooms are also average only. Cockroaches in the bathroom and room. Very close to Marina and Chepauk stadium and connectivity to Chennai Central and other areas is very good. Worth only if you have a good deal online.,2,57,,,,
FabHotel Priyadarshini Park Mount Road,Good stay with reasonable rate,"Location and cleanliness is good, but as far as customer service is concerned, it is just average. Recommended for travelers to stay with reasonable rent. Since, the hotel is situated in Mount Road and it is accessible to all city areas. Food is just okay. Good for a quick stay.",2,57,,,,
FabHotel Priyadarshini Park Mount Road,Good stay with reasonable rate,"Ideally located average hotel, cleanliness is average, small rooms, good breakfast and situated in Mount Road accessible to all city areas. Behaviour of front office staff is good and recommended for travellers to stay with reasonable rent.",3,86,,,,
FabHotel Priyadarshini Park Mount Road,Good hotel with poor services,"Location and cleanliness is good. But as far as customer service is concerned, it is very worst. Even the manager doesn't respond well. Worst behaviour of staff. I didn't expect this kind of behaviour. It would be great if makemytrip does something about this.",2,57,,,,
FabHotel Priyadarshini Park Mount Road,nice stay,It was nice stay for me in this hotel because the location of the hotel was near to the city only. And staffs was also do operative. But manager of this hotel was tottaly good because I did not face any problem in this hotel related to the service food or anything. For me it was value for money. And if I will come in this city so I will stay here only,3,65,,,,
FabHotel Priyadarshini Park Mount Road,Can't expect much,"Location wise hotel is perfect, but maintenance is pathetic. Rooms were ok but bathroom was not hygiene. Food is fine. Better option for amount I paid. Booked it through Makemytrip at lowest fare I believe. Thanks to Makemytrip,. Totally I prefer not to go again.",2,57,,,,
FabHotel Priyadarshini Park Mount Road,A good stay good food Nice place Enjoyed my stay in Chennai,Was good.Hotel room was alright food too good service and nice locationNothing else .... .. ........................ . .............................................................................. .......................,3,86,,,,
FabHotel Priyadarshini Park Mount Road,Hotel was very good,I had visited this hotel alone for official trip. The hotel was very good. The location of the hotel was good. The hotel was nearby the railway station. The appearance of the hotel was good. The check in and checkout was done on time at the hotel. The overall service of the hotel was good. The provided room was very dirty at the hotel. The activity was not arranged by the hotel. I don’t have any suggestion for this hotel.,1,29,,,,
Holiday Inn Express Chennai Mahindra World City,Great place for a night or two stay.,"I think it was good, front desk team were very accommodating and courteous. Food was great and in room dining were very prompt. As a whole it's a good experience.",3,80,,,,
Holiday Inn Express Chennai Mahindra World City,Good stay,Great hospitality,3,100,,,,
Holiday Inn Express Chennai Mahindra World City,pride in terms of location & quality of service,i enjoyed lot .excellent hospitality,3,100,,,,
Holiday Inn Express Chennai Mahindra World City,I wish there was another option in MWC,I didn't like it here. But if you're working in Mahindra World City you don't have any choice. A little competition could probably help things. Staff is nice. Hotel is blah.,2,60,,,,
Holiday Inn Express Chennai Mahindra World City,"new, clean, comfortable",great for people who come to visit Mahindra Tech City. Will save you from travelling back to the city in the evening.,3,100,,,,
"The Raintree, St. Mary's Road",A decent hotel,"I stayed there for one night, everything was great especially the helpful staff and breakfast, but there were visible stains noted on the bed sheet not sure if they changed the bed sheet or night.",3,80,,,,
"The Raintree, St. Mary's Road",Just Lovely!,Great location with airport transport. Breakfast was bountiful! Rooms were clean and spacious with Mini bar coffee maker and hair dryer. Roof top pool resteraunt and bar were amazing with a Daily Happy Hour! aC and Wifi!,3,100,,,,
"The Raintree, St. Mary's Road",Great hotel esp for a single woman traveler,"Had a great experience. I was travelling and staying here alone. Got a comfortable room near the elevator. Quick check-in and checkout. The room was very comfortable, as was the breakfast. Would definitely stay here again.",3,100,,,,
"The Raintree, St. Mary's Road",,Good Hotel with decent experience. Very courteous staff.,3,100,,,,
"The Raintree, St. Mary's Road","Excellent, over top service.",This was our first stay in india after we landed in chennai and started our 3 week trek across southern india. A splurge that we're glad we made. Helped us adjust our barrings. Its in a good neighborhood to walk around and explore. Staff was great. Highly recommend.,3,100,,,,
"The Raintree, St. Mary's Road","Nice hotel, horrible service","I stayed at Raintree with a few friends and while the facilities are great, the staff were rude and unaccommodating. I have two words to describe their attitude towards us - 'passive aggressive'. I was told this is a 5 star hotel. I can hardly believe that. Had a disappointing time because of the service. Facilities are great. Food is overpriced.",1,40,,,,
"The Raintree, St. Mary's Road",,Great experience. Really good hotel with very professional and friendly staff. They are more than willing to go the extra mile to ensure a pleasant stay.,3,100,,,,
"The Raintree, St. Mary's Road",Stay away from the wine,"Be careful with the taxes on your food order, while the food prices was as expected, I ended up paying about 25 usd for a glass of wine, supposedly house wine, because of \""heavy local taxes\"". I wish I had been informed before receiving the bill...",3,80,,,,
"The Raintree, St. Mary's Road",Very nice hotel with friendly staff,"Overall very good, quick WiFi.",3,80,,,,
"The Raintree, St. Mary's Road",Great hotel and breakfast buffet,Great hotel and breakfast buffet. Outstanding staff. Stayed with my family but probably ideal for the business traveler.,3,100,,,,
"The Raintree, St. Mary's Road",Nice Hotel with Amazing Breakfast Spred,"Raintree is a good hotel located in heart of Chennai. Room was spacious and Nice. Breakfast was amazing with at-least 4 cuisines on the spread. A visist at night to the rooftop lounge is recommended for the views. But if you are  on Business, be careful as internet is unstable and spotty. Recommended if business is not on your mind",3,100,,,,
"The Raintree, St. Mary's Road",,"We had a very good stay. All the staff were attentive and helpful particularly my special needs for a man of 84 years old.
However the room was not adequately furnishes. Needs at least 2 chairs for husband and wife to sit and  drink Tea.",3,80,,,,
"The Raintree, St. Mary's Road",just like home,i work all over the world and hotels are part of my life the Raintree St. Marys is absolutely wonderful the staff from top management to resteraunt staff and housekeeping are very friendly and accomadating they make you feel at home but with better service :) definitley recomend this place for business or vacation . the location is great and they have three resteraunts all with great food,3,100,,,,
Taj Club House,Excellent Business Hotel.,"Excellent Service, Very Clean and Good Rooms. Helpful staff.",3,100,,,,
Taj Club House,Club house Chennai,"This is a lovely hotel and the staff are very attentive. 
There is no alcohol served at this hotel which did not bother me but was a surprise to my colleagues so if you like to have a glass of wine with dinner it's not possible. 
Good location however close to businesses.",3,100,,,,
Taj Club House,,Taj quality is unparalleled. Attention to details makes the difference.,3,100,,,,
Taj Club House,Truly wonderful stay!,"This is a wonderful hotel - absolutely five-star service throughout the property! Everyone made me feel welcomed and valued. Plus, the breakfast is sumptuous, and the Indian restaurant is quite amazing!",3,100,,,,
Taj Club House,Amazing service at the Taj Club House,It was amazing. They went out of their way to accommodate our requests!,3,100,,,,
Taj Club House,Jewel hotel,"Extremely courteous staff
Very helpful and attentive will do all they can to make your stay enjoyable and pleasurable 
Can find no fault with my experience or stay 
Loved my stay!",3,100,,,,
Taj Club House,"Close to 2 shopping centres, nice and quiet","Service minded staff, who attended to the residents’ requirements in a professional and courteous manner. Buffet breakfast was excellent with a variety that suits both Westerners and Indians. We tried vegetarian curries and Nan breads in ‘Beyond Indus restaurant’ on a number of occasions and must admit that the quality and freshness was superb.",3,100,,,,
Taj Club House,An oasis for the city traveller,"An oasis of comfort in a busy chaotic town. A very pleasant and restful,a place I looked forward to returning after each day's foray into the busy city.",3,100,,,,
Taj Club House,,Nice hotel at the heart of town.. close to everything,3,100,,,,
Taj Club House,Its a nice hotel just across Mount Road/Anna Salai,"Room was OK but not a five star like experience as the rooms look old and bulb fixtures, bed frame looks old.",3,80,,,,
Taj Club House,Valet Parking & Vegan Food,"Valet parking: the ac control switch near driver's seat was broken hence self parking & having the car keys with the guests is recommended
Vegan food: their is no specific menu for vegan, in vegetarian 1 or 2 items are only vegan. Hence would not recommend breakfast here for vegans",2,60,,,,
Taj Club House,Family trip,"Excellent food, great club, friendly staff, room shows wear and tear, but very clean.",3,100,,,,
Taj Club House,Taj clubhouse November 11/22 - 11/26,"Hotel staff was friendly and courteous.
Room was nice size and clean.
Restaurant on the roof had Mediterranean cuisine and it was fabulous.

Very nice hotel to stay for business in chennai",3,80,,,,
Taj Club House,Luxury in Heart of Chennai,Best location and luxury hotel. Staffs were excellent.,3,100,,,,
Taj Club House,AJB Chennai 2 nights May 2013,"Good. Stayed there before. Had small problem: First room had a musty smell. Staff changed my room quickly. No other issues. Breakfast is a good experience. Many choices, relaxed atmosphere. Roof restaurant is also nice. for dinner; Spanish Quisine.",3,80,,,,
The Residency Chennai,Never stay in residency hotel,"Nothing to good to say about this residency hotel, chennai. A few notable negatives are the following:

1. NO Wifi
2. TV stop working every 10 minutes; the remote is so old that the numbers on it have gone away!!!!!
3. hotel staff is just miscerable; they dont know what a customer service is. Very indifferent and cold.

Very bad experience.  will NOT recommend to anyone.",1,20,,,,
The Residency Chennai,NICE HOTEL CHOOSE NEAR TO OFFICE,"STAFF IS   NOT GOOD , KEY NOT FIT 2 TIMES AT NIGHT ,

ROOM 702 KEY IS GIVEN 2 TIMES I AM GET DOWN AT RECEPTION AT 1.45 AM .
THEN GIVEN ROOM NO 701",2,60,,,,
The Residency Chennai,,Ac is not good..bed is not that much good.. it's not worth paying. .,1,20,,,,
The Residency Chennai,,Awesome stay the food was slightly expensive but other than that I dont think this deserves 3.9. The only thing is the room size is small compared to other luxury hotels,3,100,,,,
The Residency Chennai,,Stay was comfortable and service is good & satisfactory,3,80,,,,
The Residency Chennai,The Residency Good Centrally located Hotel,The overall experience was good. However the wi-fi was getting disconnected often. We found the food very expensive.,3,80,,,,
The Residency Chennai,,"Overall stay was good. However, the Wi-Fi was not working. We had to call them multiple times to fix it. It gets fixed for some time and then again they would stop working. This was the only thing that we didn't like about this hotel.",3,80,,,,
The Residency Chennai,Good stay for US consulate visit,Great breakfast and good room service!,3,100,,,,
The Residency Chennai,stay was very good..staff was very courteous,"all in all good..location is excellent close to everything
staff was very friendly and welcoming and very helpful and very knowledgable about the city and guide you about dos and donts whch is very important if you are visiting for leisure and they tell you where to go and when to go",3,100,,,,
The Residency Chennai,It was a very good hotel,Pacific Clarks Inn,3,71,,,,
The Residency Chennai,I enjoyed my stay in The resedency hotel nice place,I was on business trip in Chennai best place to stay. The Residence hotel is very near to all markets center of Chennai very near to Chennai famous shopping center T nagar area in night there are many restaurants near by.,3,65,,,,
The Residency Chennai,Definitely one of the best hotel to stay,"Excellent stay and one of the good hotel to suggest. Medium in cost and within the budget. Good at service and response. Foods & drinks, transport from the hotel is very much accessible at all the times. Definitely one of the best hotel to stay. Conference rooms and meeting rooms are good for business meetings.",3,86,,,,
The Residency Chennai,Awesome experience and friendly staff,I stayed at this hotel with my friends for 2 days. Overall experience was very good regarding the service of the hotel. The staff were well trained and behaved friendly. The building of the hotel was well decorated. The rooms were big in size and were well maintained and provided with all the modern facilities. The room service was always on time. Food was also very much hygenic and tasty. Would like to visit again.,3,86,,,,
The Residency Chennai,,This is a very clean hotel I have stayed in this hotel before (7 years ago) they still maintain the same very good standard,3,100,,,,
The Residency Chennai,Hotel is Centrally Located in heart of Chennai,"This Hotel is Centrally Located in heart of Chennai. Easily accessible from Most of the places in Chennai. Walking distance to some of the best places in and around T Nagar. Best part was high speed internet is complementary. There was a food festival going on, however, being a vegetarian, I was not able to enjoy the food much.",3,71,,,,
The Residency Chennai,The location is good it is nearer to the city,Hotel is good have good ambiance. The room is spacious. The service is good. The location is good it is nearer to the city. The restaurant is excellent. The buffet was very good. They have huge spread. The service was very good and the room is very good.,3,71,,,,
The Residency Chennai,Good facilities & spacious room,"One of the good residency with all facilities. Food was so good and tasty. Room was so big and television was provided with all good channels, it was very entertaining. Bed was so comfortable and mattress were so good. It is near to bus stop and taxi was available. I stayed here for 2 days and enjoyed a lot.",3,86,,,,
The Residency Chennai,Awesome & luxurious hotel to stay,The ambiance of hotel was very good. It was an awesome hotel and also very awesome service provided by the hotel. The staff were courteous and the room was indeed very nice. Spacious rooms. Outer design and as well as inner design was very good. The entrance gate and front office I like the most. Good behavior of hotel staff. World class facility with luxurious hotel.,3,71,,,,
The Residency Chennai,Excellent Hotel with excellent service,"Modern hotel with great location and great rooms with luxury services. I think all facilities available and great for a single person or group and also for family in this hotel. Food and drinks was too tasty with pure products in used. It was a great stay for me in this hotel. Thank you very much Hotel ""The Residency"" for great facilities to us.",3,71,,,,
The Residency Chennai,Very Good,"Very excellent hotel and well maintained for this hotel and very beautiful location for this hotel iam very happy staying the hotel. Very supportive team and very helpful team, and with in seconds attend house keeping team and am very happy for staying hotel",3,65,,,,
The Residency Chennai,Pleasant visit with good food,I stayed in this hotel for 5 days and have found it to be the most homely hotel I have ever experienced. The staff is very courteous and the rooms are clean and well kept. I need to make a special mention about the restaurants and the care taken by the Food &Beverage staff. Buffet breakfast and lunch/dinner are delightful in terms of quality and variety. I really loved this hotel and will surely make a visit again..,3,71,,,,
The Residency Chennai,awesome!!,"The hotel is centrally located and ideal for business meets. Rooms well made and has convenience. The staff here is excellent very well mannered and know how to attend the guest.The location was good, mid of the city and when the rail transit be ready it will make the life much more easier.his hotel will be in my list for my next trip..",3,65,,,,
ITC Grand Chola,,"Great Business hotel, but not really a place to take the family... The ban on selling alcohol may have an impact.  If you want a beer or a G&T at the end of a long day then you'll need to plan ahead.",3,100,,,,
ITC Grand Chola,It's a fine  experience,Great hotel but sometime felt  too big,3,80,,,,
ITC Grand Chola,Mr Neeraj,On the night of my arrival from NY I had a minor problem in my room. Mr Neeraj was extremely helpful in sorting out the issue immediately along with the engineering staff. His prompt service and extremely courteous manner cannot go unnoticed. Thank you Neeraj! God Bless!,3,100,,,,
ITC Grand Chola,Pride of India,"I stayed there only for one night recently and i would guarantee that this is by far the best hotel i've been.The hospitality,service,rooms staffs and also the food is nothing less than excellent.

I would also single out praise to few staffs name Nidhi,Priyanka,Maya and harish whom were awesome and made me feel home..i would personally rate you 4 100/100",3,100,,,,
ITC Grand Chola,,Really nice room and service. The shower drain had a problem that was fixed promptly when the service team was informed.,3,80,,,,
ITC Grand Chola,Fantastic.,Attention to details! Fantastic!,3,100,,,,
ITC Grand Chola,Responsible luxury,A luxurious stay,3,100,,,,
ITC Grand Chola,Simply exceptional,Excellent hotel courteous staff awesome facility ... highly recommended. Would definitely stay there again,3,100,,,,
ITC Grand Chola,Best Hotel in India !!,The moment you walk into the hotel lobby you will feel like a king. This is one of the biggest hotels In the world with magistic features all across the hotel. A perfect place for a family with kids or for business travellers.,3,100,,,,
ITC Grand Chola,Business trip to Chennai,"I arrived in Chennai at 0430 on a Monday morning. The hotel had a car and driver waiting for me.  I was in my room before 0500 and enjoyed a short nap before my week started. Through out my stay, the team at Grand Chola was friendly, helpful, and very kind.  There are some wonderful restaurants, great pools, and good exercise facilities on site.
You will not regret staying at this wonderful hotel!",3,100,,,,
ITC Grand Chola,Royal stay experience,"Royal stay experience. It is slightly overpriced but you certainly get what you pay. Reception staff is very nice. Big lobby. Variety of restaurant like madras cafe, Peshawar & Italan foods. High security. Rooms are marvellous. Controlled by ipad, you can change channel, lights, a/c, door management, door camera, order food through ipad in your room which is very good. Food is excellent. Nice variety of spirits. Amazing experience.",3,86,,,,
ITC Grand Chola,Very quiet and nicely nestled structure,Very quiet and nicely nestled structure. In spite of such a huge property was very efficiently managed. Nice and quiet rooms with open bathrooms and separate enclosures for shower and commode. Food was above average.,3,86,,,,
ITC Grand Chola,Excellent five star hotel and very near to airport,"Excellent view. Great service and great food. Swimming pool has excellent view from room. All the staff are friendly and helpful. Very good security. Has all kind of italian, pan asian and south indian food. Room AC, TV and lights can be operated from IPOD.",3,100,,,,
ITC Grand Chola,Excellent stay & value for money,Value for money. Staff were very friendly and helpful. Breakfast served was really excellent. Staff at the front desk was very helpful. Rooms were very clean and well maintained. Excellent lobby. Had a wonderful stay at the hotel. Location was excellent.,3,100,,,,
ITC Grand Chola,Conversation was not that much,The activity was available at the hotel.,3,86,,,,
ITC Grand Chola,Fantastic Hotel - opulence at its best,ITC Grand Chola is an awesome hotel with great facilities and friendly helpful staff.,3,100,,,,
ITC Grand Chola,Excellent hotel,It's a very pleasant and calm place with a combination of luxury, the service is mind blowing! Yummy and delicious breakfast! Complimentary cake for the wedding couples! A must place to try!,3,100,,,
ITC Grand Chola,Excellent stay experience,"I've booked a room in ITC Grand Chola, Chennai, for my reception. After getting the room card the butler services start. They are with us like a personal assistant in every manner, every second. Totally a privatised hotel for couples. Such a lovely stay at a seven star property. Love you all staff.",3,100,,,,
ITC Grand Chola,Overly hyped,"I heard a lot about chola, but I found not to my expectation. Highly priced rooms, over priced food, and full of false pride staff. I think, I don't need two hundred words to describe Chola. Whatever I have written should be enough to understand hotel management.",3,65,,,,
ITC Grand Chola,Good stay,Everything was nice and nothing to complain about. Breakfast was good with spread out choices line other itc properties. In room dining doesn't have many choices that's the only negative I would say about.,3,100,,,,
ITC Grand Chola,Wonderful stay in great Chennai,"ITC Grand Chola - A Luxury Collection Hotel. Wonderful stay in great Chennai. Excellent location and facilities. Great hospitality and ambiance. Good place to stay. Beautiful rooms with free wifi. Excellent breakfast and last but not the least, a very good swimming pool.",3,86,,,,
ITC Grand Chola,Hotel Review,I had visited this hotel for official trip. The room service was good. The behaviour of the staff's was good. The location of the hotel was good. There were no activities arranged by this hotel.,3,100,,,,
ITC Grand Chola,Room service was very clean,The location of the hotel was very good. The room service was very neat and clean. The overall service of the hotel was good. The food was very nice in the hotel. I had visited this hotel with my family for official work. Everything was provided in the room. I was satisfied with this hotel stay. I don’t have any suggestion for this hotel. The hotel was nearby the airport.,3,100,,,,
ITC Grand Chola,Staff was very friendly and helpful,"The location of the hotel was good. The interior and exterior appearance of the hotel was very good. The booking and front office staff was very friendly and helpful. The room was very nice, neat and clean. The other activity was not provided by the hotel. The food served was good. The quality, quantity and taste of the food were good and reasonably priced. The pickup and drop facility was provided by the hotel.",3,86,,,,
ITC Grand Chola,Hotel review,I didn’t take food from the hotel. I had visited this hotel for official purpose with my colleagues. The hotel was good. There was no delay in check in and checkout process in the hotel.,2,57,,,,
ITC Grand Chola,Excellent Hotel,"This is an excellent hotel if you are planning to be close to airport and conduct business.

It is massive and has two sections, and defo will come back to it if I am going back to india.",3,100,,,,
Hilton Chennai,,am enjoyed,3,100,,,,
Hilton Chennai,Quick 12 hour stop,In and out quickly and efficiently. Brief overnight stay before heading to airport which is a 15 minute ride away. Only hotel driver to airport was poor. Too fast poor lane discipline and too close to vehicles in front,3,100,,,,
Hilton Chennai,,Great hotel with excellent attentive staff. Very clean and quiet,3,100,,,,
Hilton Chennai,Great check in,"Short stay arrived at 4.30 am from airport, departed at Noon. Check in swift which you want in middle of night. I had lost my HH card, they managed to sign me up again overnight",3,100,,,,
Hilton Chennai,Hilton Chennai,"Very comfortable and felt safe. 
Staff were very helpful and respectful. Breakfast offered a wide choice which cartered for every palate, started early and finished late.",3,100,,,,
Hilton Chennai,Good service and pleasant staff,"The hotel is about 20 minutes from the airport. The rooms and washrooms are neat and clean. Rooms are well-equipped. Restaurants are nice, food is good. Staff is warm and pleasant. Overall, a nice stay. However, there is not much of a view from the hotel also is more suitable for business and family stay, not suitable for leisure holidays.",3,86,,,,
Hilton Chennai,Good for business vists,"Conveniently located, staff really concerned on your comfort they ensure you get our issue resolved. I had a problem noise from ballroom was too much and my room was noisy. I requested the front desk they quietly accepted the issue arranged an alternative. Icing was they asked me to relax in the new room first and relocate the next day.",3,86,,,,
Hilton Chennai,"Good experience, will visit again",The appearance of the hotel was good. The food was good with quality and quantity. The hotel was located inside the city. I had visited this hotel for official trip. The service was very good. There were activities arranged by this hotel.,3,86,,,,
Hilton Chennai,I was very impressed,I had a great stay at this facility. I am a Diamond member who has stayed in many of your properties but I was especially impressed with this one.,3,100,,,,
Hilton Chennai,Five star service,Lovely hotel which is handy for the airport. Not the best location but once inside your away from the hustle and bustle outside. A short taxi ride into town or to the beach. Service and food were wexcellent.,3,100,,,,
Hilton Chennai,Will stay again.,My stay was good. The addition of the O2 spa was terrific...thank you,3,80,,,,
Hilton Chennai,Amazing Stay,Amazing time at Hilton resort is very good and food served is amazing. Swimming pool at resort room was awesome. I can't tell you more about this amazing resort and I request you to conduct cultural programs. I had eaten chicken tandoori and the experience of the spicy food in one word is amazing.,3,86,,,,
Hilton Chennai,Very satisfying experience,"Very good and supportive staff, clean and spacious rooms, neat and classy bathrooms, good food and ambience. Q bar menu and drinks quality and cost value can be improved. Rest of the entire stay was really good. One can actually plan to check in here again!",3,71,,,,
Hilton Chennai,Great hotel not far from the airport,Stayed there for less than 10 hours before taking a long flight to Hong Kong. Staff are extremely professional. One of the the valet staff was super helpful. We wanted to go to a nearby mall and checked with hotel for transportation. Cab company contracted by the hotel quoted us Rs1200 while this valet was able to hire us a Ola cab for Rs 400.,3,100,,,,
Hilton Chennai,Great helpful staff and Great Location,"Great Service, very much appreciate the reception staff went that extra effort to organise staff at the Chennai Domestic airport to assist with my extra baggage. Thanks you and Keep up the fantastic work guys.",3,100,,,,
Hilton Chennai,Good for business stay,"Good central for business trips. A little on the higher side for the location. Rooms are tidy and new. Noise level is low, staff is friendly, Gym trainer is extra friendly. The new metro station has ruined the look from the front, but has aided connectivity.",3,86,,,,
Hilton Chennai,Awesome location and friendly staff,"The location is awesome, front office staff is very friendly, sweet and soft spoken. I like the stay, but room was very compact and beautiful, linen is very neat and clean, including towel, etc. The food was awesome, awesome service, woh, varieties and value for money.",3,86,,,,
Hilton Chennai,A relaxing Break from the streets of Chennai,"The Hilton Chennai, is a lovely hotel with very kind staff and extremely clean and relaxing rooms. Q-bar on the roof is always hopping on Friday and Saturday nights and the food at the restaurant or room service will help any western travelers belly from getting delhi belly. Just wear your bug spray in the lobby from the mosquitos they are many.",3,80,,,,
Treebo Grand Marena,Hotel is fine !,The location of hotel is inside a colony and difficult to access without a vehicle. The breakfast provided by them is also disappointing.,2,60,,,,
Treebo Grand Marena,Good stay,Hotel is very good. Area is little inside from main road but easily get through there via google map... Maintenance is very good rooms are so nicely furnished. WiFi is there tv and most prob rooms are fully air conditioned. Overall good.,3,86,,,,
Treebo Grand Marena,Good Hospitality,Good Hospitality!!!!!!!!!!Good Hospitality!!!!!!!!!!Good Hospitality!!!!!!!!!!Good Hospitality!!!!!!!!!!Good Hospitality!!!!!!!!!!Good Hospitality!!!!!!!!!!Good Hospitality!!!!!!!!!!Good Hospitality!!!!!!!!!!Good Hospitality!!!!!!!!!!Good Hospitality!!!!!!!!!!Good Hospitality!!!!!!!!!!,3,65,,,,
Treebo Grand Marena,Hotel in isolated place,"Isolated place, very difficult to find the exact place, had to wait for long for food, cab taxi availability was a problem.",2,43,,,,
Treebo Grand Marena,Good hotel to stay with good roms,"I had stayed in this hotel for a day and I had a good warm welcome in front office. Room was very clean with wooden flooring. Centralised AC, quick response with staff food was fantastic. North Indian especially, morning breakfast was good too, I would come back.",3,71,,,,
Treebo Grand Marena,Good stay with good service,"Though a business trip, it was good stay but I do hope it improves in due course of time. Since being single I might not have enjoyed the amenities but I do hope to visit next time with a friend or my family. I thank them for providing room service and good housekeeping services.",3,71,,,,
Treebo Grand Marena,Good Hotel with nice staff,"I had great stay in this hotel, this is the first place I felt people are keen and happy to serve you, with smile on their face was so genuine. They have created a good impression about the hotel the moment I landed in Chennai, and they lived up to it throughout my stay.",3,86,,,,
Treebo Grand Marena,Its a business oriented hotel,"Average, since the destination is a business oriented one, hence has not much to offer for other target groups.",2,43,,,,
Treebo Grand Marena,,It was my lifes best place which i have ever visited,3,86,,,,
