League,Season,Stage,Player,Team,GP,MIN,FGM,FGA,3PM,3PA,FTM,FTA,TOV,PF,ORB,DRB,REB,AST,STL,BLK,PTS,birth_year,birth_month,birth_date,height,height_cm,weight,weight_kg,nationality,high_school,draft_round,draft_pick,draft_team
NBA,1999 - 2000,Playoffs,Jerry Stackhouse,DET,3,120.0,24,59,3,7,23,31,14,4,1,11,12,10,2,0,74,1974,Nov,"Nov 5, 1974",6-6,198,218,99,United States,Oak Hill Academy,1,3,Philadelphia Sixers
NBA,1999 - 2000,Playoffs,Matt Geiger,PHI,8,128.0,25,50,0,0,20,25,5,23,17,23,40,2,5,2,70,1969,Sep,"Sep 10, 1969",7-0,213,243,110,United States,Countryside High School,2,15,Miami Heat
NBA,1999 - 2000,Playoffs,Vin Baker,SEA,5,177.0,30,75,0,1,10,17,16,19,16,22,38,10,5,2,70,1971,Nov,"Nov 23, 1971",6-11,211,240,109,United States,Old Saybrook Senior High School,1,8,Milwaukee Bucks
NBA,1999 - 2000,Playoffs,Kurt Thomas,NYK,16,251.0,31,61,0,0,7,10,14,44,19,32,51,6,3,6,69,1972,Oct,"Oct 4, 1972",6-9,206,240,109,United States,Hillcrest High School,1,10,Miami Heat
NBA,1999 - 2000,Playoffs,Eddie Jones,CHA,4,171.0,22,58,9,26,15,16,5,12,4,16,20,19,10,3,68,1971,Oct,"Oct 20, 1971",6-6,198,200,91,United States,Blanche Ely High School,1,10,Los Angeles Lakers
NBA,1999 - 2000,Playoffs,Clarence Weatherspoon,MIA,10,170.0,25,60,0,0,14,24,8,23,18,23,41,1,4,3,64,1970,Sep,"Sep 8, 1970",6-6,198,240,109,United States,Motley High School,1,9,Philadelphia Sixers
NBA,1999 - 2000,Playoffs,Greg Anthony,POR,15,213.0,19,52,10,31,12,16,12,27,2,14,16,25,13,4,60,1967,Nov,"Nov 15, 1967",6-0,183,176,80,United States,Rancho High School,1,12,New York Knicks
NBA,1999 - 2000,Playoffs,Jason Kidd,PHX,6,229.0,22,55,8,22,7,9,23,14,8,32,40,53,11,1,59,1973,Mar,"Mar 23, 1973",6-4,193,210,95,United States,St. Joseph Notre Dame High School,1,2,Dallas Mavericks
NBA,1999 - 2000,Playoffs,George Lynch,PHI,10,293.0,22,65,1,7,14,18,8,33,26,45,71,14,9,5,59,1970,Sep,"Sep 3, 1970",6-8,203,218,99,United States,Flint Hill School,1,12,Los Angeles Lakers
NBA,1999 - 2000,Playoffs,Olden Polynice,UTA,10,260.0,28,52,0,0,3,6,13,36,24,42,66,5,3,8,59,1964,Nov,"Nov 21, 1964",6-11,211,220,100,Haiti,All Hallows High School,1,8,Chicago Bulls
NBA,1999 - 2000,Playoffs,Vince Carter,TOR,3,119.0,15,50,1,10,27,31,8,12,9,9,18,19,3,4,58,1977,Jan,"Jan 26, 1977",6-6,198,220,100,United States,Mainland High School,1,5,Golden State Warriors
NBA,1999 - 2000,Playoffs,Elden Campbell,CHA,4,150.0,22,47,0,1,13,14,8,16,9,24,33,4,2,4,57,1968,Jul,"Jul 23, 1968",6-11,211,215,98,United States,Morningside High School,1,27,Los Angeles Lakers
NBA,1999 - 2000,Playoffs,Vlade Divac,SAC,5,160.0,20,56,0,2,16,23,9,22,9,27,36,14,7,4,56,1968,Feb,"Feb 3, 1968",7-1,216,260,118,Serbia,,1,26,Los Angeles Lakers
NBA,1999 - 2000,Playoffs,Tony Delk,SAC,5,101.0,18,41,3,5,17,23,8,11,11,7,18,7,3,0,56,1974,Jan,"Jan 28, 1974",6-1,185,189,86,United States,Haywood High School,1,16,Charlotte Hornets
NBA,1999 - 2000,Playoffs,Tim Hardaway,MIA,7,182.0,20,68,7,34,7,10,11,10,1,14,15,33,5,0,54,1966,Sep,"Sep 1, 1966",6-0,183,175,79,United States,Carver Military Academy,1,14,Golden State Warriors
NBA,1999 - 2000,Playoffs,Jason Williams,SAC,5,145.0,18,48,8,25,8,10,8,8,1,7,8,12,3,0,52,1975,Nov,"Nov 18, 1975",6-1,185,190,86,United States,Dupont High School,1,7,Sacramento Kings
NBA,1999 - 2000,Playoffs,Shammond Williams,SEA,5,99.0,18,33,7,11,8,11,6,3,2,9,11,18,8,0,51,1975,Apr,"Apr 5, 1975",6-1,185,201,91,United States,Fork Union Military Academy,2,5,Chicago Bulls
NBA,1999 - 2000,Playoffs,Scott Williams,MIL,5,93.0,23,36,0,0,5,6,4,16,9,19,28,2,2,5,51,1968,Mar,"Mar 21, 1968",6-10,208,230,104,United States,Glen A. Wilson High School,,,
NBA,1999 - 2000,Playoffs,Howard Eisley,UTA,10,200.0,17,55,9,19,8,9,13,24,1,17,18,19,6,1,51,1972,Dec,"Dec 4, 1972",6-2,188,177,80,United States,Southwestern High School,2,3,Minnesota Timberwolves
NBA,1999 - 2000,Playoffs,Anthony Mason,CHA,4,179.0,18,38,0,1,14,20,13,13,16,23,39,22,4,0,50,1966,Dec,"Dec 14, 1966",6-7,201,250,113,United States,Springfield Gardens High School,3,3,Portland Trail Blazers
NBA,1999 - 2000,Playoffs,Tracy McGrady,TOR,3,111.0,17,44,2,7,14,16,10,10,10,11,21,9,3,3,50,1979,May,"May 24, 1979",6-8,203,210,95,United States,Mt. Zion Christian Academy,1,9,Toronto Raptors
NBA,1999 - 2000,Playoffs,Malik Sealy,MIN,4,122.0,19,41,1,3,11,16,8,10,5,13,18,5,2,0,50,1970,Feb,"Feb 1, 1970",6-8,203,190,86,United States,St. Nicholas of Tolentine High School,1,14,Indiana Pacers
NBA,1999 - 2000,Playoffs,Avery Johnson,SAS,4,144.0,19,42,0,0,10,14,10,10,2,7,9,21,4,0,48,1965,Mar,"Mar 25, 1965",5-10,178,175,79,United States,St. Augustine High School,,,
NBA,1999 - 2000,Playoffs,Derrick McKey,IND,23,352.0,15,32,1,6,16,20,19,45,25,54,79,14,7,4,47,1966,Oct,"Oct 10, 1966",6-9,206,205,93,United States,Meridian High School,1,9,Seattle SuperSonics
NBA,1999 - 2000,Playoffs,Corie Blount,PHX,9,162.0,17,31,0,0,10,18,13,36,25,31,56,3,6,6,44,1969,Jan,"Jan 4, 1969",6-9,206,240,109,United States,Monrovia High School,1,25,Chicago Bulls
NBA,1999 - 2000,Playoffs,David Wesley,CHA,4,152.0,16,48,3,10,9,9,6,17,3,9,12,19,8,0,44,1970,Nov,"Nov 14, 1970",6-0,183,190,86,United States,Longview High School,,,
NBA,1999 - 2000,Playoffs,Peja Stojakovic,SAC,5,129.0,16,40,6,13,6,9,5,7,2,15,17,3,4,0,44,1977,Jun,"Jun 9, 1977",6-10,208,229,104,Serbia / Greece,,1,14,Sacramento Kings
NBA,1999 - 2000,Playoffs,Brent Barry,SEA,5,155.0,12,33,8,20,10,14,7,20,3,10,13,15,3,3,42,1971,Dec,"Dec 31, 1971",6-7,201,210,95,United States,De La Salle High School,1,15,Denver Nuggets
NBA,1999 - 2000,Playoffs,Todd Day,PHX,9,100.0,16,35,5,16,5,10,4,24,6,4,10,4,4,1,42,1970,Jan,"Jan 7, 1970",6-6,198,188,85,United States,Hamilton High School,1,8,Milwaukee Bucks
NBA,1999 - 2000,Playoffs,Ruben Patterson,SEA,5,84.0,14,26,0,2,13,15,8,6,9,6,15,2,3,2,41,1975,Jul,"Jul 31, 1975",6-5,196,223,101,United States,John Hay High School,2,2,Los Angeles Lakers
NBA,1999 - 2000,Playoffs,Sean Elliott,SAS,4,119.0,15,40,5,13,5,8,4,13,1,21,22,5,0,2,40,1968,Feb,"Feb 2, 1968",6-8,203,205,93,United States,Cholla High Magnet School,1,3,San Antonio Spurs
NBA,1999 - 2000,Playoffs,Antonio Davis,TOR,3,105.0,14,24,0,0,11,14,4,9,7,18,25,3,1,4,39,1968,Oct,"Oct 31, 1968",6-9,206,245,111,United States,McClymonds High School,2,18,Indiana Pacers
NBA,1999 - 2000,Playoffs,Jon Barry,SAC,5,102.0,9,21,7,12,14,16,4,7,2,10,12,12,3,0,39,1969,Jul,"Jul 25, 1969",6-4,193,195,88,United States,De La Salle High School,1,21,Boston Celtics
NBA,1999 - 2000,Playoffs,Kevin Willis,TOR,3,76.0,12,33,0,0,15,20,2,11,6,20,26,1,2,0,39,1962,Sep,"Sep 6, 1962",7-0,213,245,111,United States,Pershing High School,1,11,Atlanta Hawks
NBA,1999 - 2000,Playoffs,Luc Longley,PHX,9,162.0,18,51,0,0,2,3,10,36,12,18,30,8,4,4,38,1969,Jan,"Jan 19, 1969",7-3,221,298,135,Australia,Scots College,1,7,Minnesota Timberwolves
NBA,1999 - 2000,Playoffs,Eric Snow,PHI,5,138.0,15,31,3,4,4,4,7,14,0,10,10,35,4,1,37,1973,Apr,"Apr 24, 1973",6-3,191,190,86,United States,Canton McKinley High School,2,14,Milwaukee Bucks
NBA,1999 - 2000,Playoffs,Samaki Walker,SAS,4,121.0,14,31,0,0,8,12,8,13,13,32,45,2,1,12,36,1976,Feb,"Feb 25, 1976",6-9,206,250,113,United States,Whitehall High School,1,9,Dallas Mavericks
NBA,1999 - 2000,Playoffs,Nick Anderson,SAC,5,132.0,11,34,7,20,7,8,4,9,4,13,17,2,1,3,36,1968,Jan,"Jan 20, 1968",6-6,198,228,103,United States,Simeon Career Academy ,1,11,Orlando Magic
NBA,1999 - 2000,Playoffs,Bruce Bowen,MIA,10,157.0,10,27,5,22,10,16,6,27,1,9,10,8,7,4,35,1971,Jun,"Jun 14, 1971",6-7,201,200,91,United States,Edison High School,,,
NBA,1999 - 2000,Playoffs,Armen Gilliam,UTA,10,132.0,15,46,0,0,5,13,11,15,6,23,29,4,4,4,35,1964,May,"May 28, 1964",6-9,206,230,104,United States,Bethel Park High School,1,2,Phoenix Suns
NBA,1999 - 2000,Playoffs,Corliss Williamson,SAC,5,87.0,11,16,0,0,11,12,5,8,4,11,15,1,1,0,33,1973,Dec,"Dec 4, 1973",6-7,201,245,111,United States,Russellville High School,1,13,Sacramento Kings
NBA,1999 - 2000,Playoffs,Otis Thorpe,MIA,10,136.0,13,27,0,1,7,14,11,29,6,23,29,3,0,2,33,1962,Aug,"Aug 5, 1962",6-9,206,225,102,United States,Lake Worth Community High School,1,9,Kansas City Kings
NBA,1999 - 2000,Playoffs,Ervin Johnson,MIL,5,155.0,10,20,0,0,11,18,3,19,14,35,49,2,6,6,31,1967,Dec,"Dec 21, 1967",6-11,211,245,111,United States,Block High School,1,23,Seattle SuperSonics
NBA,1999 - 2000,Playoffs,Chris Mullin,IND,9,90.0,10,21,2,8,9,11,4,7,2,12,14,5,6,1,31,1963,Jul,"Jul 30, 1963",6-7,201,215,98,United States,Xaverian High School,1,7,Golden State Warriors
NBA,1999 - 2000,Playoffs,Greg Ostertag,UTA,8,172.0,10,19,0,0,10,22,8,20,19,26,45,2,2,17,30,1973,Mar,"Mar 6, 1973",7-2,218,280,127,United States,Duncanville High School,1,28,Utah Jazz
NBA,1999 - 2000,Playoffs,Charles Oakley,TOR,3,110.0,15,29,2,7,0,1,5,14,2,21,23,11,6,1,30,1963,Dec,"Dec 18, 1963",6-8,203,225,102,United States,John Hay High School,1,9,Cleveland Cavaliers
NBA,1999 - 2000,Playoffs,Anthony Peeler,MIN,4,90.0,11,24,2,10,6,8,1,9,2,7,9,5,3,1,30,1969,Nov,"Nov 25, 1969",6-4,193,208,94,United States,Paseo Academy,1,15,Los Angeles Lakers
NBA,1999 - 2000,Playoffs,Mario Elie,SAS,4,115.0,6,22,1,7,17,18,12,4,5,12,17,7,5,0,30,1963,Nov,"Nov 26, 1963",6-5,196,210,95,United States,Power Memorial Academy,7,21,Milwaukee Bucks
NBA,1999 - 2000,Playoffs,Brad Miller,CHA,4,62.0,9,17,0,0,12,15,9,11,8,5,13,3,0,3,30,1976,Apr,"Apr 12, 1976",7-0,213,261,118,United States,Maine Central Institute,,,
NBA,1999 - 2000,Playoffs,Antonio Daniels,SAS,4,82.0,9,23,2,8,9,13,6,5,2,8,10,6,7,0,29,1975,Mar,"Mar 19, 1975",6-4,193,195,88,United States,Saint Francis DeSales High School,1,4,Vancouver Grizzlies
NBA,1999 - 2000,Playoffs,Kevin Johnson,PHX,9,129.0,12,37,0,3,5,6,13,10,0,13,13,23,3,1,29,1966,Mar,"Mar 4, 1966",6-1,185,180,82,United States,Sacramento High School,1,7,Cleveland Cavaliers
NBA,1999 - 2000,Playoffs,Jacque Vaughn,UTA,7,67.0,10,28,1,2,7,8,9,5,4,8,12,11,4,1,28,1975,Feb,"Feb 11, 1975",6-1,185,190,86,United States,John Muir High School,1,27,Utah Jazz
NBA,1999 - 2000,Playoffs,Michael Curry,DET,3,79.0,12,23,0,0,4,6,2,5,0,3,3,3,1,1,28,1968,Aug,"Aug 22, 1968",6-5,196,210,95,United States,Glenn Hills High School,,,
NBA,1999 - 2000,Playoffs,Vinny Del Negro,MIL,5,93.0,13,30,0,2,0,0,3,4,0,8,8,9,3,0,26,1966,Aug,"Aug 9, 1966",6-4,193,185,84,United States,Suffield Academy,2,4,Sacramento Kings
NBA,1999 - 2000,Playoffs,Quincy Lewis,UTA,8,106.0,10,27,2,6,4,5,3,24,2,13,15,2,3,7,26,1977,Jun,"Jun 26, 1977",6-7,201,215,98,United States,Parkview Arts and Science Magnet High School,1,19,Utah Jazz
NBA,1999 - 2000,Playoffs,Darvin Ham,MIL,5,144.0,11,17,0,1,3,9,7,21,17,12,29,7,1,8,25,1973,Jul,"Jul 23, 1973",6-7,201,220,100,United States,Saginaw High School,,,
NBA,1999 - 2000,Playoffs,Rasho Nesterovic,MIN,4,126.0,11,25,0,0,3,6,4,20,5,8,13,6,3,7,25,1976,May,"May 30, 1976",7-0,213,255,116,Slovenia,,1,17,Minnesota Timberwolves
NBA,1999 - 2000,Playoffs,Terry Mills,DET,3,77.0,9,15,6,9,1,2,2,12,0,6,6,1,2,0,25,1967,Dec,"Dec 21, 1967",6-10,208,230,104,United States,Romulus High School,1,16,Milwaukee Bucks
NBA,1999 - 2000,Playoffs,Lindsey Hunter,DET,3,93.0,10,32,1,9,4,6,5,4,0,7,7,5,5,1,25,1970,Dec,"Dec 3, 1970",6-2,188,195,88,United States,Murrah High School,1,10,Detroit Pistons
NBA,1999 - 2000,Playoffs,Horace Grant,SEA,5,185.0,11,27,0,0,2,4,1,12,8,23,31,10,8,5,24,1965,Jul,"Jul 4, 1965",6-10,208,255,116,United States,Hancock High School,1,10,Chicago Bulls
NBA,1999 - 2000,Playoffs,Wally Szczerbiak,MIN,4,94.0,12,30,0,3,0,0,1,7,2,6,8,2,3,1,24,1977,Mar,"Mar 5, 1977",6-7,201,240,109,United States / Spain,Cold Spring Harbor High School,1,6,Minnesota Timberwolves
NBA,1999 - 2000,Playoffs,Sam Mitchell,MIN,4,68.0,9,18,2,5,3,3,4,5,2,5,7,2,0,1,23,1963,Sep,"Sep 2, 1963",6-6,198,210,95,United States,Columbus High School,3,7,Houston Rockets
NBA,1999 - 2000,Playoffs,Malik Rose,SAS,4,83.0,8,18,0,0,5,9,7,12,5,14,19,1,2,3,21,1974,Nov,"Nov 23, 1974",6-7,201,250,113,United States,Overbrook High School,2,15,Charlotte Hornets
NBA,1999 - 2000,Playoffs,Kevin Ollie,PHI,10,65.0,6,12,0,0,8,9,3,5,0,5,5,12,2,0,20,1972,Dec,"Dec 27, 1972",6-4,193,195,88,United States,Crenshaw High School ,,,
NBA,1999 - 2000,Playoffs,Christian Laettner,DET,3,75.0,7,17,0,0,6,8,3,14,2,13,15,6,0,1,20,1969,Aug,"Aug 17, 1969",6-11,211,245,111,United States,Nichols School,1,3,Minnesota Timberwolves
NBA,1999 - 2000,Playoffs,Scot Pollard,SAC,5,70.0,9,16,0,0,2,6,3,18,6,10,16,1,2,1,20,1975,Feb,"Feb 12, 1975",6-11,211,265,120,United States,Torrey Pines High School,1,19,Detroit Pistons
NBA,1999 - 2000,Playoffs,Terry Porter,SAS,4,89.0,8,31,4,14,0,0,7,4,0,1,1,5,6,0,20,1963,Apr,"Apr 8, 1963",6-3,191,195,88,United States,South Division High School,1,24,Portland Trail Blazers
NBA,1999 - 2000,Playoffs,Joe Smith,MIN,4,79.0,8,17,0,1,2,2,4,15,7,5,12,1,3,1,18,1975,Jul,"Jul 26, 1975",6-10,208,225,102,United States,Maury High School,1,1,Golden State Warriors
NBA,1999 - 2000,Playoffs,Greg Foster,SEA,5,68.0,7,19,2,5,2,2,3,14,1,10,11,1,0,1,18,1968,Oct,"Oct 3, 1968",6-11,211,240,109,United States,Skyline High School,2,8,Washington Wizards
NBA,1999 - 2000,Playoffs,John Salley,LAL,18,78.0,5,13,0,0,7,10,4,16,9,13,22,4,1,6,17,1964,May,"May 16, 1964",6-11,211,230,104,United States,Canarsie High School,1,11,Detroit Pistons
NBA,1999 - 2000,Playoffs,Muggsy Bogues,TOR,3,87.0,6,21,3,9,1,3,4,4,3,3,6,5,4,0,16,1965,Jan,"Jan 9, 1965",5-3,160,136,62,United States,Dunbar High School ,1,12,Washington Wizards
NBA,1999 - 2000,Playoffs,Jerome Williams,DET,3,73.0,7,14,0,0,1,8,3,8,7,14,21,2,3,0,15,1973,May,"May 10, 1973",6-9,206,206,93,United States,Magruder High School,1,26,Detroit Pistons
NBA,1999 - 2000,Playoffs,Randy Livingston,PHX,7,63.0,6,27,2,6,0,0,4,6,2,5,7,4,4,1,14,1975,Apr,"Apr 2, 1975",6-4,193,209,95,United States,Isidore Newman School,2,13,Houston Rockets
NBA,1999 - 2000,Playoffs,Doug Christie,TOR,3,61.0,3,13,3,8,3,6,4,10,1,4,5,6,4,1,12,1970,May,"May 9, 1970",6-6,198,200,91,United States,Rainier Beach High School,1,17,Seattle SuperSonics
Euroleague,2000 - 2001,International,Gregor Fucka,BOL,17,568.2,127,226,12,31,69,110,38,37,42,101,143,12,39,14,335,1971,Aug,"Aug 7, 1971",7-1,216,216,98,Italy / Slovenia,,,,
Euroleague,2000 - 2001,International,Manu Ginobili,BOL,22,654.4,110,247,30,103,84,108,56,70,17,74,91,44,64,7,334,1977,Jul,"Jul 28, 1977",6-6,198,205,93,Argentina,,2,28,San Antonio Spurs
Euroleague,2000 - 2001,International,Elmer Bennett,CAJ,22,784.3,100,254,22,84,92,124,56,58,12,37,49,120,43,1,314,1970,Feb,"Feb 13, 1970",6-0,183,171,78,United States,Bellaire High School,2,11,Atlanta Hawks
Euroleague,2000 - 2001,International,Alphonso Ford,PER,12,413.8,116,214,15,42,65,75,34,33,18,31,49,32,13,3,312,1971,Oct,"Oct 31, 1971",6-1,185,190,86,United States,Amanda Elzy High School,2,5,Philadelphia Sixers
Euroleague,2000 - 2001,International,Sani Becirovic,OLI,15,485.9,94,221,28,70,94,105,50,47,13,45,58,53,26,2,310,1981,May,"May 19, 1981",6-4,193,196,89,Slovenia,,2,17,Denver Nuggets
Euroleague,2000 - 2001,International,Victor Alexander,CAJ,22,660.0,121,217,1,4,54,73,47,74,41,113,154,16,20,4,297,1969,Aug,"Aug 31, 1969",6-9,206,265,120,United States,Denby High School,1,17,Golden State Warriors
Euroleague,2000 - 2001,International,Panagiotis Liadelis,PAOK,13,433.9,93,185,7,23,102,121,24,28,2,33,35,19,7,0,295,1974,Dec,"Dec 7, 1974",6-5,196,200,91,Greece,,,,
Euroleague,2000 - 2001,International,Rashard Griffith,BOL,21,608.4,112,180,0,1,68,111,43,76,55,128,183,13,36,27,292,1974,Oct,"Oct 8, 1974",6-11,211,275,125,United States,King College Prep High School,2,9,Milwaukee Bucks
Euroleague,2000 - 2001,International,Ibrahim Kutluay,ATH,18,535.8,83,203,39,112,77,106,41,54,1,43,44,22,14,0,282,1974,Jan,"Jan 7, 1974",6-6,198,200,91,Turkey,,,,
Euroleague,2000 - 2001,International,Dejan Tomasevic,BUD,12,411.0,105,168,0,4,65,113,36,34,60,78,138,37,24,12,275,1973,May,"May 6, 1973",6-10,208,252,114,Serbia,,,,
Euroleague,2000 - 2001,International,Antoine Rigaudeau,BOL,20,537.3,82,151,39,70,69,79,32,59,9,28,37,30,26,2,272,1971,Dec,"Dec 17, 1971",6-6,198,225,102,France,,,,
Euroleague,2000 - 2001,International,Saulius Stombergas,CAJ,22,600.8,89,171,44,86,43,52,27,79,14,38,52,15,20,4,265,1973,Dec,"Dec 14, 1973",6-8,203,220,100,Lithuania,,,,
Euroleague,2000 - 2001,International,Louis Bullock,STV,11,347.8,78,158,25,60,61,74,14,24,5,23,28,35,21,2,242,1976,May,"May 20, 1976",6-1,185,180,82,United States,Laurel Baptist Academy,2,13,Minnesota Timberwolves
Euroleague,2000 - 2001,International,Fabricio Oberto,CAJ,22,617.0,105,160,0,0,30,66,28,74,68,94,162,24,44,13,240,1975,Mar,"Mar 21, 1975",6-10,208,245,111,Argentina / Italy,,,,
Euroleague,2000 - 2001,International,Marko Jaric,BOL,22,631.3,79,180,17,55,53,76,58,62,17,50,67,50,43,5,228,1978,Oct,"Oct 12, 1978",6-7,201,224,102,Serbia / Greece,,2,1,Los Angeles Clippers
Euroleague,2000 - 2001,International,Petar Naumoski,TREV,15,468.4,64,143,34,81,55,70,23,34,12,24,36,37,27,0,217,1968,Aug,"Aug 27, 1968",6-5,196,210,95,North Macedonia,,,,
Euroleague,2000 - 2001,International,Jameil Rich,LUG,10,334.8,82,176,17,48,34,49,35,30,13,16,29,27,37,0,215,1975,Jan,"Jan 31, 1975",5-11,180,180,82,United States,Theodore Roosevelt High School,,,
Euroleague,2000 - 2001,International,Andrew Betts,ATH,18,480.2,83,155,0,0,47,69,35,65,51,71,122,18,10,10,213,1977,May,"May 11, 1977",7-1,216,275,125,England,,2,21,Charlotte Hornets
Euroleague,2000 - 2001,International,Luis Scola,CAJ,22,402.3,75,137,0,1,42,78,46,79,36,60,96,15,21,3,192,1980,Apr,"Apr 30, 1980",6-9,206,241,109,Argentina,,2,27,San Antonio Spurs
Euroleague,2000 - 2001,International,Alfonso Reyes,EST,12,294.3,68,115,0,0,54,66,17,40,28,48,76,5,8,1,190,1971,Sep,"Sep 19, 1971",6-8,203,245,111,Spain,,,,
Euroleague,2000 - 2001,International,Josip Sesar,CIB,12,391.0,62,190,24,98,40,63,30,46,9,15,24,22,18,7,188,1978,Jan,"Jan 17, 1978",6-6,198,202,92,Croatia,,2,18,Seattle SuperSonics
Euroleague,2000 - 2001,International,Henry Williams,STV,12,362.0,60,134,26,68,36,38,18,28,5,17,22,25,13,0,182,1970,Jun,"Jun 6, 1970",6-1,185,170,77,United States,Ben Davis High School,2,17,San Antonio Spurs
Euroleague,2000 - 2001,International,Emilio Kovacic,OLI,14,380.7,70,132,0,1,41,59,22,44,40,75,115,11,26,8,181,1968,Jan,"Jan 11, 1968",6-10,208,N/A,,Croatia,,,,
Euroleague,2000 - 2001,International,Dino Radja,OLY,14,372.5,67,120,0,0,45,80,36,35,40,83,123,11,21,19,179,1967,Apr,"Apr 24, 1967",6-11,211,255,116,Croatia,,2,13,Boston Celtics
Euroleague,2000 - 2001,International,Gianluca Basile,BOL,18,492.3,58,139,28,90,35,48,35,46,10,45,55,39,27,3,179,1975,Jan,"Jan 24, 1975",6-4,193,198,90,Italy,,,,
Euroleague,2000 - 2001,International,Vrbica Stefanov,ATH,18,558.6,64,129,19,54,32,38,13,50,16,30,46,41,26,0,179,1973,Dec,"Dec 19, 1973",6-2,188,165,75,North Macedonia,,,,
Euroleague,2000 - 2001,International,Jorge Garbajosa,TREV,15,353.0,60,95,11,21,45,64,16,49,20,51,71,12,20,12,176,1977,Dec,"Dec 19, 1977",6-9,206,245,111,Spain,,,,
Euroleague,2000 - 2001,International,Marcelo Nicola,TREV,15,333.4,53,122,25,64,44,49,27,34,15,45,60,29,14,10,175,1971,May,"May 12, 1971",6-10,208,225,102,Argentina,,2,23,Houston Rockets
Euroleague,2000 - 2001,International,Donatas Slanina,ZAL,12,340.1,61,108,32,58,20,23,14,35,8,32,40,12,8,4,174,1977,Apr,"Apr 23, 1977",6-4,193,210,95,Lithuania,,,,
Euroleague,2000 - 2001,International,Laurent Foirest,CAJ,21,489.3,52,125,27,70,42,57,36,60,5,52,57,19,15,0,173,1973,Sep,"Sep 18, 1973",6-6,198,209,95,France,,,,
Euroleague,2000 - 2001,International,Erik Meek,RMB,14,371.0,62,93,0,0,49,78,28,54,22,61,83,4,10,4,173,1973,Jan,"Jan 17, 1973",6-10,208,245,111,United States,San Pasqual High School,2,12,Houston Rockets
Euroleague,2000 - 2001,International,Alberto Herreros,RMB,15,362.1,55,124,25,63,37,48,15,27,11,30,41,19,16,3,172,1969,Apr,"Apr 20, 1969",6-7,201,216,98,Spain,,,,
Euroleague,2000 - 2001,International,Kris Hill,OVA,10,344.4,73,119,1,8,25,38,35,29,34,42,76,15,19,0,172,1972,Jul,"Jul 12, 1972",6-9,206,250,113,United States,,,,
Euroleague,2000 - 2001,International,Stephane Risacher,OLY,14,296.4,56,87,15,33,39,51,15,27,12,25,37,12,13,4,166,1972,Aug,"Aug 26, 1972",6-8,203,212,96,France,,,,
Euroleague,2000 - 2001,International,Patrick Baldwin,ZAD,9,287.8,53,99,9,19,50,56,20,28,15,17,32,21,26,3,165,1972,Mar,"Mar 14, 1972",6-0,183,N/A,,United States,,,,
Euroleague,2000 - 2001,International,Kendrick Warren,LT,9,285.1,65,132,9,26,22,41,29,35,20,49,69,7,9,0,161,1971,May,"May 27, 1971",6-8,203,220,100,United States,Thomas Jefferson High School,,,
Euroleague,2000 - 2001,International,Mike Batiste,SPI,10,286.0,66,132,3,10,26,34,27,32,31,61,92,4,9,3,161,1977,Nov,"Nov 21, 1977",6-8,203,225,102,United States,Wilson Classical High School,,,
Euroleague,2000 - 2001,International,David Andersen,BOL,22,398.2,55,100,2,8,48,58,34,46,29,53,82,10,12,10,160,1980,Jun,"Jun 23, 1980",7-0,213,242,110,Australia,Australian Institute of Sport,2,8,Atlanta Hawks
Euroleague,2000 - 2001,International,Marty Conlon,STV,12,320.7,58,107,2,7,41,49,22,35,28,44,72,19,7,1,159,1968,Jan,"Jan 19, 1968",6-10,208,224,102,United States,Archbishop Stepinac High School,,,
Euroleague,2000 - 2001,International,Nikolaos Ekonomou,OLY,12,329.7,47,89,20,42,44,55,22,32,7,30,37,21,10,0,158,1973,Feb,"Feb 19, 1973",6-8,203,231,105,Greece,,,,
Euroleague,2000 - 2001,International,Matjaz Smodis,BOL,21,320.1,56,111,15,46,30,39,19,53,14,32,46,8,13,5,157,1979,Dec,"Dec 13, 1979",6-7,201,265,120,Slovenia,,,,
Euroleague,2000 - 2001,International,Kebu Stewart,HAPJ,9,283.2,46,91,0,0,65,87,18,25,25,49,74,2,10,2,157,1973,Dec,"Dec 19, 1973",6-8,203,239,108,United States,Our Saviour Lutheran School,2,7,Philadelphia Sixers
Euroleague,2000 - 2001,International,Alessandro Abbio,BOL,19,468.9,47,110,24,57,37,52,27,56,10,43,53,25,22,0,155,1971,Mar,"Mar 13, 1971",6-5,196,187,85,Italy,,,,
Euroleague,2000 - 2001,International,Arthur Lee,CIB,12,376.6,54,106,7,21,40,44,28,30,4,19,23,20,24,0,155,1977,May,"May 27, 1977",6-1,185,180,82,United States,North Hollywood High School,,,
Euroleague,2000 - 2001,International,Tyron McCoy,FRA,10,353.6,49,122,13,47,42,53,33,33,6,35,41,37,18,1,153,1972,Nov,"Nov 20, 1972",6-4,193,200,91,United States,Bethune-Bowman High School,,,
Euroleague,2000 - 2001,International,Juan Carlos Navarro,FCB,12,333.6,59,127,19,49,15,22,26,26,7,27,34,34,13,0,152,1980,Jun,"Jun 13, 1980",6-4,193,170,77,Spain,,2,11,Washington Wizards
Euroleague,2000 - 2001,International,Lee Matthews,LUG,10,312.1,57,107,1,8,36,53,17,26,29,34,63,3,20,7,151,1970,Jul,"Jul 24, 1970",6-8,203,224,102,United States,,,,
