City ,Title,Text,"Murder Happened with reason:
1:Property/Land Disputes,
2:Family Dispute
3:Petty Quarrels,
4:Money Disputes, 
5:Personal Vendetta, 
6:Love Affairs, 
7:Casteism
8: Unknown/other",Number of child victims,Number of male victims(adult),Number of female victims(adult),"Kidnnaping:
Number of child victims",Number of male(adult) ,Number of female(adult),"Crime Against Women ( Combined ):
1. Murder with Rape 
2. Dowry Deaths(Sec. 3048)
3. Suicide(sec 305/306)
4. Kidnapping(All)
5. Acid Attack(Sec. 326A IPC)
6. Cruelty by Husband/in-laws((Sec.498 A IPC)
7. Rape only(Sec. 376 or 511 IPC)
8. Assault on Women with Intent to Outrage her Modesty (Sec. 354 IPC)
9. Cyber Crimes against Women
10. Protection of Children from Sexual Offences Act",Number of adult victims,Number of childs invoved
Ghaziabad,"Ghaziabad: Woman attacked with ‘acid’, cops hunt for three","GHAZIABAD: A 33-year-old woman was allegedly attacked with a chemical substance, suspected to be acid, by three masked men in Sihani Gate area on Sunday, police said. The crime took place around 1 pm when the victim stepped out of her home to throw garbage, she told the police. Superintendent of police (city) Shlok Kumar told TOI on Sunday that the victim from Sihani Gate had suffered serious burn injuries. “The woman lodged a complaint at Sihani Gate police station at 3 pm on Sunday. She said she does not know the accused. At that time, she thought someone pranked on her but soon started screaming when her skin started to burn,” the officer said. The police said they are trying to identify the accused with the help of CCTV footage of the area. “The victim is undergoing treatment. Based on her complaint, an FIR has been registered against the unknown persons under IPC section 326A (throwing acid),"" he added. The victim’s husband runs a shoe shop in the area. ",,,,,,,,5,1,
Ghaziabad,"Ghaziabad: Unmasked, robber shoots auto driver","GHAZIABAD: A 24-year-old man was shot dead by unidentified assailants at Delhi-Saharanpur road near Uttaranchal society in Loni on Sunday, police said. The deceased was identified as Juber, an auto-rickshaw driver. “The crime took place around 3am on Sunday when Juber was on his way home from a factory with his two elder brothers, Shahnawaz and Sabu,” an officer said. Shahnawaz, the eldest brother, told TOI that Juber visits the factory every Saturday. “At night, we were going home when some masked men armed with pistols surrounded us and asked for money. When we didn’t give them, they started beating us. Juber removed the mask of an accused, who then fired two bullets at him. The accused fled the spot,"" he added. Neeraj Kumar Jadaun, SP (rural) said that the police investigation has revealed that Juber had a fight on the same night with a person named Anuj, who works as a labour in Dharam Kanta area. “During the fight, Juber beat Anuj. The latter may have shot Juber to exact revenge,”Jadaun added. “Based on the complaint we have lodged an FIR under Section 302 (murder) of the IPC against Anuj and one of his associates at Loni police station,” the SP said. ",Personal Vendetta,,1,,,,,,,
Ghaziabad,Ghaziabad: PWD peon arrested for molestation,"GHAZIABAD: A 50-year-old man was arrested for allegedly molesting a 15-year-old girl in Kavi Nagar’s Rajapur area. According to police, the accused, identified as Rafeeq, works as a peon in Public Work Department (PWD), Ghaziabad. An FIR has been registered at Kavi Nagar police station. The girl’s mother said her daughter is taking parlour course in Rajapur area. “She used to leave for her classes around 4pm everyday. On Sunday around 7pm, she was coming back home when the accused stopped her and held her hand. He forcefully took her to a public toilet, which is 200 metres away from our house,” she said adding, “He started touching her inappropriately. My daughter raised an alarm and soon people came for her rescue. The locals caught hold of him and started beating him. They later called the police,” she said. “The accused had financially helped the girl’s family during their elder daughter’s marriage,” police said. ",,,,,,,,"7,10",,1
Ghaziabad,Manager found dead in Indirapuram milk godown,"GHAZIABAD: A 40-year-old manager of a distributor of Amul milk was found dead in a godown of the agency in Indirapuram with his hands and legs tied with towels. Jagdeep Kumar, a resident of Meerut, has a wife and two sons — one of whom is enrolled in an engineering course while the second one is in Class X. Rajkumar Bharti, owner of the milk distributing agency, said that around 3.30am on Wednesday, a van arrived at the godown to take milk and distribute across the city. “The door of the godown was open. When my workers went inside, they found Jagdeep’s hands and legs tied with towels. He was dead. My workers called me up and I reached the spot immediately,” he added. Bharti said his workers leave for home around 9pm every day, but Jagdeep slept in the godown. “Nobody knows who came inside at night. Jagdeep was a manager in my agency since 2008 and was like family. He was very cordial and wore a smile on the face whenever he spoke to anyone,” he added. Sandeep Kumar Singh, the SHO of Indirapuram police station, said it seemed 2-3 persons had strangled Jagdeep to death after gagging him with a cloth. “Footage from cameras outside the godown shows two men, with their faces covered, roaming the area around 11.30pm on Tuesday,” Singh said. Police said Jagdeep’s body was found on the bed on which he slept. “Two empty bottles of liquor and a few plastic glasses were recovered from the spot. We suspect the miscreants would have had a few drinks with him before the murder,” the SHO said. Police said Rs 3 lakh in cash and other equipment kept in the godown were intact, but Jagdeep’s mobile phone was missing. “Four CCTV cameras are installed in the godown, but they do not have recording facility. I have told the owner to install DVRs so that footage can be recorded,” the SHO said. ",Unknown reasons,,1,,,,,,,
Ghaziabad,Ghaziabad: Rs 5 lakh ransom sought for student,"GHAZIABAD: The father of a 20-year-old B Pharm student has filed a complaint of the abduction of his son. The complainant told police that following the kidnap on Wednesday, he received a ransom call from a gangster who demanded Rs 5 lakh for safely returning his son. Police said the student was kidnapped when he had gone to his college to get some changes done in his marksheet. An FIR has been registered against the unknown kidnappers under IPC sections 364 A (kidnapping for ransom), 323 (causing hurt) and 506 (criminal intimidation) at Kavi Nagar police station. “This is a serious case and we are investigating it from all angles,” said Shlok Kumar, SP (city). ",,,,,,1,,,,
Ghaziabad,Stalker out on bail booked for extortion,"GHAZIABAD: The father of an 18-year-old girl has filed a complaint against a 25-year-old man accusing him of trying to extort money by using his daughter’s explicit pictures and videos. Around four months ago, the accused, Pappu, was imprisoned for abducting the girl when she was a minor. When the youth found out that the girl had got married, he sent some of her objectionable pictures and videos to her husband’s family and threatened her husband to leave her or face “consequences”. “He initially asked me to pay Rs 3 lakh. After some days, he reduced the amount to Rs 2.50 lakh and threatened me that if I fail to pay up, he would post my daughter’s explicit pictures and video clips on social media platforms,” said the father of the girl. Pappu has been booked under IPC sections 386 (extortion) and 506 (criminal intimidation). “We’re searching for the accused to nab him,” said Laxman Verma, SHO, Kotwali police station. ",,,,,,,,8,1,
Ghaziabad,Woman dies after husband pushes her off terrace over tiff,"GHAZIABAD: A 30-year-old man was arrested on Thursday for allegedly murdering his wife by pushing her off from the terrace of their home in Khoda area. Police said the crime took place on June 16 around 6pm when the accused pushed his wife off their terrace after a heated argument exchanged between the couple when she was making dinner. She was immediately admitted to a private hospital for treatment where she was declared dead on Thursday morning. According to police, the accused, identified as Arvind, is a native of UP’s Lakhimpur Kheri. He used to work as labour in the city but he had finished his graduation from a private college in Lakhimpur.“The couple got married six years ago and they have two sons — Sonu (4) and Sunny (2),” a police officer said. Satendra Pratap Singh, SHO, Khora police station told TOI that on June 16, the accused returned home after work in an inebriated condition and Reena (27) was in the kitchen. “Arvind started complaining about delay in dinner. Agitated, Reena went to the terrace followed by him, where they again started arguing. After a while, he pushed her from terrace,” Singh said. Ram Avtaar, the couple’s neighbor, said, “They used to live in a rented house in Khora area but their relationship was never sound. They were fighting on a daily basis and same thing happened on June 16. Reena was lying on the road in a pool of blood when we took her to a private hospital but on Thursday we came to know that she has passed away. “An FIR was registered against Arvind under Section 304 (punishment for culpable homicide not amounting to murder) of IPC. He was sent to jail after being produced in court,” said SHO. ",Petty Quarrels,,,1,,,,,,
Ghaziabad,"Defrauded, eight kidnap three conmen to recover Rs 56 lakh","GHAZIABAD: Eight men were arrested on Friday for allegedly kidnapping three youths who had cheated them of lakhs after promising government jobs to their family members. Posing as CBI and Army officers, police said, the kidnapped trio — Nirdosh Rana, a BPharma student, and Manoj and his elder brother Ajeet — had in November last year collected Rs 56 lakh from the eight accused on the pretext of providing their family members jobs in UP Police, railway police force and postal department. The eight — Vikram Singh, Anil, Rajkumar, Rahul, Sunil Kumar, Inder, Vivek and Rajkumar — planned the crime after they recently realised they had been conned by Nirdosh, Manoj and Ajeet over promises of government jobs and their repeated requests for refund were ignored by the trio. On June 19, police said, the eight drove to Manoj’s house in Kavi Nagar in two cars — a Swift Dzire and Eeco — where Sunil persuaded the two brothers to come out for a conversation. As soon as Manoj and Ajeet stepped out, the accused bundled them into one of the cars and drove out of the area. “The kidnappers soon forced Manoj to call Nirdosh on his mobile phone. They asked Manoj to pursuade Nirdosh to come to Vaishali metro station. Later when Nirdosh reached the spot, the eight bundled him into the other waiting car,” said Shlok Kumar, SP (city). Subsequently, the kidnappers used Nirdosh’s phone to call one of his neighbours. “They requested Parmanand Gupta to inform Nirdosh’s family members that he had met with an accident near Govindpuram. When Nirdosh’s parents reached the spot, the accused called them again and asked them to go to NDRF ground in Kavi Nagar,” Kumar said. But the ordeal of Nirdosh’s family members did not end there. “The kidnappers again called them, this time from Manoj’s phone, and demanded Rs 5 lakh within 12 hours for his release,” he said. Over the next 48 hours, the eight held Nirdosh, Manoj and Ajeet hostage in the two cars and drove them from one place to another. “While Manoj and Ajeet were driven around Delhi and Ghaziabad, Nirdosh was taken to Bulandshahr,” the SP (city) added. Police put the two mobile phone numbers on surveillance soon after Nirdosh’s parents approached them. “Based on inputs from our technical team, we nabbed the eight from a forest near Bapudham Road in the early hours of Friday. We have also seized the two vehicles,” Kumar said. During interrogation, the accused told cops that the trio had duped them of Rs 56 lakh on the pretext of providing government jobs to their family members. “The eight told us they had earlier lodged a police complaint against the trio. They also confessed to cheating 15 people in Ghaziabad and Bulandshahr in the past six months,” he added. The eight have been booked under Section 364A (kidnapping for ransom) at Kavi Nagar police station. “They were produced in a court and sent to judicial custody,” Kumar said. ",,,,,,3,,,,
Ghaziabad,"Thrashed by neighbours, 65-year-old man dies","GHAZIABAD: A 65-year-old man was found dead under ‘mysterious circumstances’ in Khoda, police said on Sunday. Relatives and neighbours of Rajesh, who died on the intervening night of Saturday and Sunday, refused to cremate his body. They held a protest in front of Khoda police station, seeking proper probe. On June 5, Rajesh was allegedly beaten up by his neighbours, Raj Kishan and Ram Kishan, police said. This took place as the victim had asked Raj to stop meeting his daughter, with whom he was in a relationship. An FIR was lodged and father-son duo were jailed, said Shailendra Kumar Singh, SHO of Khora police station. “Rajesh received a few injuries on his face in the incident,” Singh added. He said that police received information on Sunday about Rajesh’s death. Rajesh’s sister-in law told TOI, “The doctor told us that Rajesh died due to serious injuries on his head. The police have failed to arrest the culprit.” The body has been sent for post-mortem and a probe is under way, the SHO added. ",Unknown reasons,,1,,,,,,,
Ghaziabad,Labourer arrested for raping minor neighbour,"GHAZIABAD: A 24-year-old youth was arrested on Monday morning for allegedly sexually assaulting his 11-year-old neighbour in Kavi Nagar. The accused, Manjeet, belongs to Kasganj district in Uttar Pradesh and works as a daily wage labourer in Ghaziabad. Around 1am on Monday, Manjeet entered a one-room accommodation of a carpenter where his daughter was sleeping alone as her parents, uncle and a younger sibling were sleeping on the roof of the building where Manjeet also lives. Finding the Class III student alone, Manjeet allegedly raped her. When the minor screamed, her parents rushed down into their house and found Manjeet going out of the room. However, the girl’s family members managed to get hold of him and thrashed him. They later called the police control room and narrated about the alleged rape. Subsequently, they went to Kavi Nagar police station and filed a complaint against Manjit. Police said the girl’s family originally belongs to Kushinagar district in UP, but they have been living in Ghaziabad for quite some time now.  The minor was sent for a medical test and Manjeet was been booked under IPC Section 376 (rape) and also relevant sections of the Protection of Children from Sexual Offences (POCSO) Act. He was produced in a local court on Monday that sent him to jail. ",,,,,,,,"7,10",,1
Ghaziabad,"Woman found dead, husband booked","GHAZIABAD: A man was booked for dowry on Wednesday after his 25-year-old wife was found dead under mysterious circumstances at their home in Modinagar area on Tuesday evening, merely three months after their marriage. The family of the woman, Neeraj, filed a complaint against her husband, Devender, alleging that he had tortured her. Police said Neeraj had married Devender, a resident of Sikri Khurd area on March 8 this year. Neeraj’s father told police that Devender, who worked in a watch company in Delhi, frequently thrashed his daughter as his demand for a motorcycle had not been fulfilled. On Tuesday, Devender informed Neeraj’s family about her ill health, however when they reached his home, Neeraj was found lying on the ground in an unconscious state. hey rushed to a nearby hospital where she was declared dead on arrival. Police said Neeraj had injury marks on her face and throat. Her body has been sent for an autopsy and the report is awaited. “We have detained the accused for questioning. His parents are not alive,” said K P Mishra, the circle officer of Modinagar. ",,,,,,,,"2,3,6",1,
Ghaziabad,"Ghaziabad: Out for walk, teen ‘abducted, raped by three at gunpoint’","GHAZIABAD: An 18-year-old woman who had gone to a park near her house for an evening walk with her six-year-old sister was allegedly abducted and raped at gunpoint by three youths, including two minors, inside a dilapidated building in Indirapuram. Two of the accused have been detained for questioning, police said. The woman’s father has alleged that the crime took place on June 27 but the police made them run from pillar to post to get an FIR registered. Cops, however, said the woman’s family had earlier reported molestation and on that basis, an FIR under relevant sections was already registered at Indirapuram police station on Tuesday. In the complaint, the woman’s father has alleged that following a power cut in the area on the evening of June 27, his eldest daughter along with her six-year-old sister had gone to a nearby park for a walk. Around 6.30 pm, the three youths, who were lurking in the park, blocked her way, took her to a nearby building and raped her at gunpoint. “My younger daughter witnessed the crime and rushed home to alert her mother. At that time, I was at work. My wife went to the spot and found my daughter lying in an unconscious state. She even grabbed one of the accused from behind, but he managed to flee,” he said. “Later in the evening, we went to the local police post to lodge a complaint. The cops present there took our complaint, but did not register an FIR,” he claimed. It was only after the Ghaziabad SSP’s invention that cops swung into action, he said. Police, however, claimed on the initial complaint of the girl’s family, an FIR under IPC sections 354A (sexual harassment and punishment for sexual harassment) and 354B (assault or use of criminal force to woman with intent to disrobe) was registered at Indirapuram police station on Tuesday. Abhay Khand police post in-charge Prahlad Singh, who is investigating the case, said two of the accused, including a minor, has been detained for questioning. “The third one, who is also a minor, is on run,” he said. ",,,,,,,,7,,1
Ghaziabad,"Jobless and suspicious of wife, man wipes out family before killing self","GHAZIABAD: A 37-year-old man allegedly killed his wife with a hammer and poisoned his three kids to death before committing suicide in Masuri early on Friday. The alleged murders come barely six days after a former official of a pharmaceutical company reportedly killed his wife and two children and hanged himself from the ceiling fan of their house in Gurgaon. Officers in Ghaziabad police said Pradeep had been unemployed for the past one and a half years and had turned alcoholic over time. His wife Sangeeta (32) worked as a nurse at AIIMS’s National Drug Dependence Treatment Centre here, and the couple had three daughters — Mansavi (8), Yashasvi (5) and Ojasvi (3). They lived with Pradeep’s father Feru Valmiki, who retired as a master chief petty officer in the Indian Navy, mother Sheela and sister Reena in a single-storey house in New Shatabadipuram. Police have recovered a six-page suicide note purportedly written by Pradeep, suspecting his wife of being involved in an illicit relationship. The letter also vividly mentions the way the woman and the three girls were murdered. Quoting the “suicide note”, SSP Sudhir Kumar Singh said Pradeep first hit his wife on the head multiple times with a hammer and then forced the three daughters to drink poison. He wrapped their mouths and heads with a four-inch-wide black tape to ensure they did not blurt out the poison. Pradeep, too, wrapped his head with the same tape and drank poison. Police said when they entered the room, the bodies of Pradeep and his three daughters were found on the bed while Sangeeta lay on the floor. She was being rushed to a nearby government hospital as she was found breathing feebly, but died on the way. Ironically, the black adhesive tape used by Pradeep to wrap the faces of his wife and daughters was actually brought home by Sangeeta. It is used for containing violent patients undergoing treatment at hospitals. It was Pradeep’s sister Reena who first spotted the bodies. Reena told police she woke up around 4.30am and saw Pradeep lying on the sofa. Asked why he was not in the bedroom, Pradeep went inside but did not say anything. A little later, Reena heard cries of the three children and knocked on the door, but Pradeep asked her to go back saying he was just talking to them. Finding something amiss, Reena woke up her elderly parents and alerted neighbours. When she peeped inside the bedroom through a glass above the door, she saw the bodies lying on the bed. The police control room was informed around 5.40am. SSP Singh reached the house along with a team of senior officials. The bodies were sent for autopsy. Relatives said Pradeep would often accuse his wife of having an affair and had claimed that his daughters had been conceived through IVF. He was jobless for around a year and a half and would often come home drunk, which led to frequent quarrels with his wife. On Thursday too, Pradeep and Sangeeta had fought over delay in paying the electricity bill. A commerce graduate, Pradeep had taken admission in a foundation course offered by the Institute of Cost Accountants of India, but left it in the middle. A relative said Pradeep had told him he had landed a job in a private company and would join work in a few days. According to the man’s cousin, Ravindra Kumar, Pradeep and Sangeeta had met 12 years ago while working at a private hospital in Patparganj and fell in love. Pradeep worked there as a storekeeper while Sangeeta was a nurse. Sangeeta was originally from Ranchi, while Pradeep’s hometown was in Meerut’s Aghera village. “Pradeep doted on his three daughters and it was quite shocking to see the way he killed them. We had spoken on Thursday evening and he told me he would like to see me on Friday,” Ravindra said. On a complaint by Pradeep’s father Feru Valmiki, an FIR against his son was registered under IPC sections 302 (murder), 306 (abetment of suicide) and 307 (attempt to murder) at Masuri police station. ",Family Dispute,3,,1,,,,,,
Ghaziabad,"Ghaziabad: Woman missing, dad alleges torture by her in-laws","GHAZIABAD: The father of a 23-year-old woman has lodged a police complaint alleging that his daughter has been missing since Saturday morning because of alleged torture by her parents-in-law. There was speculation that the woman, Komal Talan, might have committed suicide by jumping into the Hindon canal in Indirapuram as her car was found parked nearby. However, divers did not find her body despite hours of search. Later on Saturday evening, Komal’s father Anil Talan lodged the missing person’s complaint. Talan alleged that Komal, who was married to Delhi resident Abhishek, was being harassed over dowry. “We have found a note in Komal’s car that says she was being tortured by her parents-in-law over dowry,” said Talan, an office-bearer in the Bharati Kisan Union. “My wife called on Komal’s number around 5pm but it was switched off. Around 8.30pm, we received a call from her mother-in-law who informed that Komal had left home in the morning and hadn’t returned,” he added. Seeing an abandoned car near the canal, a cop passing by enquired about its details and informed Komal’s father. “Initially, we suspected that the woman may have committed suicide by jumping into the canal. But her body could not be traced. We spoke to her father, questioned her in-laws and lodged a missing person’s complaint,” said Shlok Kumar, SP (city). “The woman’s father has levelled allegations that her parents-in-law could be behind her disappearance,” he added. “However, it is a matter of investigation whether she has gone on her own or there is any foul play. For that, we need to trace her first,” said Kumar, adding that teams were looking for the woman in various other parts of the region. ",,,,,,,,6,1,
Ghaziabad,Dowry ‘suicide’: Woman’s body not found in Hindon canal,"GHAZIABAD: The body of a woman, whose father had lodged a missing person’s complaint alleging she had fled torture at the hands of her parents-in-law, could not be traced in the Hindon canal despite a daylong search by an NDRF team. There had been speculation that Komal Talan (23) might have jumped into the canal as her car was parked nearby. Her father Anil Talan, a Delhi resident, had alleged that Komal’s in-laws had been torturing her over dowry. Police now suspect that the woman might not have jumped into the canal at all, but fled. On a complaint by Komal’s father, an FIR has been registered under IPC sections 498A (domestic violence) and 365 (kidnapping or abducting with intent secretly and wrongfully to confine person) against her in-laws at Indirapuram police station. “We found a note in Komal’s car that says she was being tortured by her parents-in-law over dowry,” her father Anil Talan had said. Talan is an offcer-bearer in the Bhartia Kisan Union. ",,,,,,,,2,1,
Ghaziabad,"Man bangs wife’s head against wall, kills her","GHAZIABAD: A man in his late 30s was arrested on Sunday for allegedly killing his wife by banging her head several times on a wall in their house in Mirza Garden Colony of Loni on Saturday evening. Police said the accused, Raeesuddin, was in an inebriated condition when he committed the murder. Raeesuddin, a daily wager, had married Shamshadi (30) a year back after giving divorce to his first wife. He has three children aged between two and eight years. According to the police, Raeesuddin was an alcoholic and it led to frequent fights between the couple. A similar argument had ensued on Saturday evening after Raeesuddin came home drunk, but in a fit of rage, Raeesuddin banged Shamshadi’s head multiple times on the wall and then fled after she fell unconscious. Police said that the children were playing outside the house when Shamshadi was killed. When they came home and found their mother lying in a pool of blood, they informed their neighbours, who in turn informed the police. A police team arrived soon, along with circle officer of Loni, Raj Kumar Pandey, and SHO Sanjay Kumar Pandey. The police sent the body for an autopsy. “The accused has been booked for murder and was arrested on Sunday. We are trying to ascertain the exact reason which resulted in such a heinous crime,” said the SHO. ",Family Dispute,,,1,,,,,,
Ghaziabad,Delhi’s Gone Girl: Woman stages suicide to get husband arrested,"GHAZIABAD: “Have you arrested my husband?” When police finally got to the woman curled up under a blanket in a two-tier AC coach of Coimbatore Express at Bangalore City railway station late on July 8 (Monday), this was her only question. “Tell me, has my husband been sent to jail?” Komal Talan, the woman on the Bengaluru train, was 22 when Gillian Flynn’s page-turner, Gone Girl, first arrived at bookstores, and 24 when it was released, two years later, as one of the most anticipated movies of 2014. At 29, she could say she owns the title. Komal, a trainee manager with an insurance company on Barakhamba Road, disappeared on July 5 from her in-laws’ house in Delhi’s Pandav Nagar. A day later, her white Scorpio was found parked under the Hindon elevated road in Ghaziabad with a note saying she was “going away”, and accusing her husband and in-laws of torturing her over dowry since her wedding on April 20, 2018. The note and the car, parked right next to the Hindon canal, suggested she had committed suicide. Fake ID, new number and 4 cities: Cops finally bring back ‘Gone Girl’Divers were called to look for a body. Later, the National Disaster Response Force (NDRF) scoured the length of the canal, whose waters are still and mostly shallow. But this wasn’t the presumed last cry of anguish from a woman driven to despair. It actually was the final piece in months of planning by a woman who had channelled all her rage into quietly planning revenge against her husband for all the torture he had allegedly inflicted, a plot line straight from the pages of Flynn’s novel. For the first 24 hours of her disappearance, as divers searched the canal and police briefed news reporters on a possible suicide, the plot proceeded exactly as Komal had laid out. Her father, a Bharatiya Kisan Union member, filed a police complaint and a case was registered against her husband Abhishek Chaudhary, a bank executive, and her in-laws, at Indirapuram police station on Saturday night. They were charged with domestic violence and kidnapping under provisions of the Dowry Prohibition Act. Police also detained Abhishek for questioning as Komal’s parents accused him of murdering her and throwing her body into the canal. This was the second FIR filed in two days — the first was a missing person’s complaint filed at Barakhamba Road police station on July 5, the same night she disappeared. Just as Komal had thought it would be: it did look like she had driven all the way to Hindon Canal from Pandav Nagar in east Delhi, and jumped. She had left home for office in the morning and never returned — her last location was Sahibabad, 6.45pm — and her SUV wasn’t found till the next morning. It gave Komal time. She switched off her phone, went to Anand Vihar, and took an overnight bus to Jaipur. From there, she bought air tickets for Mumbai. She used the name Kamakshi, an identity she had created through forged documents and a possibly forged Aadhaar card (still being probed). Her note, which she left in the SUV, had been discovered by then. And while divers looked for her body in the Ghaziabad canal on July 7, Komal sat back in the economy class of an airplane that cruised towards India’s west coast. On landing in Mumbai, Komal checked into a hotel and booked a berth, again as Kamakshi, on Coimbatore Express. She boarded the train from Kurla that night. She had no particular destination. All she wanted to do was stay away long enough for Abhishek to go to jail. But her plan was eventually blown by electronic surveillance. Komal, police said, was in touch with some friends using a different number. That’s how she was eventually tracked. SP (city) Shlok Kumar said, “She had deliberately parked her car near the canal so that police and her family assumed she had committed suicide. Her motive was to see her husband behind bars. She remained on the move to avoid detection and did not speak to her parents either. She also hid her real identity to buy tickets.” Kumar said police got an inkling of Komal’s plan when they spoke to some of her close friends. They soon discovered the number she was using and her new identity, Kamakshi. Investigators also found she had withdrawn her entire July salary, probably to fund her getaway. “She would have returned home after all the money she was carrying was exhausted,” said a police officer who was part of the investigation. A police team was formed to find her. It missed her train narrowly in Pune and eventually tasted success at Bangalore. A cousin of Komal accompanied the police team to identify her. Komal’s father Anil Talan claimed he had given Rs 41 lakh in cash and an Audi car as dowry to Abhishek, whose father Dharmendra Kumar is a sub-inspector in Delhi Police. Talan also alleged Abhishek’s family was demanding another Rs 21 lakh for starting a business for him. The Talans are based in Greater Noida. “We had not spoken to Komal on Friday and on Saturday evening. Dharmendra called me and informed me about the car being parked near Hindon canal and that Komal was nowhere to be found,” the FIR lodged by Anil Talan read. Talking to reporters after being brought to Ghaziabad on Tuesday, Komal alleged her fatherin-law abused her from the first day of marriage and would tell her he was the boss of the house and she couldn’t do anything without his permission. Asked about her getaway, she said, “I did not think much while leaving from here (Hindon canal). I did not know my destination. I did whatever came to my mind. The only thing which was clear was that I would never go back to my husband’s house. Even if my family asked me to go back for the sake of their social status, I would have not listened to them.” Police said charges of kidnapping would be removed from the FIR against Komal’s husband but the other sections would remain. Abhishek was arrested on Tuesday night, after Komal’s return, and will be produced before a magistrate on Wednesday. In that, her plan to see her husband behind bars has worked. ",,,,,,,,2,1,
Ghaziabad,"Ghaziabad man strangles wife, sits with body before surrendering","GHAZIABAD: Suspecting his wife of having an extramarital affair, a 29-year-old man allegedly strangled her after a heated argument in Loni and sat with the body for over two hours before surrendering to police on Thursday. The accused, Azad, is an autorickshaw driver. He lived in Loni with his wife Farzana (26) and two children. “The couple had been married for five years. Farzana used to work as a tailor from home. They lived in Sahibabad’s Shaheed Nagar earlier and had shifted to Loni 25 days ago,” a police officer said. Azad suspected his wife of having an affair, and late on Wednesday, the couple had a heated argument after their children fell asleep. “In a fit of rage, Azad thrashed Farzana. He then grabbed her by the throat and strangled her with his bare hands. He later told police that he was drunk and didn’t intend to kill her, but went too far,” SP (rural) Neeraj Kumar Jadaun said. After he realised that he had killed her, he sat with the body for around two hours thinking about whether to dump it somewhere or confess to his crime to police. “He decided to surrender himself to police. In the early hours of Thursday, he wrapped the body in a bedsheet, walked into Loni police station and told us he had killed his wife,” the SP said. “Cops went to his house and recovered Farzana’s body. Azad has been arrested. He has been booked under under IPC Section 304 (culpable homicide not amounting to murder). He was produced in a court that sent him to judicial custody,” Jadaun added. ",Family Dispute,,,1,,,,,,
Ghaziabad,"Girl stays with kin for AIIMS entrance, uncle molests her","GHAZIABAD: The 19-year-old daughter of a retired Army officer from Dehradun filed a complaint on Thursday against her uncle in Kavi Nagar police station, accusing him of molesting her when she had come to Ghaziabad to take an entrance examination for All India Institute of Medical Sciences (AIIMS) in May 2018. The girl’s family said she kept mum for a year but in June, when they asked her to attend a relative’s wedding in Ghaziabad, she broke down and revealed what had happened. Police said that the accused had clicked obscene pictures of the girl and made some videos in his house in Kavi Nagar while she was taking a bath and molested her whenever her aunt was out of the house. He also allegedly threatened to post the pictures and videos on social media websites if she protested. The girl arrived in Ghaziabad on May 25, 2018, her elder sister said. “After returning home, she used to sit alone and cry most of the time. Her mother tried to talk to her, but she never told us anything,” said the sister, who is also a doctor. Later, in June 2019, when the medical student’s family wanted her to attend the wedding in Ghaziabad, she said she didn’t want to return to the city. “She still lives in fear due to the threat received from our uncle. She told me that if he posted the images and videos online, she would commit suicide,” her sister said. After the revelation, the girl’s family approached the Dehradun SSP in June and an investigation was launched into the matter. “The investigation report has been received by the Ghaziabad police and an FIR on the basis has been lodged against the accused under IPC Section 354 (sexual harassment) at Kavi Nagar police station,” said Shlok Kumar, SP (city), Ghaziabad. When a police team went to the accused’s house on Thursday, they found it locked. “We have recorded the statement of the girl and the accused will be arrested soon,” the SP said. ",,,,,,,,8,1,
Ghaziabad,"Ghaziabad: Hit by husband, woman sets self, kids on fire, dies","GHAZIABAD: A 30-year-old woman, beaten up by her husband with slippers, took her 2-year-old daughter and 6-year-old son in her arms, doused herself in kerosene and set herself on fire in Muradnagar on Wednesday afternoon. While the woman and her daughter died, the son, who managed to free himself and run away, is being treated for burn injuries. Om Prakash Singh, the SHO of Muradnagar police station, said the woman, Deepa, took the extreme step because of frequent quarrels with her husband, a daily wage labourer. “Around 9am on Wednesday, her husband Kailash demanded Rs 2,000 from her. The woman refused to give the money, following which she was beaten up with slippers by Kailash,” Singh said. A few hours later, Deepa locked herself in a room along with the children and set herself on fire. Lalit, the boy, ran outside the house after unlocking the door and was saved by the neighbours who covered him in blankets. NEWS IN BRIEFEXPLORE BRIEFSAmid Covid surge, Centre's 5-step containment strategy for statesIndia witnessing a sharp rise in coronavirus infections, Union health secretary Rajesh Bhushan on Saturday held a meeting with officials from 12 worst-hit states and presented a five-fold containment strategy to bring the situation under control.Over 60 protesters killed in Myanmar on 'day of shame for armed forces'Myanmar's security forces shot and killed at least 64 people - including a young boy - on Saturday, news reports and witnesses said, even as the ruling junta's leader said the military would protect the people and strive for democracy.“The girl died on the spot, while a severely burnt Deepa and her son were taken to a private hospital in Muradnagar. Deepa was declared dead on arrival, and her son is being treated for burns in the hands,” Singh said. Top Commentwhat was the fault of kids, she should have moved out of his house with the kids, and filled a case against him. Taking self life and of those innocent children is a crime in itself. may God be with their soles.SaurabhSee All CommentsAdd commentAccording to sources, Kailash and Deepa had married three years ago after the woman’s first husband divorced her. “She got the divorce in 2014. Lalit is the son from her first husband while Reena was the daughter of Kailash and Deepa,” the SHO said. Police have been waiting for Deepa’s parents to hand over her body after an autopsy. “After autopsies of Deepa and his daughter, police will record the statements of Deepa’s husband. The bodies of the deceased will be given to her parents for the last rites,” he added. ",,,,,,,,6,1,
