"**Includes all FBS teams with stats compiled from espn.com excluding Indiana University (2010-2020), Charlotte (2010-2014), Old Dominion (2019, 2012-10), UAB (2014-2015), UTSA (2010-2011), Appalachian (2010-2013), Coastal Carolina (2010-2016), Georgia Southern (2010-2013), Georgia State (2010-2012), South Alabama (2010-2011), Texas State (2010-2011), Liberty (2010-2017), New Mexico State (2020), UConn (2020), and UMass (2010-2011) since espn.com didn't have available stats for them during the time of this compilation.",,,,,,,,,,,,,,,,,,
UniversityName,Year,TeamID,CMP,ATT,YDS,CMPPercent,YPA,LNG,TD,INT,SACK,SYL,RTG,R_ATT,R_AVG,TOTAL_PLAYS,RUN_PERCENT,PASS_PERCENT
CentralMichigan,2020,CentralMichigan2020,106,173,"1,214",61.30,7,58,7,4,14,-97,128.8,260,5,433,60.05%,39.95%
Charlotte,2015,Charlotte2015,196,375,"2,089",52.30,5.6,63,12,23,42,-252,97.4,562,3.5,937,59.98%,40.02%
Charlotte,2016,Charlotte2016,214,413,"2,313",51.80,5.6,76,17,6,25,-169,109.5,487,4.3,900,54.11%,45.89%
Charlotte,2017,Charlotte2017,146,312,"1,643",46.80,5.3,68,10,16,22,-152,91.4,428,4.7,740,57.84%,42.16%
Charlotte,2018,Charlotte2018,183,305,"2,154",60.00,7.1,71,10,8,38,-276,124.9,526,3.6,831,63.30%,36.70%
Charlotte,2019,Charlotte2019,195,321,"2,749",60.70,8.6,58,24,14,21,-121,148.6,527,4.9,848,62.15%,37.85%
Charlotte,2020,Charlotte2020,98,179,"1,337",54.70,7,71,10,2,16,-88,129.7,237,3,416,56.97%,43.03%
Cincinnati,2010,Cincinnati2010,251,435,"3,128",57.70,7.2,69,27,15,33,-256,131.7,402,4.7,837,48.03%,51.97%
Cincinnati,2011,Cincinnati2011,223,392,"2,693",56.90,6.9,72,20,14,22,-158,124.3,500,4.6,892,56.05%,43.95%
Cincinnati,2012,Cincinnati2012,210,371,"3,104",56.60,8.4,83,25,11,17,-101,143.2,492,5.3,863,57.01%,42.99%
Cincinnati,2013,Cincinnati2013,311,469,"3,947",66.30,8.4,66,28,17,17,-141,149.5,516,4.2,985,52.39%,47.61%
Cincinnati,2014,Cincinnati2014,294,491,"3,947",59.90,8,83,35,14,18,-119,145.2,454,4.5,945,48.04%,51.96%
Cincinnati,2015,Cincinnati2015,341,547,"4,679",62.30,8.6,88,29,22,26,-145,143.6,512,4.5,1059,48.35%,51.65%
Cincinnati,2016,Cincinnati2016,259,453,"3,071",57.20,6.8,82,19,15,26,-176,12,397,3.6,850,46.71%,53.29%
Cincinnati,2017,Cincinnati2017,245,434,"2,597",56.50,6,75,20,9,17,-136,117.8,371,4.4,805,46.09%,53.91%
Cincinnati,2018,Cincinnati2018,227,374,"2,847",60.70,7.6,77,22,7,25,-187,140.3,600,5.2,974,61.60%,38.40%
Cincinnati,2019,Cincinnati2019,208,377,"2,552",55.20,6.8,75,19,11,35,-234,122.8,616,4.7,993,62.03%,37.97%
Cincinnati,2020,Cincinnati2020,197,295,"2,386",66.80,8,60,20,6,19,-113,152.3,381,5.0,676,56.36%,43.64%
Clemson,2010,Clemson2010,230,409,"2,543",56.20,6.2,74,17,14,18,-132,115.3,457,4,866,52.77%,47.23%
Clemson,2011,Clemson2011,311,525,"3,952",59.20,7.5,65,33,12,33,-229,138.6,530,4.2,1055,50.24%,49.76%
Clemson,2012,Clemson2012,318,474,"4,181",67.10,8.8,69,40,14,31,-211,163.1,588,4.2,1062,55.37%,44.63%
Clemson,2013,Clemson2013,341,493,"4,330",69.20,8.8,96,39,12,35,-220,164.2,544,4.2,1037,52.46%,47.54%
Clemson,2014,Clemson2014,292,451,"3,404",64.70,7.5,74,23,12,27,-196,139.7,539,3.5,990,54.44%,45.56%
Clemson,2015,Clemson2015,356,528,"4,373",67.40,8.3,67,35,15,18,-99,153.2,679,4.9,1207,56.26%,43.74%
Clemson,2016,Clemson2016,422,629,"5,009",67.10,8,65,45,17,20,-114,152.2,591,4.3,1220,48.44%,51.56%
Clemson,2017,Clemson2017,309,470,"3,297",65.70,7,79,17,9,31,-203,132.8,578,4.7,1048,55.15%,44.85%
Clemson,2018,Clemson2018,328,508,"4,185",64.60,8.2,74,37,8,17,-115,154.7,568,6.6,1076,52.79%,47.21%
Clemson,2019,Clemson2019,326,509,"4,325",64.00,8.5,87,40,10,18,-142,157.4,566,6.4,1075,52.65%,47.35%
Clemson,2020,Clemson2020,326,490,"4,182",66.50,8,83,31,6,20,-153,152.2,411,4,901,45.62%,54.38%
CoastalCarolina,2017,CoastalCarolina2017,158,304,"2,269",52.00,7.5,86,18,11,28,-157,127,446,4.2,750,59.47%,40.53%
CoastalCarolina,2018,CoastalCarolina2018,164,265,"2,168",61.90,8.2,81,19,7,37,-233,149,515,4.6,780,66.03%,33.97%
CoastalCarolina,2019,CoastalCarolina2019,217,334,"2,379",65.00,7.1,51,21,9,20,-123,140.2,520,4.5,854,60.89%,39.11%
CoastalCarolina,2020,CoastalCarolina2020,191,287,"2,778",66.60,9,75,29,5,14,-63,172,518,5,805,64.35%,35.65%
Colorado,2010,Colorado2010,237,397,"2,672",59.70,6.7,73,21,11,21,-192,128.1,450,3.7,847,53.13%,46.87%
Colorado,2011,Colorado2011,250,450,"3,089",55.60,6.9,78,21,11,31,-216,123.7,401,3.5,851,47.12%,52.88%
Colorado,2012,Colorado2012,222,404,"2,310",55.00,5.7,71,11,19,50,-321,102.6,425,3.1,829,51.27%,48.73%
Colorado,2013,Colorado2013,235,411,"2,989",57.20,7.3,82,21,15,20,-147,127.8,421,3.4,832,50.60%,49.40%
Colorado,2014,Colorado2014,348,545,"3,415",63.90,6.3,75,29,15,23,-137,128.5,451,4.1,996,45.28%,54.72%
Colorado,2015,Colorado2015,286,466,"3,128",61.40,6.7,72,13,12,41,-288,121.8,542,3.7,1008,53.77%,46.23%
Colorado,2016,Colorado2016,289,469,"3,563",61.60,7.6,70,21,11,31,-189,135.5,635,4,1104,57.52%,42.48%
Colorado,2017,Colorado2017,244,410,"3,125",59.50,7.6,79,19,9,39,-250,134.4,499,3.8,909,54.90%,45.10%
Colorado,2018,Colorado2018,271,420,"2,995",64.50,7.1,89,19,12,34,-210,133.6,452,3.8,872,51.83%,48.17%
Colorado,2019,Colorado2019,257,411,"2,858",62.50,7,96,18,11,21,-131,130,436,4.1,847,51.48%,48.52%
Colorado,2020,Colorado2020,98,178,"1,209",55.10,6,61,6,7,7,-40,108.7,276,4,454,60.79%,39.21%
ColoradoState,2010,ColoradoState2010,253,393,"2,662",64.40,6.8,73,11,13,44,-244,123.9,392,3.5,785,49.94%,50.06%
ColoradoState,2011,ColoradoState2011,208,344,"2,215",60.50,6.4,66,12,14,35,-220,117.9,452,4.4,796,56.78%,43.22%
ColoradoState,2012,ColoradoState2012,206,351,"2,522",58.70,7.2,75,17,15,30,-170,126.5,399,3.9,750,53.20%,46.80%
ColoradoState,2013,ColoradoState2013,298,480,"3,730",62.10,7.8,63,24,11,22,-136,139.3,571,5,1051,54.33%,45.67%
ColoradoState,2014,ColoradoState2014,286,447,"4,181",64.00,9.4,76,34,7,27,-190,164.5,435,4.8,882,49.32%,50.68%
ColoradoState,2015,ColoradoState2015,233,392,"2,965",59.40,7.6,69,24,15,17,-109,135.5,534,4.8,926,57.67%,42.33%
ColoradoState,2016,ColoradoState2016,218,361,"3,181",60.40,8.8,73,29,7,13,-114,157,539,5.3,900,59.89%,40.11%
ColoradoState,2017,ColoradoState2017,284,459,"3,799",61.90,8.3,76,29,10,13,-75,147.9,518,5,977,53.02%,46.98%
ColoradoState,2018,ColoradoState2018,303,501,"3,659",60.50,7.3,69,26,16,30,-199,132.6,392,3.2,893,43.90%,56.10%
ColoradoState,2019,ColoradoState2019,279,445,"3,660",62.70,8.2,87,21,11,27,-180,142.4,395,4,840,47.02%,52.98%
ColoradoState,2020,ColoradoState2020,59,116,798,50.90,6,42,4,3,12,-62,107.5,156,3,272,57.35%,42.65%
Duke,2010,Duke2010,295,489,"3,256",60.30,6.7,70,14,19,25,-165,117.9,383,3.4,872,43.92%,56.08%
Duke,2011,Duke2011,315,493,"3,266",63.90,6.6,70,14,12,19,-146,124,365,3.1,858,42.54%,57.46%
Duke,2012,Duke2012,352,551,"3,691",63.90,6.7,99,27,12,19,-147,132,439,3.7,990,44.34%,55.66%
Duke,2013,Duke2013,298,472,"3,474",63.10,7.4,75,26,19,17,-93,135.1,544,4.6,1016,53.54%,46.46%
Duke,2014,Duke2014,268,471,"2,814",56.90,6,54,23,8,13,-91,119.8,492,4.8,963,51.09%,48.91%
Duke,2015,Duke2015,294,509,"3,204",57.80,6.3,89,18,10,18,-91,118.4,524,4.8,1033,50.73%,49.27%
Duke,2016,Duke2016,277,443,"2,877",62.50,6.5,64,18,9,31,-162,126.4,474,3.9,917,51.69%,48.31%
Duke,2017,Duke2017,266,469,"2,774",56.70,5.9,58,16,12,29,-203,112.5,547,4.1,1016,53.84%,46.16%
Duke,2018,Duke2018,278,476,"3,199",58.40,6.7,85,31,10,30,-184,132.1,480,4.3,956,50.21%,49.79%
Duke,2019,Duke2019,213,378,"2,152",56.30,5.7,49,18,14,28,-140,112.5,495,3.6,873,56.70%,43.30%
Duke,2020,Duke2020,220,391,"2,449",56.30,6,55,11,19,37,-195,106.2,438,3,829,52.83%,47.17%
EastCarolina,2010,EastCarolina2010,408,632,"4,143",64.60,6.6,77,39,16,15,-129,134.9,358,4.3,990,36.16%,63.84%
EastCarolina,2011,EastCarolina2011,355,524,"3,433",67.70,6.6,84,25,20,30,-214,130.9,397,3.3,921,43.11%,56.89%
EastCarolina,2012,EastCarolina2012,319,488,"3,551",65.40,7.3,76,25,14,29,-214,137.7,459,3.8,947,48.47%,51.53%
EastCarolina,2013,EastCarolina2013,397,565,"4,265",70.30,7.5,60,35,10,30,-200,150.6,463,3.9,1028,45.04%,54.96%
EastCarolina,2014,EastCarolina2014,402,637,"4,835",63.10,7.6,66,31,11,32,-232,139.5,433,4.8,1070,40.47%,59.53%
EastCarolina,2015,EastCarolina2015,321,473,"3,375",67.90,7.1,69,21,12,29,-184,137.4,404,4,877,46.07%,53.93%
EastCarolina,2016,EastCarolina2016,359,554,"4,016",64.80,7.2,77,26,12,31,-222,136.8,404,3.9,958,42.17%,57.83%
EastCarolina,2017,EastCarolina2017,307,541,"3,815",56.70,7.1,95,26,16,15,-112,125.9,396,3.3,937,42.26%,57.74%
EastCarolina,2018,EastCarolina2018,285,568,"3,417",50.20,6,80,18,15,25,-198,105.9,427,3.6,995,42.91%,57.09%
EastCarolina,2019,EastCarolina2019,270,451,"3,466",59.90,7.7,75,22,10,17,-150,136.1,449,3.8,900,49.89%,50.11%
EastCarolina,2020,EastCarolina2020,176,293,"2,060",60.10,7,75,19,9,23,-145,134.1,362,4,655,55.27%,44.73%
EasternMichigan,2010,EasternMichigan2010,150,282,"1,921",53.20,6.8,73,14,14,22,-153,116.9,511,4.1,793,64.44%,35.56%
EasternMichigan,2011,EasternMichigan2011,110,202,"1,520",54.50,7.5,67,14,8,18,-143,132.6,575,4.6,777,74.00%,26.00%
EasternMichigan,2012,EasternMichigan2012,159,308,"2,054",51.60,6.7,44,19,15,22,-149,118.3,448,4.4,756,59.26%,40.74%
EasternMichigan,2013,EasternMichigan2013,178,336,"2,137",53.00,6.4,62,14,14,28,-140,111.8,445,4.3,781,56.98%,43.02%
EasternMichigan,2014,EasternMichigan2014,167,320,"1,821",52.20,5.7,76,13,11,35,-251,106.5,459,3.6,779,58.92%,41.08%
EasternMichigan,2015,EasternMichigan2015,249,409,"2,666",60.90,6.5,64,18,14,24,-164,123.3,421,4.5,830,50.72%,49.28%
EasternMichigan,2016,EasternMichigan2016,309,519,"3,849",59.50,7.4,75,25,17,13,-89,131.2,480,4.3,999,48.05%,51.95%
EasternMichigan,2017,EasternMichigan2017,257,435,"3,088",59.10,7.1,74,21,15,17,-128,127.7,422,3.7,857,49.24%,50.76%
EasternMichigan,2018,EasternMichigan2018,246,387,"2,947",63.60,7.6,76,21,4,39,-192,143.4,493,3.8,880,56.02%,43.98%
EasternMichigan,2019,EasternMichigan2019,313,465,"3,681",67.30,7.9,80,27,12,23,-134,147.8,418,3.8,883,47.34%,52.66%
EasternMichigan,2020,EasternMichigan2020,126,199,"1,657",63.30,8,79,12,6,17,-90,144.4,219,3,418,52.39%,47.61%
Florida,2010,Florida2010,230,381,"2,396",60.40,6.3,51,12,12,24,-144,117.3,504,4.3,885,56.95%,43.05%
Florida,2011,Florida2011,182,320,"2,414",56.90,7.5,83,13,13,23,-169,125.5,469,4,789,59.44%,40.56%
Florida,2012,Florida2012,183,288,"1,902",63.50,6.6,75,13,5,39,-294,130.4,539,4.5,827,65.18%,34.82%
Florida,2013,Florida2013,199,311,"2,051",64.00,6.6,83,11,9,27,-235,125.3,482,3.6,793,60.78%,39.22%
Florida,2014,Florida2014,169,324,"2,159",52.20,6.7,86,18,14,17,-92,117.8,517,4.4,841,61.47%,38.53%
Florida,2015,Florida2015,229,405,"2,899",56.50,7.2,77,20,10,45,-274,128,510,3.5,915,55.74%,44.26%
Florida,2016,Florida2016,241,410,"2,805",58.80,6.8,98,18,15,28,-221,123.4,452,3.7,862,52.44%,47.56%
Florida,2017,Florida2017,174,312,"1,975",55.80,6.3,63,10,10,37,-242,113.1,400,4.3,712,56.18%,43.82%
Florida,2018,Florida2018,217,364,"2,776",59.60,7.6,65,28,6,18,-121,145.8,526,5.3,890,59.10%,40.90%
Florida,2019,Florida2019,317,467,"3,910",67.90,8.4,69,33,10,25,-178,157.3,398,4.2,865,46.01%,53.99%
Florida,2020,Florida2020,321,473,"4,543",67.90,9,71,46,10,20,-116,171.3,367,4,840,43.69%,56.31%
FloridaAtlantic,2010,FloridaAtlantic2010,193,342,"2,500",56.40,7.3,80,17,14,36,-293,126.1,399,2.8,741,53.85%,46.15%
FloridaAtlantic,2011,FloridaAtlantic2011,183,351,"1,717",52.10,4.9,37,8,16,34,-278,91.6,387,3.3,738,52.44%,47.56%
FloridaAtlantic,2012,FloridaAtlantic2012,265,416,"2,851",63.70,6.9,75,18,6,27,-137,132.7,410,3.3,826,49.64%,50.36%
FloridaAtlantic,2013,FloridaAtlantic2013,196,353,"2,375",55.50,6.7,64,16,11,26,-142,120.8,499,4.4,852,58.57%,41.43%
FloridaAtlantic,2014,FloridaAtlantic2014,206,365,"2,394",56.40,6.6,74,18,5,21,-134,125.1,443,4.4,808,54.83%,45.17%
FloridaAtlantic,2015,FloridaAtlantic2015,206,393,"2,557",52.40,6.5,94,12,12,27,-179,111,498,3.9,891,55.89%,44.11%
FloridaAtlantic,2016,FloridaAtlantic2016,215,366,"2,521",58.70,6.9,85,9,13,25,-158,117.6,472,4.8,838,56.32%,43.68%
FloridaAtlantic,2017,FloridaAtlantic2017,234,361,"2,983",64.80,8.3,95,21,7,16,-72,149.5,665,6,1026,64.81%,35.19%
FloridaAtlantic,2018,FloridaAtlantic2018,226,364,"2,844",62.10,7.8,75,14,15,14,-83,132.2,566,5.1,930,60.86%,39.14%
FloridaAtlantic,2019,FloridaAtlantic2019,314,502,"3,956",62.60,7.9,75,30,8,29,-221,145.3,551,4.2,1053,52.33%,47.67%
FloridaAtlantic,2020,FloridaAtlantic2020,122,232,"1,300",52.60,5,49,8,6,20,-140,100.8,363,4,595,61.01%,38.99%
FloridaInternational,2010,FloridaInternational2010,234,384,"2,698",60.90,7,67,16,14,20,-167,126.4,522,4.7,906,57.62%,42.38%
FloridaInternational,2011,FloridaInternational2011,238,390,"2,794",61.00,7.2,83,15,5,15,-132,131.3,477,4,867,55.02%,44.98%
FloridaInternational,2012,FloridaInternational2012,219,369,"2,861",59.40,7.8,69,17,6,37,-214,136.4,489,3.6,858,56.99%,43.01%
FloridaInternational,2013,FloridaInternational2013,153,293,"1,713",52.20,5.8,59,8,10,52,-360,103.5,445,2.1,738,60.30%,39.70%
FloridaInternational,2014,FloridaInternational2014,171,324,"2,016",52.80,6.2,85,15,10,40,-289,114.1,488,3.1,812,60.10%,39.90%
FloridaInternational,2015,FloridaInternational2015,274,440,"2,854",62.30,6.5,79,22,8,28,-187,129.6,385,3.4,825,46.67%,53.33%
FloridaInternational,2016,FloridaInternational2016,238,407,"2,720",58.50,6.7,60,19,17,31,-161,121.7,423,4.3,830,50.96%,49.04%
FloridaInternational,2017,FloridaInternational2017,252,396,"3,031",63.60,7.7,75,19,10,29,-211,138.7,494,4.2,890,55.51%,44.49%
FloridaInternational,2018,FloridaInternational2018,251,383,"3,194",65.50,8.3,76,27,8,10,-75,154.7,483,4.7,866,55.77%,44.23%
FloridaInternational,2019,FloridaInternational2019,223,389,"2,754",57.30,7.1,61,14,6,14,-84,125.6,488,4.4,877,55.64%,44.36%
FloridaInternational,2020,FloridaInternational2020,58,130,617,44.60,4,67,5,2,19,-127,87.8,176,4,306,57.52%,42.48%
FloridaState,2010,FloridaState2010,250,397,"2,938",63.00,7.4,53,24,13,27,-158,138.5,500,4.8,897,55.74%,44.26%
FloridaState,2011,FloridaState2011,247,383,"3,341",64.50,8.7,69,25,12,41,-281,153,437,3.3,820,53.29%,46.71%
FloridaState,2012,FloridaState2012,288,428,"3,709",67.30,8.7,77,24,10,26,-179,153.9,513,5.6,941,54.52%,45.48%
FloridaState,2013,FloridaState2013,288,442,"4,423",65.20,10,94,42,13,33,-235,174.7,505,5.6,947,53.33%,46.67%
FloridaState,2014,FloridaState2014,330,516,"4,246",64.00,8.2,74,26,20,23,-187,142,451,4.3,967,46.64%,53.36%
FloridaState,2015,FloridaState2015,264,419,"3,325",63.00,7.9,75,22,9,26,-222,142.7,425,5.1,844,50.36%,49.64%
FloridaState,2016,FloridaState2016,244,421,"3,433",58.00,8.2,92,23,8,36,-301,140.7,518,5.1,939,55.17%,44.83%
FloridaState,2017,FloridaState2017,202,345,"2,551",58.60,7.4,60,21,13,32,-218,133.2,463,4.4,808,57.30%,42.70%
FloridaState,2018,FloridaState2018,260,455,"3,241",57.10,7.1,78,20,13,36,-237,125.8,392,2.8,847,46.28%,53.72%
FloridaState,2019,FloridaState2019,279,432,"3,479",64.60,8.1,91,24,13,48,-295,144.5,477,3.8,909,52.48%,47.52%
FloridaState,2020,FloridaState2020,159,292,"1,771",54.50,6,69,10,13,29,-213,107.2,352,5,644,54.66%,45.34%
FresnoState,2010,FresnoState2010,228,364,"2,860",62.60,7.9,78,24,9,36,-226,145.4,494,4,858,57.58%,42.42%
FresnoState,2011,FresnoState2011,279,448,"3,544",62.30,7.9,88,26,10,20,-126,143.4,439,4.1,887,49.49%,50.51%
FresnoState,2012,FresnoState2012,352,535,"4,233",65.80,7.9,97,38,8,29,-207,152.7,471,4.2,1006,46.82%,53.18%
FresnoState,2013,FresnoState2013,460,675,"5,133",68.10,7.6,75,50,10,11,-71,153.5,413,4.8,1088,37.96%,62.04%
FresnoState,2014,FresnoState2014,299,530,"3,132",56.40,5.9,81,25,21,40,-223,113.7,566,4.5,1096,51.64%,48.36%
FresnoState,2015,FresnoState2015,202,403,"2,140",50.10,5.3,82,20,16,27,-183,103.2,423,3.9,826,51.21%,48.79%
FresnoState,2016,FresnoState2016,210,405,"2,557",51.90,6.3,85,13,13,31,-186,109.1,440,3.2,845,52.07%,47.93%
FresnoState,2017,FresnoState2017,268,437,"3,331",61.30,7.6,81,19,7,10,-69,136.5,515,4.2,952,54.10%,45.90%
FresnoState,2018,FresnoState2018,301,440,"3,740",68.40,8.5,86,26,6,12,-68,156.6,501,4.3,941,53.24%,46.76%
FresnoState,2019,FresnoState2019,241,373,"2,721",64.60,7.3,53,17,11,23,-158,135,394,4.9,767,51.37%,48.63%
FresnoState,2020,FresnoState2020,158,248,"2,138",63.70,8,71,14,5,24,-200,145.5,216,3,464,46.55%,53.45%
Georgia,2010,Georgia2010,218,359,"3,151",60.70,8.8,66,25,8,25,-202,153,455,4.1,814,55.90%,44.10%
Georgia,2011,Georgia2011,257,434,"3,423",59.20,7.9,80,37,14,33,-201,147.1,582,3.9,1016,57.28%,42.72%
Georgia,2012,Georgia2012,254,399,"3,991",63.70,10,87,37,11,27,-170,172.8,525,4.9,924,56.82%,43.18%
Georgia,2013,Georgia2013,293,459,"4,085",63.80,8.9,98,31,12,22,-138,155.7,486,4.5,945,51.43%,48.57%
Georgia,2014,Georgia2014,217,322,"2,599",67.40,8.1,50,24,6,17,-110,156.1,555,6,877,63.28%,36.72%
Georgia,2015,Georgia2015,199,327,"2,406",60.90,7.4,48,14,8,15,-105,131.9,486,5.1,813,59.78%,40.22%
Georgia,2016,Georgia2016,212,386,"2,515",54.90,6.5,77,16,9,24,-146,118.7,533,4.7,919,58.00%,42.00%
Georgia,2017,Georgia2017,186,305,"2,653",61.00,8.7,80,24,9,22,-150,154.1,670,5.8,975,68.72%,31.28%
Georgia,2018,Georgia2018,241,356,"3,165",67.70,8.9,75,34,6,20,-122,170.5,567,5.9,923,61.43%,38.57%
Georgia,2019,Georgia2019,255,415,"3,122",61.40,7.5,60,26,6,15,-96,142.4,525,4.9,940,55.85%,44.15%
Georgia,2020,Georgia2020,178,306,"2,499",58.20,8,82,19,11,20,-153,138.7,377,4,683,55.20%,44.80%
GeorgiaSouthern,2014,GeorgiaSouthern2014,90,155,"1,286",58.10,8.3,68,7,4,5,-29,137.5,642,7.1,797,80.55%,19.45%
GeorgiaSouthern,2015,GeorgiaSouthern2015,59,137,824,43.10,6,60,4,10,8,-51,88.6,728,6.5,865,84.16%,15.84%
GeorgiaSouthern,2016,GeorgiaSouthern2016,147,264,"1,868",55.70,7.1,64,13,9,12,-85,124.6,606,4.4,870,69.66%,30.34%
GeorgiaSouthern,2017,GeorgiaSouthern2017,105,195,"1,320",53.80,6.8,71,8,7,31,-176,117.1,644,4.1,839,76.76%,23.24%
GeorgiaSouthern,2018,GeorgiaSouthern2018,70,117,"1,027",59.80,8.8,61,10,0,19,-98,161.8,643,5.4,760,84.61%,15.39%
GeorgiaSouthern,2019,GeorgiaSouthern2019,80,155,968,51.60,6.2,45,9,1,28,-142,121.9,667,4.9,822,81.14%,18.86%
GeorgiaSouthern,2020,GeorgiaSouthern2020,97,176,"1,354",55.10,7,78,9,11,16,-100,118.3,638,5,814,78.38%,21.62%
GeorgiaState,2013,GeorgiaState2013,218,430,"3,036",50.70,7.1,80,18,12,32,-186,118.2,364,3.4,794,45.84%,54.16%
GeorgiaState,2014,GeorgiaState2014,264,446,"3,348",59.20,7.5,75,23,18,31,-184,131.2,390,3,836,46.65%,53.35%
GeorgiaState,2015,GeorgiaState2015,308,496,"4,367",62.10,8.8,76,28,12,33,-212,149.8,407,3.1,903,45.07%,54.93%
GeorgiaState,2016,GeorgiaState2016,231,419,"2,955",55.10,7.1,78,17,15,17,-122,120.6,336,3.1,755,44.50%,55.50%
GeorgiaState,2017,GeorgiaState2017,265,413,"3,248",64.20,7.9,71,15,9,25,-149,137.9,439,3.2,852,51.53%,48.47%
GeorgiaState,2018,GeorgiaState2018,207,352,"2,481",58.80,7,55,15,6,26,-169,128.7,463,4.4,815,56.81%,43.19%
GeorgiaState,2019,GeorgiaState2019,238,385,"2,577",61.80,6.7,44,22,9,19,-145,132.2,596,5.3,981,60.75%,39.25%
GeorgiaState,2020,GeorgiaState2020,179,307,"2,303",58.30,7,65,18,10,12,-71,129.9,443,4,750,59.07%,40.93%
GeorgiaTech,2010,GeorgiaTech2010,64,168,"1,091",38.10,6.5,79,9,7,16,-82,102,753,5.6,921,81.76%,18.24%
GeorgiaTech,2011,GeorgiaTech2011,82,167,"1,850",49.10,11.1,82,11,8,13,-77,154.3,718,5.7,885,81.13%,18.87%
GeorgiaTech,2012,GeorgiaTech2012,102,194,"1,818",52.60,9.4,82,12,8,14,-77,143.5,808,5.4,1002,80.64%,19.36%
GeorgiaTech,2013,GeorgiaTech2013,92,203,"1,695",45.30,8.4,72,12,13,14,-82,122.2,713,5.5,916,77.84%,22.16%
GeorgiaTech,2014,GeorgiaTech2014,106,203,"1,882",52.20,9.3,79,19,6,11,-65,155.1,790,6.1,993,79.56%,20.44%
GeorgiaTech,2015,GeorgiaTech2015,81,192,"1,462",42.20,7.6,58,14,10,16,-123,119.8,583,5.3,775,75.23%,24.77%
GeorgiaTech,2016,GeorgiaTech2016,83,160,"1,679",51.90,10.5,83,9,4,16,-110,153.6,611,5.5,771,79.25%,20.75%
GeorgiaTech,2017,GeorgiaTech2017,43,119,927,36.10,7.8,80,10,5,20,-113,120.9,632,5.4,751,84.15%,15.85%
GeorgiaTech,2018,GeorgiaTech2018,56,126,"1,089",44.40,8.6,86,7,4,16,-90,129,745,5.7,871,85.53%,14.47%
GeorgiaTech,2019,GeorgiaTech2019,124,269,"1,607",46.10,6,59,14,10,28,-182,106,448,4.1,717,62.48%,37.52%
GeorgiaTech,2020,GeorgiaTech2020,152,283,"1,991",53.70,7,59,14,13,23,-146,119.6,408,4,691,59.04%,40.96%
Hawaii,2010,Hawaii2010,394,618,"5,520",63.80,8.9,80,42,17,41,-255,155.7,308,4.8,926,33.26%,66.74%
Hawaii,2011,Hawaii2011,359,598,"4,014",60.00,6.7,79,29,10,41,-255,129.1,301,4.1,899,33.48%,66.52%
Hawaii,2012,Hawaii2012,207,399,"2,277",51.90,5.7,51,12,13,40,-283,103.2,439,3,838,52.39%,47.61%
Hawaii,2013,Hawaii2013,296,519,"3,617",57.00,7,60,31,22,43,-259,126.8,428,3.2,947,45.20%,54.80%
Hawaii,2014,Hawaii2014,231,469,"2,794",49.30,6,54,15,14,41,-264,103.9,524,3.7,993,52.77%,47.23%
Hawaii,2015,Hawaii2015,202,422,"2,501",47.90,5.9,79,12,21,31,-217,97.1,425,3.8,847,50.18%,49.82%
Hawaii,2016,Hawaii2016,257,438,"3,185",58.70,7.3,63,25,15,24,-192,131.7,477,4.8,915,52.13%,47.87%
Hawaii,2017,Hawaii2017,260,423,"2,814",61.50,6.7,85,19,8,30,-189,128.4,420,4.8,843,49.82%,50.18%
Hawaii,2018,Hawaii2018,320,545,"4,344",58.70,8,80,43,12,46,-266,147.3,418,3.7,963,43.41%,56.59%
Hawaii,2019,Hawaii2019,396,635,"5,056",62.40,8,71,42,17,27,-173,145.7,421,4.8,1056,39.87%,60.13%
Hawaii,2020,Hawaii2020,195,316,"2,083",61.70,6,75,14,6,28,-174,122.9,324,4,640,50.63%,49.38%
Houston,2010,Houston2010,298,484,"3,927",61.60,8.1,68,34,20,12,-81,144.6,410,4.5,894,45.86%,54.14%
Houston,2011,Houston2011,479,682,"6,301",70.20,9.2,84,54,6,19,-168,172.2,420,5,1102,38.11%,61.89%
Houston,2012,Houston2012,337,591,"3,941",57.00,6.7,74,27,20,19,-157,121.3,393,4.6,984,39.94%,60.06%
Houston,2013,Houston2013,299,518,"3,647",57.70,7,83,30,10,29,-211,132.1,435,4.2,953,45.65%,54.35%
Houston,2014,Houston2014,272,450,"2,993",60.40,6.7,89,18,15,34,-215,122.8,495,4.8,945,52.38%,47.62%
Houston,2015,Houston2015,285,432,"3,477",66.00,8,67,22,7,28,-160,147.1,669,4.9,1101,60.76%,39.24%
Houston,2016,Houston2016,352,523,"3,852",67.30,7.4,55,24,15,37,-243,138.6,561,3.4,1084,51.75%,48.25%
Houston,2017,Houston2017,281,411,"3,136",68.40,7.6,75,16,12,17,-109,139.5,446,4.5,857,52.04%,47.96%
Houston,2018,Houston2018,284,474,"3,841",59.90,8.1,79,45,9,30,-198,155.5,536,5.3,1010,53.07%,46.93%
Houston,2019,Houston2019,176,314,"2,440",56.10,7.8,96,19,12,35,-199,133.7,466,4.8,780,59.74%,40.26%
Houston,2020,Houston2020,175,297,"2,126",58.90,7,54,15,10,18,-108,127.7,293,3,590,49.66%,50.34%
