recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion
10,246.64,1,1,Surburban,1,Phone,Discount,0
2,172.44,1,0,Surburban,0,Web,No Offer,0
7,63.51,1,0,Surburban,1,Phone,No Offer,0
3,55.81,1,0,Urban,0,Phone,Buy One Get One,0
9,66.91,0,1,Urban,1,Phone,No Offer,0
9,396.9,1,0,Urban,1,Multichannel,Buy One Get One,0
1,672.79,1,0,Surburban,1,Phone,No Offer,0
12,74.84,1,0,Surburban,0,Phone,No Offer,0
10,70.08,0,1,Urban,0,Web,Buy One Get One,0
1,178.14,0,1,Urban,0,Web,Buy One Get One,1
2,693.85,0,1,Surburban,1,Web,Discount,0
2,847.87,0,1,Urban,1,Web,No Offer,0
7,525.19,0,1,Urban,1,Phone,No Offer,0
10,29.99,0,1,Surburban,0,Web,Discount,1
1,152.01,0,1,Urban,0,Web,Discount,0
7,242.12,0,1,Surburban,1,Phone,Discount,0
9,200.04,0,1,Surburban,1,Phone,Discount,0
4,41.9,0,1,Surburban,0,Phone,Buy One Get One,0
4,320.92,1,0,Surburban,0,Phone,Buy One Get One,0
7,154.94,0,1,Rural,0,Web,No Offer,0
7,58.61,1,0,Rural,0,Web,Buy One Get One,1
1,273.59,0,1,Surburban,0,Multichannel,No Offer,1
1,243.64,0,1,Urban,1,Web,Buy One Get One,0
6,323.18,1,0,Urban,1,Web,Discount,0
1,176.59,0,1,Surburban,0,Web,Discount,0
12,57.28,0,1,Surburban,0,Web,Buy One Get One,1
7,529.14,1,0,Surburban,1,Multichannel,Buy One Get One,0
10,198.89,1,0,Urban,1,Web,Buy One Get One,0
10,29.99,1,0,Urban,0,Web,Discount,0
9,70.86,1,0,Rural,0,Web,No Offer,0
2,1153.16,0,1,Urban,1,Multichannel,Discount,1
3,252.92,0,1,Urban,0,Phone,Discount,0
9,111.69,0,1,Urban,1,Phone,Buy One Get One,1
10,237.21,1,0,Rural,0,Web,No Offer,0
2,382.97,0,1,Rural,1,Phone,No Offer,0
1,171.2,0,1,Urban,0,Web,Buy One Get One,0
9,484.37,0,1,Surburban,0,Web,Buy One Get One,0
10,47.76,1,0,Surburban,1,Phone,Discount,0
10,56.35,0,1,Urban,0,Phone,Discount,0
5,115.7,1,0,Rural,0,Phone,No Offer,1
2,197.12,0,1,Surburban,1,Web,Discount,1
10,29.99,1,0,Urban,0,Web,Buy One Get One,0
2,519.96,1,1,Urban,1,Phone,Buy One Get One,0
1,236.7,0,1,Urban,0,Web,Buy One Get One,0
6,177.74,1,0,Surburban,0,Web,Buy One Get One,0
11,385.44,0,1,Surburban,0,Web,Buy One Get One,1
7,29.99,1,0,Rural,0,Phone,Buy One Get One,1
3,331.61,1,0,Surburban,0,Phone,Discount,0
11,163.82,1,0,Surburban,0,Phone,Buy One Get One,0
8,29.99,0,1,Surburban,0,Web,Buy One Get One,0
1,528.1,1,0,Urban,1,Phone,No Offer,0
6,200.27,1,0,Urban,0,Phone,Discount,1
2,114.35,1,0,Urban,0,Web,No Offer,0
10,228.95,0,1,Surburban,0,Web,Buy One Get One,0
9,29.99,0,1,Surburban,1,Phone,No Offer,0
9,140.51,1,0,Surburban,0,Phone,No Offer,0
10,218.91,0,1,Surburban,1,Phone,Buy One Get One,0
2,124.36,0,1,Surburban,1,Web,Buy One Get One,0
6,132.49,0,1,Rural,1,Web,No Offer,0
9,41.85,0,1,Surburban,0,Web,Discount,0
11,51.31,0,1,Urban,1,Web,Discount,0
6,49.09,0,1,Rural,1,Web,Discount,1
2,29.99,1,0,Rural,0,Phone,No Offer,0
2,29.99,0,1,Surburban,1,Phone,No Offer,0
4,423.67,1,0,Urban,0,Multichannel,No Offer,0
2,62.34,0,1,Urban,1,Phone,No Offer,0
3,182.65,0,1,Surburban,0,Web,Discount,0
9,67.13,1,0,Rural,1,Web,Discount,0
2,159.12,1,0,Surburban,0,Web,Buy One Get One,0
8,29.99,1,0,Surburban,0,Web,Buy One Get One,0
1,30.39,0,1,Rural,1,Web,Discount,0
1,155.94,1,0,Urban,1,Phone,No Offer,1
2,940.6,1,1,Urban,1,Web,Buy One Get One,0
3,46.07,1,0,Surburban,0,Phone,Buy One Get One,0
1,716.38,1,1,Rural,1,Multichannel,Discount,1
8,185.2,1,0,Surburban,1,Phone,Discount,0
2,150.05,0,1,Surburban,0,Web,No Offer,0
10,235.13,1,0,Urban,1,Phone,Buy One Get One,0
11,36.56,1,0,Urban,0,Phone,No Offer,0
5,29.99,1,0,Urban,0,Web,Discount,0
2,683.85,1,1,Urban,1,Multichannel,Discount,1
10,45.13,1,0,Surburban,1,Phone,No Offer,0
1,754.17,0,1,Surburban,1,Web,Buy One Get One,1
8,131.08,0,1,Surburban,0,Web,Discount,0
9,95.51,0,1,Urban,1,Phone,Discount,0
7,389.27,1,0,Urban,1,Web,No Offer,0
4,60.53,1,0,Urban,0,Phone,Discount,1
11,96.07,0,1,Urban,0,Phone,Buy One Get One,0
6,29.99,0,1,Urban,0,Phone,Discount,0
10,171.19,0,1,Surburban,0,Web,Discount,0
4,93.44,0,1,Surburban,1,Web,No Offer,0
1,36.27,0,1,Urban,0,Web,Discount,0
8,384.18,1,0,Surburban,1,Web,No Offer,0
7,339.25,1,1,Surburban,0,Multichannel,Buy One Get One,0
10,69.64,1,0,Surburban,1,Web,No Offer,1
8,29.99,0,1,Urban,0,Web,Buy One Get One,0
5,652.17,0,1,Surburban,1,Multichannel,Discount,0
8,789.98,1,0,Surburban,1,Web,No Offer,1
1,29.99,0,1,Urban,0,Phone,Discount,1
3,744.26,1,1,Rural,1,Multichannel,Discount,0
9,235.97,0,1,Surburban,1,Phone,Discount,0
11,127.52,0,1,Surburban,1,Phone,No Offer,0
1,243.53,0,1,Surburban,0,Phone,No Offer,0
3,1668,1,0,Surburban,1,Web,No Offer,0
2,83.75,1,0,Urban,1,Phone,Buy One Get One,0
8,230.56,1,0,Urban,0,Web,Buy One Get One,0
1,51.85,0,1,Urban,1,Web,No Offer,0
10,88.29,1,0,Surburban,1,Web,Buy One Get One,0
6,69.92,0,1,Surburban,0,Phone,Discount,0
6,88.83,0,1,Urban,0,Phone,Buy One Get One,0
5,119.83,0,1,Rural,0,Phone,No Offer,0
10,223.81,1,1,Urban,0,Web,No Offer,0
7,29.99,0,1,Rural,0,Phone,Buy One Get One,0
5,99.25,0,1,Surburban,1,Web,Buy One Get One,0
10,208.21,0,1,Rural,0,Phone,Discount,0
7,212.19,0,1,Surburban,0,Web,Buy One Get One,1
10,156.77,0,1,Rural,0,Web,Buy One Get One,0
10,216.08,1,1,Rural,0,Web,Discount,0
11,320.35,0,1,Rural,0,Multichannel,Buy One Get One,0
6,111.27,1,0,Surburban,0,Phone,Discount,0
3,103.08,0,1,Urban,0,Phone,No Offer,0
10,198.63,1,0,Surburban,1,Phone,Discount,0
2,221.51,0,1,Urban,1,Web,Discount,0
10,29.99,0,1,Surburban,0,Web,Buy One Get One,1
4,270.26,0,1,Rural,1,Web,Buy One Get One,1
3,135.62,0,1,Urban,0,Web,Discount,1
2,295.7,1,1,Urban,0,Phone,Buy One Get One,1
2,110.72,1,0,Surburban,0,Web,Discount,0
1,519.62,1,0,Urban,1,Multichannel,No Offer,0
7,134.05,1,0,Surburban,0,Phone,Buy One Get One,0
11,108.72,1,0,Urban,1,Phone,Discount,0
7,275.07,1,0,Urban,0,Phone,Buy One Get One,0
7,270.03,1,0,Urban,0,Phone,Buy One Get One,0
9,214.6,0,1,Urban,0,Phone,Buy One Get One,0
4,108.98,0,1,Rural,1,Phone,Discount,0
10,118.63,0,1,Urban,0,Web,Buy One Get One,0
2,257.84,1,1,Surburban,1,Phone,Buy One Get One,1
6,579.9,1,0,Urban,1,Multichannel,Discount,0
10,119.42,0,1,Urban,1,Web,Discount,0
1,160.65,1,0,Urban,0,Phone,Buy One Get One,0
2,29.99,0,1,Rural,1,Phone,Discount,1
2,1426.46,1,1,Surburban,1,Multichannel,Discount,1
2,204.55,1,1,Surburban,0,Web,No Offer,0
12,133.15,1,0,Surburban,1,Web,Discount,0
3,102.08,0,1,Rural,0,Web,No Offer,0
10,29.99,0,1,Surburban,0,Web,Buy One Get One,1
10,29.99,1,0,Surburban,1,Web,Buy One Get One,0
3,476.49,1,1,Surburban,1,Phone,Buy One Get One,0
1,103.36,1,0,Urban,0,Phone,Buy One Get One,0
3,166.81,0,1,Surburban,0,Web,Discount,0
1,97.05,1,0,Urban,0,Web,No Offer,0
6,85.48,1,0,Surburban,1,Web,Discount,0
10,76.9,1,0,Urban,1,Phone,No Offer,0
10,141.9,1,0,Surburban,0,Web,No Offer,0
2,29.99,1,0,Surburban,0,Phone,No Offer,0
4,63.31,0,1,Surburban,0,Phone,Discount,1
8,29.99,0,1,Surburban,1,Web,No Offer,0
8,29.99,0,1,Urban,1,Phone,Discount,0
8,78.95,1,0,Urban,0,Phone,Discount,0
2,253.29,1,1,Urban,0,Multichannel,Discount,0
6,77.22,0,1,Surburban,0,Phone,Discount,0
10,174.18,0,1,Surburban,0,Phone,No Offer,0
10,154.71,0,1,Urban,1,Web,Buy One Get One,0
6,250.5,1,1,Rural,0,Phone,Buy One Get One,0
10,448.42,1,0,Surburban,0,Phone,Buy One Get One,0
1,148.41,1,0,Urban,0,Phone,Discount,1
4,31.69,0,1,Urban,1,Web,Buy One Get One,1
8,632.58,1,1,Urban,1,Multichannel,No Offer,0
7,350.62,1,0,Surburban,0,Web,Discount,0
2,280.99,1,1,Surburban,0,Web,No Offer,0
9,40.35,0,1,Rural,1,Web,Buy One Get One,1
3,208.32,0,1,Surburban,1,Multichannel,Discount,0
11,29.99,1,0,Rural,1,Web,No Offer,0
11,746.94,0,1,Surburban,1,Phone,Discount,0
1,50.6,1,0,Urban,1,Phone,No Offer,0
11,69.85,0,1,Surburban,1,Phone,No Offer,0
5,220.58,1,0,Surburban,1,Phone,Buy One Get One,0
1,60.05,0,1,Rural,0,Web,No Offer,0
10,115.37,1,0,Surburban,0,Phone,No Offer,1
9,544.67,1,1,Urban,1,Web,Discount,0
6,138.55,1,0,Rural,0,Phone,Discount,0
3,204.47,1,0,Surburban,0,Web,Buy One Get One,0
11,621.17,0,1,Surburban,1,Web,Discount,0
5,58.32,1,0,Urban,1,Phone,Buy One Get One,0
5,398.92,0,1,Surburban,0,Web,Buy One Get One,0
4,29.99,1,0,Rural,0,Web,No Offer,0
9,186.49,0,1,Surburban,1,Web,Buy One Get One,0
10,350.63,1,1,Surburban,1,Web,No Offer,0
5,38.14,0,1,Urban,0,Web,Discount,0
5,78.71,1,0,Urban,1,Phone,Discount,0
2,70.78,1,0,Urban,1,Web,No Offer,0
8,29.99,1,0,Urban,0,Web,No Offer,0
10,347.04,1,0,Urban,1,Multichannel,Buy One Get One,0
5,334.19,1,1,Surburban,0,Phone,Discount,0
2,82.58,1,0,Surburban,1,Web,No Offer,0
2,181.09,0,1,Rural,1,Phone,Discount,0
6,130.03,1,0,Urban,1,Web,Discount,0
8,55.36,1,0,Surburban,0,Phone,No Offer,0
9,29.99,1,0,Urban,1,Web,No Offer,0
9,1042.17,1,1,Surburban,1,Multichannel,Buy One Get One,0
2,339.93,1,0,Urban,0,Phone,No Offer,0
3,503.97,1,0,Surburban,1,Phone,No Offer,0
6,98.76,0,1,Surburban,1,Web,Discount,0
10,29.99,0,1,Surburban,1,Phone,Discount,0
11,163.32,0,1,Surburban,0,Web,Discount,0
10,136.82,1,0,Surburban,1,Phone,Buy One Get One,0
1,35.61,1,0,Urban,0,Phone,Buy One Get One,0
3,437.33,1,0,Surburban,0,Phone,Buy One Get One,0
6,178.19,1,0,Surburban,1,Phone,No Offer,0
5,172.67,0,1,Urban,1,Phone,Discount,0
5,187.38,0,1,Urban,1,Phone,No Offer,0
10,76.99,1,0,Surburban,1,Phone,Discount,0
8,69.52,1,0,Surburban,0,Web,Discount,0
2,29.99,1,0,Surburban,1,Phone,Buy One Get One,1
9,189.01,0,1,Surburban,0,Phone,Buy One Get One,0
1,114.78,1,0,Urban,0,Web,No Offer,0
1,429.44,0,1,Rural,0,Phone,Buy One Get One,0
2,626.98,1,0,Urban,1,Web,Buy One Get One,0
9,85.33,1,0,Surburban,0,Web,Buy One Get One,1
4,153.42,1,0,Surburban,0,Web,No Offer,0
5,29.99,0,1,Surburban,0,Phone,Discount,0
3,89.19,0,1,Urban,1,Phone,Discount,0
10,180.8,0,1,Surburban,1,Web,Discount,1
3,29.99,0,1,Rural,1,Phone,Discount,1
10,67.11,0,1,Surburban,0,Phone,Discount,0
5,620.15,1,1,Surburban,1,Web,Buy One Get One,0
10,32.61,0,1,Surburban,1,Phone,Buy One Get One,0
6,773.08,1,0,Rural,1,Multichannel,No Offer,0
1,177.71,1,0,Urban,1,Phone,Buy One Get One,0
8,547.83,1,1,Surburban,1,Web,Buy One Get One,0
3,151.54,1,0,Surburban,0,Web,Discount,0
10,113.22,1,0,Surburban,1,Web,Discount,0
5,29.99,1,0,Surburban,0,Phone,No Offer,0
1,91.11,0,1,Urban,1,Phone,No Offer,0
2,464.33,0,1,Urban,0,Web,No Offer,1
3,130.56,0,1,Urban,0,Phone,Buy One Get One,0
12,148.09,0,1,Urban,0,Phone,Discount,0
1,786.93,1,0,Surburban,1,Multichannel,Discount,1
12,29.99,1,0,Urban,0,Phone,Discount,0
8,29.99,0,1,Urban,0,Web,Buy One Get One,0
4,310.18,1,1,Surburban,0,Phone,Buy One Get One,0
10,218.05,1,1,Surburban,1,Web,Discount,0
3,709.57,1,0,Surburban,1,Web,Buy One Get One,0
1,115.89,1,0,Surburban,1,Web,No Offer,0
7,191.69,0,1,Surburban,0,Phone,Buy One Get One,0
9,57.37,0,1,Rural,0,Phone,Discount,0
7,106.24,0,1,Surburban,1,Web,Discount,0
11,169.66,0,1,Surburban,0,Web,Discount,1
5,346.92,1,0,Urban,0,Multichannel,No Offer,0
4,120.48,0,1,Surburban,1,Web,No Offer,0
2,806.75,1,1,Urban,1,Phone,Buy One Get One,0
4,194.54,0,1,Surburban,1,Phone,No Offer,0
2,234.8,0,1,Urban,0,Web,No Offer,0
2,627.19,1,1,Urban,1,Multichannel,Discount,1
1,428.67,0,1,Urban,0,Phone,Buy One Get One,0
6,53.37,0,1,Urban,0,Web,Discount,1
10,38.53,1,0,Urban,1,Phone,Buy One Get One,1
2,853.89,0,1,Urban,1,Multichannel,Discount,0
5,29.99,0,1,Urban,1,Web,No Offer,1
2,743.06,1,1,Surburban,1,Phone,Discount,1
8,244.13,1,0,Rural,1,Web,Buy One Get One,0
7,177.31,0,1,Surburban,0,Phone,Buy One Get One,0
8,246.15,1,0,Urban,0,Phone,Discount,0
2,526.23,1,1,Urban,1,Multichannel,Buy One Get One,0
6,224.79,0,1,Urban,1,Phone,No Offer,0
1,224.09,1,0,Urban,1,Web,Buy One Get One,0
5,238.43,1,1,Urban,1,Multichannel,No Offer,0
1,691.25,1,1,Rural,1,Web,Discount,0
6,29.99,1,0,Surburban,0,Web,Buy One Get One,0
7,354.14,0,1,Urban,0,Web,Buy One Get One,0
2,33.51,0,1,Surburban,1,Phone,Buy One Get One,0
5,282.84,1,0,Urban,1,Multichannel,Buy One Get One,0
12,46.39,1,0,Urban,1,Phone,No Offer,0
6,120.38,0,1,Urban,0,Web,Discount,1
12,143.94,0,1,Urban,0,Web,No Offer,0
2,773.55,1,1,Rural,1,Multichannel,Buy One Get One,1
11,394.75,1,0,Surburban,1,Web,No Offer,0
1,39.27,1,0,Rural,0,Web,Buy One Get One,0
8,78.73,1,0,Urban,1,Phone,No Offer,0
9,75.55,1,0,Urban,0,Web,No Offer,0
9,65.3,0,1,Rural,1,Web,No Offer,0
6,62.85,1,0,Urban,1,Web,Discount,0
8,29.99,0,1,Urban,1,Web,Discount,0
10,55.89,0,1,Surburban,0,Phone,Discount,0
5,29.99,0,1,Surburban,1,Web,Discount,0
5,75.36,0,1,Urban,1,Phone,Buy One Get One,0
10,29.99,0,1,Urban,0,Phone,No Offer,0
8,236.45,1,1,Surburban,1,Web,Discount,0
6,203.04,1,1,Rural,0,Multichannel,No Offer,1
11,431.61,0,1,Urban,0,Web,Discount,0
9,29.99,0,1,Surburban,0,Phone,Discount,0
5,349.22,1,1,Surburban,0,Phone,No Offer,0
6,49.19,1,0,Urban,0,Phone,No Offer,0
10,227.7,1,0,Urban,0,Web,Discount,1
9,234.2,1,0,Urban,1,Web,Discount,0
9,95.7,1,0,Urban,1,Phone,Discount,0
10,33.77,0,1,Rural,1,Web,No Offer,0
6,268.17,1,0,Urban,0,Phone,No Offer,0
12,29.99,1,0,Urban,0,Web,No Offer,0
2,29.99,0,1,Surburban,0,Phone,Buy One Get One,0
7,280.47,0,1,Rural,1,Phone,Buy One Get One,1
11,29.99,1,0,Surburban,0,Web,Buy One Get One,0
3,409.38,0,1,Surburban,0,Multichannel,Buy One Get One,0
2,184.59,0,1,Urban,1,Web,No Offer,0
8,29.99,0,1,Surburban,1,Web,Buy One Get One,0
6,771.11,1,0,Surburban,1,Multichannel,Buy One Get One,0
9,108.25,0,1,Urban,0,Web,Discount,0
8,77.33,0,1,Urban,1,Phone,Discount,0
6,494.8,1,1,Urban,0,Multichannel,Buy One Get One,0
2,89.26,0,1,Surburban,0,Web,No Offer,1
5,228.07,0,1,Urban,1,Web,Buy One Get One,0
4,240.49,1,0,Rural,0,Web,Discount,1
5,408,1,0,Surburban,0,Multichannel,Discount,0
10,213.43,1,0,Surburban,0,Multichannel,Buy One Get One,0
7,242.44,0,1,Surburban,1,Web,Discount,0
1,228.18,0,1,Urban,1,Phone,Buy One Get One,0
1,721.32,0,1,Surburban,1,Phone,No Offer,0
10,82.33,0,1,Surburban,1,Phone,Discount,0
1,494.47,0,1,Urban,1,Multichannel,No Offer,0
9,312.77,1,0,Rural,0,Phone,Buy One Get One,0
10,72.06,0,1,Urban,0,Web,Discount,0
1,29.99,1,0,Rural,0,Phone,Discount,0
1,358.27,0,1,Surburban,0,Phone,No Offer,0
11,828.91,1,1,Rural,1,Multichannel,Discount,0
11,29.99,1,0,Rural,1,Phone,No Offer,0
2,161.6,0,1,Urban,0,Web,Buy One Get One,0
1,485.24,0,1,Surburban,0,Web,No Offer,0
11,88.45,1,0,Surburban,0,Phone,Discount,0
7,65.66,1,0,Rural,1,Phone,Buy One Get One,1
10,155.34,1,0,Surburban,1,Phone,Buy One Get One,0
9,122.09,0,1,Surburban,0,Phone,Buy One Get One,1
6,38.62,1,0,Surburban,0,Phone,No Offer,0
1,115.16,1,0,Urban,0,Phone,Buy One Get One,0
3,276.9,1,0,Urban,0,Phone,Discount,0
5,431.23,0,1,Urban,1,Phone,Buy One Get One,1
3,325.58,0,1,Surburban,0,Web,Buy One Get One,1
7,499.49,0,1,Surburban,0,Multichannel,No Offer,1
1,104.31,1,0,Surburban,0,Phone,Discount,0
1,750.69,0,1,Urban,1,Web,Buy One Get One,1
4,217.18,0,1,Surburban,0,Web,Discount,0
6,84.64,0,1,Urban,1,Web,No Offer,0
4,448.98,1,1,Urban,0,Web,No Offer,1
11,29.99,0,1,Surburban,0,Phone,Buy One Get One,0
9,29.99,0,1,Rural,1,Phone,Discount,0
2,29.99,0,1,Urban,0,Web,Buy One Get One,0
11,37.62,0,1,Urban,1,Phone,Buy One Get One,0
2,613.07,1,1,Urban,1,Phone,No Offer,0
1,283.53,0,1,Urban,0,Web,Discount,0
5,140.74,0,1,Urban,0,Web,Discount,0
11,181.94,0,1,Urban,0,Phone,No Offer,0
4,1290.15,1,1,Urban,1,Multichannel,Buy One Get One,0
11,270.65,1,0,Surburban,0,Web,Discount,0
11,498.03,1,1,Urban,0,Phone,Buy One Get One,1
7,338.62,1,0,Surburban,0,Web,Discount,0
10,60.87,1,0,Urban,0,Web,Discount,0
10,29.99,0,1,Rural,1,Phone,Discount,0
5,147.92,0,1,Surburban,0,Web,Buy One Get One,0
11,29.99,1,0,Urban,0,Web,No Offer,0
1,221.71,0,1,Rural,0,Multichannel,No Offer,0
10,41.89,1,0,Surburban,1,Phone,Discount,0
10,29.99,0,1,Surburban,1,Web,No Offer,0
11,183.81,1,0,Rural,1,Web,Buy One Get One,0
8,297.9,1,0,Surburban,1,Multichannel,No Offer,0
12,29.99,0,1,Surburban,0,Web,Buy One Get One,0
2,38.17,0,1,Surburban,0,Phone,No Offer,0
2,128.89,0,1,Surburban,1,Phone,Discount,0
4,390.2,0,1,Surburban,0,Multichannel,Discount,1
8,174.79,1,0,Surburban,0,Phone,Discount,0
10,49.48,0,1,Surburban,0,Phone,No Offer,0
12,79.66,1,0,Surburban,1,Web,Discount,0
3,212.25,0,1,Surburban,0,Phone,Buy One Get One,0
11,115.63,1,0,Urban,1,Web,Discount,0
11,29.99,1,0,Urban,1,Phone,Buy One Get One,0
3,466.6,1,0,Surburban,0,Web,Discount,1
10,419.15,0,1,Urban,0,Multichannel,Discount,0
3,866.99,1,0,Urban,1,Multichannel,Discount,0
8,29.99,1,0,Surburban,0,Phone,Discount,1
7,277.57,1,1,Surburban,1,Web,No Offer,0
10,29.99,1,0,Urban,0,Web,No Offer,0
10,35.55,0,1,Urban,1,Phone,Buy One Get One,0
3,29.99,0,1,Surburban,0,Phone,No Offer,1
12,68.36,0,1,Surburban,0,Phone,Discount,0
10,70.09,0,1,Urban,1,Phone,No Offer,0
2,709.22,1,1,Urban,1,Phone,Buy One Get One,1
2,138.92,1,0,Urban,1,Phone,Buy One Get One,0
5,250.74,0,1,Surburban,0,Phone,Buy One Get One,0
2,831.78,1,0,Surburban,1,Phone,Buy One Get One,0
10,29.99,1,0,Urban,1,Web,No Offer,0
6,29.99,0,1,Surburban,0,Web,No Offer,0
2,150.69,1,0,Surburban,1,Phone,No Offer,0
7,155.04,1,0,Surburban,1,Web,No Offer,0
9,162.11,0,1,Rural,1,Phone,Buy One Get One,0
6,142.99,1,0,Urban,1,Web,Discount,0
1,204.57,1,1,Urban,0,Phone,Discount,1
10,644.59,1,0,Surburban,1,Phone,Discount,0
4,62.87,1,0,Urban,1,Web,Discount,0
9,38.47,1,0,Urban,1,Phone,No Offer,0
9,58.44,0,1,Urban,0,Phone,No Offer,0
1,205.82,1,0,Urban,1,Multichannel,Discount,0
10,29.99,0,1,Surburban,0,Phone,Buy One Get One,0
1,718.86,1,1,Surburban,1,Phone,Buy One Get One,1
10,428.68,1,0,Surburban,0,Phone,Discount,0
1,437.95,1,0,Urban,1,Multichannel,Buy One Get One,0
2,105.48,0,1,Surburban,0,Web,Buy One Get One,0
3,290.5,0,1,Rural,0,Web,No Offer,1
2,69.28,1,0,Surburban,0,Web,No Offer,0
10,269.63,1,1,Urban,0,Multichannel,Buy One Get One,0
5,29.99,1,0,Urban,1,Phone,Buy One Get One,0
4,213.06,1,0,Urban,1,Web,Discount,0
5,105.59,1,0,Urban,0,Phone,Buy One Get One,0
7,114.64,1,0,Urban,0,Phone,No Offer,0
1,256.51,1,0,Surburban,1,Web,No Offer,0
8,30.19,0,1,Urban,0,Phone,No Offer,0
5,438.98,1,1,Surburban,0,Phone,Discount,0
1,535.33,1,1,Surburban,1,Phone,Discount,1
4,414.75,0,1,Surburban,0,Multichannel,No Offer,0
5,156.21,0,1,Surburban,0,Phone,Buy One Get One,0
1,394.71,0,1,Surburban,0,Web,Buy One Get One,0
9,29.99,0,1,Surburban,1,Web,Buy One Get One,0
10,249.03,1,0,Rural,0,Web,No Offer,0
8,346.1,1,1,Surburban,0,Web,No Offer,0
11,86.1,0,1,Surburban,0,Phone,No Offer,1
4,155.6,1,0,Surburban,1,Web,No Offer,0
9,83.45,1,0,Urban,0,Web,Discount,0
4,201.49,1,0,Surburban,1,Multichannel,Discount,0
3,101.18,0,1,Surburban,0,Phone,Discount,0
3,63.12,0,1,Urban,0,Web,Buy One Get One,0
2,120.31,1,0,Urban,1,Web,Buy One Get One,1
9,519.19,1,0,Rural,1,Multichannel,No Offer,0
2,38.07,1,0,Surburban,1,Phone,Buy One Get One,0
5,492.76,0,1,Rural,0,Phone,Discount,1
1,240.12,0,1,Rural,1,Multichannel,Buy One Get One,0
8,54.94,0,1,Urban,1,Web,Discount,0
1,334.66,1,1,Surburban,0,Multichannel,No Offer,0
1,93.05,0,1,Surburban,0,Web,Discount,0
1,210.59,0,1,Rural,1,Web,Discount,0
8,224.69,1,0,Surburban,1,Multichannel,Buy One Get One,0
2,65.4,1,0,Urban,0,Phone,Discount,0
10,44.27,0,1,Urban,0,Phone,Discount,0
1,302.63,1,0,Urban,0,Web,No Offer,0
11,110.54,0,1,Urban,0,Phone,Discount,0
2,512.95,0,1,Surburban,1,Web,No Offer,0
1,50.43,0,1,Urban,0,Phone,Buy One Get One,0
7,70.96,0,1,Surburban,1,Web,Discount,0
7,238.13,1,1,Urban,1,Web,Buy One Get One,0
4,359.17,1,0,Surburban,0,Web,No Offer,0
3,542.46,0,1,Rural,1,Multichannel,Buy One Get One,0
8,263.28,0,1,Urban,0,Phone,Buy One Get One,0
4,98.5,0,1,Urban,0,Phone,No Offer,0
10,68.13,0,1,Urban,1,Web,Discount,0
6,42.23,0,1,Urban,0,Phone,Discount,0
2,458.42,0,1,Surburban,0,Multichannel,No Offer,0
9,86.02,0,1,Urban,0,Phone,Discount,0
5,65.39,1,0,Rural,1,Phone,No Offer,0
7,37.42,0,1,Surburban,0,Web,No Offer,1
3,260.49,1,0,Urban,1,Web,Buy One Get One,0
5,246.69,1,0,Surburban,1,Web,Discount,0
4,498.38,1,0,Rural,0,Web,Discount,0
10,29.99,0,1,Urban,1,Phone,Discount,0
8,568.72,1,0,Urban,1,Phone,Discount,1
2,199.84,1,0,Urban,1,Web,Buy One Get One,1
1,109.11,1,0,Urban,0,Phone,Discount,0
2,89.46,0,1,Surburban,0,Web,Buy One Get One,0
8,395.98,1,0,Urban,0,Web,Buy One Get One,1
6,29.99,0,1,Urban,0,Phone,No Offer,0
3,297.43,1,1,Urban,1,Multichannel,No Offer,0
6,96.78,0,1,Urban,0,Phone,No Offer,0
1,29.99,0,1,Urban,1,Web,Discount,0
10,34,0,1,Urban,1,Web,Buy One Get One,0
3,155.68,0,1,Urban,0,Phone,No Offer,0
10,267.7,1,0,Surburban,0,Web,No Offer,1
10,29.99,1,0,Surburban,1,Phone,Discount,0
1,569.06,1,0,Surburban,1,Multichannel,No Offer,0
12,38.94,0,1,Urban,1,Web,Buy One Get One,0
1,373.49,1,1,Surburban,0,Web,No Offer,1
1,29.99,0,1,Urban,1,Phone,Buy One Get One,0
10,112.67,0,1,Rural,0,Phone,Buy One Get One,0
9,552.8,1,1,Urban,1,Phone,Buy One Get One,0
1,258.76,1,0,Urban,1,Phone,No Offer,0
10,250.55,1,0,Surburban,0,Multichannel,Buy One Get One,0
9,510.2,0,1,Surburban,1,Phone,Buy One Get One,0
3,112.92,1,0,Rural,1,Web,Buy One Get One,0
8,30.2,0,1,Surburban,0,Web,Discount,0
9,289.99,1,0,Urban,0,Phone,Buy One Get One,0
3,134.8,1,0,Urban,1,Web,Discount,0
6,568.88,1,1,Rural,1,Phone,Discount,0
3,123.89,0,1,Surburban,1,Phone,No Offer,0
6,50.04,0,1,Surburban,0,Web,Discount,0
2,437.16,0,1,Rural,0,Web,Discount,1
10,330.55,0,1,Rural,0,Web,Discount,0
10,37.18,1,0,Urban,1,Phone,Discount,0
7,164.03,1,0,Urban,1,Phone,Buy One Get One,0
11,29.99,1,0,Surburban,0,Phone,No Offer,0
4,62.86,0,1,Urban,1,Web,Discount,1
6,70.48,0,1,Urban,1,Web,No Offer,0
2,476.26,0,1,Urban,0,Web,Buy One Get One,1
10,143.13,0,1,Surburban,0,Web,Buy One Get One,0
1,57.03,0,1,Surburban,0,Web,No Offer,0
9,253.64,1,0,Urban,1,Phone,Discount,0
8,101.67,1,0,Rural,0,Phone,No Offer,0
