Course Name,University,Difficulty Level,Course Rating,Course URL,Course Description,Skills
Hybrid Cloud Service Mesh with Anthos,Google Cloud,Beginner,4.8,https://www.coursera.org/learn/hybrid-cloud-service-mesh-anthos,"This on-demand course equips students to understand and adopt Istio-based service-mesh with Anthos for centralized observability, traffic management, and service-level security.",authentication  multiplexed transport layer security  it service management  authorization  service discovery  load balancing  application layer  access control  intelligent network  traffic management information-technology cloud-computing
Dealing With Missing Data,"University of Maryland, College Park",Advanced,3.5,https://www.coursera.org/learn/missing-data,"This course will cover the steps used in weighting sample surveys, including methods for adjusting for nonresponse and using data external to the survey for calibration.  Among the techniques discussed are adjustments using estimated response propensities, poststratification, raking, and general regression estimation.  Alternative techniques for imputing values for missing items will be discussed.  For both weighting and imputation, the capabilities of different statistical software packages will be covered, including R�, Stata�, and SAS�.",Estimation  Weighting  population control  sample size determination  Surveying  Missing Data  Stata  Regression  coverage error  sampling frame data-science data-analysis
COBOL Programming with VSCode,IBM,Beginner,4.7,https://www.coursera.org/learn/cobol-programming-vscode,"Professor Tak Auyeung of American River College, said it beautifully, �A programming language is not a fashion statement� it is used for a purpose. Whether it is to add new features, modify logic, create APIs to integrate it into other applications, or implement modern development practices, businesses around the world need application developers who know COBOL.  This introductory COBOL course helps a novice learn the Structure of COBOL programs, Data types & Variable Handling, Intrinsic Functions, Branching logic and more. The goal of the course is to enable the participant to be able to write basic COBOL programs. This is a fantastic compliment to the IBM z/OS Practitioner path for the IBM Mainframe.  Join the COBOL Fridays web series. These webinars are curated for first-time programmers, lifelong learners, and anyone who's interested in learning COBOL. http://ibm.biz/cfcoursera  On successful completion of this course, learners are eligible to earn their COBOL Programming with VSCode badge.",ibm cobol  numbers (spreadsheet)  relative change and difference  Computer Programming  data type  cobol  reserved word  Arithmetic  Mainframe  Continuous Function computer-science software-development
Cryptography and Hashing Overview,"University of California, Irvine",Conversant,4.7,https://www.coursera.org/learn/crypto-hashing,"Continue learning about blockchain technology by diving into the nature of ownership and how the blockchain is one way to approach decentralized transaction handling. This course also demystifies cryptography and hashing, which are critical for authenticating users and guaranteeing transaction privacy.  This course requires the purchase of two books for the completion of assignments:  Drescher, D. (2017). Blockchain Basics: A Non-Technical Introduction in 25 Steps. (ISBN-13: 978-1484226032) Antonoupoulos, A. M. (2017). The Internet of Money, Volume Two. (ISBN-13: 978-1947910065)",Average  Cryptography  encryption  hash function  public-key cryptography  string (computer science)  verification and validation  hashing  password  BlockChain computer-science algorithms
Postman - Intro to APIs (without coding),Coursera Project Network,Beginner,4.4,https://www.coursera.org/learn/laura-gemmell-intro-postman-apis,"We use APIs everyday - when we check the news, when we log into online service - because APIs are used by many companies as a way to interact with their product or service. Being able understand and send API requests is helpful in many roles across the business - including product, marketing and data. If you work alongside or interact with APIs in your job, or you want to use APIs in your tech or data projects, this course is a great introduction to interacting with APIs without writing could (using a program called Postman). By the end of this project, you will understand what APIs are and what they are used for. You will have interacted with a number of APIs, and recognise the different parts which make up an API. You will feel comfortable reading API documentation and writing your own requests.",project mine  Marketing  news  network news transfer protocol  project  Writing  application programming interfaces  uniform resource locator  numbers (spreadsheet)  interact information-technology data-management
Protecting Business Innovations via Patent,The Hong Kong University of Science and Technology,Beginner,4.8,https://www.coursera.org/learn/protect-business-innovations-patent,"Protecting Business Innovations via Patent  Watch Course Overview:  https://youtu.be/mUja4iwbrTE  This course assumes no prior knowledge in law, business or engineering.  However, students with backgrounds in all three areas will find useful concepts or ideas in the course on how to protect business innovations using patents.  The approach taken in this course is practical and commercial rather than theoretical. A combination of lectures and case studies help to illustrate the concepts and make the course more interesting.     After completing this course, students should be able to understand how patents are issued and protect innovations, including: What is a patent? What do they protect? How do we get a patent? Where are patents valid? How much do they cost?   In addition to basic concepts the course also deals with Advanced topics such as: software patents, business process patents, patenting life, patent trolls and multiple case examples of large and small companies using patents and patent lawsuits.   We also expect you to have fun in this course.  So go forth and enjoy!  Other courses in the Protecting Business Innovations series: 1. Copyright:     https://www.coursera.org/learn/protect-business-innovations-copyright 2. Trademark:  https://www.coursera.org/learn/protect-business-innovations-trademark  3. Patent:          https://www.coursera.org/learn/protect-business-innovations-patent 4. Strategy:       https://www.coursera.org/learn/protect-business-innovations-strategy",service innovation  Innovation  Patent Law  intellectual property  ordered pair  law  utility  Planning  business process  cost business business-strategy
"Real-time OCR and Text Detection with Tensorflow, OpenCV and Tesseract",Coursera Project Network,Beginner,3.7,https://www.coursera.org/learn/ocr-text-detection-tensorflow-opencv-tesseract,"In this 1-hour long project-based course, you will learn how to collect and label images and use them to train a Tensorflow CNN (convolutional neural network) model to recognize relevant areas of (typeface) text in any image, video frame or frame from webcam video. You will learn how to extract image segments that your detector has identified as containing text and enhance them using various image filters from the OpenCV module. Then you will learn how to pass the result image to Google's open-source OCR (Optical Character Recognition) software using the pytesseract python library and read the text to whatever form of output you like.   All of this will be done on Windows, but can be accomplished with very little alteration on Linux as well. We will be using the IDLE development environment to write a single script to scan our video, webcam input, or array of images for text and read that text into our output. Tensorflow, the Tensorflow Object Detection API, Tesseract, the pytesseract library, labelImg for image annotation, OpenCV, and all other required software has already been installed for you in your Rhyme desktop.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",image processing  openbsd  optical character recognition  digital image processing  Python Programming  Tensorflow  region of interest  object detection  opencv  Machine Learning data-science machine-learning
Global Strategy I: How The Global Economy Works,University of Illinois at Urbana-Champaign,Advanced,4.8,https://www.coursera.org/learn/global-strategy,"Starting in the late 1990s, �globalization� became a buzzword to describe the apparent integration of markets in the world economy. Many authors and pundits claimed that the world was converging towards a market-friendly democratic place, while gurus and consulting firms were not short of formulae and advice on how to make profits out of the global economy. Decades later, new realities show that globalization does not mean political, cultural, and economic convergence and that forces against it are strong.  This course seeks to help you understand the forces of globalization and how cross-cultural management and the relationship of a multinational organization to various host countries is becoming more and more critical in today�s global economy. This course begins with the discussion of these issues and global relationships and delves into a deeper understanding of business strategy in today�s global business marketplace.  Upon successful completion of this course, you will be able to: �\tUnderstand how we got here and why it matters �\tUnderstand the complexities of the current globalization (not all countries are the same) �\tEvaluate the effects of international trade regulations on international business �\tEvaluate when and why should we operate as multinationals  This course is part of the iMBA offered by the University of Illinois, a flexible, fully-accredited online MBA at an incredibly competitive price. For more information, please see the Resource page in this course and onlinemba.illinois.edu.",relative change and difference  economy  competitiveness  case study  analysis  foreign direct investment  trading  Economic Models  emerging markets  global business business-strategy
Disability Inclusion in Education: Building Systems of Support,University of Cape Town,Intermediate,4.8,https://www.coursera.org/learn/disability-inclusion-education,"Worldwide millions of children are not able to fully participate in schooling, and this is especially a problem for children with disabilities. In this course, we explore the support that teachers need in order to meet the needs of children with severe to profound hearing, visual and intellectual disabilities.  We consider how this can be done by talking with a range of experts (from teachers to activists) about inclusive education as well as sharing experiences of education.   Inclusive education is only possible if teachers are supported and empowered to make the curriculum accessible to all learners. The topics in this course cover developing disability confidence and what exactly children with specific impairments need to be able to learn. This includes sharing specific classroom strategies and teaching activities for learners who are D/deaf or hard of hearing, blind or have low vision or have a severe to profound intellectual disability. By the end of the course, you will be familiar with the impairment specific needs of learners with disabilities, and how to build systems of support for inclusive education.  You will be able to purchase a Verified Certificate if you wish to show evidence of your achievements, but this is optional, and you may apply for Financial Aid if you are unable to pay the certificate fee.  This course was developed as part of the project �Strengthening teaching for Children with profound Hearing, Visual and Intellectual Disabilities in South Africa` co-funded by Christoffel-Blinden Mission (CBM) and the European Union.",social justice  Special Education  Learning Disability  education  empowerment  intellectual disability  learning disabilities  Causality  teaching  Child Psychology social-sciences education
Introduction to Cybersecurity Tools & Cyber Attacks,IBM,Beginner,4.3,https://www.coursera.org/learn/introduction-cybersecurity-cyber-attacks,"This course gives you the background needed to understand basic Cybersecurity.  You will learn the history of Cybersecurity, types and motives of cyber attacks to further your knowledge of current threats to organizations and individuals.  Key terminology, basic system concepts and tools will be examined as an introduction to the Cybersecurity field.  You will learn about critical thinking and its importance to anyone looking to pursue a career in Cybersecurity.  Finally, you will begin to learn about organizations and resources to further research cybersecurity issues in the Modern era.  This course is intended for anyone who wants to gain a basic understanding of Cybersecurity or as the first course in a series of courses to acquire the skills to work in the Cybersecurity field as a Jr Cybersecurity Analyst.  The completion of this course also makes you eligible to earn the Introduction to Cybersecurity Tools & Cyber Attacks IBM digital badge.  More information about the badge can be found https://www.youracclaim.com/org/ibm/badge/introduction-to-cybersecurity-tools-cyber-attacks  Want to see if this is a good career fit for you?  IBM is collaborating with MyInnerGenius, one of the world's leading assessment companies, to help you find out which careers in IT you will love -- careers that are a great match for you -- regardless of your education or experience -- even if you�ve never considered a role in IT.    In less than an hour, you will receive targeted recommendations for hot roles where you will excel and everything you need to get started. You can even earn IBM Digital Badges to show the world your skills!  Find out more http://ibm.myinnergenius.com/",cyber-security regulation  cyber security standards  forensics  security  digital forensics  cybercrime  Cryptography  Cyberattacks  Leadership and Management  penetration test information-technology cloud-computing
Introduction to Cybersecurity Tools & Cyber Attacks,IBM,Beginner,4.3,https://www.coursera.org/learn/introduction-cybersecurity-cyber-attacks,"This course gives you the background needed to understand basic Cybersecurity.  You will learn the history of Cybersecurity, types and motives of cyber attacks to further your knowledge of current threats to organizations and individuals.  Key terminology, basic system concepts and tools will be examined as an introduction to the Cybersecurity field.  You will learn about critical thinking and its importance to anyone looking to pursue a career in Cybersecurity.  Finally, you will begin to learn about organizations and resources to further research cybersecurity issues in the Modern era.  This course is intended for anyone who wants to gain a basic understanding of Cybersecurity or as the first course in a series of courses to acquire the skills to work in the Cybersecurity field as a Jr Cybersecurity Analyst.  The completion of this course also makes you eligible to earn the Introduction to Cybersecurity Tools & Cyber Attacks IBM digital badge.  More information about the badge can be found https://www.youracclaim.com/org/ibm/badge/introduction-to-cybersecurity-tools-cyber-attacks  Want to see if this is a good career fit for you?  IBM is collaborating with MyInnerGenius, one of the world's leading assessment companies, to help you find out which careers in IT you will love -- careers that are a great match for you -- regardless of your education or experience -- even if you�ve never considered a role in IT.    In less than an hour, you will receive targeted recommendations for hot roles where you will excel and everything you need to get started. You can even earn IBM Digital Badges to show the world your skills!  Find out more http://ibm.myinnergenius.com/",cyber-security regulation  cyber security standards  forensics  security  digital forensics  cybercrime  Cryptography  Cyberattacks  Leadership and Management  penetration test information-technology cloud-computing
"Fundamentals of Funding, with Goldman Sachs 10,000 Women",Goldman Sachs,Beginner,4.6,https://www.coursera.org/learn/10k-women-9,"This course is one of 10 courses available in the Goldman Sachs 10,000 Women collection, designed for entrepreneurs ready to take their business to the next level.  In this course, you will explore how acquisition and funding applications can support and expand your business opportunity.   You will evaluate your business�s financial profile and plan actions to improve it. The exercises will guide you through discovering potential types of funding for your business and help you to identify the information you may need for future funding requirements. By the end of the course, you will understand the importance of approaching funding strategically and be able to apply the skills you have developed to make a good funding application to facilitate your business growth.  If you are unsure of your future cash flow needs, you may wish to complete one of the other Goldman Sachs 10,000 Women courses, �Fundamentals of Financial Planning�, to predict financial challenges, so that you can make strategic choices for your business.  The 10,000 Women course collection offers a truly flexible online learning experience. You have the freedom to approach the program in any way that works for you � take any course, or combination of courses, to tailor your learning journey to your individual business growth needs. If you choose to take all 10 courses, you will explore all the key elements of your business and develop a thorough plan for your business�s growth.   Find out more about the Goldman Sachs 10,000 Women collection in the FAQs.",Communication  valuation of options  funds  online learning  Banking  Loan Repayment  Private Equity  investment banking  Finance  funding options business entrepreneurship
Foundations of Objective-C App Development,"University of California, Irvine",Beginner,4.7,https://www.coursera.org/learn/objective-c,"An introduction to the Objective-C programming language.  This will prepare you for more extensive iOS app development and build a foundation for Advanced iOS development topics.  Objective-C programming requires a Mac laptop or desktop computer.  An iOS device is optional if the learner is willing to working exclusively with the simulator.  Some learners have been able to work with an OS X virtual machine on Windows, but explaining how to do that is beyond the scope of this course.  Upon completing this course, you will be able to: 1.       Read and write Objective-C 2.       Have a strong grasp of Objective-C objects 3.       Organize their code professionally using objects and blocks 4.       Prototype several entry-level apps",iOS Development  printf format string  xcode  c programming  Computer Programming  euler's totient function  objective-c  Swift Programming  c++  ordered pair computer-science mobile-and-web-development
Programming Mobile Applications for Android Handheld Systems: Part 2,"University of Maryland, College Park",Advanced,4.7,https://www.coursera.org/learn/android-programming-2,"This course introduces you to the design and implementation of Android applications for mobile devices. You will build upon concepts from the prior course, including handling notifications, using multimedia and graphics and incorporating touch and gestures into your apps.",notification area  interaction technique  Android Development  Software Engineering  mobile app  shell (computing)  widget (gui)  php  graphical user interface elements  Databases computer-science mobile-and-web-development
Analyzing Market Attractiveness Using Creately,Coursera Project Network,Beginner,4.7,https://www.coursera.org/learn/analyzing-market-attractiveness-creately,"By the end of this 2 hour-long guided project, you will be fluent in identifying and analyzing business markets and how to discover their attractiveness to new products and services. This project is designed to engage and harness your visionary and exploratory abilities. You will be using proven models in competitive strategy and the Creately platform to explore and analyze the factors that contribute to business success. This is an important step for individuals or companies wanting to explore new markets for products or services.   You will engage in evaluating through examples and hands-on practice examining business immediate forces shaping markets including competitors, suppliers, buyers, threats of new businesses entering the segment, and substitute products. You will be ready to take an entrepreneurial idea through a scientific and logical process, helping you validate your ideas for new business or service. This Course furthers the knowledge and skills acquired during ""Analyzing Macro-Environmental Factors Using Creately"", and is important step in engineering a successful product or service.",Financial Analysis  market (economics)  Strategy  Business Strategy  attractiveness  competitiveness  supply chain  business plan  porter's five forces analysis  analysis business business-strategy
Personal Leadership Development Planning and Leading High Performing Teams,Rice University,Advanced,4.7,https://www.coursera.org/learn/leadership-development-planning,"An actionable leadership improvement plan enables you to leverage strengths and close the gaps on weaknesses. In this course, you will build your own plan that you can put into practice immediately and realize goals within the next two years. It lays the foundation for an evergreen process of selection and prioritization of skills, and action planning for sustained leadership development.",personal advertisement  performance  Leadership Development  self-assessment  delegation  smart criteria  motivation  leadership  empowerment  competence (human resources) business leadership-and-management
Integrating Scripts for Scene Interactions,Unity,Advanced,4.8,https://www.coursera.org/learn/integrating-scripts-for-scene-interactions,"Welcome to Integrating Scripts for Scene Interactions, the third course in the Unity Certified 3D Artist Specialization from Unity Technologies.  The courses in this series will help you prepare for the Unity Certified 3D Artist exam, the professional certification for entry- to mid-level Unity artists. 3D artists are critical to the Unity development pipeline. They are a bridge between the programmers writing the application code and the designers or art directors who define the application�s aesthetics and style. In these courses, you will be challenged to complete realistic art implementation tasks in Unity that are aligned to the topics covered on the exam.  In this third course, you will complete work on the Kitchen Configurator application - an app that lets users view a realistic rendering of a kitchen and swap out objects and materials to customize the design. Now you�ll work on the allowing users to actually interact with your beautiful design. You�ll implement a User Interface (UI) in Unity and add some pre-written scripts to the project to make it interactive. Finally, you�ll adapt the project to VR with by bringing the UI into world space. By the end of the course, you�ll have a functioning Kitchen Configurator app that would be ready to take to the final stages of production and launch.  This is an intermediate course, intended for people who are ready for their first paying roles as Unity 3D artists, or enthusiasts who would like to verify their skills against a professional standard. To succeed, you should have at least 1-2 years of experience implementing 3D art in Unity. You should be proficient at importing assets into Unity from Digital Content Creation (DCC) tools, prototyping scenes, working with lighting, and adding particles and effects. You should also have a basic understanding of 2D asset management, animation, and working with scripts. You should have experience in the full product development lifecycle, and understand multi-platform development, including for XR (AR and VR) platforms.",Switches  interactivity  experience  ordered pair  video game development  Computer Programming  computer animation  project  User Experience  Visual Design computer-science design-and-product
Voices of Social Change,Laureate Education,Beginner,4.7,https://www.coursera.org/learn/voicesofsocialchange,"At a time of political unrest, environmental uncertainty, and lingering inequalities, young social change-makers are leading the way to counter the today�s challenges. What are you doing to create sustainable, positive change?  Voices of Social Change is a free online short course co-designed and delivered by eight young social entrepreneurs. Follow in the footsteps of these young change-makers who had an idea, a desire to make an impact, and converted that into real-world change. Today, they�re enhancing the lives of millions of people around the world.  Powered by Laureate International Universities in partnership with the International Youth Foundation (IYF) and B Lab, Voices of Social Change will provide the scaffolding and network to support your next move � whether it be helping your local community, starting a new venture, or elevating your existing initiative.  Learn from those who have experienced the wins and losses of social enterprise, connect with other like-minded change-makers asking the same questions you are, and walk away with your own action plan.",social network  process  Planning  friendship  takeover  business process  relative change and difference  design thinking  social work  brainstorming personal-development personal-development
"Managing Asthma, Allergies, Diabetes, and Seizures in School",University of Colorado System,Beginner,4.8,https://www.coursera.org/learn/managing-asthma-allergies-diabetes-and-seizures-in-school,"Welcome to School Health specialization: Managing Asthma, Anaphylaxis, Food Allergies, Diabetes, and Seizures in School course. In this course, you will learn about these common medical issues students face and how to best support students who suffer from them. We will also take a holistic look at how we can best support overall student health. We will take a look at how the school nurse provides support to students and staff in each scenario and how to plan ahead in the event of an emergency. We will walk through the reasons that schools should promote student health and how we can support students that face these common medical conditions   As part of the course, we will introduce two students to help all of this information come alive. Prepare yourself to learn about these common medical conditions. Let�s get started!",health care  first aid  medication  asthma  allergy  glucose  emergency  emergency management  symptoms  Leadership and Management life-sciences patient-care
Global Challenges in Business Capstone,University of Illinois at Urbana-Champaign,Advanced,4.5,https://www.coursera.org/learn/global-challenges-business-capstone,"The capstone for the Global Challenges in Business specialization will provide a learning experience that integrates across all the courses within that specialization. It will involve analysis of a situation concerning an actual business with a view to work toward a global stakeholder engagement business plan for introduction of a new product. Students will analyze a situation taking the vantage point of a global company and develop a global stakeholder engagement plan for a specific geography (chosen by students� region or country of residence, or other consideration).",supply chain  global  pricing  market segmentation  go to market  market (economics)  corporate social responsibility  strategic management  Target Market  added value business business-essentials
Severe to Profound Intellectual Disability: Circles of Care and Education,University of Cape Town,Intermediate,4.7,https://www.coursera.org/learn/intellectual-disability-care-education,"This course is about caring for and educating children (and youth) with severe to profound intellectual disability. We use the idea of 'circles' to position the child at the center of the many levels of support needed. Around the child are circles of care and education - such as the parents, family, friends, caregivers, educators, health care workers and others such as neighbors, business owners and community members. Each one has an important role to play in the life of a person with an intellectual disability and can be seen as a caregiver and educator. Although this course is aimed particularly at caregivers who work at a  special centre or in a private home, each person in the circle of care and education plays a valuable role and will find the course useful.    During the course you can gain greater understanding about intellectual disability,  levels of severity of intellectual disability and the history of intellectual disability. You will also start to understand how you can support children and youth with severe to profound intellectual disability so that they can reach their full potential and become participating members of society.  We look at lifelong learning by exploring brain development, the learning process and how to maximise the opportunities for learning.  With input from a range of experts,  we consider how best learning can be facilitated.  This includes looking at children�s learning support needs, how to go about planning activities for the learning programme as well as how to empower multiple people who work in a team to care and educate children with severe to profound intellectual disability.  In the last week, we focus on rights, advocacy and relationships of care. Empowering and caring for caregivers themselves is a key focus of the course.  For professional development purposes, you can purchase a Verified Certificate if you wish to show evidence of your achievements, but this is optional, and you can apply for Financial Aid if you are unable to pay the certificate fee.",lifelong learning  process  Special Education  intellectual disability  developmental disabilities  education  child  intellectual  autism  facilitation life-sciences healthcare-management
Teaching Children with Visual Impairment: Creating Empowering Classrooms,University of Cape Town,Beginner,4.9,https://www.coursera.org/learn/teach-children-with-visual-impairment,"In the education of children with visual impairment, there is at present a global movement away from segregated special schooling, and towards inclusive neighbourhood schools. Inclusion provides an opportunity for everyone, teachers as well as learners, to become more acquainted about life with visual impairment and to overcome some of the barriers of difference which have existed in the past. But if it is to be successful, teachers and others require key skills and insights in order to create classroom environments which fully accommodate the learning needs of children with visual impairment. In this course, you will discover the visually impaired child by recognizing that there are many different eye conditions and that each affects learning and behavior differently. During the course, we will explore the Expanded Core Curriculum, which is a collection of content areas that teachers integrate into the core curriculum to give visually impaired learners access to knowledge that sighted learners gain through observation. You will also learn how to make your classroom, the content, your teaching, and the assessments accessible through curriculum differentiation strategies. By the end of the course you will have the necessary tools to create empowering classrooms where you can teach children with visual impairment in an inclusive, accessible, and attuned space.  You will be able to purchase a Verified Certificate if you wish to show evidence of your achievements, but this is optional, and you may apply for Financial Aid if you are unable to pay the certificate fee.",child development  education  teaching  peer support  Special Education  experience  learning styles  psychosocial  assistive technology  child social-sciences education
Intercultural Communication and Conflict Resolution,"University of California, Irvine",Advanced,4.3,https://www.coursera.org/learn/intercultural-communication,"Intercultural Communication and Conflict Resolution is a growing area of importance considering the pace and volume of global transactions.  The ease of global communication using technology, the abundance of cheaper transportation costs, and the frequency of businesses using cross-border talent is fostering millions of interactions a day between people of different cultures.  Examine how the process of communication can be further complicated during interactions between people of different cultures. The topics of stereotypes, generalizations, communication styles, communication strategies, and communication orientations will be explored.  Upon completing this course, you will be able to: 1.       Explain the dimensions of intercultural interactions that add to conflict 2.       Analyze the dynamics of intercultural interactions 3.       Plan strategies for success in intercultural interactions",relative change and difference  international relations  psychological first aid  cross-cultural communication  Planning  Office Administration  intercultural communication  Communication  Culture  conflict resolution business business-essentials
Prediction and Control with Function Approximation,University of Alberta,Beginner,4.8,https://www.coursera.org/learn/prediction-control-function-approximation,"In this course, you will learn how to solve problems with large, high-dimensional, and potentially infinite state spaces. You will see that estimating value functions can be cast as a supervised learning problem---function approximation---allowing you to build agents that carefully balance generalization and discrimination in order to maximize reward. We will begin this journey by investigating how our policy evaluation or prediction methods like Monte Carlo and TD can be extended to the function approximation setting. You will learn about feature construction techniques for RL, and representation learning via neural networks and backprop. We conclude this course with a deep-dive into policy gradient methods; a way to learn policies directly without learning a value function. In this course you will solve two continuous-state control tasks and investigate the benefits of policy gradient methods in a continuous-action environment.   Prerequisites: This course strongly builds on the fundamentals of Courses 1 and 2, and learners should have completed these before starting this course.  Learners should also be comfortable with probabilities & expectations, basic linear algebra, basic calculus, Python 3.0 (at least 1 year), and  implementing algorithms from pseudocode.  By the end of this course, you will be able to:   -Understand how to use supervised learning approaches to approximate value functions -Understand objectives for prediction (value estimation) under function approximation -Implement TD with function approximation (state aggregation), on an environment with an infinite state space (continuous state space) -Understand fixed basis and neural network approaches to feature construction  -Implement TD with neural network function approximation in a continuous state environment -Understand new difficulties in exploration when moving to function approximation -Contrast discounted problem formulations for control versus an average reward problem formulation -Implement expected Sarsa and Q-learning with function approximation on a continuous state control task -Understand objectives for directly estimating policies (policy gradient objectives) -Implement a policy gradient method (called Actor-Critic) on a discrete state environment",reinforcement  Gradient  gradient descent  Reinforcement Learning  approximation  markov decision process  euler's totient function  function approximation  Human Learning  table of keyboard shortcuts data-science machine-learning
Advanced Neurobiology I,Peking University,Beginner,3.5,https://www.coursera.org/learn/Advanced-neurobiology1,"Hello everyone! Welcome to Advanced neurobiology!  Neuroscience is a wonderful branch of science on how our brain perceives the external world, how our brain thinks, how our brain responds to the outside of the world, and how during disease or aging the neuronal connections deteriorate. We�re trying to understand the molecular, cellular nature and the circuitry arrangement of how nervous system works.  Through this course, you'll have a comprehensive understanding of basic neuroanatomy, electral signal transduction, movement and several diseases in the nervous system.   This Advanced neurobiology course is composed of 2 parts (Advanced neurobiology I and Advanced neurobiology II, and the latter will be online later). They are related to each other on the content but separate on scoring and certification, so you can choose either or both. It�s recommended that you take them sequentially and it�s great if you�ve already acquired a basic understanding of biology.  Thank you for joining us!",action potential  biochemistry  neuron (software)  anatomy  pharmacology  neurobiology  neuroscience  biology  alzheimer's disease  molecular biology life-sciences basic-science
Foundations of Teaching for Learning: Introduction,Commonwealth Education Trust,Intermediate,4.5,https://www.coursera.org/learn/teaching,"The Foundations of Teaching for Learning programme is for anyone who is teaching, or who would like to teach, in any subject and any context - be it at school, at home or in the workplace. With dynamic lessons taught by established and respected professionals from across the Commonwealth, this eight course programme will see you develop and strengthen your skills in teaching, professionalism, assessment, and more. As you carry on through the programme, you will find yourself strengthening not only your skills, but your connection with colleagues across the globe. A professional development opportunity not to be missed.   This introductory course considers the three domains of being a teacher:  Professional Knowledge and Understanding; Professional Practice; and Professional Values, Relationships and Engagement.  Enhance your course by joining the Commonwealth teaching community on our website, Facebook and Twitter.",psychology  Human Learning  interpersonal relationships  educational practices  teaching  teaching method  proactivity  thought  child development  Planning social-sciences education
Change Leadership: Developing Force Field Analysis in Miro,Coursera Project Network,Advanced,5,https://www.coursera.org/learn/change-force-analysis,"By the end of this guided project, you will be fluent in identifying and mapping forces for Force Field Analysis using a hands-on example. This will enable you to map and rate the forces which is important in for validating, preparing, and managing change in professional and personal life.   Change happens all the time and in being able to identify factors involved in change and preparing to manage change you increase your chances for success. This analysis will help you if you are in: + Strategy development + Program Management + Project Management + Business Process Re-Engineering + Product Development + Organisational Development And much more. On a personal level this analysis can help you to map Forces for Change and Forces Against Change for different settings. For example: + Competing in sports + Having a professional goal + Developing a good habit  Furthermore, this guided project is designed to engage and harness your visionary and exploratory abilities. And further equip you with the knowledge to utilise the learned concepts, methodologies, and tools to prepare for change in various settings.",business case  personal advertisement  Mapping  Planning  project  Map  e-nable  Change Management  Writing  enabling business business-strategy
Lesson | Telephone Language,Georgia Institute of Technology,Not Calibrated,4.5,https://www.coursera.org/learn/lesson-telephone-language,"This lesson is part of a full course, Speak English Professionally: In Person, Online & On the Phone. Take this lesson to get a short tutorial on the learning objectives covered. To dive deeper into this topic, take the full course.   By the end of this lesson, you will be able to identify telephone language through phone dialogues.",speech  language  Marketing  law  B2B Marketing  Digital Marketing  english language  online learning community  Accounting  E-Commerce language-learning learning-english
Python Tricks and Hacks for Productivity,Coursera Project Network,Advanced,4.1,https://www.coursera.org/learn/python-hacks,"By the end of this project, you are going to be an more complete Python user, and will have an better grasp of several techniques and tips which increases coding speed and conciseness. This will be useful for anyone who uses Python regularly, including data scientists, software engineers, technicians and hobbyists.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",Computer Programming  Transpose  concision  Python Programming  Software Engineering  grasp  project  Operations Management  progress bar  dict computer-science software-development
Privacy in the USA,EIT Digital,Advanced,4.6,https://www.coursera.org/learn/privacy-laws-us,"After having followed Privacy in the Western world you have become acquainted with the overall global legal system and the origins of privacy as a concept as well as privacy as a (human) right. This course deals with the American legal system to protect privacy.  In the USA privacy is protected through different legal concepts. Constitutional protection through the 4th Amendment plays a crucial role in protecting the US citizen against unjust governmental intrusion. As part of a myriad of consumer protection laws (e.g. health, financial) personal data is also protected. And last but not least there are a number of specific laws dealing with the (privacy) protection of all sorts of communications, such as mobile telephony, e-mail, online searches, etc.   The course deals with the main legal concepts in such a way that the learner will, after having successfully completed the course, be able to follow the legal developments in the USA.   We hope you enjoy the course!",american law  personally identifiable information  security  privacy  data protection  telecommunications  litigation public relations  financial privacy  stemming  law social-sciences law
Japanese for beginners 2,Saint Petersburg State University,Beginner,4.4,https://www.coursera.org/learn/japanese-2,"Japanese language has become extremely popular among learners in recent years, since it is the best way to explore one of the richest and most mysterious cultures of the modern East. This course is  aimed at those who are interested in understanding Japanese way of thinking and view of the world through learning the language. Course materials are provided by the teaching staff from the Department of Japan Studies. Upon completion of this course the learners will be able:  1. To read texts in Japanese and write using the hiragana and katakana scripts as well as the kanji characters. 2. To understand basic vocabulary in speech and use it in everyday communicative situations (shopping, traveling, visiting friends, phone conversations etc). 3. To form their own sentences using the provided grammar material. This course introduces a lot of new grammar constructions, useful vocabulary and conversational phrases to the learners, who already completed Japanese for beginners 1. Five units of this course aim to enrich learners oral and written speech and help in acquiring fluency in Japanese.",shopping  japanese language  grammar  Writing  materials  linguistics  listening  korean language  process  video game development language-learning other-languages
Introduction to Recommender Systems:  Non-Personalized and Content-Based,University of Minnesota,Beginner,4.3,https://www.coursera.org/learn/recommender-systems-introduction,"This course, which is designed to serve as the first course in the Recommender Systems specialization, introduces the concept of recommender systems, reviews several examples in detail, and leads you through non-personalized recommendation using summary statistics and product associations, basic stereotype-based or demographic recommendations, and content-based filtering recommendations.   After completing this course, you will be able to compute a variety of recommendations from datasets using basic spreadsheet tools, and if you complete the honors track you will also have programmed these recommendations using the open source LensKit recommender toolkit.    In addition to detailed lectures and interactive exercises, this course features interviews with several leaders in research and practice on Advanced topics and current directions in recommender systems.",demography  Tf Idf  Summary Statistics  recommender systems  information retrieval  recursively enumerable set  personalization  preference  tracking  Machine Learning data-science machine-learning
