ID,LOCATION_GROUP,LONGITUDE,LATITUDE
1741,Mobile,0.0,0.0
1742,Mobile,0.0,0.0
1743,Mobile,0.0,0.0
1744,Mobile,0.0,0.0
1745,Mobile,0.0,0.0
1746,Mobile,0.0,0.0
1747,Mobile,0.0,0.0
1748,Mobile,0.0,0.0
1749,Mobile,0.0,0.0
1750,Mobile,0.0,0.0
1751,Mobile,0.0,0.0
1752,Mobile,0.0,0.0
1753,Mobile,0.0,0.0
1754,Mobile,0.0,0.0
1755,Mobile,0.0,0.0
1756,Mobile,0.0,0.0
1757,Mobile,0.0,0.0
1758,Mobile,0.0,0.0
1759,Mobile,0.0,0.0
1760,Mobile,0.0,0.0
1761,Mobile,0.0,0.0
1762,Mobile,0.0,0.0
1763,Mobile,0.0,0.0
1764,Mobile,0.0,0.0
1765,Mobile,0.0,0.0
1766,Mobile,0.0,0.0
1767,Mobile,0.0,0.0
1768,Mobile,0.0,0.0
1769,Mobile,0.0,0.0
1770,Mobile,0.0,0.0
1771,Mobile,0.0,0.0
1772,Mobile,0.0,0.0
1773,Mobile,0.0,0.0
1774,Mobile,0.0,0.0
1775,Mobile,0.0,0.0
1776,Mobile,0.0,0.0
1777,Mobile,0.0,0.0
1778,Mobile,0.0,0.0
1779,Mobile,0.0,0.0
1780,Mobile,0.0,0.0
1781,Mobile,0.0,0.0
1782,Mobile,0.0,0.0
1783,Mobile,0.0,0.0
1784,Mobile,0.0,0.0
1785,Mobile,0.0,0.0
1786,Mobile,0.0,0.0
1787,Mobile,0.0,0.0
1788,Mobile,0.0,0.0
1789,Mobile,0.0,0.0
1790,Mobile,0.0,0.0
1791,Mobile,0.0,0.0
1792,Mobile,0.0,0.0
1793,Mobile,0.0,0.0
1794,Mobile,0.0,0.0
1795,Mobile,0.0,0.0
1796,Mobile,0.0,0.0
1797,Mobile,0.0,0.0
1798,Mobile,0.0,0.0
1799,Mobile,0.0,0.0
1800,Mobile,0.0,0.0
1801,Mobile,0.0,0.0
1802,Mobile,0.0,0.0
1803,Mobile,0.0,0.0
1804,Mobile,0.0,0.0
1805,Mobile,0.0,0.0
1806,Mobile,0.0,0.0
1807,Mobile,0.0,0.0
1808,Mobile,0.0,0.0
1809,Mobile,0.0,0.0
1810,Mobile,0.0,0.0
1811,Mobile,0.0,0.0
1812,Mobile,0.0,0.0
1813,Mobile,0.0,0.0
1814,Mobile,0.0,0.0
1815,Mobile,0.0,0.0
1816,Mobile,0.0,0.0
1817,Mobile,0.0,0.0
1818,Mobile,0.0,0.0
1819,Mobile,0.0,0.0
1820,Mobile,0.0,0.0
1821,Mobile,0.0,0.0
1822,Mobile,0.0,0.0
1823,Mobile,0.0,0.0
1824,Mobile,0.0,0.0
1825,Mobile,0.0,0.0
1826,Mobile,0.0,0.0
1827,Mobile,0.0,0.0
1828,Mobile,0.0,0.0
1829,Mobile,0.0,0.0
1830,Mobile,0.0,0.0
1831,Mobile,0.0,0.0
1832,Mobile,0.0,0.0
1833,Mobile,0.0,0.0
1834,Mobile,0.0,0.0
1835,Mobile,0.0,0.0
1836,Mobile,0.0,0.0
1837,Mobile,0.0,0.0
1838,Mobile,0.0,0.0
1839,Mobile,0.0,0.0
1840,Mobile,0.0,0.0
1841,Mobile,0.0,0.0
1842,Mobile,0.0,0.0
1843,Mobile,0.0,0.0
1844,Mobile,0.0,0.0
1845,Mobile,0.0,0.0
1846,Mobile,0.0,0.0
1847,Mobile,0.0,0.0
1848,Mobile,0.0,0.0
1849,Mobile,0.0,0.0
1850,Mobile,0.0,0.0
1851,Mobile,0.0,0.0
1852,Mobile,0.0,0.0
1853,Mobile,0.0,0.0
1854,Mobile,0.0,0.0
1855,Mobile,0.0,0.0
1856,Mobile,0.0,0.0
1857,Mobile,0.0,0.0
1858,Mobile,0.0,0.0
1859,Mobile,0.0,0.0
1860,Mobile,0.0,0.0
1861,Mobile,0.0,0.0
1862,Mobile,0.0,0.0
1863,Mobile,0.0,0.0
1864,Mobile,0.0,0.0
1865,Mobile,0.0,0.0
1866,Mobile,0.0,0.0
1867,Mobile,0.0,0.0
1868,Mobile,0.0,0.0
1869,Mobile,0.0,0.0
1870,Mobile,0.0,0.0
1871,Mobile,0.0,0.0
1872,Mobile,0.0,0.0
1873,Mobile,0.0,0.0
1874,Mobile,0.0,0.0
1875,Mobile,0.0,0.0
1876,Mobile,0.0,0.0
1877,Mobile,0.0,0.0
1878,Mobile,0.0,0.0
1879,Mobile,0.0,0.0
1880,Mobile,0.0,0.0
1881,Mobile,0.0,0.0
1882,Mobile,0.0,0.0
1883,Mobile,0.0,0.0
1884,Mobile,0.0,0.0
1885,Mobile,0.0,0.0
1886,Mobile,0.0,0.0
1887,Mobile,0.0,0.0
1888,Mobile,0.0,0.0
1889,Mobile,0.0,0.0
1890,Mobile,0.0,0.0
1891,Mobile,0.0,0.0
1892,Mobile,0.0,0.0
1893,Mobile,0.0,0.0
1894,Mobile,0.0,0.0
1895,Mobile,0.0,0.0
1896,Mobile,0.0,0.0
1897,Mobile,0.0,0.0
1898,Mobile,0.0,0.0
1899,Mobile,0.0,0.0
1900,Mobile,0.0,0.0
1901,Mobile,0.0,0.0
1902,Mobile,0.0,0.0
1903,Mobile,0.0,0.0
1904,Mobile,0.0,0.0
1905,Mobile,0.0,0.0
1906,Mobile,0.0,0.0
1907,Mobile,0.0,0.0
1908,Mobile,0.0,0.0
1909,Mobile,0.0,0.0
1910,Mobile,0.0,0.0
1911,Mobile,0.0,0.0
1912,Mobile,0.0,0.0
1913,Mobile,0.0,0.0
1914,Mobile,0.0,0.0
1915,Mobile,0.0,0.0
1916,Mobile,0.0,0.0
1917,Mobile,0.0,0.0
1918,Mobile,0.0,0.0
1919,Mobile,0.0,0.0
1920,Mobile,0.0,0.0
1921,Mobile,0.0,0.0
1922,Mobile,0.0,0.0
1923,Mobile,0.0,0.0
1924,Mobile,0.0,0.0
1925,Mobile,0.0,0.0
1926,Mobile,0.0,0.0
1927,Mobile,0.0,0.0
1928,Mobile,0.0,0.0
1929,Mobile,0.0,0.0
1930,Mobile,0.0,0.0
1931,Mobile,0.0,0.0
1932,Mobile,0.0,0.0
1933,Mobile,0.0,0.0
1934,Mobile,0.0,0.0
1935,Mobile,0.0,0.0
1936,Mobile,0.0,0.0
1937,Mobile,0.0,0.0
1938,Mobile,0.0,0.0
1939,Mobile,0.0,0.0
1940,Mobile,0.0,0.0
1941,Mobile,0.0,0.0
1942,Mobile,0.0,0.0
1943,Mobile,0.0,0.0
1944,Mobile,0.0,0.0
1945,Mobile,0.0,0.0
1946,Mobile,0.0,0.0
1947,Mobile,0.0,0.0
1948,Mobile,0.0,0.0
1949,Mobile,0.0,0.0
1950,Mobile,0.0,0.0
1951,Mobile,0.0,0.0
1952,Mobile,0.0,0.0
1953,Mobile,0.0,0.0
1954,Mobile,0.0,0.0
1955,Mobile,0.0,0.0
1956,Mobile,0.0,0.0
1957,Mobile,0.0,0.0
1958,Mobile,0.0,0.0
1959,Mobile,0.0,0.0
1960,Mobile,0.0,0.0
1961,Mobile,0.0,0.0
1962,Mobile,0.0,0.0
1963,Mobile,0.0,0.0
1964,Mobile,0.0,0.0
1965,Mobile,0.0,0.0
1966,Mobile,0.0,0.0
1967,Mobile,0.0,0.0
1968,Mobile,0.0,0.0
1969,Mobile,0.0,0.0
1970,Mobile,0.0,0.0
1971,Mobile,0.0,0.0
1972,Mobile,0.0,0.0
1973,Mobile,0.0,0.0
1974,Mobile,0.0,0.0
1975,Mobile,0.0,0.0
1976,Mobile,0.0,0.0
1977,Mobile,0.0,0.0
1978,Mobile,0.0,0.0
1979,Mobile,0.0,0.0
1980,Mobile,0.0,0.0
1981,Mobile,0.0,0.0
1982,Mobile,0.0,0.0
1983,Mobile,0.0,0.0
1984,Mobile,0.0,0.0
1985,Mobile,0.0,0.0
1986,Mobile,0.0,0.0
1987,Mobile,0.0,0.0
1988,Mobile,0.0,0.0
1989,Mobile,0.0,0.0
1990,Mobile,0.0,0.0
1991,Mobile,0.0,0.0
1992,Mobile,0.0,0.0
1993,Mobile,0.0,0.0
1994,Mobile,0.0,0.0
1995,Mobile,0.0,0.0
1996,Mobile,0.0,0.0
1997,Mobile,0.0,0.0
1998,Mobile,0.0,0.0
1999,Mobile,0.0,0.0
2000,Mobile,0.0,0.0
2001,Mobile,0.0,0.0
2002,Mobile,0.0,0.0
2003,Mobile,0.0,0.0
2004,Mobile,0.0,0.0
2005,Mobile,0.0,0.0
2006,Mobile,0.0,0.0
2007,Mobile,0.0,0.0
2008,Mobile,0.0,0.0
2009,Mobile,0.0,0.0
2010,Mobile,0.0,0.0
2011,Mobile,0.0,0.0
2012,Mobile,0.0,0.0
2013,Mobile,0.0,0.0
2014,Mobile,0.0,0.0
2015,Mobile,0.0,0.0
2016,Mobile,0.0,0.0
2017,Mobile,0.0,0.0
2018,Mobile,0.0,0.0
2019,Mobile,0.0,0.0
2020,Mobile,0.0,0.0
2021,Mobile,0.0,0.0
2022,Mobile,0.0,0.0
2023,Mobile,0.0,0.0
2024,Mobile,0.0,0.0
2025,Mobile,0.0,0.0
2026,Mobile,0.0,0.0
2027,Mobile,0.0,0.0
2028,Mobile,0.0,0.0
2029,Mobile,0.0,0.0
2030,Mobile,0.0,0.0
2031,Mobile,0.0,0.0
2032,Mobile,0.0,0.0
2033,Mobile,0.0,0.0
2034,Mobile,0.0,0.0
2035,Mobile,0.0,0.0
2036,Mobile,0.0,0.0
2037,Mobile,0.0,0.0
2038,Mobile,0.0,0.0
2039,Mobile,0.0,0.0
2040,Mobile,0.0,0.0
2041,Mobile,0.0,0.0
2042,Mobile,0.0,0.0
2043,Mobile,0.0,0.0
2044,Mobile,0.0,0.0
2045,Mobile,0.0,0.0
2046,Mobile,0.0,0.0
2047,Mobile,0.0,0.0
2048,Mobile,0.0,0.0
2049,Mobile,0.0,0.0
2050,Mobile,0.0,0.0
2051,Mobile,0.0,0.0
2052,Mobile,0.0,0.0
2053,Mobile,0.0,0.0
2054,Mobile,0.0,0.0
2055,Mobile,0.0,0.0
2056,Mobile,0.0,0.0
2057,Mobile,0.0,0.0
2058,Mobile,0.0,0.0
2059,Mobile,0.0,0.0
2060,Mobile,0.0,0.0
2061,Mobile,0.0,0.0
2062,Mobile,0.0,0.0
2063,Mobile,0.0,0.0
2064,Mobile,0.0,0.0
2065,Mobile,0.0,0.0
2066,Mobile,0.0,0.0
2067,Mobile,0.0,0.0
2068,Mobile,0.0,0.0
2069,Mobile,0.0,0.0
2070,Mobile,0.0,0.0
2071,Mobile,0.0,0.0
2072,Mobile,0.0,0.0
2073,Mobile,0.0,0.0
2074,Mobile,0.0,0.0
2075,Mobile,0.0,0.0
2076,Mobile,0.0,0.0
2077,Mobile,0.0,0.0
2078,Mobile,0.0,0.0
2079,Mobile,0.0,0.0
2080,Mobile,0.0,0.0
2081,Mobile,0.0,0.0
2082,Mobile,0.0,0.0
2083,Mobile,0.0,0.0
2084,Mobile,0.0,0.0
2085,Mobile,0.0,0.0
2086,Mobile,0.0,0.0
2087,Mobile,0.0,0.0
2088,Mobile,0.0,0.0
2089,Mobile,0.0,0.0
2090,Mobile,0.0,0.0
2091,Mobile,0.0,0.0
2092,Mobile,0.0,0.0
2093,Mobile,0.0,0.0
2094,Mobile,0.0,0.0
2095,Mobile,0.0,0.0
2096,Mobile,0.0,0.0
2097,Mobile,0.0,0.0
2098,Mobile,0.0,0.0
2099,Mobile,0.0,0.0
2100,Mobile,0.0,0.0
2101,Mobile,0.0,0.0
2102,Mobile,0.0,0.0
2103,Mobile,0.0,0.0
2104,Mobile,0.0,0.0
2105,Mobile,0.0,0.0
2106,Mobile,0.0,0.0
2107,Mobile,0.0,0.0
2108,Mobile,0.0,0.0
2109,Mobile,0.0,0.0
2110,Mobile,0.0,0.0
2111,Mobile,0.0,0.0
2112,Mobile,0.0,0.0
2113,Mobile,0.0,0.0
2114,Mobile,0.0,0.0
2115,Mobile,0.0,0.0
2116,Mobile,0.0,0.0
2117,Mobile,0.0,0.0
2118,Mobile,0.0,0.0
2119,Mobile,0.0,0.0
2120,Mobile,0.0,0.0
2121,Mobile,0.0,0.0
2122,Mobile,0.0,0.0
2123,Mobile,0.0,0.0
2124,Mobile,0.0,0.0
2125,Mobile,0.0,0.0
2126,Mobile,0.0,0.0
2127,Mobile,0.0,0.0
2128,Mobile,0.0,0.0
2129,Mobile,0.0,0.0
2130,Mobile,0.0,0.0
2131,Mobile,0.0,0.0
2132,Mobile,0.0,0.0
2133,Mobile,0.0,0.0
2134,Mobile,0.0,0.0
2135,Mobile,0.0,0.0
2136,Mobile,0.0,0.0
2137,Mobile,0.0,0.0
2138,Mobile,0.0,0.0
2139,Mobile,0.0,0.0
2140,Mobile,0.0,0.0
2141,Mobile,0.0,0.0
2142,Mobile,0.0,0.0
2143,Mobile,0.0,0.0
2144,Mobile,0.0,0.0
2145,Mobile,0.0,0.0
2146,Mobile,0.0,0.0
2147,Mobile,0.0,0.0
2148,Mobile,0.0,0.0
2149,Mobile,0.0,0.0
2150,Mobile,0.0,0.0
2151,Mobile,0.0,0.0
2152,Mobile,0.0,0.0
2153,Mobile,0.0,0.0
2154,Mobile,0.0,0.0
2155,Mobile,0.0,0.0
2156,Mobile,0.0,0.0
2157,Mobile,0.0,0.0
2158,Mobile,0.0,0.0
2159,Mobile,0.0,0.0
2160,Mobile,0.0,0.0
2161,Mobile,0.0,0.0
2162,Mobile,0.0,0.0
2163,Mobile,0.0,0.0
2164,Mobile,0.0,0.0
2165,Mobile,0.0,0.0
2166,Mobile,0.0,0.0
2167,Mobile,0.0,0.0
2168,Mobile,0.0,0.0
2169,Mobile,0.0,0.0
2170,Mobile,0.0,0.0
2171,Mobile,0.0,0.0
2172,Mobile,0.0,0.0
2173,Mobile,0.0,0.0
2174,Mobile,0.0,0.0
2175,Mobile,0.0,0.0
2176,Mobile,0.0,0.0
2177,Mobile,0.0,0.0
2178,Mobile,0.0,0.0
2179,Mobile,0.0,0.0
2180,Mobile,0.0,0.0
2181,Mobile,0.0,0.0
2182,Mobile,0.0,0.0
2183,Mobile,0.0,0.0
2184,Mobile,0.0,0.0
2185,Mobile,0.0,0.0
2186,Mobile,0.0,0.0
2187,Mobile,0.0,0.0
2188,Mobile,0.0,0.0
2189,Mobile,0.0,0.0
2190,Mobile,0.0,0.0
2191,Mobile,0.0,0.0
2192,Mobile,0.0,0.0
2193,Mobile,0.0,0.0
2194,Mobile,0.0,0.0
2195,Mobile,0.0,0.0
2196,Mobile,0.0,0.0
2197,Mobile,0.0,0.0
2198,Mobile,0.0,0.0
2199,Mobile,0.0,0.0
2200,Mobile,0.0,0.0
2201,Mobile,0.0,0.0
2202,Mobile,0.0,0.0
2203,Mobile,0.0,0.0
2204,Mobile,0.0,0.0
2205,Mobile,0.0,0.0
2206,Mobile,0.0,0.0
2207,Mobile,0.0,0.0
2208,Mobile,0.0,0.0
2209,Mobile,0.0,0.0
2210,Mobile,0.0,0.0
2211,Mobile,0.0,0.0
2212,Mobile,0.0,0.0
2213,Mobile,0.0,0.0
2214,Mobile,0.0,0.0
2215,Mobile,0.0,0.0
2216,Mobile,0.0,0.0
2217,Mobile,0.0,0.0
2218,Mobile,0.0,0.0
2219,Mobile,0.0,0.0
2220,Mobile,0.0,0.0
2221,Mobile,0.0,0.0
2222,Service Building,29.128779,40.874148
2223,Service Building,28.728392,41.200606
2224,Service Building,28.760621,41.171197
2225,Service Building,29.148301,40.978116
2226,Service Building,28.730355,40.979373
2227,Service Building,28.826538,40.997714
2228,Service Building,28.864447,41.012313
2229,Service Building,28.843902,41.007323
2230,Service Building,28.829498,41.01411
2231,Service Building,28.871312,40.980678
2232,Service Building,28.884941,40.999315
2233,Service Building,28.78744,40.975036
2234,Service Building,28.884828,40.999602
2235,Service Building,28.884938,40.999685
2236,Service Building,28.786616,40.975927
2237,Service Building,28.785459,40.975204
2238,Service Building,28.785459,40.975204
2239,Service Building,28.786355,40.975974
2240,Service Building,28.786343,40.975916
2241,Service Building,28.785872,40.975523
2242,Service Building,28.786378,40.975548
2243,Service Building,28.786329,40.975294
2244,Service Building,28.785872,40.975523
2245,Service Building,28.786329,40.975294
2246,Service Building,28.87776,40.982753
2247,Service Building,28.889769,41.05908
2248,Service Building,28.909746,41.040004
2249,Service Building,28.884781,41.074047
2250,Service Building,28.903163,41.045655
2251,Service Building,28.892295,41.037809
2252,Service Building,28.841352,41.038468
2253,Service Building,28.869792,41.033293
2254,Service Building,28.801311,41.107
2255,Service Building,28.753078,41.069591
2256,Service Building,28.748396,41.072453
2257,Service Building,28.75968,41.082419
2258,Service Building,28.770304,41.106547
2259,Service Building,28.739847,41.087124
2260,Service Building,28.800748,41.074075
2261,Service Building,28.800748,41.074075
2262,Service Building,28.764997,41.088544
2263,Service Building,29.088938,41.108121
2264,Service Building,28.638586,41.018473
2265,Service Building,28.62075,41.035093
2266,Service Building,28.620911,41.036651
2267,Service Building,28.971601,41.039638
2268,Service Building,28.582721,41.014183
2269,Service Building,28.592987,41.022014
2270,Service Building,28.582663,41.012263
2271,Service Building,28.976831,41.051604
2272,Service Building,28.97494,41.028665
2273,Service Building,28.951475,41.058333
2274,Service Building,28.948581,41.057966
2275,Service Building,28.985969,41.036929
2276,Service Building,28.951461,41.058287
2277,Service Building,29.028619,41.111566
2278,Service Building,29.007671,41.059831
2279,Service Building,29.00736,41.041218
2280,Service Building,28.587816,41.023107
2281,Service Building,28.878959,41.043027
2282,Service Building,28.871439,41.037033
2283,Service Building,28.878733,41.042755
2284,Service Building,28.685638,41.024699
2285,Service Building,29.16611,40.920918
2286,Service Building,28.631191,41.03404
2287,Service Building,28.922776,41.092558
2288,Service Building,28.929429,41.030132
2289,Service Building,28.927841,41.029811
2290,Service Building,28.930938,41.02949
2291,Service Building,28.944687,41.070979
2292,Service Building,28.936568,41.031277
2293,Service Building,28.955268,41.084102
2294,Service Building,28.929976,41.02716
2295,Service Building,28.931899,41.089498
2296,Service Building,28.931995,41.028811
2297,Service Building,28.945617,41.074798
2298,Service Building,28.946104,41.057928
2299,Service Building,28.945561,41.058543
2300,Service Building,28.929196,41.049926
2301,Service Building,28.928305,41.037643
2302,Service Building,28.949188,41.011659
2303,Service Building,28.978365,41.008506
2304,Service Building,28.977749,41.003933
2305,Service Building,28.953072,41.000195
2306,Service Building,28.951448,41.005764
2307,Service Building,28.92923,41.016912
2308,Service Building,28.955217,41.011547
2309,Service Building,28.960644,41.014821
2310,Service Building,28.956482,41.016269
2311,Service Building,28.955328,41.013451
2312,Service Building,28.956854,41.013148
2313,Service Building,28.933733,41.019716
2314,Service Building,28.939875,41.019996
2315,Service Building,28.917074,41.057631
2316,Service Building,28.918359,41.091974
2317,Service Building,28.90342,41.072763
2318,Service Building,28.89214,41.01649
2319,Service Building,28.892469,41.014928
2320,Service Building,29.057882,40.970888
2321,Service Building,29.021163,40.986759
2322,Service Building,29.109254,40.958388
2323,Service Building,29.189548,40.907964
2324,Service Building,29.188714,40.916355
2325,Service Building,29.186784,40.913538
2326,Service Building,29.194198,40.912743
2327,Service Building,29.240697,40.90681
2328,Service Building,29.210479,40.918079
2329,Service Building,29.338858,41.077425
2330,Service Building,28.962646,41.086932
2331,Service Building,28.964936,41.087737
2332,Service Building,28.982117,41.085679
2333,Service Building,29.044416,41.083485
2334,Service Building,28.994205,41.101197
2335,Service Building,28.922037,41.004253
2336,Service Building,28.768332,40.987088
2337,Service Building,28.779952,41.002673
2338,Service Building,28.794014,41.034516
2339,Service Building,28.790419,40.988251
2340,Service Building,28.7941,41.034466
2341,Service Building,29.138642,40.935832
2342,Service Building,29.117383,40.926061
2343,Service Building,29.270287,40.864451
2344,Service Building,29.261954,40.876801
2345,Service Building,29.230252,41.005278
2346,Service Building,29.223173,40.986875
2347,Service Building,29.233057,40.978484
2348,Service Building,29.196707,41.00534
2349,Service Building,29.026796,41.135102
2350,Service Building,28.958005,41.255753
2351,Service Building,28.958005,41.255753
2352,Service Building,29.256777,40.974431
2353,Service Building,29.261993,40.96927
2354,Service Building,28.845969,41.11527
2355,Service Building,28.846368,41.125639
2356,Service Building,28.905201,41.094066
2357,Service Building,28.257405,41.070766
2358,Service Building,28.082627,41.042723
2359,Service Building,28.247335,41.07308
2360,Service Building,29.308777,40.829433
2361,Service Building,29.312042,40.82053
2362,Service Building,29.406197,40.964717
2363,Service Building,28.891406,41.001609
2364,Service Building,28.888189,41.000712
2365,Service Building,28.464945,41.140074
2366,Service Building,28.466635,41.13554
2367,Service Building,29.147403,41.005223
2368,Service Building,29.116408,41.020559
2369,Service Building,29.15253,41.034232
2370,Service Building,29.106363,41.057915
2371,Service Building,29.106539,41.057411
2372,Service Building,29.043781,41.017626
2373,Service Building,29.024399,41.013259
2374,Service Building,29.020952,41.008899
2375,Service Building,29.07082,41.030456
2376,Service Building,29.015413,41.020625
2377,Service Building,29.021273,41.009421
2378,Service Building,29.613389,41.179058
2379,Service Building,28.989826,41.045749
2380,Service Building,28.994799,41.065514
2381,Service Building,28.994942,41.065278
2382,Service Building,28.987711,41.067478
2383,Service Building,28.994544,41.061674
2384,Service Building,29.096674,40.974797
2385,Service Building,28.601057,40.967978
2386,Service Building,29.137836,40.871864
2387,Service Building,28.912467,41.03225
2388,Service Building,28.643542,40.998364
2389,Service Building,28.990577,41.048439
2390,Service Building,28.953326,40.999688
2391,Service Building,29.195674,40.891756
2392,Service Building,28.964904,41.08623
2393,Service Building,29.145264,40.929618
2394,Service Building,29.236739,40.886529
2395,Service Building,29.0389,41.16003
2396,Service Building,29.266939,40.969352
2397,Service Building,28.883964,41.103778
2398,Service Building,28.255462,41.076117
2399,Service Building,29.127973,41.016167
2400,Service Building,29.07622,41.04509
2401,Service Building,28.966362,41.058087
2402,Service Building,28.95695,41.015825
2403,Service Building,28.59965,40.968121
2404,Service Building,29.021249,40.991059
2405,Service Building,29.015496,41.027875
2406,Teacher's House,28.898298,41.019966
2407,Teacher's House,28.794919,41.005026
2408,Teacher's House,28.997405,41.067238
2409,Village,28.653696,41.258716
2410,Village,28.612294,41.310704
2411,Village,28.627572,41.262495
2412,Village,28.712386,41.155591
2413,Village,28.683474,41.346637
2414,Village,28.690814,41.270369
2415,Village,28.597785,41.235906
2416,Village,28.722738,41.316833
2417,Village,29.203009,41.179667
2418,Village,29.271346,41.163928
2419,Village,29.302702,41.139651
2420,Village,29.267207,41.16536
2421,Village,29.131822,41.207132
2422,Village,28.809794,41.279355
2423,Village,28.909077,41.254134
2424,Village,28.808566,41.240207
2425,Village,28.826256,41.22721
2426,Village,28.850713,41.164012
2427,Village,29.458491,40.968994
2428,Village,29.33506,40.95537
2429,Village,28.97661,41.252013
2430,Village,28.337544,41.198318
2431,Village,28.30014,41.226116
2432,Village,28.113496,41.234102
2433,Village,28.189448,41.228679
2434,Village,28.189703,41.164155
2435,Village,28.117773,41.110483
2436,Village,28.237414,41.149287
2437,Village,28.1745,41.316604
2438,Village,28.170389,41.156539
2439,Village,28.205578,41.374737
2440,Village,28.445821,41.332011
2441,Village,28.495407,41.246236
2442,Village,28.500052,41.364495
2443,Village,28.48331,41.271517
2444,Village,28.415153,41.138722
2445,Village,28.445527,41.200913
2446,Village,28.285581,41.314509
2447,Village,28.474022,41.368506
2448,Village,28.35884,41.254568
2449,Village,28.369856,41.22845
2450,Village,28.494762,41.234558
2451,Village,28.524181,41.223726
2452,Village,28.482496,41.329341
2453,Village,28.453073,41.392387
2454,Village,28.455023,41.222261
2455,Village,28.295847,41.477258
2456,Village,28.51748,41.294548
2457,Village,29.292745,41.119306
2458,Village,29.348437,41.077529
2459,Village,29.579219,41.148671
2460,Village,29.718188,41.142847
2461,Village,29.456303,41.183378
2462,Village,29.475816,41.069516
2463,Village,29.77617,41.14148
2464,Village,29.798666,41.075095
2465,Village,29.648459,41.149635
2466,Village,29.672895,41.004731
2467,Village,29.575315,41.043354
2468,Village,29.663771,40.978309
2469,Village,29.439728,41.191081
2470,Village,29.564629,41.120763
2471,Village,29.392389,41.053526
2472,Village,29.853596,41.107739
2473,Village,29.804441,41.097727
2474,Village,29.769846,41.046526
2475,Village,29.666276,41.016866
2476,Village,29.824386,41.107141
2477,Village,29.688594,41.143287
2478,Village,29.905833,41.111408
2479,Village,29.734973,41.10611
2480,Village,29.769514,41.1508
2481,Village,29.455337,41.072875
2482,Village,29.544324,41.15681
2483,Village,29.567914,41.123402
2484,Village,29.825808,41.133994
2485,Village,29.562186,41.158793
2486,Village,29.392389,41.053526
2487,Village,29.732117,41.082239
2488,Village,29.413282,41.202681
2489,Village,29.491901,41.172388
2490,Village,29.664824,41.069104
2491,Village,29.392389,41.053526
2492,Village,29.653617,40.992279
2493,Culture Center,28.869792,41.033293
2494,Culture Center,28.943655,40.998944
2495,Culture Center,28.876702,41.097747
2496,Culture Center,28.920425,41.018165
2497,Culture Center,29.012987,41.019524
2498,Library,28.989542,41.039082
2499,Library,29.195645,40.886508
2500,Library,29.039832,41.147229
2501,Library,29.266941,40.969123
2502,Library,29.303059,40.850079
2503,Library,29.104938,41.025222
2504,Library,29.105516,41.017006
2505,Bus Station,28.714128,40.991049
2506,Bus Station,28.724431,40.984091
2507,Bus Station,28.705535,40.995034
2508,Bus Station,28.731161,40.980151
2509,Bus Station,28.863886,40.995459
2510,Bus Station,28.835378,40.992755
2511,Bus Station,28.72489,41.072225
2512,Bus Station,28.673503,41.006149
2513,Bus Station,28.936279,41.037368
2514,Bus Station,29.055545,40.998452
2515,Bus Station,28.969469,41.063977
2516,Bus Station,28.786787,40.985936
2517,Bus Station,28.768974,40.986696
2518,Bus Station,29.029919,41.140339
2519,Bus Station,29.050237,41.163626
2520,Bus Station,28.91099,41.016008
2521,Bus Station,29.047689,41.022344
2522,Bus Station,29.035358,41.021241
2523,Bus Station,29.011473,41.080041
2524,Social Facility,28.743816,40.976437
2525,Social Facility,29.094437,41.131533
2526,Social Facility,29.086179,41.113168
2527,Social Facility,29.044642,41.067514
2528,Social Facility,28.796872,41.044715
2529,Social Facility,29.253643,40.890612
2530,Social Facility,29.083366,41.027001
2531,Sport Facility,28.791041,40.975577
2532,Sport Facility,28.791746,40.980753
2533,Sport Facility,28.96927,41.02979
2534,Sport Facility,28.938345,41.081489
2535,Sport Facility,28.792729,40.997662
2536,Sport Facility,29.320377,40.93096
2537,Sport Facility,28.902155,41.095541
2538,Sport Facility,29.299235,40.833193
2539,Sport Facility,28.922089,41.003475
2540,Sport Facility,29.185173,41.023395
2541,Tram Station,28.907544,41.056851
2542,Tram Station,28.923421,41.03697
2543,Tram Station,28.943522,41.086875
2544,Tram Station,28.945738,41.07354
2545,Tram Station,28.949455,41.078172
2546,Tram Station,28.943774,41.039619
2547,Tram Station,28.941247,41.05676
2548,Tram Station,28.935165,41.05043
2549,Tram Station,28.937944,41.045545
2550,Tram Station,28.942889,41.064783
2551,Tram Station,28.97821,41.011816
2552,Tram Station,28.973529,41.017514
2553,Tram Station,28.948032,41.034085
2554,Tram Station,28.960271,41.024225
2555,Tram Station,28.951463,41.030498
2556,Tram Station,28.943408,41.068193
2557,Tram Station,28.902185,41.061599
2558,Tram Station,28.86084,41.029178
2559,Tram Station,28.867294,41.020766
2560,Tram Station,28.881607,41.006026
2561,Tram Station,28.86757,41.087449
2562,Tram Station,28.858182,41.111189
2563,Tram Station,28.872379,41.083731
2564,Tram Station,28.864164,41.09205
2565,Tram Station,28.874678,41.081277
2566,Tram Station,28.851666,41.11588
2567,Tram Station,28.860871,41.105707
2568,Tram Station,28.862944,41.100253
2569,Tram Station,28.90742,41.004159
2570,Tram Station,28.909518,41.010555
2571,Tram Station,28.890222,41.001486
2572,Tram Station,28.86757,41.087449
2573,Tram Station,28.929229,41.025586
2574,Tourist Place,28.948654,41.059908
