,id_major,id_university,type,major_name,capacity
534,3321131,332,science,FAKULTAS TEKNIK SIPIL DAN LINGKUNGAN (FTSL) - KAMPUS JATINANGOR,32
535,3321146,332,science,FAKULTAS TEKNOLOGI INDUSTRI (FTI) - KAMPUS JATINANGOR,32
536,3321154,332,science,FAKULTAS TEKNOLOGI INDUSTRI (FTI) - KAMPUS CIREBON,20
537,3321162,332,science,"SEK. ARSITEKTUR, PERENC &AMP PENGEMB KEBIJAKAN (SAPPK) - KAMPUS CIREBON",14
538,3331013,333,science,PENDIDIKAN DOKTER,125
539,3331021,333,science,MATEMATIKA,50
540,3331036,333,science,KIMIA,50
541,3331044,333,science,FISIKA,40
542,3331052,333,science,BIOLOGI,60
543,3331067,333,science,STATISTIKA,50
544,3331075,333,science,AGROTEKNOLOGI,150
545,3331083,333,science,AGRIBISNIS,70
546,3331091,333,science,PENDIDIKAN DOKTER GIGI,70
547,3331102,333,science,ILMU PETERNAKAN,200
548,3331117,333,science,PERIKANAN,80
549,3331125,333,science,ILMU KEPERAWATAN,70
550,3331133,333,science,ILMU KELAUTAN,50
551,3331141,333,science,TEKNOLOGI  PANGAN,60
552,3331156,333,science,TEKNIK PERTANIAN,50
553,3331164,333,science,FARMASI,80
554,3331172,333,science,TEKNIK GEOLOGI,80
555,3331187,333,science,PSIKOLOGI,80
556,3331195,333,science,GEOFISIKA,30
557,3331206,333,science,TEKNIK INFORMATIKA,40
558,3331214,333,science,TEKNOLOGI INDUSTRI PERTANIAN,30
559,3331222,333,science,TEKNIK ELEKTRO,30
560,3331237,333,science,KEDOKTERAN HEWAN,25
561,3331284,333,science,ILMU AKTUARIA,35
562,3331292,333,science,KEPERAWATAN PSDKU GARUT,30
563,3331303,333,science,PERIKANAN PSDKU PANGANDARAN,30
564,3331311,333,science,PETERNAKAN PSDKU PANGANDARAN,30
565,3331326,333,science,KEPERAWATAN PSDKU PANGANDARAN,30
566,3341015,334,science,PENDIDIKAN MATEMATIKA,41
567,3341023,334,science,PENDIDIKAN FISIKA,41
568,3341031,334,science,PENDIDIKAN BIOLOGI,41
569,3341046,334,science,PENDIDIKAN KIMIA,41
570,3341054,334,science,PENDIDIKAN ILMU KOMPUTER,41
571,3341062,334,science,MATEMATIKA,41
572,3341077,334,science,FISIKA,21
573,3341085,334,science,BIOLOGI,21
574,3341093,334,science,KIMIA,36
575,3341104,334,science,ILMU KOMPUTER,41
576,3341112,334,science,PENDIDIKAN TEKNIK ARSITEKTUR,27
577,3341127,334,science,PENDIDIKAN TEKNIK BANGUNAN,27
578,3341143,334,science,PENDIDIKAN TEKNIK ELEKTRO,50
579,3341151,334,science,PENDIDIKAN TEKNIK MESIN,41
580,3341166,334,science,ILMU KEOLAHRAGAAN,59
581,3341174,334,science,TEKNIK ELEKTRO,50
582,3341182,334,science,PENDIDIKAN TEKNOLOGI AGRO INDUSTRI ,36
583,3341197,334,science,TEKNIK SIPIL,54
584,3341201,334,science,PENDIDIKAN ILMU PENGETAHUAN ALAM,16
585,3341216,334,science,ARSITEKTUR,27
586,3341224,334,science,PENDIDIKAN KELAUTAN DAN PERIKANAN KAMPUS SERANG,45
587,3341232,334,science,PENDIDIKAN MULTIMEDIA KAMPUS CIBIRU,45
588,3341247,334,science,PENDIDIKAN SISTEM DAN TEKNOLOGI INFORMASI KAMPUS PURWAKARTA,45
589,3361027,336,science,MATEMATIKA,32
590,3361035,336,science,BIOLOGI,32
591,3361043,336,science,FISIKA,16
592,3361051,336,science,KIMIA,32
593,3361066,336,science,TEKNIK INFORMATIKA,48
594,3361074,336,science,TEKNIK ELEKTRO,32
595,3361082,336,science,AGROTEKNOLOGI,32
596,3411017,341,science,AGRIBISNIS,55
597,3411025,341,science,AGRONOMI DAN HORTIKULTURA,78
598,3411033,341,science,ARSITEKTUR LANSEKAP,35
599,3411041,341,science,BIOKIMIA,40
600,3411056,341,science,BIOLOGI,42
601,3411064,341,science,EKONOMI SUMBERDAYA DAN LINGKUNGAN,40
602,3411087,341,science,ILMU DAN TEKNOLOGI KELAUTAN,41
603,3411106,341,science,ILMU KOMPUTER,49
604,3411114,341,science,KEDOKTERAN HEWAN,86
605,3411122,341,science,KIMIA,41
606,3411137,341,science,KOMUNIKASI DAN PENGEMBANGAN MASYARAKAT,53
607,3411145,341,science,KONSERVASI SUMBERDAYAHUTAN& EKOWISATA,45
608,3411153,341,science,MANAJEMEN HUTAN,43
609,3411226,341,science,STATISTIKA,37
610,3411234,341,science,TEKNIK PERTANIAN DAN BIOSISTEM,50
611,3411242,341,science,TEKNOLOGI HASIL HUTAN,30
612,3411265,341,science,TEKNOLOGI INDUSTRI PERTANIAN,63
613,3411273,341,science,TEKNOLOGI PANGAN,65
614,3411281,341,science,NUTRISI DAN TEKNOLOGI PAKAN,50
615,3411296,341,science,TEKNOLOGI PRODUKSI TERNAK,40
616,3411315,341,science,TEKNIK SIPIL DAN LINGKUNGAN,41
617,3411323,341,science,TEKNOLOGI & MANAJEMEN PERIKANAN BUDIDAYA,50
618,3411331,341,science,EKONOMI PEMBANGUNAN,37
619,3411346,341,science,MANAJEMEN,53
620,3411354,341,science,ILMU GIZI,37
621,3411362,341,science,EKONOMI SYARIAH,35
622,3411377,341,science,MANAJEMEN SUMBERDAYA LAHAN,35
623,3411385,341,science,PROTEKSI TANAMAN,40
624,3411393,341,science,MANAJEMEN SUMBERDAYA PERAIRAN,39
625,3411404,341,science,TEKNOLOGI HASIL PERAIRAN,39
626,3411412,341,science,TEKNOLOGI & MANAJEMEN PERIKANAN TANGKAP,38
627,3411427,341,science,SILVIKULTUR,32
628,3411435,341,science,METEOROLOGI TERAPAN,35
629,3411443,341,science,MATEMATIKA,31
630,3411451,341,science,FISIKA,35
631,3411466,341,science,ILMU KELUARGA DAN KONSUMEN,37
632,3411474,341,science,BISNIS,41
633,3411482,341,science,TEKNOLOGI HASIL TERNAK,28
634,3411497,341,science,AKTUARIA,27
635,3421012,342,science,PENDIDIKAN MATEMATIKA,84
636,3421027,342,science,PENDIDIKAN BIOLOGI,72
637,3421035,342,science,AGROTEKNOLOGI ,72
638,3421043,342,science,AGRIBISNIS ,48
639,3421051,342,science,TEKNIK SIPIL ,48
640,3421066,342,science,TEKNIK ELEKTRO ,48
641,3421074,342,science,TEKNIK INFORMATIKA,48
642,3421082,342,science,KESEHATAN MASYARAKAT,72
643,3421097,342,science,PENDIDIKAN FISIKA,54
644,3421101,342,science,GIZI,48
645,3511011,351,science,BIOLOGI,75
646,3511026,351,science,KIMIA,40
647,3511034,351,science,MATEMATIKA,40
648,3511042,351,science,FISIKA,40
649,3511057,351,science,MANAJEMEN SUMBERDAYA PERAIRAN,30
650,3511065,351,science,BUDIDAYA PERAIRAN,30
651,3511073,351,science,TEKNIK PERTANIAN,50
652,3511081,351,science,TEKNIK ELEKTRO,50
653,3511096,351,science,TEKNIK SIPIL,50
654,3511107,351,science,PENDIDIKAN DOKTER,60
655,3511115,351,science,KESEHATAN MASYARAKAT,60
656,3511123,351,science,KEPERAWATAN,40
657,3511131,351,science,FARMASI,50
658,3511146,351,science,TEKNIK GEOLOGI,30
659,3511154,351,science,ILMU KELAUTAN,30
660,3511162,351,science,AGROTEKNOLOGI,110
661,3511177,351,science,AGRIBISNIS,60
662,3511185,351,science,ILMU DAN TEKNOLOGI PANGAN,50
663,3511193,351,science,PETERNAKAN,110
664,3511204,351,science,TEKNIK INFORMATIKA,32
665,3511212,351,science,PENDIDIKAN DOKTER GIGI,25
666,3511227,351,science,ILMU GIZI,40
667,3511235,351,science,PENDIDIKAN JASMANI KESEHATAN DAN REKREASI,35
668,3511243,351,science,TEKNIK INDUSTRI,22
669,3521013,352,science,AGROTEKNOLOGI,48
670,3521021,352,science,TEKNIK SIPIL,48
671,3521036,352,science,TEKNIK MESIN,48
672,3521044,352,science,TEKNIK ELEKTRO,48
673,3521052,352,science,PETERNAKAN,48
674,3521067,352,science,PENDIDIKAN ILMU PENGETAHUAN ALAM,48
675,3521075,352,science,PENDIDIKAN BIOLOGI,48
676,3521083,352,science,PENDIDIKAN MATEMATIKA,48
677,3521091,352,science,AKUAKULTUR,48
678,3531015,353,science,KEDOKTERAN,110
679,3531023,353,science,PSIKOLOGI,60
680,3531031,353,science,AGROTEKNOLOGI / AGROEKOTEKNOLOGI,100
681,3531046,353,science,AGRIBISNIS,60
682,3531054,353,science,PETERNAKAN,70
683,3531062,353,science,ILMU DAN TEKNOLOGI PANGAN,50
684,3531077,353,science,TEKNIK SIPIL,80
685,3531085,353,science,ARSITEKTUR,50
686,3531093,353,science,TEKNIK INDUSTRI,55
687,3531104,353,science,TEKNIK MESIN,50
688,3531112,353,science,TEKNIK KIMIA,50
689,3531127,353,science,MATEMATIKA,50
690,3531135,353,science,FISIKA,50
691,3531143,353,science,KIMIA,45
692,3531151,353,science,BIOLOGI,45
693,3531166,353,science,PERENCANAAN WILAYAH DAN KOTA (PWK),23
694,3531174,353,science,INFORMATIKA,40
695,3531182,353,science,PENDIDIKAN FISIKA,40
696,3531197,353,science,PENDIDIKAN KIMIA,40
697,3531201,353,science,PENDIDIKAN BIOLOGI,45
698,3531216,353,science,PENDIDIKAN MATEMATIKA,40
699,3531224,353,science,PENDIDIKAN TEKNIK MESIN,40
700,3531232,353,science,PENDIDIKAN TEKNIK BANGUNAN,40
701,3531247,353,science,PENDIDIKAN TEKNIK INFORMATIKA & KOMPUTER,40
702,3531255,353,science,ILMU TANAH,50
703,3531263,353,science,PENYULUHAN DAN KOMUNIKASI PERTANIAN,50
704,3531271,353,science,FARMASI,30
705,3531286,353,science,TEKNIK ELEKTRO,40
706,3531294,353,science,STATISTIKA,50
707,3531305,353,science,PENDIDIKAN IPA,40
708,3531313,353,science,ILMU LINGKUNGAN,50
709,3531321,353,science,PENGELOLAAN HUTAN,25
710,3551012,355,science,KESEHATAN MASYARAKAT,150
711,3551027,355,science,KEDOKTERAN,85
712,3551035,355,science,KEPERAWATAN,60
713,3551043,355,science,GIZI,65
714,3551051,355,science,MATEMATIKA,70
715,3551066,355,science,BIOLOGI,83
716,3551074,355,science,KIMIA ,83
717,3551082,355,science,FISIKA,83
718,3551097,355,science,STATISTIKA,83
719,3551101,355,science,INFORMATIKA,83
720,3551116,355,science,MANAJEMEN SUMBERDAYA PERAIRAN,40
721,3551124,355,science,AKUAKULTUR,60
722,3551132,355,science,PERIKANAN TANGKAP,50
723,3551147,355,science,ILMU KELAUTAN  ,90
724,3551155,355,science,OCEANOGRAFI  ,60
725,3551163,355,science,TEKNOLOGI HASIL PERIKANAN,50
726,3551171,355,science,TEKNIK SIPIL,80
727,3551186,355,science,ARSITEKTUR,65
728,3551194,355,science,TEKNIK MESIN,90
729,3551205,355,science,TEKNIK KIMIA,113
730,3551213,355,science,TEKNIK ELEKTRO,75
731,3551221,355,science,PERENCANAAN WILAYAH DAN KOTA,79
732,3551236,355,science,TEKNIK INDUSTRI,75
733,3551244,355,science,TEKNIK LINGKUNGAN,60
734,3551252,355,science,TEKNIK PERKAPALAN  ,65
735,3551267,355,science,TEKNIK GEOLOGI,45
736,3551275,355,science,TEKNIK GEODESI,60
737,3551283,355,science,TEKNIK KOMPUTER,60
738,3551291,355,science,PETERNAKAN,125
739,3551302,355,science,TEKNOLOGI PANGAN,50
740,3551317,355,science,AGROEKOTEKNOLOGI,50
741,3551325,355,science,AGRIBISNIS,50
742,3551333,355,science,KEDOKTERAN GIGI,13
743,3551341,355,science,FARMASI,25
744,3551356,355,science,BIOTEKNOLOGI,45
745,3561014,356,science,PENDIDIKAN MATEMATIKA,76
746,3561022,356,science,PENDIDIKAN FISIKA,42
747,3561037,356,science,PENDIDIKAN KIMIA,42
748,3561045,356,science,PENDIDIKAN BIOLOGI,42
749,3561053,356,science,PENDIDIKAN TEKNIK BANGUNAN,24
750,3561061,356,science,PENDIDIKAN TEKNIK MESIN,36
751,3561076,356,science,PENDIDIKAN TEKNIK ELEKTRO,24
752,3561084,356,science,ILMU KEOLAHRAGAAN,48
753,3561092,356,science,MATEMATIKA,18
754,3561103,356,science,FISIKA,32
755,3561111,356,science,KIMIA,32
756,3561126,356,science,BIOLOGI,32
757,3561134,356,science,KESEHATAN MASYARAKAT,72
758,3561142,356,science,PENDIDIKAN IPA,32
759,3561157,356,science,PEND. TEKNIK INFORMATIKA & KOMPUTER,24
760,3561165,356,science,TEKNIK ARSITEKTUR,24
761,3561173,356,science,PENDIDIKAN TEKNIK OTOMOTIF,36
762,3561181,356,science,TEKNIK KIMIA,42
763,3561196,356,science,TEKNIK MESIN,24
764,3561207,356,science,TEKNIK SIPIL,32
765,3561215,356,science,TEKNIK INFORMATIKA,32
766,3561223,356,science,TEKNIK ELEKTRO,16
767,3561231,356,science,GIZI,48
768,3561246,356,science,SISTEM INFORMASI,16
769,3561254,356,science,ILMU LINGKUNGAN,16
770,3561262,356,science,FARMASI,16
771,3571055,357,science,GIZI,48
772,3571063,357,science,MATEMATIKA,24
773,3571071,357,science,KIMIA,24
774,3571086,357,science,FISIKA,12
775,3571094,357,science,BIOLOGI,24
776,3571105,357,science,TEKNOLOGI INFORMASI,24
777,3611012,361,science,BIOLOGI,102
778,3611027,361,science,FARMASI,108
779,3611035,361,science,GEOGRAFI LINGKUNGAN,45
780,3611043,361,science,KARTOGRAFI DAN PENGINDERAAN JAUH,34
781,3611051,361,science,PEMBANGUNAN WILAYAH,30
782,3611066,361,science,KEDOKTERAN,79
783,3611074,361,science,ILMU KEPERAWATAN,45
784,3611082,361,science,GIZI KESEHATAN,45
785,3611097,361,science,KEDOKTERAN GIGI,68
786,3611101,361,science,KEDOKTERAN HEWAN,90
787,3611155,361,science,FISIKA,32
788,3611163,361,science,KIMIA,63
789,3611171,361,science,MATEMATIKA,32
790,3611186,361,science,ILMU KOMPUTER,32
791,3611194,361,science,STATISTIKA,27
792,3611205,361,science,GEOFISIKA,27
793,3611213,361,science,ELEKTRONIKA DAN INSTRUMENTASI,32
794,3611221,361,science,AGRONOMI,36
795,3611244,361,science,ILMU TANAH,27
796,3611252,361,science,EKONOMI PERTANIAN DAN AGRIBISNIS,36
797,3611267,361,science,PROTEKSI TANAMAN (ILMU HAMA DAN PENYAKIT TUMBUHAN),30
798,3611275,361,science,PENYULUHAN DAN KOMUNIKASI PERTANIAN,18
799,3611283,361,science,AKUAKULTUR (BUDIDAYA PERIKANAN),27
800,3611291,361,science,TEKNOLOGI HASIL PERIKANAN,27
801,3611302,361,science,MANAJEMEN SUMBERDAYA AKUATIK (MANAJEMEN SUMBER DAYA PERIKANAN),27
802,3611317,361,science,MIKROBIOLOGI PERTANIAN,14
803,3611325,361,science,ILMU DAN INDUSTRI PETERNAKAN,135
804,3611333,361,science,ARSITEKTUR,36
805,3611341,361,science,PERENCANAAN WILAYAH DAN KOTA,36
806,3611356,361,science,TEKNIK GEODESI,61
807,3611364,361,science,TEKNIK GEOLOGI,54
808,3611372,361,science,TEKNIK KIMIA,68
809,3611387,361,science,TEKNIK ELEKTRO,45
810,3611395,361,science,TEKNIK MESIN,63
811,3611406,361,science,TEKNIK SIPIL,68
812,3611414,361,science,TEKNIK NUKLIR,30
813,3611422,361,science,TEKNIK FISIKA,54
814,3611437,361,science,TEKNIK INDUSTRI,50
815,3611445,361,science,TEKNIK PERTANIAN,45
816,3611453,361,science,TEKNOLOGI PANGAN DAN HASIL PERTANIAN,50
817,3611461,361,science,TEKNOLOGI INDUSTRI PERTANIAN,50
818,3611476,361,science,HIGIENE GIGI,23
819,3611484,361,science,KEHUTANAN,124
820,3611492,361,science,TEKNOLOGI INFORMASI,45
821,3611503,361,science,ILMU AKTUARIA,18
822,3621014,362,science,PENDIDIKAN MATEMATIKA,32
823,3621022,362,science,PENDIDIKAN FISIKA,32
824,3621037,362,science,PENDIDIKAN KIMIA,32
825,3621045,362,science,PENDIDIKAN BIOLOGI,32
826,3621053,362,science,PENDIDIKAN TEKNIK ELEKTRONIKA,16
827,3621061,362,science,PENDIDIKAN TEKNIK OTOMOTIF,32
828,3621076,362,science,PENDIDIKAN TEKNIK MESIN,32
829,3621084,362,science,PENDIDIKAN TEKNIK ELEKTRO,32
830,3621092,362,science,PENDIDIKAN TEKNIK SIPIL & PERENCANAAN,48
831,3621103,362,science,MATEMATIKA,32
832,3621111,362,science,FISIKA,32
833,3621126,362,science,KIMIA,32
834,3621134,362,science,BIOLOGI,32
835,3621142,362,science,PENDIDIKAN TEKNIK MEKATRONIKA,32
836,3621157,362,science,PENDIDIKAN TEKNIK INFORMATIKA,16
837,3621165,362,science,PENDIDIKAN IPA,32
838,3621173,362,science,ILMU KEOLAHRAGAAN,16
839,3621397,362,science,STATISTIKA,16
840,3621401,362,science,PENDIDIKAN JASMANI KESEHATAN DAN REKREASI,80
841,3621416,362,science,PENDIDIKAN KEPELATIHAN OLAHRAGA,48
842,3621424,362,science,PGSD PENDIDIKAN JASMANI,48
843,3621432,362,science,TEKNIK ELEKTRO,16
844,3621447,362,science,TEKNOLOGI INFORMASI,16
845,3621455,362,science,TEKNIK MANUFAKTUR,16
846,3631016,363,science,TEKNIK GEOLOGI,78
847,3631024,363,science,TEKNIK PERTAMBANGAN,90
848,3631032,363,science,TEKNIK PERMINYAKAN,90
849,3631047,363,science,TEKNIK LINGKUNGAN,63
850,3631055,363,science,TEKNIK GEOFISIKA,45
851,3631063,363,science,TEKNIK KIMIA,80
852,3631071,363,science,TEKNIK INDUSTRI,80
853,3631086,363,science,TEKNIK INFORMATIKA,100
854,3631094,363,science,AGROTEKNOLOGI,125
855,3631105,363,science,AGRIBISNIS,60
856,3631113,363,science,METALURGI,30
857,3631121,363,science,ILMU TANAH,60
858,3631136,363,science,SISTEM INFORMASI,45
859,3631144,363,science,TEKNIK GEOMATIKA,35
860,3651013,365,science,MATEMATIKA,27
861,3651021,365,science,FISIKA,27
862,3651036,365,science,KIMIA,27
863,3651044,365,science,BIOLOGI,27
864,3651052,365,science,TEKNIK INFORMATIKA,27
865,3651067,365,science,TEKNIK INDUSTRI,27
866,3651075,365,science,PENDIDIKAN MATEMATIKA,27
867,3651083,365,science,PENDIDIKAN FISIKA,27
868,3651091,365,science,PENDIDIKAN KIMIA,27
869,3651102,365,science,PENDIDIKAN BIOLOGI,27
870,3711013,371,science,AGROTEKNOLOGI / AGROEKOTEKNOLOGI,75
871,3711021,371,science,AGRIBISNIS,75
872,3711036,371,science,PENDIDIKAN MATEMATIKA,72
873,3711044,371,science,PENDIDIKAN FISIKA,65
874,3711052,371,science,PENDIDIKAN BIOLOGI,70
875,3711067,371,science,TEKNOLOGI HASIL PERTANIAN,82
876,3711075,371,science,TEKNIK PERTANIAN,55
877,3711083,371,science,PENDIDIKAN  DOKTER GIGI,70
878,3711091,371,science,MATEMATIKA,60
879,3711102,371,science,FISIKA,45
880,3711117,371,science,KIMIA,40
881,3711125,371,science,BIOLOGI,45
882,3711133,371,science,PENDIDIKAN DOKTER,70
883,3711141,371,science,KESEHATAN MASYARAKAT,100
884,3711156,371,science,TEKNIK MESIN,60
885,3711164,371,science,TEKNIK ELEKTRO,60
886,3711172,371,science,TEKNIK SIPIL,72
887,3711187,371,science,FARMASI,80
888,3711195,371,science,ILMU KEPERAWATAN,100
889,3711206,371,science,SISTEM INFORMASI,75
890,3711245,371,science,TEKNOLOGI INDUSTRI PERTANIAN,40
891,3711253,371,science,ILMU TANAH,25
892,3711261,371,science,PROTEKSI TANAMAN,25
893,3711276,371,science,TEKNOLOGI INFORMASI,50
894,3711284,371,science,PENDIDIKAN IPA,62
895,3711292,371,science,PERENCANAAN WILAYAH DAN KOTA,40
896,3711303,371,science,TEKNIK KIMIA,60
897,3711311,371,science,AGRONOMI,25
898,3711326,371,science,ILMU PERTANIAN,25
899,3711334,371,science,INFORMATIKA,50
900,3711342,371,science,PENYULUHAN PERTANIAN,25
901,3711357,371,science,TEKNIK LINGKUNGAN,40
902,3711365,371,science,TEKNIK KONSTRUKSI PERKAPALAN,30
903,3711373,371,science,PETERNAKAN,25
904,3711381,371,science,GIZI,25
905,3711396,371,science,TEKNIK PERTAMBANGAN,20
906,3711407,371,science,TEKNIK PERMINYAKAN,20
907,3721015,372,science,MANAJEMEN SUMBERDAYA PERAIRAN,72
908,3721023,372,science,BUDIDAYA PERAIRAN,72
909,3721031,372,science,TEKNIK SIPIL,70
910,3721046,372,science,TEKNIK MESIN,80
911,3721054,372,science,TEKNIK ELEKTRO,80
912,3721062,372,science,ARSITEKTUR,70
913,3721077,372,science,TEKNIK PENGAIRAN,70
914,3721085,372,science,PENDIDIKAN DOKTER,100
915,3721093,372,science,ILMU DAN TEKNOLOGI PANGAN,68
916,3721104,372,science,BIOLOGI,70
917,3721112,372,science,FISIKA,48
918,3721127,372,science,KIMIA,80
919,3721135,372,science,MATEMATIKA,80
920,3721143,372,science,PEMANFAATAN SUMBERDAYA PERIKANAN,72
921,3721151,372,science,TEKNOLOGI HASIL PERIKANAN,72
922,3721166,372,science,AGROBISNIS PERIKANAN,72
923,3721174,372,science,KETEKNIKAN PERTANIAN,52
924,3721182,372,science,STATISTIKA,80
925,3721197,372,science,PERENCANAAN WILAYAH & KOTA,70
926,3721201,372,science,TEKNOLOGI INDUSTRI PERTANIAN,100
927,3721216,372,science,ILMU KEPERAWATAN,56
928,3721232,372,science,GIZI KESEHATAN / ILMU GIZI,48
929,3721247,372,science,TEKNIK INDUSTRI,80
930,3721255,372,science,TEKNIK INFORMATIKA,96
931,3721263,372,science,AGROEKOTEKNOLOGI,312
932,3721271,372,science,AGRIBISNIS,168
933,3721286,372,science,PETERNAKAN,264
934,3721294,372,science,PENDIDIKAN DOKTER HEWAN,80
935,3721305,372,science,PENDIDIKAN DOKTER GIGI,40
936,3721313,372,science,ILMU KELAUTAN,72
937,3721321,372,science,KEBIDANAN,44
938,3721336,372,science,FARMASI,48
939,3721352,372,science,TEKNIK KOMPUTER,64
940,3721367,372,science,SISTEM INFORMASI,64
941,3721375,372,science,TEKNIK KIMIA,60
942,3721383,372,science,INSTRUMENTASI,36
943,3721391,372,science,TEKNIK GEOFISIKA,36
944,3721417,372,science,BIOTEKNOLOGI,52
945,3721433,372,science,TEKNOLOGI BIOPROSES,36
946,3721441,372,science,TEKNIK LINGKUNGAN,52
947,3721472,372,science,PENDIDIKAN TEKNOLOGI INFORMASI,32
948,3721487,372,science,TEKNOLOGI INFORMASI,32
949,3721495,372,science,AGROEKOTEKNOLOGI (PSDKU KEDIRI),20
950,3721506,372,science,AGRIBISNIS (PSDKU KEDIRI),20
951,3721514,372,science,PETERNAKAN (PSDKU KEDIRI),16
952,3721522,372,science,AKUAKULTUR (PSDKU KEDIRI) ,20
953,3721537,372,science,SOSIAL EKONOMI PERIKANAN (PSDKU KEDIRI),20
954,3731017,373,science,PENDIDIKAN MATEMATIKA  ,70
955,3731025,373,science,PENDIDIKAN FISIKA  ,53
956,3731033,373,science,PENDIDIKAN KIMIA ,55
957,3731041,373,science,PENDIDIKAN BIOLOGI ,55
958,3731064,373,science,PENDIDIKAN TEKNIK MESIN ,50
959,3731072,373,science,PENDIDIKAN TEKNIK BANGUNAN ,50
960,3731087,373,science,PENDIDIKAN TEKNIK INFORMATIKA ,45
961,3731095,373,science,PENDIDIKAN TEKNIK OTOMOTIF ,50
962,3731106,373,science,ILMU KEOLAHRAGAAN ,43
963,3731114,373,science,MATEMATIKA ,70
964,3731122,373,science,FISIKA ,60
965,3731137,373,science,KIMIA ,55
966,3731145,373,science,BIOLOGI ,55
967,3731153,373,science,PENDIDIKAN TEKNIK ELEKTRO ,45
968,3731161,373,science,TEKNIK SIPIL,70
969,3731176,373,science,PENDIDIKAN ILMU PENGETAHUAN ALAM,53
970,3731184,373,science,ILMU KESEHATAN MASYARAKAT,80
971,3731192,373,science,TEKNIK MESIN,30
972,3731203,373,science,TEKNIK ELEKTRO,45
973,3731211,373,science,TEKNIK INFORMATIKA,45
974,3731226,373,science,TEKNIK INDUSTRI,30
975,3741012,374,science,MATEMATIKA,66
976,3741027,374,science,BIOLOGI,66
977,3741035,374,science,KIMIA,66
978,3741043,374,science,FISIKA,50
979,3741051,374,science,TEKNIK INFORMATIKA,90
980,3741066,374,science,TEKNIK ARSITEKTUR,68
981,3741074,374,science,FARMASI,66
982,3741124,374,science,PENDIDIKAN DOKTER,30
983,3811014,381,science,PENDIDIKAN DOKTER,100
984,3811022,381,science,PENDIDIKAN DOKTER GIGI,72
985,3811037,381,science,PENDIDIKAN APOTEKER,100
986,3811045,381,science,KEDOKTERAN HEWAN,100
987,3811053,381,science,MATEMATIKA,40
988,3811061,381,science,BIOLOGI,40
989,3811076,381,science,FISIKA,40
990,3811084,381,science,KIMIA,40
991,3811092,381,science,KESEHATAN MASYARAKAT,112
992,3811103,381,science,PENDIDIKAN NERS,70
993,3811111,381,science,BUDIDAYA PERAIRAN,72
994,3811126,381,science,PENDIDIKAN BIDAN,30
995,3811134,381,science,TEKNOBIOMEDIK,32
996,3811142,381,science,ILMU DAN TEKNOLOGI LINGKUNGAN,32
997,3811157,381,science,SISTEM INFORMASI,32
998,3811165,381,science,STATISTIKA,32
999,3811173,381,science,ILMU GIZI,48
1000,3811181,381,science,PENDIDIKAN DOKTER HEWAN (PSDKU BANYUWANGI),20
1001,3811196,381,science,KESEHATAN MASYARAKAT (PSDKU BANYUWANGI),20
1002,3811207,381,science,BUDIDAYA PERAIRAN (PSDKU BANYUWANGI),20
1003,3811215,381,science,TEKNOLOGI INDUSTRI HASIL PERIKANAN,48
1004,3821016,382,science,FISIKA,48
1005,3821024,382,science,MATEMATIKA,52
1006,3821032,382,science,STATISTIKA,60
1007,3821047,382,science,KIMIA,48
1008,3821055,382,science,BIOLOGI,40
1009,3821063,382,science,TEKNIK MESIN,88
1010,3821071,382,science,TEKNIK ELEKTRO,96
1011,3821086,382,science,TEKNIK KIMIA,80
1012,3821094,382,science,TEKNIK FISIKA,72
1013,3821105,382,science,TEKNIK INDUSTRI,80
1014,3821113,382,science,TEKNIK MATERIAL,64
1015,3821121,382,science,TEKNIK SIPIL,60
1016,3821136,382,science,ARSITEKTUR,40
1017,3821144,382,science,TEKNIK LINGKUNGAN,48
1018,3821152,382,science,TEKNIK GEOMATIKA,48
1019,3821167,382,science,PERENCANAAN WILAYAH DAN KOTA,44
1020,3821175,382,science,TEKNIK PERKAPALAN,36
1021,3821183,382,science,TEKNIK KELAUTAN,52
1022,3821191,382,science,TEKNIK SISTEM PERKAPALAN,52
1023,3821202,382,science,INFORMATIKA,100
1024,3821217,382,science,SISTEM INFORMASI,60
1025,3821225,382,science,DESAIN PRODUK INDUSTRI,27
1026,3821233,382,science,TEKNIK TRANSPORTASI LAUT,20
1027,3821241,382,science,TEK. SIST PERKAPALAN (GLR GANDA ITS-JERMAN),24
1028,3821256,382,science,TEKNIK KOMPUTER,32
1029,3821272,382,science,TEKNIK GEOFISIKA,24
1030,3821287,382,science,DESAIN INTERIOR,24
1031,3821295,382,science,TEKNIK BIOMEDIK,32
1032,3821306,382,science,SAINS AKTUARIA,32
1033,3821314,382,science,TEKNOLOGI INFORMASI,20
1034,3821322,382,science,DESAIN KOMUNIKASI VISUAL,24
1035,3831011,383,science,PEND. MATEMATIKA,45
1036,3831026,383,science,PEND. FISIKA,45
1037,3831034,383,science,PEND. KIMIA,45
1038,3831042,383,science,PEND. BIOLOGI,45
1039,3831057,383,science,MATEMATIKA,32
1040,3831065,383,science,FISIKA,32
1041,3831073,383,science,KIMIA,32
1042,3831081,383,science,BIOLOGI,33
1043,3831096,383,science,PEND. SAINS,43
1044,3831107,383,science,PEND. TEKNIK ELEKTRO,36
1045,3831115,383,science,PEND. TEKNIK MESIN,36
1046,3831123,383,science,PEND. TEKNIK BANGUNAN,18
1047,3831131,383,science,ILMU KEOLAHRAGAAN,81
