Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Catalog,Filename,Variant ID,Internal ID,Unique Entry ID
box sofa,Navy blue,NA,NA,NA,No,No,No,NA,2700,675,Blue,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBoxsofa_Remake_3_0,3_0,1852,dEkGXBgskwMNCDGek
box sofa,Yellow,NA,NA,NA,No,No,No,NA,2700,675,Yellow,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBoxsofa_Remake_4_0,4_0,1852,xSotk3RMPHoiLajGu
box sofa,Magenta,NA,NA,NA,No,No,No,NA,2700,675,Pink,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBoxsofa_Remake_5_0,5_0,1852,Tngorv6MyxAe9Pirh
box sofa,White,NA,NA,NA,No,No,No,NA,2700,675,White,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBoxsofa_Remake_6_0,6_0,1852,BnR8Cd4BpYDrsc29f
box sofa,Black,NA,NA,NA,No,No,No,NA,2700,675,Black,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBoxsofa_Remake_7_0,7_0,1852,TenC8nDwwDGte4D87
Brake Tapper,NA,NA,NA,NA,No,No,No,NA,2700,675,Colorful,Colorful,1x1,NA,Nook Shopping Promotion,"Link Nintendo Account to Pocket Camp, then redeem a 16-digit code on your Nintendo Switch",1.1.0,facility,party,None,None,Yes,Compass,No,Does not play music,Emission,Not in catalog,FtrCompassSlot,NA,12370,uCDKo2D5M7BFw5Jzd
brick oven,Red,Brick color,NA,NA,Yes,Yes,No,6,NFS,3820,Red,Gray,1.5x1.5,NA,Crafting,,1.0.0,kitchen,shop,None,None,Yes,Kitchen,Yes,Does not play music,No lighting,Not for sale,FtrStoneoven_Remake_0_0,0_0,1157,usdo8zqCsd72rv2oM
brick oven,Brown,Brick color,NA,NA,Yes,Yes,No,6,NFS,3820,Brown,Gray,1.5x1.5,NA,Crafting,,1.0.0,kitchen,shop,None,None,Yes,Kitchen,Yes,Does not play music,No lighting,Not for sale,FtrStoneoven_Remake_1_0,1_0,1157,rMN6Xfpw5TPpmFgM6
brick oven,White,Brick color,NA,NA,Yes,Yes,No,6,NFS,3820,White,Black,1.5x1.5,NA,Crafting,,1.0.0,kitchen,shop,None,None,Yes,Kitchen,Yes,Does not play music,No lighting,Not for sale,FtrStoneoven_Remake_2_0,2_0,1157,xo2RaXeTJQngSoeG8
brick oven,Black,Brick color,NA,NA,Yes,Yes,No,6,NFS,3820,Black,Gray,1.5x1.5,NA,Crafting,,1.0.0,kitchen,shop,None,None,Yes,Kitchen,Yes,Does not play music,No lighting,Not for sale,FtrStoneoven_Remake_3_0,3_0,1157,CQiD3jT6CdYfi3z7N
brick well,Red,Brick color,NA,NA,Yes,Yes,No,4,NFS,2800,Orange,Brown,1.5x1.5,NA,Crafting,,1.0.0,garden,None,None,None,No,Garden,Yes,Does not play music,No lighting,Not for sale,FtrWellBrick_Remake_0_0,0_0,3776,29CQnQgWark2KEXPn
brick well,White,Brick color,NA,NA,Yes,Yes,No,4,NFS,2800,White,Red,1.5x1.5,NA,Crafting,,1.0.0,garden,None,None,None,No,Garden,Yes,Does not play music,No lighting,Not for sale,FtrWellBrick_Remake_1_0,1_0,3776,cw9Pm2gWnRCH3KANg
brick well,Gray,Brick color,NA,NA,Yes,Yes,No,4,NFS,2800,Gray,Gray,1.5x1.5,NA,Crafting,,1.0.0,garden,None,None,None,No,Garden,Yes,Does not play music,No lighting,Not for sale,FtrWellBrick_Remake_2_0,2_0,3776,Jenczas9W7k5MDB4B
bunk bed,Silver,NA,White,Bedding,No,No,Yes,2,5000,1250,Gray,White,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_0_0,0_0,8298,aGSdu9MMv3jta2orD
bunk bed,Silver,NA,Striped,Bedding,No,No,Yes,2,5000,1250,Gray,Blue,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_0_1,0_1,8298,JtnDEL4pcF9bsNQfJ
bunk bed,Silver,NA,Checkered,Bedding,No,No,Yes,2,5000,1250,Gray,Pink,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_0_2,0_2,8298,F4vXx9urpLBobFpxq
bunk bed,Silver,NA,Space,Bedding,No,No,Yes,2,5000,1250,Gray,Light blue,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_0_3,0_3,8298,toQbxDGzJnLYdxgdc
bunk bed,Silver,NA,Colorful lines,Bedding,No,No,Yes,2,5000,1250,Gray,Yellow,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_0_4,0_4,8298,x4rNR2XC2rRQg25SG
bunk bed,Black,NA,White,Bedding,No,No,Yes,2,5000,1250,Black,White,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_1_0,1_0,8298,zLxYovJyP2TuyTcSv
bunk bed,Black,NA,Striped,Bedding,No,No,Yes,2,5000,1250,Black,Blue,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_1_1,1_1,8298,BXY3LX8CD8NcKeqd7
bunk bed,Black,NA,Checkered,Bedding,No,No,Yes,2,5000,1250,Black,Pink,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_1_2,1_2,8298,kTEk6jrezRNyNFBDf
bunk bed,Black,NA,Space,Bedding,No,No,Yes,2,5000,1250,Black,Light blue,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_1_3,1_3,8298,bhtn73rcxo7Rgb3yy
bunk bed,Black,NA,Colorful lines,Bedding,No,No,Yes,2,5000,1250,Black,Yellow,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_1_4,1_4,8298,iraTbcbpwtnDnd5tG
bunk bed,White,NA,White,Bedding,No,No,Yes,2,5000,1250,White,White,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_2_0,2_0,8298,xqijQEGjpDpuZqGo8
bunk bed,White,NA,Striped,Bedding,No,No,Yes,2,5000,1250,White,Blue,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_2_1,2_1,8298,bPLpKjhyKkgJQSBnZ
bunk bed,White,NA,Checkered,Bedding,No,No,Yes,2,5000,1250,White,Pink,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_2_2,2_2,8298,yyT3WFXwaPnCx4xN8
bunk bed,White,NA,Space,Bedding,No,No,Yes,2,5000,1250,White,Light blue,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_2_3,2_3,8298,LzDEr5vdeBiNE6LmF
bunk bed,White,NA,Colorful lines,Bedding,No,No,Yes,2,5000,1250,White,Yellow,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_2_4,2_4,8298,TQJkX5mGpRX8zjFCA
bunk bed,Red,NA,White,Bedding,No,No,Yes,2,5000,1250,Red,White,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_3_0,3_0,8298,Hz2XkoCbzaTekDy8Z
bunk bed,Red,NA,Striped,Bedding,No,No,Yes,2,5000,1250,Red,Blue,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_3_1,3_1,8298,Y3GL8derY7nsxtnvM
bunk bed,Red,NA,Checkered,Bedding,No,No,Yes,2,5000,1250,Red,Pink,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_3_2,3_2,8298,NrSxh7Ns87NCxsjfX
bunk bed,Red,NA,Space,Bedding,No,No,Yes,2,5000,1250,Red,Light blue,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_3_3,3_3,8298,TCF6omxoonKMbCvKR
bunk bed,Red,NA,Colorful lines,Bedding,No,No,Yes,2,5000,1250,Red,Yellow,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_3_4,3_4,8298,XsHrxdCG8sg5KByEC
bunk bed,Blue,NA,White,Bedding,No,No,Yes,2,5000,1250,Blue,White,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_4_0,4_0,8298,JfiS5rtrL7LBDyuqg
bunk bed,Blue,NA,Striped,Bedding,No,No,Yes,2,5000,1250,Blue,Blue,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_4_1,4_1,8298,w3umEo6vpdHfvFaC4
bunk bed,Blue,NA,Checkered,Bedding,No,No,Yes,2,5000,1250,Blue,Pink,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_4_2,4_2,8298,v283X5CXTe4bZEpnc
bunk bed,Blue,NA,Space,Bedding,No,No,Yes,2,5000,1250,Blue,Light blue,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_4_3,4_3,8298,xCrLHXMj7hNA2HiAH
bunk bed,Blue,NA,Colorful lines,Bedding,No,No,Yes,2,5000,1250,Blue,Yellow,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_4_4,4_4,8298,PFRCA4APjsnehfMak
bunk bed,Yellow,NA,White,Bedding,No,No,Yes,2,5000,1250,Yellow,White,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_5_0,5_0,8298,LMFEo5rrBfYGcKrr5
bunk bed,Yellow,NA,Striped,Bedding,No,No,Yes,2,5000,1250,Yellow,Blue,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_5_1,5_1,8298,Kt5gTWRvNfsY4ZbN3
bunk bed,Yellow,NA,Checkered,Bedding,No,No,Yes,2,5000,1250,Yellow,Pink,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_5_2,5_2,8298,kHFSZCts3uja7tbZC
bunk bed,Yellow,NA,Space,Bedding,No,No,Yes,2,5000,1250,Yellow,Light blue,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_5_3,5_3,8298,aqWS4NuGQrJyPsrok
bunk bed,Yellow,NA,Colorful lines,Bedding,No,No,Yes,2,5000,1250,Yellow,Yellow,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_5_4,5_4,8298,r9Hqv7LXowejWfqQs
bunk bed,Pink,NA,White,Bedding,No,No,Yes,2,5000,1250,Pink,White,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_6_0,6_0,8298,2ydLKLZrqAkruHeaj
bunk bed,Pink,NA,Striped,Bedding,No,No,Yes,2,5000,1250,Pink,Blue,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_6_1,6_1,8298,LhF9LuiXrLa375CWc
bunk bed,Pink,NA,Checkered,Bedding,No,No,Yes,2,5000,1250,Pink,Pink,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_6_2,6_2,8298,oaDYkwxMGfrD6Y5Fu
bunk bed,Pink,NA,Space,Bedding,No,No,Yes,2,5000,1250,Pink,Light blue,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_6_3,6_3,8298,LsgS3hRmP7Zs25cqq
bunk bed,Pink,NA,Colorful lines,Bedding,No,No,Yes,2,5000,1250,Pink,Yellow,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_6_4,6_4,8298,aPtXoArnCiHQ2LbYy
Bunny Day arch,NA,NA,NA,NA,Yes,No,No,NA,NFS,4800,Colorful,Colorful,3x1,NA,Crafting,,1.1.0a,fancy,party,Bunny Day,None,No,Arch,No,Does not play music,No lighting,Not for sale,FtrEggArch,NA,12398,akQ7LJZftZ5ogRJqe
Bunny Day bed,NA,NA,NA,NA,Yes,No,No,NA,NFS,2400,Colorful,Colorful,2x2,NA,Crafting,,1.1.0a,fancy,None,Bunny Day,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrEggBedW,NA,12414,yKd72kazk4refkgpd
Bunny Day festive balloons,NA,NA,NA,NA,Yes,No,No,NA,NFS,1200,Colorful,Colorful,1x1,NA,Crafting,,1.1.0a,fancy,party,Bunny Day,None,No,Easter,No,Does not play music,No lighting,Not for sale,FtrEggBalloonB,NA,12421,TbTDbrEQnKT96JAHi
Bunny Day merry balloons,NA,NA,NA,NA,Yes,No,No,NA,NFS,1200,Colorful,Colorful,1x1,NA,Crafting,,1.1.0a,fancy,party,Bunny Day,None,No,Easter,No,Does not play music,No lighting,Not for sale,FtrEggBalloonA,NA,12419,w7BD2gryyFNgJDJsx
Bunny Day stool,NA,NA,NA,NA,Yes,No,No,NA,NFS,1200,Purple,Colorful,1x1,NA,Crafting,,1.1.0a,fancy,None,Bunny Day,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrEggStool,NA,12415,rXjtgzQMjqeucPQc3
Bunny Day table,NA,NA,NA,NA,Yes,No,No,NA,NFS,1600,Red,Pink,1x1,NA,Crafting,,1.1.0a,fancy,None,Bunny Day,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrEggTableS,NA,12436,QKMYK4KTjkZWeaduf
Bunny Day vanity,NA,NA,NA,NA,Yes,No,No,NA,NFS,1600,Green,Green,1x1,NA,Crafting,,1.1.0a,fancy,None,Bunny Day,None,No,Dresser,No,Does not play music,No lighting,Not for sale,FtrEggDresser,NA,12420,RLey65t95i2RLdHn9
Bunny Day wardrobe,NA,NA,NA,NA,Yes,No,No,NA,NFS,1600,Yellow,Colorful,1x1,NA,Crafting,,1.1.0a,fancy,None,Bunny Day,None,Wardrobe,Chest,No,Does not play music,No lighting,Not for sale,FtrEggClosetLR,NA,12437,Ap95BqoJ6nY5yqqhQ
butter churn,Dark wood,Lumber type,NA,NA,Yes,Yes,No,3,NFS,1980,Brown,Black,1x1,NA,Crafting,,1.0.0,facility,garden,None,None,No,Ranch,Yes,Does not play music,No lighting,Not for sale,FtrButtermixer_Remake_0_0,0_0,7805,eeeDgigcfM8s4Bm2F
butter churn,Natural wood,Lumber type,NA,NA,Yes,Yes,No,3,NFS,1980,Yellow,Black,1x1,NA,Crafting,,1.0.0,facility,garden,None,None,No,Ranch,Yes,Does not play music,No lighting,Not for sale,FtrButtermixer_Remake_1_0,1_0,7805,oyTG42KGJhge3Toc4
cacao tree,NA,NA,NA,NA,No,No,No,NA,2300,575,Green,Brown,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,None,None,No,Plants,No,Does not play music,No lighting,For sale,FtrPlantCacao,NA,1277,ZSqvuvwvkno5cSRbj
campfire,NA,NA,NA,NA,Yes,No,No,NA,NFS,30,Brown,Brown,1x1,NA,Crafting,,1.0.0,outdoors,None,None,None,Yes,Fireplace,Yes,Does not play music,Candle,Not for sale,FtrBonfire,NA,1429,9CianvzagBoXJohyr
campfire cookware,NA,NA,NA,NA,No,No,No,NA,900,225,Brown,Black,1x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Kitchen Things,Yes,Does not play music,Candle,For sale,FtrMesstin,NA,1433,hk3E2ppSro5Y8hWXy
camping cot,Green,NA,NA,NA,No,No,No,NA,1800,450,Green,Green,2x1,NA,Starting items,,1.0.0,outdoors,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrCampbed_Remake_0_0,0_0,4081,sfsBgF9jsrzPj8hg4
camping cot,Yellow,NA,NA,NA,No,No,No,NA,1800,450,Yellow,Yellow,2x1,NA,Starting items,,1.0.0,outdoors,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrCampbed_Remake_1_0,1_0,4081,EfgFd67XeHoa6Z6JZ
camping cot,Red,NA,NA,NA,No,No,No,NA,1800,450,Red,Red,2x1,NA,Starting items,,1.0.0,outdoors,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrCampbed_Remake_2_0,2_0,4081,2gThSCsx2x2wpHhu5
camping cot,Blue,NA,NA,NA,No,No,No,NA,1800,450,Blue,Blue,2x1,NA,Starting items,,1.0.0,outdoors,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrCampbed_Remake_3_0,3_0,4081,GCwByrDvsBhiSPMNQ
camping cot,Snow camouflage,NA,NA,NA,No,No,No,NA,1800,450,Gray,Black,2x1,NA,Starting items,,1.0.0,outdoors,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrCampbed_Remake_4_0,4_0,4081,2eHwvk2KGEn5yiwbK
camping cot,Camouflage,NA,NA,NA,No,No,No,NA,1800,450,Green,Brown,2x1,NA,Starting items,,1.0.0,outdoors,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrCampbed_Remake_5_0,5_0,4081,L4q77XTgsDtuSpvpW
camping cot,Simple pattern,NA,NA,NA,No,No,No,NA,1800,450,White,White,2x1,NA,Starting items,,1.0.0,outdoors,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrCampbed_Remake_6_0,6_0,4081,qnt5pxqwcM6xciH5k
camping cot,Pop pattern,NA,NA,NA,No,No,No,NA,1800,450,Light blue,Yellow,2x1,NA,Starting items,,1.0.0,outdoors,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrCampbed_Remake_7_0,7_0,4081,narbLwb9zabr92qD3
campsite sign,NA,NA,NA,NA,No,No,No,NA,2500,625,Brown,Colorful,2x1,NA,Nook Shopping Promotion,"Link Nintendo Account to Pocket Camp, then redeem a 16-digit code on your Nintendo Switch",1.1.0,facility,garden,None,None,No,Compass,No,Does not play music,No lighting,Not in catalog,FtrCompassSignCamp,NA,12374,PxHDjz2Sd3xSQgK3x
Cancer table,NA,NA,NA,NA,Yes,No,No,NA,NFS,21975,Yellow,White,1x1,NA,Crafting,,1.0.0,expensive,None,stars,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrZodiacCancer,NA,5959,EzTZ4XnhhHSi4sNW6
candy machine,Red,NA,NA,NA,No,No,No,NA,2800,700,Red,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,shop,facility,None,None,Yes,Shop,No,Does not play music,No lighting,For sale,FtrCandymachine_Remake_0_0,0_0,7392,osj9ufcCHK5KMtiHM
candy machine,Blue,NA,NA,NA,No,No,No,NA,2800,700,Blue,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,shop,facility,None,None,Yes,Shop,No,Does not play music,No lighting,For sale,FtrCandymachine_Remake_1_0,1_0,7392,RXTvtW3rGMPTDQocL
candy machine,Yellow,NA,NA,NA,No,No,No,NA,2800,700,Yellow,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,shop,facility,None,None,Yes,Shop,No,Does not play music,No lighting,For sale,FtrCandymachine_Remake_2_0,2_0,7392,23iT82PeQcyotkG65
candy machine,Pink,NA,NA,NA,No,No,No,NA,2800,700,Pink,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,shop,facility,None,None,Yes,Shop,No,Does not play music,No lighting,For sale,FtrCandymachine_Remake_3_0,3_0,7392,MqMKRFefjKay7ggQt
Capricorn ornament,NA,NA,NA,NA,Yes,No,No,NA,NFS,22650,White,Yellow,2x1,NA,Crafting,,1.0.0,expensive,None,stars,None,Wardrobe,Chest,No,Does not play music,No lighting,Not for sale,FtrZodiacCapricornus,NA,5957,FGgfk92foabkrsPhm
cardboard bed,Plain,Cardboard,NA,NA,Yes,Yes,No,1,NFS,240,Yellow,Yellow,2x1,NA,Crafting,,1.0.0,garage,None,cardboard,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrCardboardBedS_Remake_0_0,0_0,7161,kmCyzX6mPQaGfXMtN
cardboard bed,Labeled,Cardboard,NA,NA,Yes,Yes,No,1,NFS,240,Yellow,Yellow,2x1,NA,Crafting,,1.0.0,garage,None,cardboard,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrCardboardBedS_Remake_1_0,1_0,7161,aBGNMfGmbvq5XLarF
cardboard chair,Plain,Cardboard,NA,NA,Yes,Yes,No,1,NFS,60,Beige,Beige,1x1,NA,Crafting,,1.0.0,garage,None,cardboard,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrCardboardChairS_Remake_0_0,0_0,7163,mqca3DbkPwWjjamD3
cardboard chair,Labeled,Cardboard,NA,NA,Yes,Yes,No,1,NFS,60,Beige,Beige,1x1,NA,Crafting,,1.0.0,garage,None,cardboard,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrCardboardChairS_Remake_1_0,1_0,7163,ByPDFJS9MpsPS2zfu
cardboard sofa,Plain,Cardboard,NA,NA,Yes,Yes,No,1,NFS,120,Beige,Beige,2x1,NA,Crafting,,1.0.0,garage,None,cardboard,None,Yes,Sofa,No,Does not play music,No lighting,Not for sale,FtrCardboardSofaL_Remake_0_0,0_0,7159,gC3KJKpMt87pMCcgD
cardboard sofa,Labeled,Cardboard,NA,NA,Yes,Yes,No,1,NFS,120,White,Beige,2x1,NA,Crafting,,1.0.0,garage,None,cardboard,None,Yes,Sofa,No,Does not play music,No lighting,Not for sale,FtrCardboardSofaL_Remake_1_0,1_0,7159,3mRAPxkYPuFFet5Jc
cardboard table,Plain,Cardboard,NA,NA,Yes,Yes,No,1,NFS,240,Yellow,Yellow,2x2,NA,Crafting,,1.0.0,garage,None,cardboard,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrCardboardTableL_Remake_0_0,0_0,7160,oWfyQn9HBFh79uJpZ
cardboard table,Labeled,Cardboard,NA,NA,Yes,Yes,No,1,NFS,240,Yellow,White,2x2,NA,Crafting,,1.0.0,garage,None,cardboard,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrCardboardTableL_Remake_1_0,1_0,7160,5jGB3ZbuTjWHkRKfE
cat tower,Beige,NA,NA,NA,No,No,No,NA,3000,750,Beige,Beige,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,Yes,Animal,No,Does not play music,No lighting,For sale,FtrCattower_Remake_0_0,0_0,896,dESzzmpnPWP47WMBA
cat tower,Brown,NA,NA,NA,No,No,No,NA,3000,750,Brown,Beige,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,Yes,Animal,No,Does not play music,No lighting,For sale,FtrCattower_Remake_1_0,1_0,896,yZD44wEXn4quwQ3aP
