Release_Date,Title,Overview,Popularity,Vote_Count,Vote_Average,Original_Language,Genre,Poster_Url
2018-09-28,Venom,"Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.",145.852,12992,6.9,en,"Science Fiction, Action",https://image.tmdb.org/t/p/original/2uNW4WbgBXL25BAbXGLnLqX71Sw.jpg
2021-07-30,The Last Mercenary,A legendary secret service agent comes out of hiding and returns to France to help the son he's never met get out of trouble.,145.719,462,6.8,fr,"Action, Comedy",https://image.tmdb.org/t/p/original/ttpKJ7XQxDZV252KNEHXtykYT41.jpg
2011-06-11,Cars 2,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,145.286,6120,6.0,en,"Animation, Family, Adventure, Comedy",https://image.tmdb.org/t/p/original/okIz1HyxeVOMzYwwHUjH2pHi74I.jpg
2022-02-09,Downfall: The Case Against Boeing,Investigators reveal how Boeing’s alleged priority of profit over safety could have contributed to two catastrophic crashes within months of each other.,144.833,55,7.4,en,Documentary,https://image.tmdb.org/t/p/original/LRPi6b6gpDyKuveut38S8R38NI.jpg
2007-06-28,Ratatouille,"Remy, a resident of Paris, appreciates good food and has quite a sophisticated palate. He would love to become a chef so he can create and enjoy culinary masterpieces to his heart's delight. The only problem is, Remy is a rat. When he winds up in the sewer beneath one of Paris' finest restaurants, the rodent gourmet finds himself ideally placed to realize his dream.",144.804,13683,7.8,en,"Animation, Comedy, Family, Fantasy",https://image.tmdb.org/t/p/original/npHNjldbeTHdKKw28bJKs7lzqzj.jpg
2021-12-02,Mickey and Minnie Wish Upon a Christmas,"After a series of mishaps, Mickey, Minnie and the gang are separated all over the world and must try to get back to Hot Dog Hills by Christmas Eve. A mysterious and jolly stranger shows up to tell them about The Wishing Star, which could be the secret to bringing everybody home in time to celebrate together.",144.605,81,7.2,en,Animation,https://image.tmdb.org/t/p/original/viZ3SvvQi7CRHJxnSKAG2lHU4AK.jpg
1993-03-06,Dragon Ball Z: Broly – The Legendary Super Saiyan,"While the Saiyan Paragus persuades Vegeta to rule a new planet, King Kai alerts Goku of the South Galaxy's destruction by an unknown Super Saiyan.",144.38,638,7.2,ja,"Animation, Science Fiction, Action",https://image.tmdb.org/t/p/original/6iO8TJCyLI4BiPYOvdwzPV2bhoV.jpg
2022-05-04,Doctor Strange in the Multiverse of Madness,"Doctor Strange, with the help of mystical allies both old and new, traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary.",144.134,0,0.0,en,"Fantasy, Action, Adventure",https://image.tmdb.org/t/p/original/wRnbWt44nKjsFPrqSmwYki5vZtF.jpg
2022-02-09,Death on the Nile,Belgian sleuth Hercule Poirot boards a glamorous river steamer with enough champagne to fill the Nile. But his Egyptian vacation turns into a thrilling search for a murderer when a picture-perfect couple’s idyllic honeymoon is tragically cut short.,143.637,551,6.7,en,"Mystery, Crime, Drama, Thriller",https://image.tmdb.org/t/p/original/oT4vRVzulbN72602tTPFCwotl7a.jpg
2021-05-14,Army of the Dead,"Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble: venturing into the quarantine zone to pull off the greatest heist ever attempted.",143.486,2905,6.3,en,"Action, Crime, Horror, Thriller",https://image.tmdb.org/t/p/original/z8CExJekGrEThbpMXAmCFvvgoJR.jpg
2021-11-12,Home Sweet Home Alone,"After being left at home by himself for the holidays, 10-year-old Max Mercer must work to defend his home from a married couple who tries to steal back a valuable heirloom.",143.382,375,5.2,en,"Family, Comedy",https://image.tmdb.org/t/p/original/fP3VvqUjEBjawxZHL4sYCq2ZdJD.jpg
2009-09-04,Carriers,"A deadly virus has spread across the globe. Contagion is everywhere, no one is safe, and no one can be trusted. Four friends race through the back roads of the American West on their way to a secluded utopian beach in the Gulf of Mexico where they could peacefully wait out the pandemic. Their plans take a grim turn when their car breaks down on an isolated road starting a chain of events that will seal their fates.",142.571,1033,6.1,en,"Action, Drama, Horror, Science Fiction, Thriller",https://image.tmdb.org/t/p/original/jxjnjHtHXgvjdhkwpelE9ZwVMg6.jpg
2016-08-01,Boyka: Undisputed IV,"In the fourth installment of the fighting franchise, Boyka is shooting for the big leagues when an accidental death in the ring makes him question everything he stands for. When he finds out the wife of the man he accidentally killed is in trouble, Boyka offers to fight in a series of impossible battles to free her from a life of servitude",142.376,974,7.0,en,"Action, Drama",https://image.tmdb.org/t/p/original/7QGdIJWWTkPhVjpQ0zA6z69khod.jpg
2009-10-10,2012,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",141.749,10288,5.8,en,"Action, Adventure, Science Fiction",https://image.tmdb.org/t/p/original/8i1xFqcItT6GKEbY6VDbFnxe7sJ.jpg
2021-07-06,Why Women Cheat,"The male lead is the king of a small island nation. He was previously badly hurt by the female lead. The female lead has a canine tooth that makes her look extremely captivating when she smiles. When the female lead vanished, the male lead became extremely fond of sleeping because he did not want to miss her. As fate would have it, the male lead married the female lead in the end. He decided to properly torment that adorable yet horrible woman for a while",141.695,3,3.3,en,Romance,https://image.tmdb.org/t/p/original/xHJhH0pGTFLsECDry3G170M8fsG.jpg
2016-11-23,Sing,A koala named Buster recruits his best friend to help him drum up business for his theater by hosting a singing competition.,141.063,6642,7.1,en,"Animation, Comedy, Family, Music",https://image.tmdb.org/t/p/original/zZTlF2eVVUkbdmccd3bNUU9T9sD.jpg
2011-06-16,Green Lantern,"For centuries, a small but powerful force of warriors called the Green Lantern Corps has sworn to keep intergalactic order. Each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe, their fate and the fate of Earth lie in the hands of the first human ever recruited.",140.802,6080,5.2,en,"Adventure, Action, Thriller, Science Fiction",https://image.tmdb.org/t/p/original/fj21HwUprqjjwTdkKC1XZurRSpV.jpg
2020-07-15,Peninsula,A soldier and his team battle hordes of post-apocalyptic zombies in the wastelands of the Korean Peninsula.,140.744,1830,6.9,ko,"Action, Horror, Thriller",https://image.tmdb.org/t/p/original/eeqvAzCccAZOhU3RfbvHB3s44S6.jpg
2015-06-25,Ted 2,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",139.67,6068,6.3,en,Comedy,https://image.tmdb.org/t/p/original/qMOt0uy1x49OBW0jzodgRM9waW0.jpg
1985-01-15,High School Teacher: Maturing,"A female highschool teacher must deal with sexual harrassment from her students and being trapped in a love triangle with two men, neither of whom has any interest in marrying her.",139.468,7,5.9,ja,Drama,https://image.tmdb.org/t/p/original/r83w6ClnMYLIlyP46uKp5MFJd7y.jpg
2017-05-30,Wonder Woman,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,139.314,17438,7.3,en,"Action, Adventure, Fantasy",https://image.tmdb.org/t/p/original/imekS7f1OuHyUP2LAiTEM0zBzUz.jpg
2022-03-04,A Day to Die,"A disgraced parole officer is indebted to a local gang leader and forced to pull off a series of dangerous drug heists within twelve hours in order to pay the $2 million dollars he owes, rescue his kidnapped pregnant wife, and settle a score with the city's corrupt police chief, who is working with the gang leader and double-crossed him years ago.",139.22,9,4.7,en,"Action, Thriller, Crime",https://image.tmdb.org/t/p/original/8Kce1utfytAG5m1PbtVoDzmDZJH.jpg
2021-03-12,Cosmic Sin,"In the year 2524, four centuries after humans started colonizing the outer planets, retired General James Ford gets called back into service when a hostile alien fleet attacks soldiers on a remote planet. The threat against mankind soon escalates into an interstellar war as Ford and a team of elite soldiers try to stop the imminent attack before it's too late.",138.799,420,4.2,en,"Action, Adventure, Science Fiction",https://image.tmdb.org/t/p/original/6Wm7P6y22UZA40QuPYHyWyJ6leI.jpg
2007-05-19,Pirates of the Caribbean: At World's End,"Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.",138.455,11783,7.2,en,"Adventure, Fantasy, Action",https://image.tmdb.org/t/p/original/2YMnBRh8F6fDGCCEIPk9Hb0cEyB.jpg
2010-01-21,Legion,"When God loses faith in humankind, he sends his legion of angels to bring on the Apocalypse. Humanity's only hope for survival lies in a group of strangers trapped in an out-of-the-way, desert diner with the Archangel Michael.",138.379,2031,5.8,en,"Horror, Action, Fantasy",https://image.tmdb.org/t/p/original/ykocDqwg5PRUopnBVb1x1DWnEJF.jpg
2019-06-15,Rascal Does Not Dream of a Dreaming Girl,"In Fujisawa, Sakuta Azusagawa is in his second year of high school. Blissful days with his girlfriend and upperclassman, Mai Sakurajima, are interrupted by the appearance of his first crush, Shoko Makinohara.",138.231,352,8.4,ja,"Animation, Comedy, Romance, Drama, Fantasy",https://image.tmdb.org/t/p/original/7Ai8vNEv4zEveh12JViGikoVPVV.jpg
2021-03-25,Peter Rabbit 2: The Runaway,"Bea, Thomas, and the rabbits have created a makeshift family, but despite his best efforts, Peter can’t seem to shake his mischievous reputation. Adventuring out of the garden, Peter finds himself in a world where his mischief is appreciated, but when his family risks everything to come looking for him, Peter must figure out what kind of bunny he wants to be.",138.179,517,7.3,en,"Family, Comedy, Adventure, Animation, Fantasy",https://image.tmdb.org/t/p/original/cycDz68DtTjJrDJ1fV8EBq2Xdpb.jpg
2013-03-30,Dragon Ball Z: Battle of Gods,"The events of Battle of Gods take place some years after the battle with Majin Buu, which determined the fate of the entire universe. After awakening from a long slumber, Beerus, the God of Destruction is visited by Whis, his attendant and learns that the galactic overlord Frieza has been defeated by a Super Saiyan from the North Quadrant of the universe named Goku, who is also a former student of the North Kai. Ecstatic over the new challenge, Goku ignores King Kai's advice and battles Beerus, but he is easily overwhelmed and defeated. Beerus leaves, but his eerie remark of ""Is there nobody on Earth more worthy to destroy?"" lingers on. Now it is up to the heroes to stop the God of Destruction before all is lost.",138.024,1193,6.8,ja,"Animation, Action, Science Fiction",https://image.tmdb.org/t/p/original/nxZEdYcHMuD8SSuwusDnK9CD2H1.jpg
2021-09-23,My Little Pony: A New Generation,"Equestria's divided. But a bright-eyed hero believes Earth Ponies, Pegasi and Unicorns should be pals — and, hoof to heart, she’s determined to prove it.",137.815,190,8.1,en,"Animation, Family, Fantasy, Comedy, Music, Adventure",https://image.tmdb.org/t/p/original/hzq5XRGgm6NDMOW1idUvbpGqEkv.jpg
2021-01-08,Redemption Day,"When his wife is kidnapped by terrorists for ransom, veteran war hero Brad Paxton races against the clock to rescue her in a daring and deadly operation that pits him against powerful and dark forces.",137.585,194,6.3,en,Action,https://image.tmdb.org/t/p/original/y1Tk1LUwS3nRlugiXnag6Bu1ToG.jpg
2012-01-19,Journey 2: The Mysterious Island,"Sean Anderson partners with his mom's boyfriend on a mission to find his grandfather, who is thought to be missing on a mythical island.",137.215,3447,6.1,en,"Adventure, Action, Science Fiction",https://image.tmdb.org/t/p/original/hLZHJjsZ83Wfn3MRteNb6ew0WC7.jpg
2010-11-22,Love & Other Drugs,"Maggie is an alluring free spirit who won't let anyone – or anything – tie her down. But she meets her match in Jamie, whose relentless and nearly infallible charm serves him well with the ladies and in the cutthroat world of pharmaceutical sales. Maggie and Jamie's evolving relationship takes them both by surprise, as they find themselves under the influence of the ultimate drug: love.",136.846,4120,7.0,en,"Drama, Comedy, Romance",https://image.tmdb.org/t/p/original/1nXN4e3IoTJD42ci7WHZeI1Cgpm.jpg
2022-01-21,The King's Daughter,"King Louis XIV's quest for immortality leads him to capture and steal a mermaid's life force, a move that is further complicated by his illegitimate daughter's discovery of the creature.",136.819,353,7.4,en,"Fantasy, Drama, Romance, History",https://image.tmdb.org/t/p/original/nCRfr3eOlwH7wfxaz6cU1bhMR1W.jpg
2018-05-10,Deadpool 2,Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.,136.303,14395,7.5,en,"Action, Comedy, Adventure",https://image.tmdb.org/t/p/original/to0spRl1CMDvyUbOnbb4fTk3VAd.jpg
2017-04-12,The Fate of the Furious,"When a mysterious woman seduces Dom into the world of crime and a betrayal of those closest to him, the crew face trials that will test them as never before.",136.14,8785,6.9,en,"Action, Crime, Thriller",https://image.tmdb.org/t/p/original/dImWM7GJqryWJO9LHa3XQ8DD5NH.jpg
2008-07-01,Hancock,"Hancock is a down-and-out superhero who's forced to employ a PR expert to help repair his image when the public grows weary of all the damage he's inflicted during his lifesaving heroics. The agent's idea of imprisoning the antihero to make the world miss him proves successful, but will Hancock stick to his new sense of purpose or slip back into old habits?",135.893,7944,6.3,en,"Fantasy, Action",https://image.tmdb.org/t/p/original/7DyuV2G0hLEqHeueDfOqhZ2DVut.jpg
2014-11-19,The Hunger Games: Mockingjay - Part 1,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,135.46,13384,6.8,en,"Science Fiction, Adventure, Thriller",https://image.tmdb.org/t/p/original/4FAA18ZIja70d1Tu5hr5cj2q1sB.jpg
1994-03-12,Dragon Ball Z: Broly – Second Coming,"A Saiyan Space pod crash-lands on Earth out of which a wounded Saiyan crawls: Broly, the Legendary Super Saiyan. The wounded Broly shouts out in frustration and turns into normal form. The place soon freezes, trapping him in it and he falls into a coma.",135.183,503,6.7,ja,"Animation, Action, Science Fiction",https://image.tmdb.org/t/p/original/Apnw8FWoPOIsu14d5dvaNZzFSJE.jpg
2013-07-18,The Conjuring,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",134.742,9169,7.5,en,"Horror, Thriller",https://image.tmdb.org/t/p/original/wVYREutTvI2tmxr6ujrHT704wGF.jpg
2021-06-04,Sweet & Sour,"Faced with real-world opportunities and challenges, a couple endures the highs and lows of trying to make a long-distance relationship survive.",134.71,82,7.9,ko,"Comedy, Romance",https://image.tmdb.org/t/p/original/3yGwAPl6LWpi8QwHjwCMaqsPgNB.jpg
2021-11-12,The Belly of the Sea,"June, 1816. A French navy frigate ran aground on a sandbar off the coast of Senegal. Attempts to free the board were futile - the crew had no choice but to abandon ship. Since the available boats were not enough to accommodate the entire crew, the team built a raft. It accommodated 147 people: soldiers, sailors, several passengers and officers. The plan was for the boats to tow the raft. But the cable broke and the raft drifted into the open sea. For those who were on the raft, a harsh and cruel struggle for life began.",134.626,2,4.0,es,Drama,https://image.tmdb.org/t/p/original/1cWTIKU8UGWdqprPaoHlCdF6U6l.jpg
2020-11-27,Grisaia: Phantom Trigger The Animation,"Following the Heath Oslo incident, the existence of the US-Japanese anti-terror organization CIRS has become a matter of public knowledge. CIRS has been rebuilt from the ground up, and its most covert functions spun off to a new agency: SORD (Social Ops, Research & Development).  The goal of SORD is to train a new generation of operatives to defend the country against future threats. To that end, the organization has established a series of schools up and down the country. Mihama Academy, more-or-less left to rot after its abrupt closure, has been given new purpose as one such 'specialist training school'. It now entrusts the misfit girls who attend it with guns and live ammunition.  No matter how much life grinds them down, what future awaits these girls, who've themselves chosen the path of the gun?",134.436,2,3.5,ja,"Action, Animation",https://image.tmdb.org/t/p/original/zYrFLXGRiqFsNQuK1hNEMOmSMPA.jpg
2016-11-16,Fantastic Beasts and Where to Find Them,"In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations.",133.611,16206,7.3,en,"Adventure, Fantasy",https://image.tmdb.org/t/p/original/h6NYfVUyM6CDURtZSnBpz647Ldd.jpg
2013-06-20,World War Z,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",133.445,12838,6.8,en,"Action, Drama, Horror, Science Fiction, Thriller",https://image.tmdb.org/t/p/original/1SWBSYJsnyhdNRfLI1T6RsCxAQ4.jpg
2021-08-20,"Barbie: Big City, Big Dreams","Barbie swaps the sunny shores of Malibu for the bright lights of Broadway to attend an excusive summer performing arts program and meets…Barbie!  Fast friends, the two discover they share more than a name as they explore New York City and all the amazing things they have in common.  As they compete for the coveted once-in-a-lifetime Spotlight Solo from Times Square, the friends discover competition isn’t all about winning, it’s about striving to be your best, overcoming doubts, and sharing the spotlight.",133.008,107,7.3,en,"Animation, Music, Family",https://image.tmdb.org/t/p/original/jeggetf6lrd0dhtcbqJH75Sik4K.jpg
2021-06-20,Teen Titans Go! See Space Jam,"The Teen Titans are visited by the Nerdlucks, the Space Jam villains who tried to capture Michael Jordan and the Looney Tunes. Astonished to discover his fellow Titans have never seen Space Jam, Cyborg organizes an exclusive watch party.",132.875,167,6.9,en,"Animation, Action, Adventure, Comedy, Family, Fantasy, Science Fiction",https://image.tmdb.org/t/p/original/rMoVOCw6DF3zC6hS76ZhQMWiXNX.jpg
2021-07-15,Jolt,A bouncer with an anger management problem goes on a furious and resentful rampage after the murder of a friend.,132.823,879,6.7,en,"Action, Comedy",https://image.tmdb.org/t/p/original/gYZAHan5CHPFXORpQMvOjCTug4E.jpg
2020-10-23,Once Upon a Snowman,"The previously untold origins of Olaf, the innocent and insightful, summer-loving snowman are revealed as we follow Olaf’s first steps as he comes to life and searches for his identity in the snowy mountains outside Arendelle.",132.549,416,6.9,en,"Animation, Family, Comedy, Fantasy",https://image.tmdb.org/t/p/original/hddzYJtfYYeMDOQVcH58n8m1W3A.jpg
2021-10-08,Outlaws,Introverted Girona student Nacho meets two delinquents from the city's Chinatown and gets caught up in a summer onslaught of burglaries and hold ups that will change his life.,131.359,122,6.9,es,Crime,https://image.tmdb.org/t/p/original/qrq7sGXraFM6H9OcHFKQTKe8A3f.jpg
2021-08-30,Mortal Kombat Legends: Battle of the Realms,"The Earthrealm heroes must journey to the Outworld and fight for the survival of their homeland, invaded by the forces of evil warlord Shao Kahn, in the tournament to end all tournaments: the final Mortal Kombat.",131.35,233,8.0,en,"Animation, Action, Fantasy",https://image.tmdb.org/t/p/original/ablrE8IbWcIrAxMmm4gnPn75AMS.jpg
2021-06-11,Rogue Hostage,A former Marine races against time to save a group of hostages -- including his young daughter and a congressman — when armed militants take over his stepfather's store.,131.343,118,6.2,en,"Action, Thriller",https://image.tmdb.org/t/p/original/ePYagdzUwKpzTP73n9CD3D1MFn.jpg
2018-01-17,Fifty Shades Freed,"Believing they have left behind shadowy figures from their past, newlyweds Christian and Ana fully embrace an inextricable connection and shared life of luxury. But just as she steps into her role as Mrs. Grey and he relaxes into an unfamiliar stability, new threats could jeopardize their happy ending before it even begins.",131.193,6769,6.7,en,"Drama, Romance",https://image.tmdb.org/t/p/original/9ZedQHPQVveaIYmDSTazhT3y273.jpg
2020-11-20,Jiu Jitsu,"Every six years, an ancient order of jiu-jitsu fighters joins forces to battle a vicious race of alien invaders. But when a celebrated war hero goes down in defeat, the fate of the planet and mankind hangs in the balance.",131.142,469,5.0,en,"Action, Science Fiction, Fantasy",https://image.tmdb.org/t/p/original/eLT8Cu357VOwBVTitkmlDEg32Fs.jpg
2009-04-16,Crank: High Voltage,Chelios faces a Chinese mobster who has stolen his nearly indestructible heart and replaced it with a battery-powered ticker that requires regular jolts of electricity to keep working.,130.416,2199,6.0,en,"Action, Thriller, Crime",https://image.tmdb.org/t/p/original/tzTC4EEvF0OPL63frEiogxL2T8M.jpg
2001-12-18,The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",129.852,20602,8.4,en,"Adventure, Fantasy, Action",https://image.tmdb.org/t/p/original/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg
1998-06-18,Mulan,"A tomboyish girl disguises herself as a young man so she can fight with the Imperial Chinese Army against the invading Huns. With help from wise-cracking dragon Mushu, Mulan just might save her country -- and win the heart of handsome Captain Li Shang.",129.338,7900,7.9,en,"Animation, Family, Adventure",https://image.tmdb.org/t/p/original/5TYgKxYhnhRNNwqnRAKHkgfqi2G.jpg
2011-04-21,Thor,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",129.237,17866,6.8,en,"Adventure, Fantasy, Action",https://image.tmdb.org/t/p/original/prSfAi1xGrhLQNxVSUFh61xQ4Qy.jpg
2008-05-12,Sex and the City,A New York writer on sex and love is finally getting married to her Mr. Big. But her three best girlfriends must console her after one of them inadvertently leads Mr. Big to jilt her.,128.782,1763,6.6,en,"Comedy, Drama, Romance",https://image.tmdb.org/t/p/original/8iXhhuUcDfLuStA8KyYsPxIyArO.jpg
2021-07-30,Masquerade,A young girl struggles to survive after a group of home invaders break into her house to steal her family's priceless artwork.,128.413,56,6.4,en,Thriller,https://image.tmdb.org/t/p/original/1sHH629kR3ZDmPfL90JkUWew4wz.jpg
1989-11-17,The Little Mermaid,This colorful adventure tells the story of an impetuous mermaid princess named Ariel who falls in love with the very human Prince Eric and puts everything on the line for the chance to be with him. Memorable songs and characters -- including the villainous sea witch Ursula.,128.229,6347,7.4,en,"Animation, Family, Fantasy",https://image.tmdb.org/t/p/original/9nJ9rm6RwYgIggnGVy8Dej4olef.jpg
2021-07-30,More the Merrier,Multiple stories about the oscillating world of couple relationships and how difficult it can be to separate sex from love.,128.13,258,6.8,es,"Comedy, Romance",https://image.tmdb.org/t/p/original/uShw8wJ7K4ySrPtUWjGe8wwJ5fj.jpg
2021-05-05,The Exorcism of Carmen Farias,"Carmen, a brave journalist, discovers soon after her mother's death that she has inherited her grandma's house. She decides to move there without knowing it hides dark secrets.",127.856,82,6.2,es,Horror,https://image.tmdb.org/t/p/original/uoTPjx07dxTrC1g3dYeaS2WNVGL.jpg
2016-07-20,Train to Busan,"Martial law is declared when a mysterious viral outbreak pushes Korea into a state of emergency. Those on an express train to Busan, a city that has successfully fended off the viral outbreak, must fight for their own survival…",127.755,5492,7.8,ko,"Action, Horror, Thriller",https://image.tmdb.org/t/p/original/3H1WFCuxyNRP35oiL2qqwhAXxc0.jpg
2013-11-20,Frozen,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.",127.513,14043,7.3,en,"Animation, Family, Adventure, Fantasy",https://image.tmdb.org/t/p/original/kgwjIb2JDHRhNk13lmSxiClFjVk.jpg
2012-07-28,Naruto Shippuden the Movie: Road to Ninja,"Sixteen years ago, a mysterious masked ninja unleashes a powerful creature known as the Nine-Tailed Demon Fox on the Hidden Leaf Village Konoha, killing many people. In response, the Fourth Hokage Minato Namikaze and his wife Kushina Uzumaki, the Demon Fox's living prison or Jinchūriki, manage to seal the creature inside their newborn son Naruto Uzumaki. With the Tailed Beast sealed, things continued as normal. However, in the present day, peace ended when a group of ninja called the Akatsuki attack Konoha under the guidance of Tobi, the mysterious masked man behind Fox's rampage years ago who intends on executing his plan to rule the world by shrouding it in illusions.",127.29,654,7.6,ja,"Animation, Fantasy, Action",https://image.tmdb.org/t/p/original/xLal6fXNtiJN6Zw6qk21xAtdOeN.jpg
2010-07-15,Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",127.131,31077,8.4,en,"Action, Science Fiction, Adventure",https://image.tmdb.org/t/p/original/edv5CZvWj09upOsy2Y6IwDhK8bt.jpg
2021-02-27,Girl in the Basement,"Sara is a teen girl who is looking forward to her 18th birthday to move away from her controlling father Don. But before she could even blow out the candles, Don imprisons her in the basement of their home.",127.07,344,8.1,en,"Crime, Thriller",https://image.tmdb.org/t/p/original/qmddUxRwbsxHa7oEXm4PWh1KZe8.jpg
2009-06-01,The Proposal,"When she learns she's in danger of losing her visa status and being deported, overbearing book editor Margaret Tate forces her put-upon assistant, Andrew Paxton, to marry her.",126.976,5314,7.1,en,"Comedy, Romance, Drama",https://image.tmdb.org/t/p/original/3llEDAKXexgVpSqiK17BS4wtJhC.jpg
2020-02-01,Goblin Slayer: Goblin's Crown,"Goblin Slayer and his party head up to the snowy mountains in the north after receiving that request from the Sword Maiden to find any information on the Noble Fencer that disappeared after leaving to slay some goblins. A small village gets attacked, they encounter a mysterious chapel, and something about how these goblins are acting bothers the Goblin slayer.  In order to save the captured Noble Fencer, the Goblin Slayer and his party head to an ancient fortress covered in snow to face off with a powerful foe and a horde of goblins!",126.906,159,7.6,ja,"Animation, Adventure, Action, Fantasy",https://image.tmdb.org/t/p/original/oyDaF4za9C9GxfYSyZUmj2aZGJT.jpg
1950-02-22,Cinderella,"Cinderella has faith her dreams of a better life will come true. With help from her loyal mice friends and a wave of her Fairy Godmother's wand, Cinderella's rags are magically turned into a glorious gown and off she goes to the Royal Ball. But when the clock strikes midnight, the spell is broken, leaving a single glass slipper... the only key to the ultimate fairy-tale ending!",126.858,5560,7.0,en,"Family, Fantasy, Animation, Romance",https://image.tmdb.org/t/p/original/4nssBcQUBadCTBjrAkX46mVEKts.jpg
2021-10-21,El amarre,"A woman has a crush with a coworker and makes a ritual to make him fall in love with her, but things got a little out of hand when she messes with forces no one can control.",126.596,65,7.0,es,Horror,https://image.tmdb.org/t/p/original/xfRk3lcBmIicDobV0i5YXktqRgq.jpg
2009-06-02,The Hangover,"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.",126.258,14245,7.3,en,Comedy,https://image.tmdb.org/t/p/original/jjCPcxw7QCmFPYM1t3BThdEawJK.jpg
2005-07-13,Charlie and the Chocolate Factory,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.",125.496,12320,7.0,en,"Adventure, Comedy, Family, Fantasy",https://image.tmdb.org/t/p/original/wfGfxtBkhBzQfOZw4S8IQZgrH0a.jpg
2018-06-06,Jurassic World: Fallen Kingdom,"Three years after the demise of Jurassic World, a volcanic eruption threatens the remaining dinosaurs on Isla Nublar. So, Claire Dearing recruits Owen Grady to help prevent the extinction of the dinosaurs once again.",125.44,9639,6.6,en,"Action, Adventure, Science Fiction",https://image.tmdb.org/t/p/original/7dAh80ydoWvUaBE8uFYkp9WsoSC.jpg
2017-02-08,John Wick: Chapter 2,"John Wick is forced out of retirement by a former associate looking to seize control of a shadowy international assassins’ guild. Bound by a blood oath to aid him, Wick travels to Rome and does battle against some of the world’s most dangerous killers.",125.06,9982,7.3,en,"Thriller, Action, Crime",https://image.tmdb.org/t/p/original/kL99FVq572hNPfMyfQCT7tGFNeQ.jpg
