,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply
39,Data Analyst,$46K-$87K (Glassdoor est.),"Role: Data Analyst

Reports to: Manager of Organizational Performance

Location: New York City / Los Angeles

Hours: Full time

About Trevor

The Trevor Project is the world’s largest suicide prevention and crisis intervention organization for LGBTQ young people. We are a non-profit that provides 24/7 life-saving support via phone, text, and chat. We also operate the world’s largest safe space social networking site for LGBTQ youth and run innovative research, education, and advocacy programs. We’ve been saving lives every day for 20 years.

Overview of the role

Data is at the core of Trevor’s DNA, and enables us to make informed decisions on how to expand and improve our services for hundreds and thousands of youth each year. The Data Analyst will not only help conduct high-impact analyses for cross-functional stakeholders, they will also help to build out our analytics systems that enable teams at Trevor to make data-informed decisions every single day. You will serve as a thought partner for folks across the organization on how to best structure their problem to find answers in the data.

Who you are:
Passionate.You care about LGBTQ youth. You care about saving lives. You want to come to work and feel inspired every day. You want to change the world
Tech Savvy. You’re fluent in SQL, comfortable wrangling large datasets in Excel/Google Sheets, and have experience with data visualization tools (Looker, Periscope/Sisense, Tableau) Ideally you’ve used statistical analyses tools like R or Python, and are familiar with navigating a data warehousing solution (AWS, Bigquery)
Collaborative.You have experience working in cross-functional roles and are able to clearly communicate complex analyses to folks with varying levels of data fluency
Entrepreneurial.You love thinking outside the box, building impactful systems and processes, and enjoy coming up with creative solutions to overcome obstacles
Action-Oriented.You’re a self-starter who can prioritize multiple projects at one time. You know the importance of creating metrics that are meaningful and actionable
Fun.The work we do is very serious, but that doesn’t mean we don’t have fun. We know how to have a good time and you should too
What you’ll do:
Design, analyze, and interpret results of an experiment to answer important strategic questions
Lead stakeholders - oftentimes senior level execs - through your findings and recommendations
Innovate on current and establish new analytics processes as our data needs expand
Build and automate reports, empowering end-users to make data-driven decisions themselves
Work with key stakeholders to ensure we’re capturing the data we need to, in the formats that we need
Organize our data definitions, sources, and processes to ensure longevity of the data infrastructure at Trevor
Leverage skills you’ve already built in prior roles to expand our data capacities, with opportunities to grow your technical toolstack along the way
Typical tools and technologies you’ll use:
Bigquery
Fivetran
dbt (our data transformation framework)
Sisense CDT (formerly Periscope)
Excel/Google Sheets
Jira
Benefits
Generous vacation and holidays (like a full day off to celebrate Harvey Milk Day!), including Summer Fridays
Comprehensive health insurance (we pay 100% of your premiums for medical, and dental), including gender affirmation surgery
Fun office environment and passionate team
The Trevor Project is an equal opportunity employer
Meaningful work at an organization that is saving the lives of LGBTQ young people across America every day
Your Application

We’re excited to hear from you! To join Team Trevor, please upload a CV/resume and cover letter. Applications without cover letters will not be considered.

APPLY HERE",4.6,"The Trevor Project
4.6","New York, NY","West Hollywood, CA",51 to 200 employees,-1,Nonprofit Organization,Social Assistance,Non-Profit,$10 to $25 million (USD),-1,-1
40,"Business Analyst, Data Platforms",$46K-$87K (Glassdoor est.),"Company Description

Pinto is building the world’s smartest food data platform, with a mission of making food data fully personalized, transparent, and easily accessible for both consumers and businesses alike. Over 40% of Americans now follow a specific dietary eating pattern, and our data platform is organizing the world of food at scale across every dimension that matters to these modern consumers (ingredients, allergies/intolerances, diets, personalized health needs, etc.). The era of personalization is here and we’re building Pinto to power it .

We’re now looking for a Business Analyst (Data Platforms) to join our growing team. In this role you’ll work with our senior data and business leadership to enable better decision-making through the use of analytics, insights, and data-driven models. You’ll work on our core data platform where you’ll help oversee complex integrations with our industry partners, contribute to continual improvements and refinements of our overall data processing pipeline, oversee the expansion of our database and data classifications in line with growing market trends, and much more.

This is an amazing opportunity for someone looking to join in the early stages of a rapidly growing technology startup solving a meaningful problem in food and the broader world of personalization in nutrition and consumer products.

Job Description

What you will be doing
You’ll work on our core data platform which processes large, complex data sets from a variety of sources
You’ll help oversee our end-to-end data pipeline, and will envision new tools and features to continually improve and refine this pipeline
You’ll interpret, analyze, and clearly communicate Pinto’s data and taxonomy structure to internal and external stakeholders
You’ll work with our industry partners to model and help manage complex data integrations
You’ll work with our engineering and product teams to envision new ways of collecting, tagging and classifying product data, and will oversee the implementation of these data processing systems
You’ll collect and distill partner feedback to refine our product objectives
You'll develop data-driven models to support and provide operational recommendations for our overall data collection activities
You’ll work with our product management team to create leverageable collateral to support our data platform, including API documentation, FAQs, presentations, and white papers
You’ll work with our nutrition and food science teams to maintain data checks, data ingestion, and data upkeep across our product database
You’ll collaborate with our engineering team to develop and improve tools to analyze and detect anomalies across our product database
You’ll make data-driven recommendations and help expand the Pinto database to align with growing market trends
Qualifications
3+ years of relevant experience, preferably within a Data/Analytics, Data Integration or Data Project Management role
Experience working with large, complex data sets from a variety of sources
Experience working with Excel (and similar) to create complex data models
Bachelor’s or Master’s degree (Preferable areas of study: Bachelor/Master’s of Computer Science, Data Analytics, Mathematics, Food Science; Bachelor/Master’s of Business Administration with further education or work experience in Data Analytics, Computer Science, or Food Science)
Strong analytical and problem-solving skills, with a desire to understand and interpret simple coding language and database infrastructure
Excellent communication skills, polished customer-facing presentation skills, a positive attitude, and empathy
Self-awareness and a desire to continually learn and improve
Strong attention to detail
Ability to multitask and be flexible in your work
Based in NYC, or able to relocate to NYC
Bonus points for
Experience with or interest in Tableau
Experience with or interest in data engineering
Experience with or interest in data science and/or machine learning
Experience with NoSQL databases and/or RESTful APIs in general
Background in the CPG (Consumer Product) industry
Additional Information

About Us

Pinto is a smarter food data platform, designed for the needs of today's consumers in the world of personalized diet. To do this, we're rapidly bringing the world of food online and making it personalized across every dietary need and preference — everything from general diets like Vegan, Paleo, Keto, Heart Health, and Mediterranean, to the long tail of ingredient and allergen considerations like Lactose Free, Gluten Free, Nut Free, and No Added Sugars. Over 40% of Americans now follow a specific dietary eating pattern, and our data platform is organizing the world of food at scale with partners that include Whole Foods and Kroger.

For businesses, we work with industry partners (retail/CPG) to 1) rapidly digitize large product inventories and 2) organize these inventories across every granular need and preference that matters to a modern consumer — from every allergen and intolerance to the long tail of diets (like Paleo, Gluten-Free, Keto, etc.), conditions, certifications, nutrition preferences and much more.

Current retail partners include Whole Foods, Kroger, and more. Learn more about Pinto and the technologies we power: http://business.pinto.co

See some example searches:

-- Vegan meat substitutes: https://bit.ly/2m14P0P

-- Paleo snack bars: https://bit.ly/2lCOcYS

-- Gluten-free cereals that are also kosher: https://bit.ly/2m1510

Come join us on our mission as we build the future of smart, personalized product data!

All your information will be kept confidential according to EEO guidelines.",-1.0,Pinto,"New York, NY","New York, NY",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1
41,Behavioral Data Analyst,$46K-$87K (Glassdoor est.),"About AB InBev

AB InBev is the leading global brewer and one of the world's top 5 consumer product companies. With over 500 beer brands, we're number one or two in many of the world's top beer markets: North America, Latin America, Europe, Asia, and Africa.

About BEES

ABI Digital is a digital organization within AB InBev building a platform to improve the ways retailers run their businesses and interact with the world's largest brewer. We provide transactional and educational resources to SMB retailers across the world to help reduce the overhead of their day-to-day operations and make their businesses more profitable. Today more than 700,000 SMB retailers, across 18 countries, use the BEES platform to transact with AB InBev and manage their business.

Our team is in search of a Behavioral Data Analyst to be a leader in our data organization and help us change the way retailers interact with AB InBev.

What You'll Do:
Leverage data to conduct analyses on products' new initiatives, strategies and product roadmap. Analytical insights are used to enhance our understanding of user behavior, predict future performance of new cohorts, and personalize products to better target users for new or existing products.
Define product metrics, including Key Performance Indicators, in close partnership with Product strategy and other leaders.
Create dashboards and reports to regularly communicate experimental results, ad-hoc deep dives, and monitor key metrics to internal stakeholders.
Create data pipelines to transform raw application data into a format usable for analysis with the use of SQL and open-sourced pipelining tools.
Present findings to senior management to inform business and product decisions.
Work closely with multiple product managers as thought partners. Collaborate with cross-functional teams like product, engineering, operations, and marketing, finance, growth, and more.
You Have
At least 2-3 years of experience in a quantitative analysis role.
BA/BS/MS in Math, Economics, Statistics, Engineering, Computer Science, or other quantitative field preferred (advanced degrees are a plus).
Advanced SQL expertise; experience in a scripting language for analysis (R, Python, etc) is a plus!
Solid understanding of statistical methods.
Ability to deliver on tight timelines and move quickly while maintaining attention to detail.
Work closely with cross-functional teams to execute on decisions.
Ability to learn new methodologies, adapt to business needs, and to prioritize business goals.
Organized with the ability to work in a self-guided manner, but knows when to ask for help.
Superb communication, collaboration, and organizational skills with a general love of problem solving.",-1.0,AB InBev,"New York, NY","Kyiv, Ukraine",1001 to 5000 employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,-1
42,Data Analyst,$46K-$87K (Glassdoor est.),"Whip Media Group's products, including Mediamorph, TV Time and TheTVDB, offer a data-driven integrated cloud solution that empowers the world's leading entertainment organizations to efficiently acquire, distribute and monetize their content. Together, our companies track billions of consumer actions and financial transactions that accelerate innovation for buyers and sellers of content. Whip Media Group has offices in Los Angeles, New York City and London.


We're looking for a data analyst to join our Business Operations team in New York City! To be successful in this role, you should be detail oriented and highly attentive when working with data sets of varying sizes and kinds. This role will encompass using both our in-house built tools as well as Microsoft Excel for data input, Q/A, and management.

How you will contribute:
Data tracking, maintenance and QA
Data and contract analysis
Data and contract input
Internal and external communication on key statuses, deliverables, and metrics
Ownership of all assigned tasks, with time management and diligence to hit deadlines given
Consistent support to the team and clients through excelling data management
To be successful in this role you'll need:
Bachelor's degree
Strong communication skills and attention to detail
Favorable but not required relevant experience in accounting and or/financial reporting, contract management, or paralegal experience, preferably in the media, broadcast or entertainment industry.
Candidates must have strong computer skills, including strong data entry skills (with an emphasis on accuracy) and strong proficiency using Microsoft Office's Excel, Word and PowerPoint applications
Ability to work within deadlines, exercise good judgment, and maintain client confidentiality
Good pop culture IQ",5.0,"Whip Media Group
5.0","New York, NY","Santa Monica, CA",51 to 200 employees,2016,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1
43,Data Analyst -1+ year Contract - NYC,$46K-$87K (Glassdoor est.),"Title: Data Analyst

Position: 1+ Year Contract

Location: New York city, NY

Rate: $Open

Job Description:
Support the data collection, analysis and management needs for PA Traffic’s Lane Closure System, Analytics dashboards, Traffic Data Management System and Roadway Devices Management System
Coordinate with Traffic Engineering’s staff and other internal and external stakeholders to ensure prompt response to data requests.
Perform ad-hoc analysis and presenting results in a clear manner
Process, cleanse, and verify the integrity of data used for analysis
Perform data mining using scripting language
Extend data with third party sources of information when needed
Enhance data collection procedures to include information that is relevant for building
analytics dashboards
Must report 3-4 days a week at 4 World Trade Center in NY. 1-2 days a week can be from home
Requires a college undergraduate degree in Computer Science or a related degree
Requires 2-4 years of experience
English communication skills must be perfect
1 year contract to start with high change of multi-year approval",4.0,"Two95 International Inc.
4.0","New York, NY","Cherry Hill, NJ",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,-1
44,Data Analyst,$46K-$87K (Glassdoor est.),"Vettery is changing the way people hire and get hired. We use machine learning and real-time data to match talented job-seekers with inspiring companies. Our goal is to enrich and automate the recruiting process, make hiring more rewarding for everyone, and create a happier and more accountable working world.Since launching in 2015, we've made thousands of matches on our marketplace. We're currently working with over 80,000 job-seekers and 20,000 companies, from Fortune 500 giants to startups based out of co-working spaces. We've built powerful machine learning capabilities, and our matching algorithm is becoming more intelligent with each passing day. With an eye on the future, we're expanding our reach across major cities in the US, and around the globe.As Vettery undergoes growth and changes, our Analytics team delivers the data and insights needed across all departments for a data-driven approach to scalability. As a Data Analyst at Vettery, you will work directly with our Director of Analytics to get the right data to the right people, and figure out what 'right' is.Key responsibilities and expectations:* Collaborate with key stakeholders across the company to understand their needs and how we can leverage data to improve their processes* Create reports and dashboards that will give insight into areas previously unexplored, including Product Analytics, Finance Metrics, Marketing Attribution, and more* Support the Director of Analytics in developing data-driven strategic proposals that have far-reaching impacts on the company's growth* Learn! Quickly learn new skills, technologies, and business context. There's nothing you can't do there's only what you can't do yetCandidate Qualifications:* 0-1+ years of experience in analytics (or related field)* Willingness to be hands-on with data and a capacity to build processes* Strong communication skills and a desire to collaborate with others* A passion for improving the recruiting experience* A growth mindset, willingness to learn as you go, and a strong tendency to Google stuff you don't already know!* Experience with Microsoft Excel, including data manipulation, charting, and advanced functions* Experience with SQL and relational database management* Experience working with data visualization is a plus* Knowledge of data analytics environments (python, R) is a plusWith the above said, we understand that no candidate is perfectly qualified for any job and believe that diversity of background and thought makes for better problem solving and creative thinking, which is why we're dedicated to adding new perspectives to the team. Even more important than your resume is a positive attitude, passion for the work, personal drive for growth, and the ability to thrive in a fluid and collaborative environment. We want you to learn new things in this role, and we encourage you to apply even if your experience doesn't align perfectly to what is listed here.Vettery has five key values that are the foundation of our company culture, which every employee embodies:* Positivity - We're positive when things get difficult so we can stay motivated and lift each other up. We're very team focused in everything we do so contagious positive energy is extremely impactful.* Ownership - We take pride in our work and take on a lot of responsibility from day one. All of us have the ability to see how our work and performance impact the success of the business.* Grit - We love getting in the trenches and building from the ground up. Even though we've significantly grown since our tiny startup days, we still have that scrappy mentality and love that there's still a lot to accomplish.* Awareness - We're focused, strategic, and constantly learning from our experiences. Each of us knows what's expected of us as a corporate citizen and within our teams.* Collaboration - We learn from one another and are constantly working with each other, within and across teams. Every team has an impact on others and we take pride in clear lines of communication.Why you'll love working at Vettery:We love coming to work on Monday. It's easy to love the work you do when you see the positive impact it has, and helping someone find their dream job can change their life forever. We believe in our mission, love the work, and have fun doing it together. Plus, coming to work in our sunny Flatiron office is easy when there are so many things to look forward to: Flag Football games, Thursday Game Night, Cross-Team lunches, company happy hours, volunteer events, adorable pups, ping-pong, and your favorite snacks.We know life is about more than just work. We have an open vacation policy so you can take the time you need to relax and rejuvenate, contribute to the cost of insurance coverage (health, vision, and dental), and offer a fully paid 12-week parental leave, 401k, commuter benefits, and gym membership discounts.We invest in your development. A company is only as strong as its team, and we want to help strengthen every member of our team. We give everyone the opportunities and support they need to reach that next professional level through company-sponsored General Assembly classes and conferences, in-house training, a culture of continuous feedback, and the chance to run with projects.We're consistently recognized for our culture. We're listed #5 on Fortune's 60 Best Companies to Work for in New York City, included in Fortune's Best Workplaces in Technology for 2020, and have been previously honored at Crain's Best Places to Work Awards and included in Inc Best Workplaces.Equal Opportunity Employer/Veterans/DisabledVettery values the multitude of talents and perspectives that a diverse workforce brings. All qualified applicants will receive consideration for employment without regard to race, national origin, religion, age, color, sex, sexual orientation, gender identity, disability, or protected veteran status.",3.0,"Vettery
3.0","New York, NY","New York, NY",201 to 500 employees,2013,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,"Hired, Indeed, AngelList",-1
45,Data Analyst,$46K-$87K (Glassdoor est.),"Non-Exempt*
Schedule: Can be 8a.m. – 5p.m. or 7a.m. – 4p.m. Monday - Friday.

Capital Systems Analyst
Overall responsibilities include providing systems support for the capital and project management systems within ***.

Roles and Responsibilities:

• Capital Systems Administration (Planview Enterprise One, Lean Kit, Project Place, Other)
• License and user permission management
• Functional configuration of Planview or other Capital Systems
• Administer Capital Systems SOX compliance process
• ServiceNow queue management and ticket resolution including working with IT on technical issues.
• Execute monthly financial uploads into Planview
• Provide System Help to users as well as training and job aids on Capricorn systems
• MS Power BI dashboard and reporting development and maintenance
• Participate on Capital Systems projects
• Create and upkeep work instructions and training documents
• Provide training to users
• Translate needs and best practices into tools & systems
• Facilitate continuous improvement of available tools and methods

Deliverables:

• Process improvement across the Capital Systems environment
• Capital System's administration
• Capital reporting and analysis
• Structure and methodology for document control and sharing
• Ongoing systems care to ensure continued value for ***

Education and Experience
• 3+ years of experience, preferably with software/ systems.
• 4-year degree
• Demonstrated system skills and knowledge
• Understanding of Capital projects, Project Management

Required Skills:

• Advanced Excel Skills including data analysis, formula functions, pivot tables, etc
• Quick Learner, self-starter.
• Technical curiosity for system capabilities. Ability to come up with innovative solutions.
• MS Power BI Dashboard development
• High attention to detail
• Problem solving and decision making

Desired Skills:

• SharePoint expertise
• Excel Macros, VBA
• MS Project experience
• ServiceNow queue management
• Basic Financial skills, especially in project costing
• Planview (Enterprise One, Lean Kit, Project Place) knowledge
• SQL Reporting
• Ability to Train others

Nesco Resource is an equal employment opportunity employer and does not discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity, national origin, disability, age, or veteran status, or any other legally protected characteristics with respect to employment opportunities.",2.9,"Nesco Resource, LLC
2.9","New York, NY","Cleveland, OH",1001 to 5000 employees,1956,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),-1,-1
46,Advertising Data Analyst,$46K-$87K (Glassdoor est.),"Advertising Data AnalystHearst Television is seeking an Advertising Data Analyst to join our team.The candidate will be responsible for:? Collaborating with sales, tech and product teams to design, implement and refine state-of-the-art digital dashboards.? Helping to define and drive Hearst Television's data visualization and presentation strategy.? Evaluating existing data sources and related products on a regular basis, performing QA and health checks to ensure data integrity.? Performing ad hoc analysis to support our local sales staff, as well as creating custom visualizations as needed.? Helping to evangelize sales reporting needs and priorities to the product and tech teams.? Defining UI specs and user experience, managing related vendors and scope of work.? Interpreting data to inform decisions and tell accurate stories to our advertisers.Knowledge:? Experience collecting, integrating, and manipulating new data to be fed into BI tools or data lakes and a basic understanding of data storage and retrieval architecture.? Strong experience with data analysis and visualization software, e.g. Google BigQuery, Power BI, Domo, Tableau or similar.? SQL, R or other analysis language proficiency preferred.? Experience with digital ad campaign/DMP reporting platforms and metrics.Skills and Abilities:? Strong analytical mindset with a passion for investigative analysis.? Ability to communicate and document processes and analysis, and clearly communicate results to technical and non-technical teammates.? Comfortable interacting with sales teams and occasionally with external clients.? A high level of organization and prioritization; must be able to assess and assign priority to multiple goals, and clearly communicate timelines.? Proven ability to multitask in a fast paced, fluid environment.Experience:? 3 - 5 years experience in a digital analytics or digital ad campaign analysis role.? Project management and goal-setting experience within a digital analytics or analysis environment.Education:Bachelor's degree in relevant field or equivalent experience required.",4.0,"Hearst Communications
4.0","New York, NY","San Francisco, CA",1 to 50 employees,-1,Company - Private,Advertising & Marketing,Business Services,Less than $1 million (USD),-1,-1
47,Data Analyst,$46K-$87K (Glassdoor est.),"MediaMath is a leading global independent advertising technology company, working with brands and agencies. We created the first software for real-time media buying in 2007 and today work with over two-thirds of the Fortune 500 and more than 3,500 brands and their agency partners to grow and deepen direct customer relationships.

We have recently launched SOURCE by MediaMath which provides our clients with the most trusted, efficient, and effective way to connect their brands with consumers: real impressions on real media properties with policies and practices that respect the humans behind billions of screens and speakers every day.

We need talent like you to fuel this next-generation ecosystem.

Key Responsibilities:
MediaMath's Account Analytics team is currently seeking a Data Analyst with the knowledge, passion and capability to mine complex datasets, discover and deliver insights that drive value for our clients. The Analytics team fulfills customers' advanced analytics and reporting needs through custom reports and analyses, advanced statistical applications, predictive modelling and interactive web dashboards to help clients effectively manage campaigns and optimize performance. This role, on the Account Analytics team within the Analytics team, will extend that value proposition to more custom, client-specific initiatives. The ideal candidate has the appropriate blend of technical capabilities, business acumen and analytical skills to manage a team of analysts that focus on the challenges of our biggest clients and uncover actionable insights that drive revenue.

You will:
Develop a deep understanding of the MediaMath databases collection process and architecture of databases
Partner with the account and sales team to identify client's analytical and reporting needs and present solutions
Create materials (client facing and internal) that package and promote Analytics offerings.
Design innovative, new and exciting reports and analyses and fully own projects from scope to execution
Articulate results of data analysis to clients, stakeholders and internal groups; translate technical results to a non-technical audience.
Be fully autonomous and self-motivated in making processes as efficient as possible
QA all of their own work in addition to reviewing their team member's code to promote knowledge sharing
Maintain a high level of pride in their own work, always looking to improve current processes and widen scope

You are:
An excellent problem-solver and have superior analytical skills
Good with multi-tasking, time management and prioritizing projects and deliverables
A strong communicator ability to distill key ideas for a non-mathematical audience
Comfortable working in a fast-paced, fun, and entrepreneurial environment
Collaborative and team focused
Experienced in working with disparate reporting systems within an organization
Experienced in working with Analytics contacts at agencies/brands directly
You have:
Bachelor Degree or higher, preferably with a concentration in a computational field such as Computer Science, Mathematics, Statistics, Physics, Engineering; Masters Degree preferred
1 - 2 years of experience working with large data sets or relational databases; Marketing experience a plus
Strong SQL and Python programming; experience of at least one big data technology, e.g. MapReduce, Hadoop, Hive, Spark, Pig, AWS/S3 a plus
Excellent problem-solving capabilities and superior analytical skills

Why We Work at MediaMath

We are restless innovators, smart, passionate and kind. At the heart of our culture are six values that provide a framework for how we approach our work and the world: Teams Win, Scale + Innovation, Obsess Over Learning & Growth, Align then Execute, Do Good Better and Embrace the Journey. These values inform how we energize one another and engage with our clients. They get us amped to come to work. And, let's face it, so do the free snacks, great benefits, and unlimited vacation.

We were named a Leader in both the 2018 and 2019 Gartner Magic Quadrants for Ad Tech, won four awards from the IAB for Sales, Service and Education Excellence, and received Best DMP in the 2019 Digiday Technology Awards. We have offices in 16 cities worldwide and are headquartered in New York City.

MediaMath is committed to equal employment opportunity. It is a fundamental principle at MediaMath not to discriminate against employees or applicants for employment on any legally-recognized basis including, but not limited to: age, race, creed, color, religion, national origin, sexual orientation, sex, disability, predisposing genetic characteristics, genetic information, military or veteran status, marital status, gender identity/transgender status, pregnancy, childbirth or related medical condition, and other protected characteristic as established by law.",3.6,"MediaMath
3.6","New York, NY","New York, NY",501 to 1000 employees,2007,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),"Criteo, AppNexus, dataxu",True
48,Market Data Reporting Analyst,$46K-$87K (Glassdoor est.),"Employment PermanentApply
Start Date Immediately
Location New York, NY
Openings 1
Jordan & Jordan is expanding their Market Data team with the addition of a Market Data Reporting Analyst. This is an excellent opportunity for a client focused data professional who is interested in growing their career in market data where personal growth in an intellectually challenging environment would be achieved. This role combines market data usage, technology, compliance and customer facing.
Responsibilities
Liaise between MDR clients and the various exchanges/vendors; proactively investigate changing policies/procedures and analyze the impact of future changes on the system
Facilitate the reporting process for all MDR Clients while monitoring for inconsistencies or significant variances
Interact with clients regarding MDR specific questions, requests, and/or issues
Oversee client relationship management, main point of contact for all client communications
Report usage to respective exchanges and third parties based on applicable reporting policies including netting and role-based waivers
Review submitted reporting for discrepancies
Interact with licensing team to ensure technology solutions are consistent with changing regulations
Manage two market data analysts – ensuring business as usual processing
Handle client MISU and quote meter audits
Attend all market data meetings /conference calls and provide product information
Keep Market Data team informed of client feedback to aid in enhancing or adjusting product features
Provide J&J technology team with client reporting rules for product modifications
Participate in proof of concept roll out with new clients ensuring client needs are accommodated

Requirements
2 to 5 years’ experience in market data role, preferably at a financial services firm
Knowledge of market data trading flow, vendors data and exchanges
Market data inventory management experience - MDM or FITS
Technology skills required: Word, Excel, PowerPoint, SQL
Excellent verbal and written communication skills
Strong analytical and problem-solving skills
Tenacity to work well under pressure
Ability to multi-task and meet identified deadlines
Bachelors’ degree",4.9,"Jordan & Jordan
4.9","New York, NY","New York, NY",1 to 50 employees,1990,Company - Private,Brokerage Services,Finance,Unknown / Non-Applicable,-1,-1
49,"Senior Analyst, Data Science",$46K-$87K (Glassdoor est.),"The Role:

Roku is looking for a Senior Analyst in Advertising Inventory Analytics to play an instrumental role in helping Roku understand its users in the advertising ecoystesm. This role is critical to helping Roku understand its users through A/B testing, deep dive analyses, forecasting, and predictive analytics. Additionally, the successful analyst will be able to tell a compelling data story that reads beyond the numbers and provides strategic insights.

Responsibilities:
Analyze and collaborate cross-functionally to measure reach across the Roku advertising ecosystem
Work with inventory team to improve supply utilization, optimize supply-side distribution and improve effectiveness of inventory sourcing.
Work with analytics leads and cross-functional teams to champion a hypothesis-driven culture that rapidly tests, measures and iterates.
Develop reports and provide insights to help Publisher Ad Solutions team be effective and nimble. Create output that tells the story behind the data to non-technical team members.
Actively make recommendations to the inventory team on tactical and strategic initiatives
Play a crucial role in developing, maintaining, and socializing clear metric definitions
Act as a strategic partner with the Publisher Ad Solutions team to set and deliver on actionable goals and provide strategic guidance on data-driven decisions
Identifying new levers to help move key metrics
Technical Experience/Qualifications:
5+ years relevant experience in advertising/yield analytics supporting a revenue operations organization
Deep understanding of advertising ecosystem (i.e. DSPs, SSPs, etc.)
Expert in A|B test design
Experience working within and structuring very large data warehouses (i.e., 'Big Data)
Knowledge of statistical distributions and predictive modeling techniques
Expert abilities in SQL
Experience coding in R or Python
Experience creating data visualizations in Tableau, Looker, or other modern visualization tools
Proven track record of defining and executing key analyses with minimal supervision
Educational background in math, physics, economics, or computer science
#LI-SS1",3.9,"Roku
3.9","New York, NY","San Jose, CA",1001 to 5000 employees,2002,Company - Public,IT Services,Information Technology,$500 million to $1 billion (USD),-1,-1
