model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 C Class,2015,18498,Semi-Auto,29817,Diesel,30,64.2,2.1
 C Class,2015,15298,Semi-Auto,59925,Hybrid,0,134.5,2.0
 C Class,2016,17400,Automatic,27036,Hybrid,0,134.5,2.0
 E Class,2018,21495,Semi-Auto,36563,Diesel,150,72.4,2.0
 GLA Class,2017,19499,Semi-Auto,19204,Diesel,145,64.2,2.1
 GLC Class,2019,34990,Semi-Auto,8048,Diesel,145,56.5,2.1
 C Class,2019,26999,Semi-Auto,3218,Diesel,145,58.9,1.6
 C Class,2019,30499,Semi-Auto,11159,Diesel,145,54.3,2.0
 C Class,2019,25799,Automatic,7508,Diesel,145,64.2,2.0
 C Class,2017,18999,Semi-Auto,9198,Petrol,145,50.4,2.0
 C Class,2019,31299,Semi-Auto,4233,Diesel,145,64.2,2.0
 GLA Class,2016,18750,Semi-Auto,30142,Diesel,125,56.5,2.1
 C Class,2017,23295,Automatic,25876,Diesel,125,58.9,2.1
 C Class,2019,31995,Semi-Auto,7992,Diesel,145,57.7,2.0
 GLC Class,2016,25299,Semi-Auto,32000,Diesel,125,56.5,2.1
 A Class,2018,20995,Semi-Auto,9654,Petrol,145,53.3,1.3
 C Class,2017,24995,Automatic,19500,Diesel,150,58.9,2.1
 GLA Class,2019,25995,Semi-Auto,4538,Petrol,150,48.7,1.6
 A Class,2019,27995,Semi-Auto,1989,Petrol,150,45.6,2.0
 GLA Class,2019,23995,Semi-Auto,12493,Petrol,150,50.4,1.6
 C Class,2017,23995,Semi-Auto,14120,Diesel,20,67.3,2.1
 CL Class,2015,15995,Semi-Auto,26000,Diesel,20,62.8,2.1
 GLS Class,2016,36495,Semi-Auto,33000,Diesel,300,37.2,3.0
 C Class,2017,22495,Automatic,12028,Diesel,145,58.9,2.1
 E Class,2019,24995,Semi-Auto,14808,Diesel,145,67.3,2.0
 GLE Class,2016,31995,Semi-Auto,2933,Diesel,200,47.9,2.1
 S Class,2019,59995,Automatic,2000,Diesel,145,48.7,3.0
 C Class,2019,28995,Automatic,4505,Diesel,145,61.4,2.0
 E Class,2019,45995,Automatic,922,Diesel,145,47.1,3.0
 S Class,2019,55995,Automatic,100,Diesel,145,52.3,3.0
 E Class,2019,24995,Semi-Auto,5352,Diesel,145,67.3,2.0
 B Class,2019,24995,Semi-Auto,3925,Diesel,145,55.4,2.0
 S Class,2018,89995,Semi-Auto,2928,Petrol,145,31.7,4.0
 C Class,2017,20995,Semi-Auto,19750,Diesel,125,58.9,2.1
 C Class,2017,46995,Semi-Auto,24347,Petrol,145,32.8,4.0
 GLE Class,2019,52495,Semi-Auto,6880,Diesel,145,32.8,3.0
 E Class,2019,44995,Semi-Auto,750,Diesel,145,47.1,3.0
 GLC Class,2019,39995,Semi-Auto,4750,Diesel,145,40.9,2.0
 C Class,2019,32995,Semi-Auto,4500,Diesel,145,64.2,2.0
 CL Class,2017,33995,Automatic,11043,Petrol,145,40.9,2.0
 GLA Class,2016,21750,Automatic,3160,Diesel,125,56.6,2.1
 CL Class,2018,19695,Automatic,19193,Petrol,145,53.3,1.6
 GLC Class,2016,24500,Automatic,20242,Diesel,125,56.5,2.1
 SLK,2015,16995,Automatic,14125,Petrol,145,47.9,2.0
 E Class,2017,22750,Automatic,20737,Diesel,145,65.7,2.0
 C Class,2017,24750,Automatic,14776,Petrol,145,44.1,2.0
 A Class,2017,27750,Automatic,17726,Petrol,145,40.9,2.0
 C Class,2018,19995,Automatic,2077,Diesel,145,65.7,1.6
 C Class,2019,36995,Automatic,100,Petrol,145,44.1,1.5
 E Class,2019,36500,Automatic,3877,Petrol,145,33.7,2.0
 C Class,2019,37250,Automatic,3147,Diesel,145,61.4,2.0
 A Class,2017,18995,Semi-Auto,23130,Diesel,20,68.9,2.1
 A Class,2017,15995,Semi-Auto,38530,Diesel,145,68.9,2.1
 GLC Class,2016,21995,Semi-Auto,44759,Diesel,125,56.5,2.1
 GLA Class,2016,17995,Automatic,56564,Diesel,30,64.2,2.1
 GLC Class,2018,34995,Automatic,5551,Diesel,145,56.5,2.1
 SL CLASS,2019,34000,Automatic,1001,Petrol,145,47.1,2.0
 C Class,2019,19995,Automatic,13071,Petrol,145,46.3,1.5
 C Class,2019,31799,Semi-Auto,6805,Petrol,145,42.2,2.0
 C Class,2019,23295,Semi-Auto,15312,Diesel,145,61.4,2.0
 C Class,2019,23995,Automatic,14141,Petrol,145,46.3,1.5
 V Class,2019,44999,Semi-Auto,3337,Diesel,145,44.8,2.2
 B Class,2019,21499,Semi-Auto,14875,Petrol,145,45.6,1.3
 E Class,2019,25795,Automatic,11268,Diesel,145,72.4,2.0
 C Class,2017,18299,Semi-Auto,36152,Petrol,145,50.4,2.0
 C Class,2019,31499,Automatic,3010,Diesel,145,57.7,2.0
 E Class,2018,22999,Automatic,13284,Diesel,145,72.4,2.0
 E Class,2018,24950,Semi-Auto,999,Diesel,145,54.3,2.0
 C Class,2017,19999,Semi-Auto,9453,Diesel,145,64.2,2.1
 E Class,2017,24299,Semi-Auto,20000,Diesel,145,54.3,3.0
 C Class,2017,20799,Automatic,40355,Petrol,160,44.1,2.0
 B Class,2019,24499,Semi-Auto,1700,Diesel,145,55.4,2.0
 E Class,2019,31995,Automatic,5853,Diesel,145,45.6,2.0
 V Class,2019,44999,Automatic,492,Diesel,145,36.2,2.0
 V Class,2019,46499,Automatic,999,Diesel,145,36.7,2.0
 E Class,2017,26995,Semi-Auto,29900,Diesel,145,70.6,2.0
 E Class,2017,19795,Semi-Auto,18057,Diesel,145,67.3,2.0
 C Class,2016,16750,Automatic,24909,Diesel,30,64.2,1.6
 A Class,2018,19250,Automatic,12451,Diesel,145,68.9,1.5
 A Class,2018,18995,Automatic,10064,Diesel,145,65.7,1.5
 C Class,2018,23500,Automatic,4368,Petrol,145,44.1,1.5
 C Class,2019,26995,Automatic,12725,Petrol,145,45.6,1.5
 A Class,2019,24250,Automatic,3981,Petrol,145,53.3,1.3
 E Class,2019,33285,Automatic,5163,Diesel,145,42.8,2.0
 GLA Class,2020,25299,Semi-Auto,99,Petrol,145,37.2,1.6
 GLA Class,2020,22999,Semi-Auto,99,Petrol,145,44.8,1.6
 GLA Class,2016,19999,Semi-Auto,26554,Diesel,125,56.5,2.1
 A Class,2016,16500,Automatic,28507,Diesel,20,68.9,2.1
 GLC Class,2017,25995,Semi-Auto,38941,Diesel,145,56.5,2.1
 GLC Class,2017,26995,Automatic,25497,Diesel,150,56.5,2.1
 E Class,2019,24250,Automatic,11210,Diesel,150,72.4,2.0
 A Class,2018,16750,Manual,20536,Petrol,150,49.6,1.6
 GLC Class,2016,27995,Semi-Auto,25680,Diesel,125,56.5,2.1
 GLC Class,2019,41995,Semi-Auto,1367,Diesel,150,40.4,2.0
 E Class,2018,35995,Automatic,8396,Diesel,150,41.5,3.0
 B Class,2019,25995,Automatic,2001,Diesel,150,55.4,2.0
 A Class,2018,19750,Automatic,9805,Petrol,145,53.3,1.3
 B Class,2019,25950,Automatic,3168,Diesel,145,55.4,2.0
 CL Class,2019,29299,Automatic,999,Petrol,145,44.1,1.3
 GLA Class,2019,27499,Automatic,999,Petrol,145,35.8,1.6
 C Class,2019,29950,Automatic,4951,Diesel,145,64.2,2.0
 C Class,2019,31799,Automatic,999,Petrol,145,46.3,1.5
 CLS Class,2019,38999,Automatic,999,Diesel,145,45.6,2.0
 C Class,2019,31999,Automatic,999,Diesel,145,51.4,2.0
 A Class,2019,22799,Manual,999,Petrol,145,47.1,1.3
 C Class,2019,31995,Automatic,999,Diesel,145,64.2,2.0
 C Class,2017,18299,Semi-Auto,8552,Petrol,145,50.4,2.0
 C Class,2019,21749,Automatic,5184,Petrol,145,44.1,1.5
 CL Class,2015,17495,Semi-Auto,36273,Diesel,20,70.6,2.1
 A Class,2017,14500,Semi-Auto,31308,Petrol,125,53.3,1.6
 GLA Class,2016,17000,Manual,4942,Diesel,20,64.2,2.1
 GLA Class,2018,21500,Semi-Auto,14428,Diesel,145,56.5,2.1
 A Class,2018,19995,Automatic,6419,Diesel,145,65.7,1.5
 A Class,2017,17500,Automatic,26986,Diesel,145,74.3,1.5
 GLC Class,2016,26000,Semi-Auto,31726,Diesel,125,56.5,2.1
 E Class,2018,23995,Semi-Auto,9445,Diesel,145,72.4,2.0
 A Class,2019,25495,Manual,1001,Petrol,145,47.1,1.3
 C Class,2017,23999,Automatic,32688,Petrol,200,40.9,2.0
 E Class,2019,25299,Semi-Auto,8136,Diesel,145,72.4,2.0
 C Class,2019,26999,Semi-Auto,6155,Diesel,145,61.4,2.0
 C Class,2015,14999,Manual,42785,Diesel,20,68.9,2.1
 C Class,2017,33499,Semi-Auto,30968,Petrol,145,35.3,3.0
 GLA Class,2015,17350,Semi-Auto,43894,Diesel,125,55.4,2.1
 C Class,2018,21500,Automatic,15922,Diesel,145,60.1,2.1
 C Class,2018,24750,Automatic,14788,Petrol,145,46.3,1.5
 E Class,2017,24500,Automatic,8674,Diesel,145,65.7,2.0
 E Class,2018,28750,Semi-Auto,12313,Diesel,145,51.4,3.0
 GLC Class,2019,28299,Semi-Auto,12329,Diesel,145,41.5,2.1
 C Class,2018,23299,Semi-Auto,17000,Diesel,145,67.3,2.1
 B Class,2018,16799,Semi-Auto,18304,Diesel,145,68.9,2.1
 GLC Class,2020,41995,Semi-Auto,999,Diesel,145,40.9,2.0
 C Class,2016,21995,Semi-Auto,18998,Petrol,150,49.6,2.0
 SL CLASS,2017,21250,Semi-Auto,23407,Diesel,30,70.6,2.1
 GLA Class,2016,17450,Semi-Auto,41325,Diesel,125,56.5,2.1
 GLC Class,2017,26995,Semi-Auto,17987,Diesel,125,56.5,2.1
 GLA Class,2015,17995,Semi-Auto,37291,Diesel,150,55.4,2.1
 A Class,2017,13495,Manual,30000,Petrol,150,51.4,1.6
 C Class,2017,19545,Semi-Auto,32000,Diesel,30,61.4,2.1
 C Class,2017,18750,Semi-Auto,30000,Diesel,150,65.7,1.6
 C Class,2017,20995,Semi-Auto,14800,Diesel,125,58.9,2.1
 C Class,2015,16995,Manual,15000,Diesel,20,68.9,2.1
 CL Class,2014,16401,Semi-Auto,41000,Diesel,30,62.8,2.1
 GLA Class,2017,19701,Semi-Auto,18000,Petrol,145,43.5,2.0
 E Class,2016,19701,Semi-Auto,14123,Diesel,30,65.7,2.0
 GLC Class,2016,26001,Semi-Auto,34358,Diesel,125,56.5,2.1
 A Class,2019,20001,Semi-Auto,3900,Petrol,145,28.5,1.3
 C Class,2018,22201,Semi-Auto,22318,Diesel,145,67.3,2.1
 C Class,2016,16999,Automatic,25448,Petrol,125,51.4,2.0
 GLC Class,2018,25980,Semi-Auto,27297,Diesel,145,56.5,2.1
 E Class,2016,22999,Semi-Auto,16257,Diesel,20,72.4,2.0
 GLA Class,2019,24799,Semi-Auto,11229,Petrol,145,36.2,1.6
 C Class,2019,31650,Automatic,7546,Petrol,145,44.1,2.0
 C Class,2017,17750,Automatic,15500,Diesel,20,65.7,2.1
 B Class,2019,22400,Automatic,13866,Petrol,145,45.6,1.3
 GLA Class,2016,18995,Semi-Auto,37279,Petrol,200,43.5,2.0
 GLA Class,2016,19495,Semi-Auto,23143,Diesel,125,56.5,2.1
 C Class,2016,19995,Semi-Auto,17560,Petrol,145,49.6,2.0
 E Class,2020,45499,Semi-Auto,999,Diesel,145,41.5,3.0
 E Class,2019,30999,Semi-Auto,10676,Diesel,145,70.6,2.0
 E Class,2019,34799,Automatic,5000,Diesel,145,45.6,2.0
 GLC Class,2019,33499,Automatic,999,Diesel,145,44.8,2.0
 C Class,2019,31499,Automatic,2206,Diesel,145,61.4,2.0
 E Class,2016,17490,Semi-Auto,54280,Diesel,20,72.4,2.0
 A Class,2017,16300,Manual,25652,Diesel,30,62.8,2.1
 CL Class,2017,20991,Semi-Auto,22000,Diesel,125,58.9,2.1
 A Class,2016,14606,Manual,51398,Diesel,20,68.9,1.5
 C Class,2019,23825,Automatic,11135,Petrol,145,44.1,1.5
 C Class,2019,28880,Automatic,8439,Diesel,145,57.7,2.0
 E Class,2019,28850,Semi-Auto,11354,Diesel,145,58.9,2.0
 C Class,2017,15450,Semi-Auto,36368,Diesel,20,65.7,2.1
 GLE Class,2016,23990,Semi-Auto,48036,Diesel,200,47.9,2.1
 GLA Class,2016,18290,Semi-Auto,19692,Diesel,125,56.6,2.1
 C Class,2017,23890,Semi-Auto,23479,Petrol,145,42.2,2.0
 C Class,2019,30845,Automatic,2065,Diesel,145,64.2,2.0
 C Class,2019,46755,Automatic,168,Petrol,145,29.7,3.0
 A Class,2019,23904,Automatic,1963,Diesel,145,56.5,2.0
 A Class,2019,33995,Automatic,1550,Petrol,145,35.3,2.0
 C Class,2019,30675,Automatic,1550,Diesel,145,64.2,2.0
 E Class,2019,34630,Automatic,3752,Diesel,145,42.8,2.0
 C Class,2016,16215,Semi-Auto,43559,Diesel,20,64.2,2.1
 CL Class,2016,16545,Semi-Auto,30050,Diesel,20,67.3,2.1
 GLC Class,2017,28910,Automatic,24187,Diesel,145,56.5,2.1
 C Class,2019,19394,Semi-Auto,14203,Petrol,145,46.3,1.5
 C Class,2016,17991,Automatic,29446,Petrol,160,44.8,2.0
 CL Class,2014,13620,Semi-Auto,78791,Diesel,30,62.8,2.1
 A Class,2015,11281,Manual,49316,Diesel,30,64.2,2.1
 E Class,2018,27971,Semi-Auto,24874,Petrol,150,40.4,2.0
 CL Class,2016,18750,Semi-Auto,36000,Diesel,125,58.9,2.1
 C Class,2014,11000,Semi-Auto,71892,Diesel,145,56.5,2.1
 A Class,2016,17000,Semi-Auto,21067,Diesel,20,68.9,2.1
 CL Class,2016,19995,Semi-Auto,19849,Diesel,125,58.9,2.1
 C Class,2015,16617,Automatic,27080,Diesel,30,64.2,2.1
 A Class,2014,12360,Automatic,24632,Diesel,20,68.9,2.1
 C Class,2018,21960,Semi-Auto,31639,Diesel,145,64.2,2.0
 C Class,2015,17441,Semi-Auto,49910,Diesel,125,60.1,2.1
 C Class,2017,31741,Semi-Auto,13500,Petrol,145,35.3,3.0
 GLE Class,2018,38881,Semi-Auto,13758,Petrol,145,31.7,3.0
 C Class,2013,9991,Manual,39187,Petrol,160,46.3,1.6
 CL Class,2016,19791,Automatic,6951,Petrol,200,42.8,2.0
 GLE Class,2017,28360,Automatic,28939,Diesel,145,42.8,3.0
 GLA Class,2016,18750,Semi-Auto,28130,Diesel,125,56.6,2.1
 A Class,2017,29750,Semi-Auto,14892,Petrol,200,40.9,2.0
 GLA Class,2019,21810,Semi-Auto,1550,Petrol,145,44.8,1.6
 GLC Class,2019,27950,Semi-Auto,2901,Diesel,150,41.5,2.0
 E Class,2016,21995,Semi-Auto,40100,Petrol,165,43.5,2.0
 GLC Class,2017,22495,Semi-Auto,33495,Diesel,125,56.5,2.1
 CL Class,2016,14500,Semi-Auto,87571,Diesel,20,67.3,2.1
 A Class,2018,16991,Manual,13324,Petrol,145,51.4,1.6
 C Class,2016,18249,Automatic,36077,Diesel,30,64.2,2.1
 C Class,2017,22479,Semi-Auto,30200,Diesel,145,67.3,2.1
 C Class,2015,15849,Semi-Auto,44012,Diesel,30,64.2,2.1
 GLC Class,2017,21449,Semi-Auto,61954,Diesel,125,56.5,2.1
 B Class,2015,13250,Semi-Auto,13008,Diesel,20,68.9,2.1
 E Class,2019,25295,Semi-Auto,14973,Diesel,145,65.7,2.0
 C Class,2018,26995,Semi-Auto,11209,Diesel,145,56.5,2.0
 GLA Class,2016,16495,Automatic,45519,Diesel,125,56.5,2.1
 A Class,2017,14295,Manual,21899,Petrol,125,51.4,1.6
 E Class,2018,21995,Semi-Auto,26569,Diesel,145,72.4,2.0
 GLC Class,2018,25995,Semi-Auto,11690,Diesel,145,56.5,2.1
 C Class,2017,22995,Automatic,20362,Diesel,145,65.7,2.1
 GLE Class,2017,29462,Automatic,17440,Diesel,145,47.9,2.1
 C Class,2017,31692,Automatic,38545,Petrol,145,35.3,3.0
 S Class,2018,45842,Semi-Auto,5147,Diesel,145,52.3,3.0
 E Class,2018,21386,Semi-Auto,22264,Diesel,145,65.7,2.0
 A Class,2017,14891,Manual,24945,Diesel,20,72.4,1.5
 SL CLASS,2017,18152,Semi-Auto,43074,Petrol,145,48.7,1.6
 C Class,2017,16491,Semi-Auto,32434,Diesel,150,64.2,2.1
 GLE Class,2017,27690,Semi-Auto,24915,Diesel,145,47.9,2.1
 C Class,2016,22999,Semi-Auto,26673,Diesel,20,67.3,2.1
 CL Class,2017,19990,Semi-Auto,20992,Diesel,125,58.9,2.1
 C Class,2017,23995,Automatic,14952,Petrol,145,42.2,2.0
 C Class,2015,14295,Semi-Auto,42618,Diesel,20,65.7,2.1
 C Class,2016,22491,Semi-Auto,26630,Diesel,20,67.3,2.1
 GLA Class,2015,16993,Automatic,37115,Diesel,125,55.4,2.1
 C Class,2017,20495,Semi-Auto,12505,Diesel,125,60.1,2.1
 A Class,2014,11995,Manual,41737,Diesel,20,70.6,1.5
 C Class,2016,16495,Semi-Auto,28304,Diesel,30,65.7,1.6
 C Class,2017,20495,Semi-Auto,13400,Petrol,125,51.4,2.0
 GLA Class,2017,18495,Semi-Auto,29036,Diesel,125,56.5,2.1
 GLA Class,2015,15689,Semi-Auto,42689,Diesel,125,55.4,2.1
 E Class,2019,52732,Semi-Auto,7218,Petrol,145,32.1,3.0
 V Class,2019,44490,Automatic,1002,Diesel,145,36.2,2.0
 CLS Class,2017,24913,Automatic,19926,Diesel,160,51.4,3.0
 GLC Class,2018,29062,Semi-Auto,26500,Diesel,145,56.5,2.1
 GLC Class,2018,29112,Automatic,16729,Diesel,145,56.5,2.1
 C Class,2017,27526,Automatic,15958,Petrol,260,36.2,3.0
 B Class,2020,25931,Semi-Auto,10,Diesel,145,55.4,2.0
 E Class,2020,40411,Semi-Auto,2004,Diesel,145,42.8,2.0
 A Class,2016,20152,Semi-Auto,19391,Petrol,200,42.8,2.0
 B Class,2020,26491,Semi-Auto,3378,Diesel,145,55.4,2.0
 GLC Class,2019,38790,Automatic,7318,Diesel,145,40.9,2.0
 C Class,2019,41870,Automatic,7226,Diesel,145,54.3,2.0
 V Class,2019,49991,Automatic,10,Diesel,145,36.7,2.0
 C Class,2017,17973,Semi-Auto,69791,Hybrid,0,74.3,2.1
 E Class,2017,21832,Semi-Auto,32232,Diesel,145,61.4,2.0
 C Class,2016,16991,Semi-Auto,28500,Diesel,20,64.2,2.1
 C Class,2019,38596,Semi-Auto,2055,Petrol,145,30.4,3.0
 C Class,2019,28382,Automatic,12585,Diesel,145,64.2,2.0
 E Class,2017,17650,Semi-Auto,59397,Diesel,20,72.4,2.0
 A Class,2019,21250,Manual,5132,Petrol,145,47.1,1.3
 E Class,2017,25450,Semi-Auto,19780,Diesel,30,61.4,2.0
 GLA Class,2019,24999,Semi-Auto,11564,Petrol,145,36.2,1.6
 CLS Class,2018,21250,Semi-Auto,30320,Diesel,145,57.7,2.1
 A Class,2020,26325,Semi-Auto,1550,Petrol,145,28.5,1.3
 A Class,2020,26375,Semi-Auto,1550,Petrol,145,28.5,1.3
 C Class,2019,25695,Semi-Auto,2000,Petrol,145,46.3,1.5
 A Class,2019,20160,Manual,10472,Petrol,145,47.1,1.3
 GLC Class,2019,34950,Semi-Auto,9551,Diesel,145,56.5,2.1
 C Class,2020,29999,Semi-Auto,100,Diesel,145,53.3,2.0
 E Class,2019,31745,Automatic,4282,Diesel,145,45.6,2.0
 E Class,2019,27679,Semi-Auto,8120,Diesel,145,65.7,2.0
 C Class,2017,18358,Automatic,39413,Diesel,125,58.9,2.1
 A Class,2020,27346,Semi-Auto,1550,Petrol,145,53.3,1.3
 C Class,2019,31009,Automatic,2900,Diesel,145,51.4,2.0
 E Class,2019,33750,Automatic,2877,Diesel,145,45.6,2.0
 C Class,2019,29903,Automatic,1664,Diesel,145,61.4,2.0
 E Class,2019,34335,Automatic,5812,Diesel,145,42.8,2.0
 A Class,2020,26841,Semi-Auto,2284,Petrol,145,53.3,1.3
 C Class,2015,16122,Semi-Auto,46522,Diesel,30,64.2,1.6
 E Class,2019,25346,Semi-Auto,15336,Diesel,145,67.3,2.0
 E Class,2019,25966,Semi-Auto,6122,Diesel,145,72.4,2.0
 SL CLASS,2019,29612,Automatic,8249,Petrol,145,47.1,2.0
 E Class,2019,38780,Automatic,6012,Diesel,145,57.7,2.0
 B Class,2019,23480,Automatic,10,Diesel,145,55.4,2.0
 E Class,2019,36395,Automatic,1550,Diesel,145,57.7,2.0
 E Class,2019,25102,Automatic,11815,Diesel,145,72.4,2.0
 C Class,2019,24626,Automatic,14923,Diesel,145,58.9,2.0
 B Class,2019,22176,Automatic,11144,Petrol,145,45.6,1.3
 SL CLASS,2019,51096,Semi-Auto,2281,Petrol,145,36.7,3.0
 C Class,2019,28896,Automatic,5044,Diesel,145,61.4,2.0
 GLA Class,2017,20562,Semi-Auto,11759,Diesel,145,64.2,2.1
 B Class,2017,13862,Manual,16941,Diesel,145,68.9,1.5
 CL Class,2019,27380,Automatic,6005,Petrol,145,39.8,2.0
 SL CLASS,2019,80650,Automatic,221,Petrol,145,28.0,5.5
 GLA Class,2019,29491,Automatic,807,Petrol,145,35.8,1.6
 GLA Class,2019,28951,Automatic,1661,Petrol,145,35.8,1.6
 E Class,2019,38661,Automatic,4121,Diesel,145,53.3,2.0
 GLE Class,2019,54991,Automatic,1644,Diesel,145,32.8,3.0
 V Class,2020,54561,Semi-Auto,10,Diesel,145,36.7,2.0
 A Class,2020,27791,Semi-Auto,4158,Diesel,145,65.7,1.5
 C Class,2019,31276,Automatic,5999,Petrol,145,44.1,2.0
 A Class,2019,19746,Automatic,10263,Diesel,145,68.9,1.5
 C Class,2018,27832,Automatic,11847,Diesel,145,57.7,2.0
 GLC Class,2017,26124,Automatic,43493,Diesel,145,56.5,2.1
 A Class,2016,17382,Semi-Auto,29486,Diesel,20,68.9,2.1
 GLA Class,2016,20412,Automatic,16429,Diesel,125,56.5,2.1
 C Class,2017,16202,Automatic,67665,Diesel,145,64.2,2.1
 C Class,2016,17999,Semi-Auto,18246,Petrol,125,51.4,2.0
 GLA Class,2014,16399,Semi-Auto,33719,Diesel,145,55.4,2.1
 GLC Class,2018,31999,Semi-Auto,5444,Diesel,145,56.5,2.1
 E Class,2016,19798,Semi-Auto,12863,Diesel,160,52.3,3.0
 GLC Class,2016,27998,Semi-Auto,33062,Diesel,145,56.5,2.1
 C Class,2018,19998,Semi-Auto,11468,Petrol,145,41.5,2.0
 E Class,2016,19998,Semi-Auto,31736,Diesel,30,65.7,2.0
 GLA Class,2014,11998,Semi-Auto,77579,Diesel,30,62.8,2.1
 E Class,2017,27298,Semi-Auto,18403,Petrol,145,40.4,2.0
 C Class,2015,15990,Automatic,43120,Diesel,30,64.2,2.1
 C Class,2017,16442,Automatic,58687,Diesel,145,64.2,2.1
 A Class,2017,15892,Manual,29785,Diesel,145,68.9,1.5
 GLC Class,2017,36092,Semi-Auto,21305,Petrol,300,34.0,3.0
 GLC Class,2018,26990,Semi-Auto,7364,Diesel,145,41.5,2.1
 CL Class,2017,20490,Semi-Auto,15500,Diesel,20,67.3,2.1
 E Class,2017,21990,Automatic,12069,Diesel,145,65.7,2.0
 C Class,2016,17990,Semi-Auto,51300,Diesel,30,64.2,2.1
 A Class,2015,12790,Semi-Auto,28445,Diesel,20,68.9,1.5
 GLC Class,2016,24490,Semi-Auto,22989,Diesel,125,56.5,2.1
 GLC Class,2019,35990,Automatic,4749,Diesel,145,42.2,2.1
 C Class,2017,17990,Semi-Auto,19627,Petrol,145,50.4,2.0
 C Class,2017,23290,Automatic,23183,Diesel,145,58.9,2.1
 C Class,2017,22290,Automatic,34587,Diesel,30,65.7,2.1
 E Class,2017,21290,Automatic,34123,Diesel,145,54.3,3.0
 A Class,2020,24490,Manual,800,Petrol,145,28.5,1.3
 SL CLASS,2020,32290,Semi-Auto,400,Petrol,145,36.7,2.0
 B Class,2020,22390,Manual,150,Petrol,145,45.6,1.3
 C Class,2017,20490,Semi-Auto,50232,Diesel,20,67.3,2.1
 CLS Class,2018,33990,Semi-Auto,10677,Diesel,145,48.7,2.9
 B Class,2019,26490,Automatic,1800,Diesel,145,58.9,1.5
 C Class,2019,48990,Semi-Auto,800,Petrol,145,29.1,3.0
 GLC Class,2019,32390,Semi-Auto,9675,Diesel,145,42.2,2.1
 A Class,2019,19990,Manual,11500,Petrol,145,28.5,1.3
 B Class,2019,21490,Semi-Auto,13122,Petrol,145,45.6,1.3
 C Class,2019,28990,Semi-Auto,17743,Diesel,145,54.3,2.0
 C Class,2018,26690,Automatic,16132,Diesel,145,57.7,2.0
 A Class,2019,19490,Semi-Auto,13845,Diesel,145,68.9,1.5
 E Class,2019,25490,Semi-Auto,3010,Diesel,145,67.3,2.0
 A Class,2019,19490,Automatic,15221,Diesel,145,68.9,1.5
 C Class,2019,25990,Automatic,13275,Diesel,145,58.9,2.0
 C Class,2019,32490,Automatic,2600,Diesel,145,51.4,2.0
 C Class,2018,27990,Automatic,8400,Diesel,145,57.7,2.0
 CL Class,2019,24540,Semi-Auto,9802,Petrol,150,44.8,1.3
 B Class,2019,21500,Semi-Auto,10211,Diesel,150,55.4,2.0
 E Class,2020,39991,Semi-Auto,2184,Diesel,150,44.8,2.0
 A Class,2019,26991,Manual,1998,Petrol,150,47.1,1.3
 A Class,2016,16232,Manual,15048,Petrol,145,49.6,1.6
 GLC Class,2019,41480,Semi-Auto,11096,Diesel,150,40.9,2.0
 E Class,2014,12802,Semi-Auto,82748,Diesel,125,57.7,2.1
 C Class,2013,9991,Semi-Auto,66419,Petrol,165,44.1,1.6
 GLC Class,2019,35162,Semi-Auto,4557,Diesel,150,44.8,2.0
 C Class,2019,25122,Semi-Auto,13852,Diesel,145,61.4,2.0
 E Class,2014,11350,Semi-Auto,50477,Diesel,30,58.9,2.1
 E Class,2013,12893,Automatic,36675,Hybrid,10,68.9,2.1
 GLC Class,2020,72990,Semi-Auto,100,Petrol,150,22.1,4.0
 E Class,2016,16890,Semi-Auto,48534,Diesel,20,72.4,2.0
 A Class,2016,12790,Semi-Auto,54803,Diesel,20,74.3,1.5
 A Class,2019,22790,Semi-Auto,7333,Petrol,150,28.5,1.3
 E Class,2019,34990,Semi-Auto,20,Diesel,145,45.6,2.0
 C Class,2017,20990,Semi-Auto,26675,Diesel,145,58.9,2.1
 B Class,2016,12490,Semi-Auto,38336,Diesel,20,70.6,1.5
 E Class,2017,21190,Automatic,20000,Diesel,145,67.3,2.0
 C Class,2019,26990,Semi-Auto,12043,Diesel,145,56.5,2.0
 C Class,2018,25990,Automatic,12298,Petrol,145,45.6,1.5
 GLC Class,2019,28990,Semi-Auto,8763,Diesel,145,56.5,2.1
 A Class,2019,19490,Semi-Auto,12604,Diesel,145,68.9,1.5
 C Class,2019,29990,Automatic,12986,Diesel,145,57.7,2.0
 GLC Class,2018,29890,Automatic,14287,Diesel,145,56.5,2.1
 GLC Class,2018,27490,Semi-Auto,34507,Diesel,145,56.5,2.1
 CLS Class,2018,32990,Semi-Auto,17000,Diesel,150,48.7,2.9
 E Class,2017,20690,Automatic,24325,Diesel,145,65.7,2.0
 E Class,2017,21990,Automatic,17729,Diesel,145,61.4,2.0
 CLS Class,2018,34390,Automatic,16568,Diesel,145,48.7,2.9
 C Class,2018,23990,Automatic,11387,Diesel,145,61.4,2.0
 A Class,2019,17690,Manual,13081,Petrol,145,28.5,1.3
 CL Class,2019,25990,Semi-Auto,13775,Diesel,145,51.4,2.2
 C Class,2019,23990,Automatic,15257,Petrol,145,46.3,1.5
 C Class,2019,23990,Automatic,14271,Petrol,145,46.3,1.5
 C Class,2019,23290,Automatic,4693,Petrol,145,44.1,1.5
 GLA Class,2019,22490,Semi-Auto,16389,Diesel,145,67.3,2.1
